date,days,cloud_cover,humidity,pressure,global_radiation,precipitation,sunshine,temp_mean,temp_max,city,year
2002-03-02,792,8,1.0,1.0114,0.19,0.65,0.0,6.6,8.3,BUDAPEST,2002
2002-03-03,793,7,0.72,1.0135,0.42,0.0,0.3,5.1,6.8,BUDAPEST,2002
2002-03-04,794,2,0.63,1.0221,1.66,0.0,9.5,5.3,10.1,BUDAPEST,2002
2002-03-05,795,1,0.68,1.0185,1.58,0.0,7.7,7.1,13.3,BUDAPEST,2002
2002-03-06,796,7,0.68,1.0129,0.84,0.0,0.7,10.3,16.3,BUDAPEST,2002
2002-03-07,797,5,0.6,1.0097,1.21,0.0,5.2,13.6,18.9,BUDAPEST,2002
2002-03-08,798,3,0.51,1.0226,1.32,0.0,5.7,8.9,15.1,BUDAPEST,2002
2002-03-09,799,3,0.55,1.0217,1.83,0.0,8.9,7.9,14.7,BUDAPEST,2002
2002-03-10,800,3,0.47,1.0163,1.55,0.0,5.0,8.7,13.1,BUDAPEST,2002
2002-03-11,801,1,0.46,1.0265,1.9,0.0,9.6,7.7,14.0,BUDAPEST,2002
2002-03-12,802,1,0.48,1.024,1.89,0.0,9.4,8.8,15.6,BUDAPEST,2002
2002-03-13,803,4,0.51,1.0192,1.61,0.0,5.8,10.3,16.9,BUDAPEST,2002
2002-03-14,804,0,0.51,1.0134,1.82,0.0,8.4,11.8,19.8,BUDAPEST,2002
2002-03-15,805,4,0.55,1.0127,1.63,0.0,6.2,12.8,18.4,BUDAPEST,2002
2002-03-16,806,8,0.77,1.0179,0.37,0.04,0.0,10.4,14.8,BUDAPEST,2002
2002-03-17,807,3,0.59,1.0205,1.79,0.0,7.8,10.4,14.7,BUDAPEST,2002
2002-03-18,808,3,0.48,1.0167,1.8,0.0,7.1,10.0,15.1,BUDAPEST,2002
2002-03-19,809,6,0.68,1.0077,0.95,0.07,1.1,9.0,13.0,BUDAPEST,2002
2002-03-20,810,7,0.85,1.0102,0.51,0.5,0.0,8.5,11.3,BUDAPEST,2002
2002-03-21,811,6,0.85,1.0144,0.49,0.27,0.0,9.3,10.9,BUDAPEST,2002
2002-03-22,812,6,0.71,1.0118,1.58,0.0,5.3,9.3,13.0,BUDAPEST,2002
2002-03-23,813,4,0.64,1.0138,1.53,0.0,6.7,4.4,7.7,BUDAPEST,2002
2002-03-24,814,5,0.53,1.0163,0.89,0.0,1.7,4.7,7.8,BUDAPEST,2002
2002-03-25,815,8,0.55,1.0184,0.85,0.0,0.1,6.4,9.8,BUDAPEST,2002
2002-03-26,816,2,0.51,1.0211,2.14,0.0,7.9,6.2,11.7,BUDAPEST,2002
2002-03-27,817,2,0.41,1.0245,2.01,0.0,9.5,6.9,11.8,BUDAPEST,2002
2002-03-28,818,1,0.41,1.0274,2.3,0.0,10.1,7.2,13.2,BUDAPEST,2002
2002-03-29,819,2,0.46,1.0267,2.05,0.0,10.2,9.6,16.2,BUDAPEST,2002
2002-03-30,820,0,0.47,1.024,2.25,0.0,9.8,11.2,17.3,BUDAPEST,2002
2002-03-31,821,0,0.46,1.0198,2.31,0.0,10.5,12.9,19.2,BUDAPEST,2002
2002-04-01,822,4,0.42,1.0174,1.94,0.0,2.5,13.3,19.3,BUDAPEST,2002
2002-04-02,823,5,0.49,1.0182,1.86,0.0,5.9,14.2,20.6,BUDAPEST,2002
2002-04-03,824,1,0.39,1.017,2.21,0.0,9.4,12.8,17.5,BUDAPEST,2002
2002-04-04,825,6,0.48,1.0129,1.22,0.0,5.5,8.3,13.6,BUDAPEST,2002
2002-04-05,826,5,0.48,1.0063,1.81,0.0,6.2,7.1,12.3,BUDAPEST,2002
2002-04-06,827,3,0.43,1.0111,1.57,0.0,5.2,3.6,6.8,BUDAPEST,2002
2002-04-07,828,1,0.46,1.0204,2.46,0.0,9.5,3.3,8.1,BUDAPEST,2002
2002-04-08,829,3,0.43,1.0221,2.19,0.0,9.8,6.4,11.9,BUDAPEST,2002
2002-04-09,830,7,0.47,1.0194,1.97,0.14,4.6,7.8,12.4,BUDAPEST,2002
2002-04-10,831,8,0.83,1.0163,0.29,1.34,0.0,5.6,10.2,BUDAPEST,2002
2002-04-11,832,8,0.84,1.0165,0.64,0.01,0.0,8.8,11.8,BUDAPEST,2002
2002-04-12,833,8,0.8,1.009,0.46,0.29,0.0,9.2,11.5,BUDAPEST,2002
2002-04-13,834,7,0.81,1.0037,1.86,1.98,3.8,12.0,18.1,BUDAPEST,2002
2002-04-14,835,8,0.89,1.0042,1.05,0.41,1.3,11.9,17.4,BUDAPEST,2002
2002-04-15,836,5,0.71,1.0102,2.35,0.0,11.5,11.1,14.4,BUDAPEST,2002
2002-04-16,837,4,0.54,1.0124,2.27,0.0,10.1,12.8,17.1,BUDAPEST,2002
2002-04-17,838,5,0.53,1.0126,2.12,0.0,7.4,15.0,20.6,BUDAPEST,2002
2002-04-18,839,7,0.62,1.0149,1.35,0.01,0.3,14.6,19.1,BUDAPEST,2002
2002-04-19,840,7,0.73,1.018,2.09,0.0,2.3,15.1,19.8,BUDAPEST,2002
2002-04-20,841,6,0.76,1.0213,2.0,0.22,5.2,14.5,21.5,BUDAPEST,2002
2002-04-21,842,3,0.63,1.0267,2.17,0.0,6.8,15.8,21.8,BUDAPEST,2002
2002-04-22,843,5,0.67,1.0273,2.61,0.18,8.2,15.7,20.7,BUDAPEST,2002
2002-04-23,844,5,0.49,1.0242,2.18,0.0,7.8,15.7,19.0,BUDAPEST,2002
2002-04-24,845,8,0.66,1.0189,1.33,0.0,2.1,14.1,18.2,BUDAPEST,2002
2002-04-25,846,7,0.57,1.0189,2.04,0.0,6.5,14.5,19.1,BUDAPEST,2002
2002-04-26,847,6,0.56,1.0139,1.54,0.0,4.1,15.2,19.3,BUDAPEST,2002
2002-04-27,848,7,0.64,1.0089,1.1,0.0,0.6,12.8,17.1,BUDAPEST,2002
2002-04-28,849,1,0.47,1.0146,2.94,0.0,11.6,13.4,18.6,BUDAPEST,2002
2002-04-29,850,3,0.58,1.0118,2.69,0.31,9.3,15.4,21.7,BUDAPEST,2002
2002-04-30,851,6,0.55,1.0159,2.72,0.0,7.5,14.4,19.1,BUDAPEST,2002
2002-05-01,852,1,0.51,1.0153,2.94,0.0,11.9,16.9,23.8,BUDAPEST,2002
2002-05-02,853,2,0.47,1.0122,2.96,0.0,10.7,20.0,27.0,BUDAPEST,2002
2002-05-03,854,5,0.53,1.0126,2.67,0.0,9.2,21.4,29.0,BUDAPEST,2002
2002-05-04,855,1,0.46,1.012,2.86,0.34,11.4,23.0,30.1,BUDAPEST,2002
2002-05-05,856,7,0.8,1.0141,0.61,0.4,0.0,16.3,26.7,BUDAPEST,2002
2002-05-06,857,6,0.81,1.0195,1.35,0.18,2.6,15.5,20.7,BUDAPEST,2002
2002-05-07,858,2,0.6,1.0215,2.89,0.0,9.0,17.9,23.9,BUDAPEST,2002
2002-05-08,859,4,0.51,1.0203,2.77,0.0,11.4,19.2,25.0,BUDAPEST,2002
2002-05-09,860,2,0.47,1.0183,3.16,0.0,12.2,19.5,25.4,BUDAPEST,2002
2002-05-10,861,7,0.83,1.017,1.03,1.58,1.2,16.4,21.0,BUDAPEST,2002
2002-05-11,862,5,0.73,1.0108,2.95,0.0,9.9,18.5,24.3,BUDAPEST,2002
2002-05-12,863,5,0.74,1.0119,2.07,0.0,9.4,18.2,25.0,BUDAPEST,2002
2002-05-13,864,6,0.72,1.0157,2.15,0.0,7.4,18.7,24.8,BUDAPEST,2002
2002-05-14,865,3,0.67,1.0175,2.83,0.0,10.7,19.4,26.2,BUDAPEST,2002
2002-05-15,866,2,0.57,1.0226,3.29,0.0,12.8,18.5,22.0,BUDAPEST,2002
2002-05-16,867,2,0.54,1.0241,2.92,0.0,13.4,18.5,23.1,BUDAPEST,2002
2002-05-17,868,1,0.54,1.0169,3.2,0.0,13.0,21.4,27.6,BUDAPEST,2002
2002-05-18,869,5,0.54,1.0109,2.73,0.0,9.8,21.8,27.9,BUDAPEST,2002
2002-05-19,870,2,0.5,1.014,2.61,0.0,12.6,20.3,25.1,BUDAPEST,2002
2002-05-20,871,5,0.53,1.0151,1.97,0.0,4.6,18.7,23.6,BUDAPEST,2002
2002-05-21,872,8,0.73,1.0146,1.04,0.0,0.2,17.1,19.7,BUDAPEST,2002
2002-05-22,873,6,0.59,1.0136,2.19,0.0,8.2,19.3,23.9,BUDAPEST,2002
2002-05-23,874,6,0.55,1.0093,2.41,0.0,6.7,21.8,27.7,BUDAPEST,2002
2002-05-24,875,6,0.64,1.0075,2.64,0.0,8.2,22.1,26.2,BUDAPEST,2002
2002-05-25,876,6,0.71,1.0115,2.23,0.31,4.2,21.0,26.1,BUDAPEST,2002
2002-05-26,877,7,0.73,1.0096,2.04,0.04,4.4,22.2,28.4,BUDAPEST,2002
2002-05-27,878,7,0.78,1.007,1.92,0.0,2.8,20.7,25.7,BUDAPEST,2002
2002-05-28,879,6,0.75,1.0044,1.75,1.21,6.9,19.5,26.8,BUDAPEST,2002
2002-05-29,880,7,0.83,1.0069,1.32,0.04,0.0,16.6,18.9,BUDAPEST,2002
2002-05-30,881,4,0.6,1.0159,2.39,0.0,8.8,18.6,22.4,BUDAPEST,2002
2002-05-31,882,2,0.51,1.0207,2.54,0.0,13.0,18.9,23.6,BUDAPEST,2002
2002-06-01,883,4,0.46,1.0205,2.9,0.0,11.9,18.4,22.1,BUDAPEST,2002
2002-06-02,884,4,0.58,1.0188,2.75,0.01,11.0,14.8,19.3,BUDAPEST,2002
2002-06-03,885,7,0.69,1.0133,1.43,0.02,5.6,17.0,23.5,BUDAPEST,2002
2002-06-04,886,4,0.69,1.0115,2.94,0.01,9.5,18.7,25.1,BUDAPEST,2002
2002-06-05,887,5,0.65,1.0111,2.4,0.67,7.3,19.6,24.4,BUDAPEST,2002
2002-06-06,888,8,0.83,1.0094,1.09,0.15,0.1,18.3,22.7,BUDAPEST,2002
2002-06-07,889,5,0.71,1.004,1.62,0.22,3.5,18.0,20.8,BUDAPEST,2002
2002-06-08,890,5,0.78,1.0072,1.54,0.01,5.7,17.1,21.6,BUDAPEST,2002
2002-06-09,891,8,0.7,1.0076,2.01,1.52,1.2,19.5,25.3,BUDAPEST,2002
2002-06-10,892,8,0.94,1.0032,0.5,0.83,0.0,16.8,23.0,BUDAPEST,2002
2002-06-11,893,3,0.69,1.0103,2.15,0.0,7.8,17.8,21.7,BUDAPEST,2002
2002-06-12,894,2,0.55,1.0191,2.78,0.0,12.4,19.7,24.9,BUDAPEST,2002
2002-06-13,895,3,0.54,1.0188,3.14,0.01,12.9,22.5,28.4,BUDAPEST,2002
2002-06-14,896,4,0.55,1.0171,3.15,0.0,11.6,25.0,28.7,BUDAPEST,2002
2002-06-15,897,1,0.57,1.0178,3.22,0.0,13.5,25.5,31.9,BUDAPEST,2002
2002-06-16,898,5,0.61,1.0167,2.42,0.0,6.9,25.0,30.3,BUDAPEST,2002
2002-06-17,899,4,0.59,1.0193,2.82,0.0,12.8,24.1,27.8,BUDAPEST,2002
2002-06-18,900,1,0.52,1.0214,3.23,0.0,12.2,25.3,31.1,BUDAPEST,2002
2002-06-19,901,1,0.5,1.0211,3.33,0.0,13.8,26.1,31.5,BUDAPEST,2002
2002-06-20,902,1,0.46,1.021,3.4,0.0,13.8,26.9,32.8,BUDAPEST,2002
2002-06-21,903,1,0.43,1.019,3.26,0.0,13.5,28.5,34.6,BUDAPEST,2002
2002-06-22,904,1,0.52,1.0184,3.27,0.0,12.2,27.3,32.2,BUDAPEST,2002
2002-06-23,905,2,0.46,1.0188,3.19,0.0,12.6,29.0,35.0,BUDAPEST,2002
2002-06-24,906,1,0.52,1.0153,3.14,0.0,12.6,28.3,33.6,BUDAPEST,2002
2002-06-25,907,7,0.47,1.0207,1.69,0.0,1.7,21.0,26.9,BUDAPEST,2002
2002-06-26,908,2,0.41,1.0222,2.66,0.0,12.1,21.6,26.8,BUDAPEST,2002
2002-06-27,909,1,0.41,1.0172,3.39,0.0,13.6,23.3,29.1,BUDAPEST,2002
2002-06-28,910,5,0.69,1.01,1.78,0.09,3.1,20.6,27.4,BUDAPEST,2002
2002-06-29,911,2,0.53,1.016,3.03,0.0,12.4,18.3,22.0,BUDAPEST,2002
2002-06-30,912,4,0.46,1.0189,3.19,0.0,13.1,19.7,25.0,BUDAPEST,2002
2002-07-01,913,4,0.41,1.0153,3.18,0.0,12.3,22.5,28.1,BUDAPEST,2002
2002-07-02,914,4,0.44,1.0116,3.02,0.0,12.2,25.3,31.3,BUDAPEST,2002
2002-07-03,915,3,0.46,1.01,2.83,0.0,9.4,28.7,34.6,BUDAPEST,2002
2002-07-04,916,7,0.7,1.0097,1.22,0.5,2.6,20.7,32.5,BUDAPEST,2002
2002-07-05,917,3,0.49,1.0188,3.27,0.0,13.0,20.5,26.5,BUDAPEST,2002
2002-07-06,918,2,0.48,1.0146,3.29,0.0,13.7,23.3,29.8,BUDAPEST,2002
2002-07-07,919,5,0.62,1.0142,1.97,0.0,5.8,22.7,28.7,BUDAPEST,2002
2002-07-08,920,2,0.54,1.0163,2.52,0.0,10.8,25.0,30.8,BUDAPEST,2002
2002-07-09,921,2,0.49,1.014,3.14,0.0,10.5,27.0,32.7,BUDAPEST,2002
2002-07-10,922,1,0.46,1.0103,3.18,0.0,12.0,28.7,34.9,BUDAPEST,2002
2002-07-11,923,0,0.52,1.0133,3.09,0.0,12.6,26.4,32.7,BUDAPEST,2002
2002-07-12,924,2,0.53,1.0163,2.96,0.0,12.4,26.5,33.4,BUDAPEST,2002
2002-07-13,925,5,0.57,1.0129,2.68,0.0,4.3,26.9,33.8,BUDAPEST,2002
2002-07-14,926,6,0.69,1.014,1.69,0.33,5.0,23.9,32.2,BUDAPEST,2002
2002-07-15,927,6,0.66,1.0137,2.59,0.05,7.0,25.7,32.9,BUDAPEST,2002
2002-07-16,928,7,0.68,1.0089,2.16,0.04,6.5,26.1,32.6,BUDAPEST,2002
2002-07-17,929,4,0.61,1.0075,2.83,0.0,9.7,25.6,31.0,BUDAPEST,2002
2002-07-18,930,8,0.86,1.0077,0.83,4.64,0.2,20.8,26.9,BUDAPEST,2002
2002-07-19,931,7,0.85,1.0122,1.29,0.0,2.9,19.0,21.6,BUDAPEST,2002
2002-07-20,932,7,0.8,1.0138,1.78,0.0,4.0,20.8,25.0,BUDAPEST,2002
2002-07-21,933,2,0.61,1.0144,3.02,0.19,12.3,24.0,30.3,BUDAPEST,2002
2002-07-22,934,5,0.62,1.014,2.61,0.0,8.1,21.2,28.3,BUDAPEST,2002
2002-07-23,935,4,0.52,1.0154,2.88,0.0,11.4,20.8,25.6,BUDAPEST,2002
2002-07-24,936,5,0.52,1.0109,2.65,0.0,8.5,23.0,28.1,BUDAPEST,2002
2002-07-25,937,5,0.57,1.0099,2.93,0.0,9.2,20.2,24.5,BUDAPEST,2002
2002-07-26,938,4,0.52,1.0143,2.69,0.0,10.6,19.9,24.3,BUDAPEST,2002
2002-07-27,939,3,0.5,1.0173,2.82,0.0,11.8,22.4,26.6,BUDAPEST,2002
2002-07-28,940,3,0.53,1.0185,2.89,0.0,10.4,25.2,29.6,BUDAPEST,2002
2002-07-29,941,3,0.53,1.0163,2.6,0.0,10.7,26.9,31.0,BUDAPEST,2002
2002-07-30,942,6,0.6,1.011,2.34,0.03,5.8,25.3,29.3,BUDAPEST,2002
2002-07-31,943,5,0.72,1.0089,2.38,0.74,9.4,24.1,29.3,BUDAPEST,2002
2002-08-01,944,6,0.81,1.0095,2.14,0.0,5.0,22.9,27.9,BUDAPEST,2002
2002-08-02,945,3,0.73,1.0115,2.42,0.0,10.7,24.4,29.1,BUDAPEST,2002
2002-08-03,946,2,0.61,1.0128,3.31,0.0,11.8,25.1,30.8,BUDAPEST,2002
2002-08-04,947,4,0.66,1.0115,2.1,0.0,8.4,23.8,29.9,BUDAPEST,2002
2002-08-05,948,5,0.67,1.0102,2.13,0.0,9.7,23.7,28.9,BUDAPEST,2002
2002-08-06,949,6,0.55,1.0096,2.35,0.45,6.3,25.0,30.2,BUDAPEST,2002
2002-08-07,950,8,0.91,1.0054,0.61,1.41,0.1,19.4,25.8,BUDAPEST,2002
2002-08-08,951,8,0.94,1.0087,0.53,0.54,0.0,19.2,20.7,BUDAPEST,2002
2002-08-09,952,7,0.91,1.0089,1.2,0.25,0.3,19.7,22.2,BUDAPEST,2002
2002-08-10,953,6,0.73,1.0072,2.63,0.0,8.9,21.9,27.2,BUDAPEST,2002
2002-08-11,954,8,0.87,1.0039,0.84,1.94,0.0,21.1,25.0,BUDAPEST,2002
2002-08-12,955,6,0.93,1.0021,0.61,1.32,1.7,16.6,20.6,BUDAPEST,2002
2002-08-13,956,8,0.9,1.0071,0.47,0.01,0.0,16.6,17.9,BUDAPEST,2002
2002-08-14,957,7,0.82,1.0116,1.16,0.0,1.4,17.5,19.5,BUDAPEST,2002
2002-08-15,958,6,0.8,1.0114,1.4,0.0,3.7,20.1,23.4,BUDAPEST,2002
2002-08-16,959,5,0.74,1.0118,1.77,1.03,5.7,22.3,27.9,BUDAPEST,2002
2002-08-17,960,4,0.63,1.0125,2.19,0.0,8.5,23.6,28.0,BUDAPEST,2002
2002-08-18,961,1,0.57,1.0142,2.59,0.0,10.9,24.1,29.2,BUDAPEST,2002
2002-08-19,962,2,0.59,1.0175,2.5,0.0,10.7,23.3,27.9,BUDAPEST,2002
2002-08-20,963,4,0.68,1.0197,2.14,0.07,7.5,20.9,26.8,BUDAPEST,2002
2002-08-21,964,3,0.66,1.0164,2.47,0.0,11.2,21.2,26.8,BUDAPEST,2002
2002-08-22,965,7,0.67,1.0152,1.58,0.0,4.7,21.1,26.6,BUDAPEST,2002
2002-08-23,966,4,0.7,1.0169,2.42,0.14,7.0,21.6,27.7,BUDAPEST,2002
2002-08-24,967,1,0.64,1.0194,2.43,0.0,9.2,22.6,29.4,BUDAPEST,2002
2002-08-25,968,1,0.59,1.0209,2.27,0.0,9.0,23.0,29.6,BUDAPEST,2002
2002-08-26,969,3,0.53,1.0199,2.38,0.0,11.7,23.7,29.2,BUDAPEST,2002
2002-08-27,970,4,0.59,1.0175,2.15,0.02,7.5,23.2,28.1,BUDAPEST,2002
2002-08-28,971,7,0.67,1.0158,1.15,0.0,2.2,21.8,25.5,BUDAPEST,2002
2002-08-29,972,4,0.6,1.0151,1.68,0.0,6.0,22.3,28.0,BUDAPEST,2002
2002-08-30,973,1,0.58,1.0169,2.13,0.0,11.2,22.8,28.6,BUDAPEST,2002
2002-08-31,974,3,0.59,1.0169,2.12,0.0,9.0,22.6,28.5,BUDAPEST,2002
2002-09-01,975,4,0.55,1.0177,2.22,0.0,11.2,22.3,27.9,BUDAPEST,2002
2002-09-02,976,7,0.67,1.0221,1.41,0.0,4.2,20.0,24.6,BUDAPEST,2002
2002-09-03,977,2,0.58,1.0217,2.01,0.0,10.8,20.9,27.6,BUDAPEST,2002
2002-09-04,978,4,0.54,1.0181,2.02,0.0,7.3,22.8,28.8,BUDAPEST,2002
2002-09-05,979,7,0.59,1.0159,1.76,0.0,7.2,22.6,27.8,BUDAPEST,2002
2002-09-06,980,5,0.74,1.0151,1.57,0.0,4.0,21.0,25.6,BUDAPEST,2002
2002-09-07,981,5,0.71,1.0148,1.89,0.01,5.8,20.6,27.3,BUDAPEST,2002
2002-09-08,982,1,0.62,1.0147,1.88,0.0,10.7,22.0,28.6,BUDAPEST,2002
2002-09-09,983,0,0.59,1.0159,1.94,0.0,10.0,22.1,29.0,BUDAPEST,2002
2002-09-10,984,6,0.61,1.0146,1.86,0.0,5.5,21.6,26.4,BUDAPEST,2002
2002-09-11,985,0,0.63,1.0161,1.97,0.0,8.0,20.1,24.6,BUDAPEST,2002
2002-09-12,986,2,0.41,1.0195,2.08,0.01,9.0,15.6,21.4,BUDAPEST,2002
2002-09-13,987,8,0.64,1.0212,0.84,0.02,0.1,13.4,15.7,BUDAPEST,2002
2002-09-14,988,3,0.53,1.0165,1.93,0.04,8.6,15.9,20.3,BUDAPEST,2002
2002-09-15,989,7,0.74,1.0102,1.16,0.12,2.8,14.2,16.8,BUDAPEST,2002
2002-09-16,990,5,0.68,1.0133,1.74,0.0,7.5,13.5,18.4,BUDAPEST,2002
2002-09-17,991,7,0.66,1.0156,1.25,0.0,0.2,13.8,16.6,BUDAPEST,2002
2002-09-18,992,6,0.67,1.0156,1.09,0.0,2.3,15.6,21.6,BUDAPEST,2002
2002-09-19,993,4,0.65,1.0158,1.76,0.01,7.3,17.1,23.9,BUDAPEST,2002
2002-09-20,994,8,0.79,1.0165,0.78,0.25,0.2,16.0,18.9,BUDAPEST,2002
2002-09-21,995,5,0.67,1.0142,1.91,0.01,7.0,16.3,20.4,BUDAPEST,2002
2002-09-22,996,8,0.91,1.0094,0.31,0.81,0.0,12.7,16.2,BUDAPEST,2002
2002-09-23,997,8,0.89,1.0045,0.9,0.61,0.7,13.2,16.6,BUDAPEST,2002
2002-09-24,998,8,0.98,1.0063,0.2,2.12,0.0,11.0,12.6,BUDAPEST,2002
2002-09-25,999,8,0.95,1.01,0.3,0.23,0.0,10.3,12.1,BUDAPEST,2002
2002-09-26,1000,5,0.77,1.011,1.03,0.0,5.5,9.2,12.7,BUDAPEST,2002
2002-09-27,1001,7,0.83,1.014,1.0,0.0,0.6,11.0,14.6,BUDAPEST,2002
2002-09-28,1002,7,0.88,1.0208,0.64,0.27,0.0,9.6,11.5,BUDAPEST,2002
2002-09-29,1003,3,0.73,1.0272,1.77,0.0,9.2,12.7,17.2,BUDAPEST,2002
2002-09-30,1004,1,0.69,1.0273,1.84,0.0,9.4,11.7,16.8,BUDAPEST,2002
2002-10-01,1005,1,0.72,1.025,1.82,0.0,9.2,12.0,18.2,BUDAPEST,2002
2002-10-02,1006,3,0.67,1.0256,1.68,0.0,8.9,13.6,19.1,BUDAPEST,2002
2002-10-03,1007,7,0.75,1.0247,1.13,0.0,2.2,12.9,17.9,BUDAPEST,2002
2002-10-04,1008,7,0.82,1.0198,1.15,0.03,3.0,14.8,19.1,BUDAPEST,2002
2002-10-05,1009,4,0.79,1.0195,1.39,0.0,6.9,12.4,15.9,BUDAPEST,2002
2002-10-06,1010,7,0.77,1.0136,0.68,0.03,0.0,12.4,15.9,BUDAPEST,2002
2002-10-07,1011,4,0.72,1.0119,1.12,0.0,4.3,9.5,13.0,BUDAPEST,2002
2002-10-08,1012,7,0.72,1.0145,0.61,0.0,3.4,8.1,11.9,BUDAPEST,2002
2002-10-09,1013,5,0.73,1.018,1.09,0.07,5.3,8.9,12.3,BUDAPEST,2002
2002-10-10,1014,7,0.8,1.016,0.71,0.39,3.7,11.0,14.2,BUDAPEST,2002
2002-10-11,1015,8,0.99,1.0118,0.19,1.03,0.0,10.8,12.6,BUDAPEST,2002
2002-10-12,1016,8,1.0,1.0078,0.11,2.23,0.0,9.6,11.6,BUDAPEST,2002
2002-10-13,1017,7,0.92,1.0119,0.33,0.42,0.0,6.7,9.9,BUDAPEST,2002
2002-10-14,1018,7,0.81,1.0179,0.97,0.14,2.3,8.7,13.1,BUDAPEST,2002
2002-10-15,1019,8,0.9,1.0176,0.39,0.0,0.0,10.7,12.4,BUDAPEST,2002
2002-10-16,1020,8,0.95,1.0134,0.47,0.0,0.0,11.4,13.2,BUDAPEST,2002
2002-10-17,1021,7,0.8,1.0063,1.12,0.29,3.8,15.8,22.3,BUDAPEST,2002
2002-10-18,1022,7,0.85,1.0066,0.28,0.05,1.1,10.6,19.9,BUDAPEST,2002
2002-10-19,1023,5,0.77,1.017,0.81,0.0,1.7,9.2,14.1,BUDAPEST,2002
2002-10-20,1024,6,0.83,1.022,0.56,0.01,2.7,7.0,9.7,BUDAPEST,2002
2002-10-21,1025,6,0.83,1.0166,0.99,0.0,2.0,8.8,13.3,BUDAPEST,2002
2002-10-22,1026,5,0.86,1.0056,0.62,0.19,2.5,12.6,18.3,BUDAPEST,2002
2002-10-23,1027,5,0.86,1.004,1.17,0.22,5.5,14.7,21.1,BUDAPEST,2002
2002-10-24,1028,5,0.72,1.0121,0.91,0.0,2.0,10.7,15.0,BUDAPEST,2002
2002-10-25,1029,8,0.76,1.0185,0.4,0.27,0.0,8.9,12.3,BUDAPEST,2002
2002-10-26,1030,6,0.68,1.0121,0.74,0.0,4.1,13.8,19.5,BUDAPEST,2002
2002-10-27,1031,4,0.64,1.0185,1.08,0.02,6.5,13.3,16.7,BUDAPEST,2002
2002-10-28,1032,3,0.48,1.0178,0.88,0.0,5.8,12.1,16.4,BUDAPEST,2002
2002-10-29,1033,3,0.61,1.0253,0.94,0.0,7.9,8.3,11.8,BUDAPEST,2002
2002-10-30,1034,6,0.77,1.0171,0.29,0.02,0.1,8.2,10.8,BUDAPEST,2002
2002-10-31,1035,8,0.77,1.0217,0.35,0.0,0.0,7.5,9.0,BUDAPEST,2002
2002-11-01,1036,6,0.85,1.0229,0.39,0.03,1.4,7.7,11.7,BUDAPEST,2002
2002-11-02,1037,8,0.96,1.0156,0.19,0.17,0.0,9.2,11.2,BUDAPEST,2002
2002-11-03,1038,7,0.74,1.0147,0.69,0.57,1.2,7.1,11.4,BUDAPEST,2002
2002-11-04,1039,7,0.95,1.0129,0.23,0.45,0.0,1.9,7.1,BUDAPEST,2002
2002-11-05,1040,7,0.79,1.018,0.43,0.01,2.5,3.4,5.8,BUDAPEST,2002
2002-11-06,1041,8,0.72,1.0268,0.21,0.0,0.0,2.5,3.5,BUDAPEST,2002
2002-11-07,1042,8,0.84,1.0163,0.2,0.06,0.0,2.6,3.6,BUDAPEST,2002
2002-11-08,1043,7,0.82,1.0158,0.39,0.0,0.0,3.4,4.9,BUDAPEST,2002
2002-11-09,1044,8,0.88,1.0067,0.33,0.06,0.0,4.9,8.0,BUDAPEST,2002
2002-11-10,1045,4,0.67,1.0069,0.74,0.0,5.4,6.1,8.2,BUDAPEST,2002
2002-11-11,1046,7,0.89,1.0086,0.16,0.55,0.0,3.8,6.4,BUDAPEST,2002
2002-11-12,1047,3,0.81,1.0165,0.78,0.15,6.7,8.9,13.7,BUDAPEST,2002
2002-11-13,1048,8,0.96,1.0133,0.22,0.1,0.0,6.1,7.9,BUDAPEST,2002
2002-11-14,1049,7,0.82,1.0055,0.66,0.0,2.4,11.9,18.5,BUDAPEST,2002
2002-11-15,1050,7,0.69,1.005,0.69,0.0,3.1,15.9,19.7,BUDAPEST,2002
2002-11-16,1051,7,0.63,1.0085,0.38,0.06,0.0,16.6,18.7,BUDAPEST,2002
2002-11-17,1052,7,0.79,1.0128,0.35,0.07,0.9,15.8,18.5,BUDAPEST,2002
2002-11-18,1053,3,0.82,1.017,0.81,0.0,3.5,14.3,18.0,BUDAPEST,2002
2002-11-19,1054,5,0.76,1.0105,0.56,0.01,2.6,11.8,15.8,BUDAPEST,2002
2002-11-20,1055,3,0.72,1.0152,0.73,0.0,3.5,9.4,13.1,BUDAPEST,2002
2002-11-21,1056,7,0.86,1.0135,0.68,0.0,2.5,8.6,12.5,BUDAPEST,2002
2002-11-22,1057,8,0.94,1.0057,0.19,0.32,0.0,8.3,10.6,BUDAPEST,2002
2002-11-23,1058,5,0.81,1.0105,0.36,0.0,1.2,8.5,11.1,BUDAPEST,2002
2002-11-24,1059,5,0.93,1.0195,0.58,0.0,3.7,6.2,9.2,BUDAPEST,2002
2002-11-25,1060,6,0.83,1.0181,0.49,0.0,1.8,8.1,10.3,BUDAPEST,2002
2002-11-26,1061,7,0.83,1.0179,0.62,0.0,1.7,8.9,12.1,BUDAPEST,2002
2002-11-27,1062,7,0.77,1.0198,0.56,0.0,0.9,10.1,12.8,BUDAPEST,2002
2002-11-28,1063,2,0.84,1.0209,0.67,0.0,4.9,8.9,12.5,BUDAPEST,2002
