date,days,cloud_cover,pressure,precipitation,sunshine,temp_mean,temp_min,temp_max,city,year,month
2002-02-04,766,8,0.9979,0.06,0.3,4.3,2.4,7.4,STOCKHOLM,2002,2
2002-02-05,767,7,0.9979,0.25,0.0,3.8,2.1,5.6,STOCKHOLM,2002,2
2002-02-06,768,6,0.9963,0.21,0.3,5.7,4.1,7.1,STOCKHOLM,2002,2
2002-02-07,769,8,1.0021,0.02,0.0,4.1,3.5,5.6,STOCKHOLM,2002,2
2002-02-08,770,7,0.9971,0.02,0.0,3.4,2.2,4.5,STOCKHOLM,2002,2
2002-02-09,771,7,0.9865,0.31,0.0,3.3,0.7,5.5,STOCKHOLM,2002,2
2002-02-10,772,5,0.9814,0.01,3.1,4.1,3.2,6.2,STOCKHOLM,2002,2
2002-02-11,773,6,0.9853,0.72,4.3,2.0,0.9,4.1,STOCKHOLM,2002,2
2002-02-12,774,8,0.9825,0.11,0.0,0.8,0.1,2.8,STOCKHOLM,2002,2
2002-02-13,775,5,1.0076,0.0,0.0,-0.7,-1.3,0.1,STOCKHOLM,2002,2
2002-02-14,776,2,1.0231,0.0,7.8,-0.6,-2.2,1.2,STOCKHOLM,2002,2
2002-02-15,777,2,1.019,0.0,4.4,2.4,-0.5,4.9,STOCKHOLM,2002,2
2002-02-16,778,5,1.0159,0.0,6.3,4.5,1.2,7.4,STOCKHOLM,2002,2
2002-02-17,779,7,1.0097,0.43,1.2,5.7,4.6,6.6,STOCKHOLM,2002,2
2002-02-18,780,6,0.9983,0.03,0.1,4.2,3.6,6.3,STOCKHOLM,2002,2
2002-02-19,781,4,0.9893,0.0,5.4,1.0,0.3,4.0,STOCKHOLM,2002,2
2002-02-20,782,3,0.9967,0.0,7.9,-4.1,-7.1,0.5,STOCKHOLM,2002,2
2002-02-21,783,1,1.0046,0.0,8.9,-4.1,-6.4,-1.6,STOCKHOLM,2002,2
2002-02-22,784,6,0.9799,1.0,0.0,-0.5,-3.4,0.7,STOCKHOLM,2002,2
2002-02-23,785,5,0.9687,0.0,1.9,1.0,0.0,2.2,STOCKHOLM,2002,2
2002-02-24,786,4,0.9857,0.0,4.7,-1.8,-3.6,0.7,STOCKHOLM,2002,2
2002-02-25,787,2,0.9916,0.0,9.3,-2.6,-6.3,1.0,STOCKHOLM,2002,2
2002-02-26,788,8,0.9878,0.38,0.0,-1.1,-4.2,1.2,STOCKHOLM,2002,2
2002-02-27,789,8,0.9737,0.35,0.0,0.3,-0.5,1.0,STOCKHOLM,2002,2
2002-02-28,790,7,0.9874,0.06,0.0,-1.6,-2.4,-0.2,STOCKHOLM,2002,2
2002-03-01,791,7,0.9986,0.03,0.2,-3.0,-4.0,-1.6,STOCKHOLM,2002,3
2002-03-02,792,7,0.9959,0.2,5.1,-1.6,-6.0,1.5,STOCKHOLM,2002,3
2002-03-03,793,5,0.9993,0.18,5.7,-4.3,-8.8,1.6,STOCKHOLM,2002,3
2002-03-04,794,6,0.9997,0.0,5.0,1.1,-3.0,4.5,STOCKHOLM,2002,3
2002-03-05,795,3,0.9953,0.04,8.8,4.8,3.4,6.2,STOCKHOLM,2002,3
2002-03-06,796,8,0.9767,0.88,0.0,3.7,3.0,4.6,STOCKHOLM,2002,3
2002-03-07,797,5,0.9831,0.0,3.1,-0.3,-1.2,3.7,STOCKHOLM,2002,3
2002-03-08,798,3,1.0065,0.11,10.3,1.0,-2.3,4.4,STOCKHOLM,2002,3
2002-03-09,799,6,0.985,0.06,3.9,4.7,0.9,6.8,STOCKHOLM,2002,3
2002-03-10,800,2,0.9962,0.27,10.7,3.3,1.6,5.9,STOCKHOLM,2002,3
2002-03-11,801,4,1.0013,0.03,5.8,4.7,0.6,8.4,STOCKHOLM,2002,3
2002-03-12,802,3,1.0086,0.0,6.8,5.0,1.6,8.6,STOCKHOLM,2002,3
2002-03-13,803,7,1.0139,0.0,0.5,1.0,-1.4,6.2,STOCKHOLM,2002,3
2002-03-14,804,1,1.0276,0.0,11.2,-1.2,-5.5,2.1,STOCKHOLM,2002,3
2002-03-15,805,1,1.0319,0.0,11.3,2.0,-3.0,7.4,STOCKHOLM,2002,3
2002-03-16,806,1,1.0293,0.0,10.2,2.3,-0.8,6.8,STOCKHOLM,2002,3
2002-03-17,807,7,1.0157,0.0,4.1,3.1,0.5,6.0,STOCKHOLM,2002,3
2002-03-18,808,8,1.0037,0.13,0.0,2.8,0.6,5.1,STOCKHOLM,2002,3
2002-03-19,809,8,0.9902,0.12,0.6,5.2,2.9,8.2,STOCKHOLM,2002,3
2002-03-20,810,7,0.9887,0.23,2.5,3.2,2.2,5.8,STOCKHOLM,2002,3
2002-03-21,811,7,0.9977,0.11,0.2,1.0,-0.5,3.2,STOCKHOLM,2002,3
2002-03-22,812,8,1.0121,0.31,0.0,1.4,0.9,2.6,STOCKHOLM,2002,3
2002-03-23,813,6,1.0309,0.05,0.1,0.5,-0.6,1.6,STOCKHOLM,2002,3
2002-03-24,814,2,1.0368,0.0,10.0,0.8,-2.2,3.9,STOCKHOLM,2002,3
2002-03-25,815,3,1.03,0.0,10.6,1.9,-2.3,6.7,STOCKHOLM,2002,3
2002-03-26,816,5,1.0249,0.0,6.4,3.5,-0.4,7.6,STOCKHOLM,2002,3
2002-03-27,817,4,1.0271,0.0,9.4,5.2,1.4,9.7,STOCKHOLM,2002,3
2002-03-28,818,4,1.0211,0.0,10.4,6.2,2.0,10.8,STOCKHOLM,2002,3
2002-03-29,819,3,1.0202,0.0,11.5,8.4,3.0,14.5,STOCKHOLM,2002,3
2002-03-30,820,6,1.0204,0.0,10.1,7.0,3.5,12.0,STOCKHOLM,2002,3
2002-03-31,821,1,1.0129,0.0,-1.7,5.6,1.7,9.8,STOCKHOLM,2002,3
2002-04-01,822,7,1.019,0.0,7.3,6.6,1.4,12.0,STOCKHOLM,2002,4
2002-04-02,823,6,1.0287,0.0,10.5,5.6,3.0,11.3,STOCKHOLM,2002,4
2002-04-03,824,5,1.0291,0.0,9.2,7.2,1.7,13.7,STOCKHOLM,2002,4
2002-04-04,825,8,1.025,0.0,0.0,4.0,2.5,8.2,STOCKHOLM,2002,4
2002-04-05,826,3,1.0259,0.0,10.8,1.8,-1.7,6.3,STOCKHOLM,2002,4
2002-04-06,827,4,1.0203,0.0,9.8,2.4,-2.0,8.0,STOCKHOLM,2002,4
2002-04-07,828,7,1.0267,0.0,0.4,3.6,1.3,6.5,STOCKHOLM,2002,4
2002-04-08,829,4,1.03,0.0,10.6,3.4,-0.9,8.0,STOCKHOLM,2002,4
2002-04-09,830,1,1.0296,0.0,11.7,4.6,-0.7,10.4,STOCKHOLM,2002,4
2002-04-10,831,3,1.0279,0.0,13.0,6.8,1.6,12.4,STOCKHOLM,2002,4
2002-04-11,832,1,1.0217,0.0,12.4,7.5,2.0,13.9,STOCKHOLM,2002,4
2002-04-12,833,5,1.0115,0.0,8.4,8.8,4.0,14.6,STOCKHOLM,2002,4
2002-04-13,834,5,1.007,0.0,10.4,10.1,7.3,14.7,STOCKHOLM,2002,4
2002-04-14,835,8,1.0122,0.0,0.0,6.1,4.3,9.8,STOCKHOLM,2002,4
2002-04-15,836,1,1.0174,0.0,11.7,4.8,2.0,9.4,STOCKHOLM,2002,4
2002-04-16,837,2,1.0209,0.0,10.4,3.2,-0.3,8.9,STOCKHOLM,2002,4
2002-04-17,838,6,1.0226,0.0,3.5,2.6,-1.4,6.0,STOCKHOLM,2002,4
2002-04-18,839,4,1.0207,0.0,13.1,5.4,-0.8,12.4,STOCKHOLM,2002,4
2002-04-19,840,4,1.0222,0.0,11.3,7.5,1.9,13.5,STOCKHOLM,2002,4
2002-04-20,841,4,1.029,0.0,9.1,10.9,3.6,16.9,STOCKHOLM,2002,4
2002-04-21,842,2,1.0328,0.0,14.0,12.4,6.4,17.3,STOCKHOLM,2002,4
2002-04-22,843,1,1.0255,0.02,13.7,13.1,6.6,18.0,STOCKHOLM,2002,4
2002-04-23,844,6,1.0148,0.04,3.7,11.9,9.8,15.7,STOCKHOLM,2002,4
2002-04-24,845,2,1.0197,0.0,14.2,13.2,7.4,18.3,STOCKHOLM,2002,4
2002-04-25,846,1,1.0146,0.03,12.3,14.9,9.5,21.0,STOCKHOLM,2002,4
2002-04-26,847,7,1.0048,0.0,3.5,10.2,7.6,14.8,STOCKHOLM,2002,4
2002-04-27,848,8,0.9952,0.63,2.1,9.2,6.1,14.0,STOCKHOLM,2002,4
2002-04-28,849,5,1.0022,0.0,5.4,7.0,5.0,9.1,STOCKHOLM,2002,4
2002-04-29,850,7,1.0045,0.1,1.0,6.6,3.4,8.7,STOCKHOLM,2002,4
2002-04-30,851,4,1.0068,0.0,9.1,9.4,5.1,13.6,STOCKHOLM,2002,4
2002-05-01,852,6,1.0106,0.28,6.2,8.4,5.3,12.3,STOCKHOLM,2002,5
2002-05-02,853,7,1.0128,0.64,9.0,10.7,5.8,16.6,STOCKHOLM,2002,5
2002-05-03,854,7,1.0126,0.04,0.0,10.3,8.1,13.1,STOCKHOLM,2002,5
2002-05-04,855,7,1.0156,1.52,0.0,9.3,8.4,12.0,STOCKHOLM,2002,5
2002-05-05,856,5,1.0219,0.0,7.4,9.7,6.9,13.4,STOCKHOLM,2002,5
2002-05-06,857,5,1.0307,0.0,11.2,10.0,4.7,15.5,STOCKHOLM,2002,5
2002-05-07,858,1,1.0301,0.0,15.8,11.4,3.7,18.0,STOCKHOLM,2002,5
2002-05-08,859,1,1.0242,0.0,15.7,13.5,6.5,20.0,STOCKHOLM,2002,5
2002-05-09,860,1,1.0249,0.0,14.9,12.2,8.4,17.0,STOCKHOLM,2002,5
2002-05-10,861,1,1.0249,0.0,15.3,10.9,4.1,17.6,STOCKHOLM,2002,5
2002-05-11,862,1,1.0195,0.0,15.3,12.5,7.0,18.1,STOCKHOLM,2002,5
2002-05-12,863,1,1.0126,0.0,14.8,15.7,9.2,21.7,STOCKHOLM,2002,5
2002-05-13,864,6,1.013,0.0,6.3,14.8,8.7,18.8,STOCKHOLM,2002,5
2002-05-14,865,1,1.0135,0.0,16.0,16.4,10.6,23.0,STOCKHOLM,2002,5
2002-05-15,866,6,1.0113,0.0,7.6,14.1,9.1,18.5,STOCKHOLM,2002,5
2002-05-16,867,6,1.0068,0.49,11.3,12.6,9.1,19.2,STOCKHOLM,2002,5
2002-05-17,868,5,1.0088,0.38,6.3,10.5,9.0,14.6,STOCKHOLM,2002,5
2002-05-18,869,4,1.0138,0.0,12.2,9.8,6.2,13.1,STOCKHOLM,2002,5
2002-05-19,870,2,1.02,0.0,14.6,9.8,5.2,15.2,STOCKHOLM,2002,5
2002-05-20,871,1,1.0202,0.0,16.6,12.7,5.9,20.0,STOCKHOLM,2002,5
2002-05-21,872,2,1.0179,0.0,12.2,14.8,8.7,21.8,STOCKHOLM,2002,5
2002-05-22,873,0,1.0159,0.0,16.8,14.6,8.4,20.5,STOCKHOLM,2002,5
2002-05-23,874,1,1.0114,0.0,16.5,16.3,9.8,22.7,STOCKHOLM,2002,5
2002-05-24,875,5,1.0075,0.0,12.5,15.3,10.4,23.3,STOCKHOLM,2002,5
2002-05-25,876,7,1.0119,0.06,1.7,10.0,9.3,10.8,STOCKHOLM,2002,5
2002-05-26,877,5,1.0163,0.03,8.5,13.4,8.7,18.5,STOCKHOLM,2002,5
2002-05-27,878,7,1.0144,0.0,0.6,11.8,8.6,15.9,STOCKHOLM,2002,5
2002-05-28,879,3,1.017,0.0,15.9,13.9,12.1,16.6,STOCKHOLM,2002,5
2002-05-29,880,1,1.0169,0.0,17.1,14.8,9.8,19.9,STOCKHOLM,2002,5
2002-05-30,881,3,1.0161,0.0,11.5,16.2,9.0,24.4,STOCKHOLM,2002,5
2002-05-31,882,2,1.0185,0.0,13.2,15.2,10.6,20.6,STOCKHOLM,2002,5
2002-06-01,883,3,1.0198,0.02,13.6,16.8,10.7,23.0,STOCKHOLM,2002,6
2002-06-02,884,1,1.0224,0.0,15.9,18.3,12.5,24.5,STOCKHOLM,2002,6
2002-06-03,885,3,1.0184,0.0,16.0,20.0,14.7,27.3,STOCKHOLM,2002,6
2002-06-04,886,1,1.0166,0.0,17.4,20.1,14.0,26.6,STOCKHOLM,2002,6
2002-06-05,887,0,1.0194,0.0,17.3,19.9,13.6,26.7,STOCKHOLM,2002,6
2002-06-06,888,1,1.0208,0.0,17.1,19.5,14.0,26.1,STOCKHOLM,2002,6
2002-06-07,889,2,1.0183,0.0,16.4,19.0,13.7,25.0,STOCKHOLM,2002,6
2002-06-08,890,1,1.0144,0.0,17.0,20.5,13.6,27.5,STOCKHOLM,2002,6
2002-06-09,891,3,1.0119,0.0,13.4,20.8,15.2,28.2,STOCKHOLM,2002,6
2002-06-10,892,2,1.0117,0.0,14.5,20.0,15.8,25.4,STOCKHOLM,2002,6
2002-06-11,893,7,1.0109,0.56,7.2,19.3,15.2,24.9,STOCKHOLM,2002,6
2002-06-12,894,5,1.0121,0.0,8.3,17.0,14.0,22.0,STOCKHOLM,2002,6
2002-06-13,895,4,1.0052,1.29,11.7,16.4,12.5,22.6,STOCKHOLM,2002,6
2002-06-14,896,7,0.9993,0.92,0.7,13.4,12.0,16.1,STOCKHOLM,2002,6
2002-06-15,897,4,1.0077,0.28,9.1,17.1,12.0,23.7,STOCKHOLM,2002,6
2002-06-16,898,7,1.0043,0.41,2.7,15.7,13.1,19.2,STOCKHOLM,2002,6
2002-06-17,899,3,1.0119,0.0,14.9,18.6,14.0,23.4,STOCKHOLM,2002,6
2002-06-18,900,5,1.0144,0.0,9.5,22.7,16.9,28.9,STOCKHOLM,2002,6
2002-06-19,901,2,1.0136,0.0,14.5,21.4,19.7,25.0,STOCKHOLM,2002,6
2002-06-20,902,4,1.0194,0.95,12.5,19.2,14.5,25.0,STOCKHOLM,2002,6
2002-06-21,903,6,1.0102,0.19,4.6,13.9,11.5,20.0,STOCKHOLM,2002,6
2002-06-22,904,5,1.0137,0.68,7.1,15.6,12.0,21.0,STOCKHOLM,2002,6
2002-06-23,905,6,1.0028,1.55,3.5,13.9,12.5,17.5,STOCKHOLM,2002,6
2002-06-24,906,6,1.0078,0.03,7.3,16.0,13.0,20.2,STOCKHOLM,2002,6
2002-06-25,907,5,1.0129,0.74,9.7,16.1,12.5,20.1,STOCKHOLM,2002,6
2002-06-26,908,7,1.0099,0.05,9.9,15.9,12.3,20.1,STOCKHOLM,2002,6
2002-06-27,909,8,1.0023,0.64,0.5,14.2,13.2,16.9,STOCKHOLM,2002,6
2002-06-28,910,5,0.999,0.06,8.6,14.0,10.5,18.6,STOCKHOLM,2002,6
2002-06-29,911,7,1.0011,0.47,6.3,14.4,11.0,17.9,STOCKHOLM,2002,6
2002-06-30,912,6,1.0012,0.0,9.8,16.3,12.8,21.0,STOCKHOLM,2002,6
2002-07-01,913,5,0.999,0.0,7.1,14.6,11.2,18.5,STOCKHOLM,2002,7
2002-07-02,914,8,0.9999,0.48,3.9,15.1,13.2,17.5,STOCKHOLM,2002,7
2002-07-03,915,6,1.0042,0.11,9.9,16.0,12.9,19.8,STOCKHOLM,2002,7
2002-07-04,916,8,1.0048,0.82,0.0,14.7,13.7,16.8,STOCKHOLM,2002,7
2002-07-05,917,6,1.0057,0.0,3.9,17.4,14.8,20.5,STOCKHOLM,2002,7
2002-07-06,918,6,1.012,0.15,6.4,15.9,12.2,20.6,STOCKHOLM,2002,7
2002-07-07,919,6,1.0121,0.09,3.4,17.2,14.3,21.4,STOCKHOLM,2002,7
2002-07-08,920,3,1.015,0.0,13.9,17.8,13.6,22.7,STOCKHOLM,2002,7
2002-07-09,921,6,1.0179,0.0,6.8,19.4,16.0,24.6,STOCKHOLM,2002,7
2002-07-10,922,0,1.0165,0.0,16.6,21.8,16.7,27.4,STOCKHOLM,2002,7
2002-07-11,923,7,1.0129,0.49,3.4,20.7,18.6,24.2,STOCKHOLM,2002,7
2002-07-12,924,2,1.0213,0.0,16.0,18.9,14.7,23.4,STOCKHOLM,2002,7
2002-07-13,925,3,1.0245,0.0,14.6,20.4,15.6,25.0,STOCKHOLM,2002,7
2002-07-14,926,4,1.0248,0.0,12.8,21.6,16.3,26.8,STOCKHOLM,2002,7
2002-07-15,927,2,1.0213,0.0,11.1,22.4,17.7,28.0,STOCKHOLM,2002,7
2002-07-16,928,1,1.018,0.0,16.4,23.6,18.2,28.4,STOCKHOLM,2002,7
2002-07-17,929,2,1.0162,0.0,12.5,24.0,18.0,31.0,STOCKHOLM,2002,7
2002-07-18,930,8,1.016,0.55,2.6,22.3,18.6,27.0,STOCKHOLM,2002,7
2002-07-19,931,8,1.0123,2.2,0.6,19.9,17.9,24.4,STOCKHOLM,2002,7
2002-07-20,932,7,1.0102,0.3,2.2,20.7,18.1,24.0,STOCKHOLM,2002,7
2002-07-21,933,8,1.0073,1.32,0.0,19.2,18.4,22.2,STOCKHOLM,2002,7
2002-07-22,934,5,1.0005,1.11,10.2,19.6,17.4,23.4,STOCKHOLM,2002,7
2002-07-23,935,5,0.9937,0.34,4.9,17.2,15.0,19.4,STOCKHOLM,2002,7
2002-07-24,936,6,0.9981,1.03,4.4,16.9,14.5,20.8,STOCKHOLM,2002,7
2002-07-25,937,7,0.998,1.38,2.7,16.8,14.5,19.8,STOCKHOLM,2002,7
2002-07-26,938,6,1.004,0.03,5.1,17.1,9.8,22.6,STOCKHOLM,2002,7
2002-07-27,939,5,1.0166,0.0,6.5,18.9,15.7,22.5,STOCKHOLM,2002,7
2002-07-28,940,1,1.0239,0.0,15.5,21.0,16.0,26.7,STOCKHOLM,2002,7
2002-07-29,941,1,1.0238,0.0,14.6,22.3,16.5,28.6,STOCKHOLM,2002,7
2002-07-30,942,1,1.0227,0.0,13.8,21.3,17.6,26.0,STOCKHOLM,2002,7
2002-07-31,943,6,1.0175,0.98,5.5,20.8,17.6,24.9,STOCKHOLM,2002,7
2002-08-01,944,6,1.0145,0.0,9.1,21.5,18.8,25.3,STOCKHOLM,2002,8
2002-08-02,945,5,1.0183,0.0,4.3,20.0,18.9,22.5,STOCKHOLM,2002,8
2002-08-03,946,1,1.0188,0.0,14.8,19.7,15.0,24.8,STOCKHOLM,2002,8
2002-08-04,947,1,1.0178,0.0,15.9,20.1,15.0,25.3,STOCKHOLM,2002,8
2002-08-05,948,7,1.0204,0.0,5.4,18.8,15.0,23.0,STOCKHOLM,2002,8
2002-08-06,949,3,1.0198,0.0,10.7,17.4,12.6,23.0,STOCKHOLM,2002,8
2002-08-07,950,5,1.0177,0.0,9.9,19.2,14.5,24.0,STOCKHOLM,2002,8
2002-08-08,951,2,1.0149,0.0,10.2,21.1,16.0,26.5,STOCKHOLM,2002,8
2002-08-09,952,3,1.0145,0.0,13.9,20.8,16.8,26.0,STOCKHOLM,2002,8
2002-08-10,953,2,1.0138,0.0,13.4,20.9,16.5,26.5,STOCKHOLM,2002,8
2002-08-11,954,5,1.0094,0.0,12.3,22.1,18.0,27.5,STOCKHOLM,2002,8
2002-08-12,955,6,1.006,0.0,10.8,22.7,18.6,27.3,STOCKHOLM,2002,8
2002-08-13,956,5,1.0077,0.0,12.2,23.0,19.0,27.5,STOCKHOLM,2002,8
2002-08-14,957,4,1.0125,0.0,10.3,23.6,18.5,28.3,STOCKHOLM,2002,8
2002-08-15,958,1,1.0172,0.0,11.0,24.5,20.4,30.6,STOCKHOLM,2002,8
2002-08-16,959,3,1.0207,0.0,8.9,23.2,19.7,28.3,STOCKHOLM,2002,8
2002-08-17,960,2,1.0233,0.0,14.5,21.2,16.1,27.0,STOCKHOLM,2002,8
2002-08-18,961,1,1.0257,0.0,13.4,20.6,17.0,25.3,STOCKHOLM,2002,8
2002-08-19,962,2,1.0245,0.0,14.5,21.2,16.0,27.0,STOCKHOLM,2002,8
2002-08-20,963,1,1.0217,0.0,14.0,22.3,16.4,29.2,STOCKHOLM,2002,8
2002-08-21,964,1,1.019,0.0,13.2,22.7,17.6,28.7,STOCKHOLM,2002,8
2002-08-22,965,1,1.0205,0.0,13.3,23.2,17.8,29.0,STOCKHOLM,2002,8
2002-08-23,966,2,1.0226,0.0,10.5,23.1,18.6,29.0,STOCKHOLM,2002,8
2002-08-24,967,6,1.0259,0.0,12.1,21.7,17.4,26.6,STOCKHOLM,2002,8
2002-08-25,968,3,1.0262,0.0,7.9,21.1,16.9,26.1,STOCKHOLM,2002,8
2002-08-26,969,3,1.0241,0.0,12.3,21.7,16.9,27.4,STOCKHOLM,2002,8
2002-08-27,970,6,1.0184,0.07,7.7,20.9,17.2,25.5,STOCKHOLM,2002,8
2002-08-28,971,7,1.0129,0.0,5.4,20.8,18.2,24.1,STOCKHOLM,2002,8
2002-08-29,972,3,1.0134,0.05,9.3,21.4,16.9,26.7,STOCKHOLM,2002,8
2002-08-30,973,7,1.0089,0.0,4.7,19.8,17.0,23.4,STOCKHOLM,2002,8
2002-08-31,974,5,1.0056,0.26,3.5,20.0,17.2,25.7,STOCKHOLM,2002,8
2002-09-01,975,2,1.0192,0.0,12.3,16.9,13.0,20.5,STOCKHOLM,2002,9
2002-09-02,976,2,1.0272,0.0,12.9,18.2,12.2,23.6,STOCKHOLM,2002,9
2002-09-03,977,3,1.0257,0.0,10.5,19.1,14.6,23.7,STOCKHOLM,2002,9
2002-09-04,978,1,1.0213,0.0,12.1,20.0,16.0,24.8,STOCKHOLM,2002,9
2002-09-05,979,2,1.0103,0.02,7.9,21.0,18.2,25.4,STOCKHOLM,2002,9
2002-09-06,980,4,1.0104,0.0,8.2,18.2,13.7,23.1,STOCKHOLM,2002,9
2002-09-07,981,2,1.0125,0.0,10.5,19.5,15.7,25.0,STOCKHOLM,2002,9
2002-09-08,982,3,1.0197,0.0,10.5,19.4,14.0,25.0,STOCKHOLM,2002,9
2002-09-09,983,2,1.0233,0.0,11.5,20.8,16.0,26.2,STOCKHOLM,2002,9
2002-09-10,984,5,1.0242,0.0,4.8,16.2,13.3,22.3,STOCKHOLM,2002,9
2002-09-11,985,1,1.0306,0.0,12.8,16.0,11.0,21.0,STOCKHOLM,2002,9
2002-09-12,986,1,1.0283,0.0,12.4,17.9,12.5,23.3,STOCKHOLM,2002,9
2002-09-13,987,6,1.0199,0.04,6.4,17.9,14.5,21.2,STOCKHOLM,2002,9
2002-09-14,988,4,1.0141,0.13,4.9,13.1,11.0,19.0,STOCKHOLM,2002,9
2002-09-15,989,5,1.0179,0.04,2.0,9.4,8.2,12.5,STOCKHOLM,2002,9
2002-09-16,990,8,1.0103,0.05,0.2,11.2,7.2,14.5,STOCKHOLM,2002,9
2002-09-17,991,5,1.0059,0.07,6.3,13.1,9.8,16.6,STOCKHOLM,2002,9
2002-09-18,992,3,1.0056,0.0,7.5,10.9,8.2,14.6,STOCKHOLM,2002,9
2002-09-19,993,4,1.0148,0.46,5.0,10.5,7.9,13.7,STOCKHOLM,2002,9
2002-09-20,994,6,1.0118,0.3,0.0,8.7,8.3,10.3,STOCKHOLM,2002,9
2002-09-21,995,5,1.0152,0.0,3.3,7.3,5.0,10.2,STOCKHOLM,2002,9
2002-09-22,996,1,1.0192,0.0,10.9,7.3,3.3,10.9,STOCKHOLM,2002,9
2002-09-23,997,1,1.0217,0.0,10.6,6.9,2.9,10.6,STOCKHOLM,2002,9
2002-09-24,998,7,1.0125,0.0,10.0,10.5,5.0,15.0,STOCKHOLM,2002,9
2002-09-25,999,2,1.0104,0.0,10.3,8.8,6.6,13.3,STOCKHOLM,2002,9
2002-09-26,1000,1,1.0132,0.0,8.0,6.2,2.3,11.2,STOCKHOLM,2002,9
2002-09-27,1001,3,1.0204,0.0,7.0,6.8,3.0,10.8,STOCKHOLM,2002,9
2002-09-28,1002,5,1.0176,0.0,3.6,9.3,4.5,13.5,STOCKHOLM,2002,9
2002-09-29,1003,5,1.017,0.0,9.9,12.3,8.4,16.5,STOCKHOLM,2002,9
2002-09-30,1004,6,1.0147,0.16,5.3,13.3,10.3,16.4,STOCKHOLM,2002,9
2002-10-01,1005,3,1.0234,0.0,10.1,8.8,6.5,14.5,STOCKHOLM,2002,10
2002-10-02,1006,1,1.022,0.0,10.9,8.6,5.6,11.9,STOCKHOLM,2002,10
2002-10-03,1007,4,1.0168,0.0,8.1,7.9,4.4,12.2,STOCKHOLM,2002,10
2002-10-04,1008,8,1.0152,0.27,0.4,7.6,5.4,9.5,STOCKHOLM,2002,10
2002-10-05,1009,7,1.0138,0.03,0.4,5.5,4.7,8.5,STOCKHOLM,2002,10
2002-10-06,1010,6,1.0202,0.0,2.0,3.7,2.2,5.6,STOCKHOLM,2002,10
2002-10-07,1011,6,1.0209,0.14,3.0,3.2,0.2,6.1,STOCKHOLM,2002,10
2002-10-08,1012,7,1.0219,0.0,0.0,4.3,3.3,5.4,STOCKHOLM,2002,10
2002-10-09,1013,5,1.0234,0.0,4.9,3.7,2.5,6.3,STOCKHOLM,2002,10
2002-10-10,1014,6,1.0263,0.0,1.9,2.0,-0.1,4.9,STOCKHOLM,2002,10
2002-10-11,1015,8,1.0322,0.0,0.6,2.8,1.7,4.0,STOCKHOLM,2002,10
2002-10-12,1016,8,1.0334,0.34,0.0,3.2,2.5,4.5,STOCKHOLM,2002,10
2002-10-13,1017,8,1.032,0.0,0.0,4.1,2.4,5.0,STOCKHOLM,2002,10
2002-10-14,1018,8,1.0242,0.75,0.0,3.5,2.5,4.6,STOCKHOLM,2002,10
2002-10-15,1019,8,1.0142,0.15,0.1,3.7,2.4,4.7,STOCKHOLM,2002,10
2002-10-16,1020,8,1.0062,0.07,0.0,2.5,2.0,3.3,STOCKHOLM,2002,10
2002-10-17,1021,8,0.9999,0.0,0.0,2.2,1.5,3.3,STOCKHOLM,2002,10
2002-10-18,1022,5,1.0045,0.0,3.7,-0.2,-1.0,2.0,STOCKHOLM,2002,10
2002-10-19,1023,5,1.0105,0.0,7.4,-1.6,-4.7,1.3,STOCKHOLM,2002,10
2002-10-20,1024,5,1.0135,0.01,6.5,0.8,-3.1,4.3,STOCKHOLM,2002,10
2002-10-21,1025,6,1.0121,0.05,0.4,1.7,0.5,3.5,STOCKHOLM,2002,10
2002-10-22,1026,7,1.0067,0.0,1.2,3.3,-0.5,5.3,STOCKHOLM,2002,10
2002-10-23,1027,8,0.9965,1.01,0.0,4.4,3.3,5.0,STOCKHOLM,2002,10
2002-10-24,1028,7,0.9959,0.0,1.1,6.6,5.0,8.0,STOCKHOLM,2002,10
2002-10-25,1029,6,1.0013,0.03,1.4,6.4,3.6,8.9,STOCKHOLM,2002,10
2002-10-26,1030,7,0.9861,1.33,0.0,7.6,7.0,8.5,STOCKHOLM,2002,10
2002-10-27,1031,6,0.9914,0.0,-1.7,6.2,4.2,8.0,STOCKHOLM,2002,10
2002-10-28,1032,7,0.9988,0.0,0.1,3.8,2.3,6.3,STOCKHOLM,2002,10
2002-10-29,1033,1,1.008,0.0,8.6,2.8,0.4,4.9,STOCKHOLM,2002,10
2002-10-30,1034,6,1.0101,0.0,1.0,2.7,0.0,4.2,STOCKHOLM,2002,10
2002-10-31,1035,7,1.0109,0.34,1.9,2.8,0.1,4.5,STOCKHOLM,2002,10
2002-11-01,1036,8,1.0081,0.03,0.2,2.0,1.5,4.7,STOCKHOLM,2002,11
2002-11-02,1037,1,1.0221,0.0,6.3,-0.2,-1.0,2.0,STOCKHOLM,2002,11
2002-11-03,1038,6,1.0238,0.0,0.0,-0.7,-2.9,0.8,STOCKHOLM,2002,11
2002-11-04,1039,7,1.0222,0.0,0.8,0.9,-0.7,2.0,STOCKHOLM,2002,11
2002-11-05,1040,3,1.0242,0.0,7.3,-1.0,-3.7,1.5,STOCKHOLM,2002,11
2002-11-06,1041,7,1.0175,0.0,0.1,3.0,1.0,4.2,STOCKHOLM,2002,11
2002-11-07,1042,7,1.0084,0.0,1.6,3.0,1.0,4.7,STOCKHOLM,2002,11
