date,days,cloud_cover,humidity,pressure,global_radiation,precipitation,sunshine,temp_mean,temp_min,temp_max,city,year,month
2001-10-23,662,5,0.86,1.0104,0.83,0.32,5.1,12.8,7.9,16.7,HEATHROW,2001,10
2001-10-24,663,5,0.86,1.0151,0.79,0.28,4.8,14.0,11.4,16.4,HEATHROW,2001,10
2001-10-25,664,6,0.85,1.0195,0.5,0.14,1.6,13.4,10.3,16.4,HEATHROW,2001,10
2001-10-26,665,7,0.89,1.0113,0.33,0.52,0.3,15.2,13.9,16.9,HEATHROW,2001,10
2001-10-27,666,7,0.82,1.0159,0.96,0.34,7.8,13.6,10.2,15.7,HEATHROW,2001,10
2001-10-28,667,5,0.87,1.0252,0.63,0.0,3.3,13.2,10.7,15.2,HEATHROW,2001,10
2001-10-29,668,6,0.88,1.0247,0.45,0.0,1.4,11.2,7.2,19.1,HEATHROW,2001,10
2001-10-30,669,2,0.83,1.015,0.86,0.08,6.8,15.3,11.5,13.9,HEATHROW,2001,10
2001-10-31,670,3,0.69,1.0215,0.94,0.0,8.3,11.6,9.2,13.8,HEATHROW,2001,10
2001-11-01,671,2,0.78,1.0384,0.94,0.0,8.6,9.0,4.3,14.4,HEATHROW,2001,11
2001-11-02,672,4,0.83,1.0402,0.81,0.0,6.6,9.2,4.1,13.0,HEATHROW,2001,11
2001-11-03,673,5,0.89,1.0334,0.79,0.0,6.4,8.0,3.0,12.3,HEATHROW,2001,11
2001-11-04,674,6,0.84,1.0254,0.61,0.0,3.8,8.4,4.5,11.8,HEATHROW,2001,11
2001-11-05,675,4,0.77,1.025,0.88,0.0,8.5,8.2,4.5,14.4,HEATHROW,2001,11
2001-11-06,676,6,0.78,1.0144,0.61,0.06,4.2,10.1,5.8,14.1,HEATHROW,2001,11
2001-11-07,677,8,0.86,1.0093,0.21,1.22,0.0,11.8,9.6,6.7,HEATHROW,2001,11
2001-11-08,678,6,0.74,1.0038,0.36,0.18,1.1,6.6,6.6,6.8,HEATHROW,2001,11
2001-11-09,679,4,0.75,1.0246,0.72,0.0,6.4,3.9,1.0,9.4,HEATHROW,2001,11
2001-11-10,680,5,0.78,1.0309,0.72,0.0,6.5,4.6,-0.3,12.8,HEATHROW,2001,11
2001-11-11,681,7,0.88,1.0257,0.25,0.0,0.3,7.6,2.4,11.3,HEATHROW,2001,11
2001-11-12,682,7,0.94,1.0165,0.19,0.14,0.0,9.4,7.4,7.4,HEATHROW,2001,11
2001-11-13,683,6,0.76,1.0252,0.46,0.0,2.8,6.5,5.6,8.5,HEATHROW,2001,11
2001-11-14,684,1,0.78,1.035,0.7,0.0,7.0,4.0,-0.4,9.1,HEATHROW,2001,11
2001-11-15,685,4,0.82,1.0396,0.69,0.0,6.9,4.8,0.5,11.3,HEATHROW,2001,11
2001-11-16,686,8,0.83,1.04,0.18,0.02,0.0,6.2,1.2,10.1,HEATHROW,2001,11
2001-11-17,687,7,0.88,1.034,0.17,0.02,0.0,9.3,8.5,9.4,HEATHROW,2001,11
2001-11-18,688,8,0.88,1.0257,0.17,0.06,0.0,8.4,7.3,9.3,HEATHROW,2001,11
2001-11-19,689,7,0.8,1.0266,0.28,0.0,0.8,8.0,6.7,10.4,HEATHROW,2001,11
2001-11-20,690,7,0.81,1.0308,0.21,0.0,0.2,7.0,3.6,12.6,HEATHROW,2001,11
2001-11-21,691,7,0.81,1.0271,0.19,0.22,0.1,9.2,5.7,11.1,HEATHROW,2001,11
2001-11-22,692,6,0.73,1.0226,0.48,0.0,3.9,10.2,9.4,9.2,HEATHROW,2001,11
2001-11-23,693,6,0.76,1.0274,0.28,0.0,1.0,4.4,-0.4,14.8,HEATHROW,2001,11
2001-11-24,694,6,0.87,1.023,0.46,0.0,3.9,8.0,1.3,14.3,HEATHROW,2001,11
2001-11-25,695,7,0.9,1.017,0.15,0.42,0.0,11.8,9.2,8.5,HEATHROW,2001,11
2001-11-26,696,1,0.88,1.016,0.61,0.0,7.2,5.0,1.6,10.8,HEATHROW,2001,11
2001-11-27,697,6,0.87,1.0086,0.17,0.02,0.1,5.4,0.0,12.1,HEATHROW,2001,11
2001-11-28,698,6,0.82,1.0165,0.33,0.3,2.0,7.2,2.3,13.9,HEATHROW,2001,11
2001-11-29,699,8,0.91,1.0114,0.15,0.48,0.0,9.0,4.2,14.9,HEATHROW,2001,11
2001-11-30,700,8,0.91,1.0084,0.14,0.24,0.0,13.4,11.8,12.2,HEATHROW,2001,11
2001-12-01,701,6,0.87,1.0133,0.32,0.08,2.3,11.2,10.1,7.2,HEATHROW,2001,12
2001-12-02,702,7,0.92,1.0253,0.13,0.04,0.0,4.4,1.6,10.9,HEATHROW,2001,12
2001-12-03,703,7,0.94,1.0193,0.13,0.38,0.0,6.6,2.3,11.3,HEATHROW,2001,12
2001-12-04,704,6,0.78,1.012,0.42,0.52,4.4,8.4,5.4,14.5,HEATHROW,2001,12
2001-12-05,705,6,0.8,1.0149,0.4,0.12,4.1,10.2,6.0,8.2,HEATHROW,2001,12
2001-12-06,706,6,0.79,1.032,0.25,0.0,1.4,5.8,3.5,11.0,HEATHROW,2001,12
2001-12-07,707,6,0.82,1.0365,0.33,0.0,2.8,7.9,4.8,7.2,HEATHROW,2001,12
2001-12-08,708,4,0.88,1.0393,0.5,0.0,6.5,4.3,1.4,7.0,HEATHROW,2001,12
2001-12-09,709,4,0.86,1.0397,0.45,0.0,5.5,4.4,1.8,8.4,HEATHROW,2001,12
2001-12-10,710,2,0.89,1.0401,0.48,0.0,6.2,5.2,1.9,6.7,HEATHROW,2001,12
2001-12-11,711,3,0.94,1.0399,0.28,0.0,2.0,3.8,0.9,7.5,HEATHROW,2001,12
2001-12-12,712,5,0.83,1.0344,0.12,0.0,0.0,4.4,1.4,7.1,HEATHROW,2001,12
2001-12-13,713,8,0.82,1.0342,0.12,0.0,0.0,5.6,4.0,4.4,HEATHROW,2001,12
2001-12-14,714,2,0.76,1.0397,0.5,0.0,6.9,2.2,0.0,5.8,HEATHROW,2001,12
2001-12-15,715,3,0.77,1.0386,0.39,0.0,4.2,2.7,-0.4,4.9,HEATHROW,2001,12
2001-12-16,716,7,0.7,1.0387,0.12,0.0,0.0,2.4,-0.1,5.9,HEATHROW,2001,12
2001-12-17,717,5,0.87,1.0398,0.12,0.02,0.0,3.2,0.5,8.4,HEATHROW,2001,12
2001-12-18,718,3,0.9,1.0391,0.36,0.0,3.7,5.2,2.1,6.7,HEATHROW,2001,12
2001-12-19,719,6,0.9,1.0321,0.31,0.04,2.7,2.6,-1.5,4.9,HEATHROW,2001,12
2001-12-20,720,4,0.86,1.0306,0.4,0.0,4.5,2.9,0.9,8.2,HEATHROW,2001,12
2001-12-21,721,6,0.82,1.0152,0.12,0.08,0.0,3.7,-0.8,2.8,HEATHROW,2001,12
2001-12-22,722,1,0.72,1.0149,0.51,0.0,7.3,0.4,-1.9,5.3,HEATHROW,2001,12
2001-12-23,723,3,0.79,1.0206,0.47,0.02,6.3,0.9,-3.5,9.1,HEATHROW,2001,12
2001-12-24,724,8,0.81,1.0092,0.16,0.08,0.3,3.4,-2.4,5.7,HEATHROW,2001,12
2001-12-25,725,6,0.83,1.0006,0.14,0.32,0.1,5.1,4.5,6.3,HEATHROW,2001,12
2001-12-26,726,3,0.82,1.0099,0.44,0.06,5.4,2.0,-2.2,9.4,HEATHROW,2001,12
2001-12-27,727,6,0.86,1.0056,0.18,0.0,0.5,4.2,-1.0,8.5,HEATHROW,2001,12
2001-12-28,728,7,0.65,1.0037,0.38,0.0,4.0,7.4,6.2,3.1,HEATHROW,2001,12
2001-12-29,729,5,0.85,1.0022,0.15,0.02,0.2,2.1,1.1,4.8,HEATHROW,2001,12
2001-12-30,730,3,0.79,1.0119,0.42,0.0,4.8,1.4,-2.0,3.9,HEATHROW,2001,12
2001-12-31,731,1,0.81,1.0315,0.52,0.0,7.2,1.0,-1.9,3.8,HEATHROW,2001,12
2002-01-01,732,0,0.82,1.0378,0.48,0.0,6.0,-0.8,-5.3,4.2,HEATHROW,2002,1
2002-01-02,733,4,0.82,1.0307,0.44,0.0,5.0,0.0,-4.2,3.9,HEATHROW,2002,1
2002-01-03,734,6,0.79,1.027,0.49,0.0,6.2,1.2,-1.6,7.0,HEATHROW,2002,1
2002-01-04,735,4,0.83,1.0281,0.45,0.02,5.1,1.8,-3.5,8.9,HEATHROW,2002,1
2002-01-05,736,8,0.95,1.0336,0.13,0.0,0.0,2.8,-3.4,8.3,HEATHROW,2002,1
2002-01-06,737,8,0.97,1.0356,0.13,0.0,0.0,7.4,6.5,5.9,HEATHROW,2002,1
2002-01-07,738,8,0.94,1.034,0.13,0.06,0.0,5.4,4.9,4.7,HEATHROW,2002,1
2002-01-08,739,8,0.82,1.0321,0.13,0.0,0.0,4.2,3.6,5.8,HEATHROW,2002,1
2002-01-09,740,6,0.88,1.0328,0.25,0.06,1.2,3.4,0.9,7.9,HEATHROW,2002,1
2002-01-10,741,6,0.91,1.0288,0.36,0.24,2.9,4.9,1.9,5.7,HEATHROW,2002,1
2002-01-11,742,6,0.96,1.029,0.22,0.0,0.7,2.8,0.0,9.0,HEATHROW,2002,1
2002-01-12,743,7,0.92,1.0287,0.14,0.04,0.0,4.5,0.0,11.1,HEATHROW,2002,1
2002-01-13,744,8,0.91,1.0233,0.14,0.0,0.0,7.2,3.3,10.8,HEATHROW,2002,1
2002-01-14,745,8,0.91,1.0219,0.18,0.38,0.2,9.8,8.8,9.4,HEATHROW,2002,1
2002-01-15,746,5,0.87,1.0161,0.31,0.0,1.8,8.4,7.5,9.3,HEATHROW,2002,1
2002-01-16,747,6,0.88,1.0206,0.21,0.02,0.4,4.4,-0.5,10.1,HEATHROW,2002,1
2002-01-17,748,6,0.9,1.0162,0.15,0.28,0.0,6.4,2.8,8.9,HEATHROW,2002,1
2002-01-18,749,5,0.89,1.0167,0.39,0.08,2.8,4.8,0.6,11.1,HEATHROW,2002,1
2002-01-19,750,3,0.79,1.0123,0.56,0.0,5.9,6.4,1.7,12.8,HEATHROW,2002,1
2002-01-20,751,7,0.88,1.0111,0.16,0.22,0.0,9.3,5.8,12.6,HEATHROW,2002,1
2002-01-21,752,6,0.83,1.008,0.26,0.1,0.8,11.6,10.6,10.7,HEATHROW,2002,1
2002-01-22,753,6,0.78,1.0028,0.54,0.12,5.1,9.3,7.9,12.1,HEATHROW,2002,1
2002-01-23,754,8,0.85,0.9907,0.2,0.48,0.2,9.8,7.6,10.6,HEATHROW,2002,1
2002-01-24,755,7,0.75,0.9968,0.31,0.0,1.2,9.3,8.0,11.9,HEATHROW,2002,1
2002-01-25,756,7,0.86,1.0118,0.17,0.6,0.0,6.4,1.0,12.1,HEATHROW,2002,1
2002-01-26,757,8,0.85,1.001,0.2,1.3,0.1,8.4,4.8,13.9,HEATHROW,2002,1
2002-01-27,758,8,0.89,1.0039,0.18,0.56,0.0,10.7,7.5,12.7,HEATHROW,2002,1
2002-01-28,759,4,0.74,1.013,0.61,0.08,5.5,10.6,8.6,14.0,HEATHROW,2002,1
2002-01-29,760,6,0.79,1.0198,0.3,0.0,0.9,10.6,7.1,13.3,HEATHROW,2002,1
2002-01-30,761,7,0.86,1.0128,0.19,0.1,0.0,11.4,9.6,12.4,HEATHROW,2002,1
2002-01-31,762,5,0.76,1.0118,0.36,0.36,1.4,9.1,5.8,13.6,HEATHROW,2002,1
2002-02-01,763,7,0.79,1.0086,0.19,0.02,0.0,10.0,6.5,13.5,HEATHROW,2002,2
2002-02-02,764,7,0.72,1.0104,0.31,0.02,0.8,12.9,12.3,11.6,HEATHROW,2002,2
2002-02-03,765,8,0.81,1.0055,0.2,1.82,0.0,10.4,9.3,12.9,HEATHROW,2002,2
2002-02-04,766,6,0.88,1.0065,0.2,0.84,0.0,9.0,5.1,12.8,HEATHROW,2002,2
2002-02-05,767,6,0.8,0.9958,0.61,0.16,4.3,10.1,7.4,9.7,HEATHROW,2002,2
2002-02-06,768,3,0.7,1.0051,0.67,0.0,5.1,6.9,4.1,12.0,HEATHROW,2002,2
2002-02-07,769,6,0.85,1.0169,0.21,0.1,0.0,6.2,0.5,13.2,HEATHROW,2002,2
2002-02-08,770,8,0.85,1.0153,0.27,0.02,0.2,8.6,3.9,12.1,HEATHROW,2002,2
2002-02-09,771,6,0.71,1.0053,0.57,0.12,3.2,11.1,10.1,12.9,HEATHROW,2002,2
2002-02-10,772,6,0.74,1.0076,0.51,0.02,2.4,9.6,6.4,13.8,HEATHROW,2002,2
2002-02-11,773,8,0.82,1.0022,0.26,0.16,0.1,10.8,7.8,13.6,HEATHROW,2002,2
2002-02-12,774,6,0.73,1.0104,0.53,0.0,2.4,11.8,10.1,10.4,HEATHROW,2002,2
2002-02-13,775,7,0.81,1.0182,0.35,0.04,0.6,8.6,6.7,8.9,HEATHROW,2002,2
2002-02-14,776,4,0.67,1.0301,0.91,0.0,7.4,6.0,3.2,9.0,HEATHROW,2002,2
2002-02-15,777,3,0.77,1.0343,1.0,0.0,8.5,4.2,-0.7,10.0,HEATHROW,2002,2
2002-02-16,778,1,0.8,1.0311,1.05,0.0,9.1,5.6,1.1,7.7,HEATHROW,2002,2
2002-02-17,779,7,0.86,1.0228,0.57,0.04,2.4,3.4,-0.9,9.3,HEATHROW,2002,2
2002-02-18,780,6,0.73,1.0226,1.04,0.0,8.4,4.6,0.0,11.7,HEATHROW,2002,2
2002-02-19,781,7,0.76,1.0173,0.47,0.8,1.3,8.4,5.1,10.7,HEATHROW,2002,2
2002-02-20,782,5,0.7,0.9996,0.84,0.16,5.3,9.8,8.9,11.3,HEATHROW,2002,2
2002-02-21,783,6,0.72,1.018,0.33,0.1,0.2,6.2,1.2,13.8,HEATHROW,2002,2
2002-02-22,784,6,0.7,1.0025,0.88,0.02,5.5,8.2,2.5,7.7,HEATHROW,2002,2
2002-02-23,785,3,0.64,1.0039,0.99,0.02,6.7,6.0,4.3,10.5,HEATHROW,2002,2
2002-02-24,786,7,0.81,1.0098,0.29,0.86,0.0,5.6,0.7,12.9,HEATHROW,2002,2
2002-02-25,787,8,0.88,0.9992,0.3,0.8,0.0,8.4,3.8,12.0,HEATHROW,2002,2
2002-02-26,788,6,0.74,0.9902,0.88,0.28,4.8,10.0,8.1,9.6,HEATHROW,2002,2
2002-02-27,789,4,0.69,0.9964,1.05,0.0,6.8,5.9,2.2,9.9,HEATHROW,2002,2
2002-02-28,790,4,0.7,0.9974,0.99,0.0,5.9,6.7,3.5,7.8,HEATHROW,2002,2
2002-03-01,791,4,0.79,1.0106,0.73,0.04,2.3,3.6,-0.7,8.8,HEATHROW,2002,3
2002-03-02,792,3,0.74,1.0182,1.28,0.02,7.7,4.2,-0.3,10.5,HEATHROW,2002,3
2002-03-03,793,7,0.8,1.02,0.63,0.0,1.4,6.5,2.5,9.0,HEATHROW,2002,3
2002-03-04,794,8,0.72,1.0194,0.36,0.0,0.0,7.6,6.2,11.9,HEATHROW,2002,3
2002-03-05,795,7,0.75,1.0148,0.91,0.0,3.5,8.0,4.0,12.2,HEATHROW,2002,3
2002-03-06,796,7,0.78,1.0082,0.38,0.0,0.0,8.6,5.1,14.7,HEATHROW,2002,3
2002-03-07,797,4,0.65,1.0176,1.23,0.0,6.3,11.8,8.9,14.2,HEATHROW,2002,3
2002-03-08,798,7,0.71,1.0226,0.6,0.02,0.9,9.6,5.0,12.0,HEATHROW,2002,3
2002-03-09,799,3,0.67,1.0128,1.56,0.0,9.5,7.8,3.5,11.5,HEATHROW,2002,3
2002-03-10,800,6,0.75,1.0113,0.45,0.06,0.1,6.8,2.0,13.4,HEATHROW,2002,3
2002-03-11,801,7,0.81,1.0107,0.88,0.06,2.6,10.6,7.7,12.5,HEATHROW,2002,3
2002-03-12,802,7,0.87,1.0142,0.73,0.4,1.5,8.6,4.8,7.2,HEATHROW,2002,3
2002-03-13,803,8,0.79,1.0168,0.42,0.02,0.0,6.0,4.8,6.5,HEATHROW,2002,3
2002-03-14,804,7,0.73,1.0101,0.43,0.4,0.0,5.7,4.9,9.8,HEATHROW,2002,3
2002-03-15,805,7,0.93,1.0062,0.43,0.52,0.0,6.8,3.7,14.8,HEATHROW,2002,3
2002-03-16,806,7,0.86,1.0096,0.89,0.92,2.3,10.4,5.9,14.1,HEATHROW,2002,3
2002-03-17,807,7,0.84,1.0054,1.01,0.1,3.1,11.2,8.4,11.8,HEATHROW,2002,3
2002-03-18,808,7,0.85,0.9948,0.53,0.76,0.2,9.7,7.6,12.0,HEATHROW,2002,3
2002-03-19,809,8,0.8,1.0031,0.71,0.34,1.0,9.4,6.9,13.4,HEATHROW,2002,3
2002-03-20,810,7,0.88,1.0119,0.51,0.1,0.1,11.2,8.9,15.9,HEATHROW,2002,3
2002-03-21,811,7,0.78,1.019,0.91,0.0,2.1,13.2,10.5,15.1,HEATHROW,2002,3
2002-03-22,812,7,0.77,1.0263,0.7,0.0,0.8,11.4,7.7,12.7,HEATHROW,2002,3
2002-03-23,813,7,0.71,1.0327,1.36,0.0,5.3,9.8,6.9,11.9,HEATHROW,2002,3
2002-03-24,814,7,0.64,1.0336,1.55,0.0,6.8,7.5,3.1,14.5,HEATHROW,2002,3
2002-03-25,815,6,0.65,1.0296,1.52,0.0,6.4,9.0,3.5,12.1,HEATHROW,2002,3
2002-03-26,816,4,0.66,1.0311,1.62,0.0,7.1,9.6,7.2,12.0,HEATHROW,2002,3
2002-03-27,817,3,0.74,1.0322,2.06,0.0,11.1,7.2,2.4,13.9,HEATHROW,2002,3
2002-03-28,818,1,0.64,1.027,2.07,0.0,11.0,8.6,3.2,16.8,HEATHROW,2002,3
2002-03-29,819,0,0.63,1.0211,2.07,0.0,10.8,9.8,2.9,17.4,HEATHROW,2002,3
2002-03-30,820,2,0.61,1.0196,1.71,0.0,7.3,10.8,4.3,12.3,HEATHROW,2002,3
2002-03-31,821,7,0.82,1.0156,0.59,0.0,0.1,9.4,6.5,15.2,HEATHROW,2002,3
2002-04-01,822,7,0.74,1.0137,0.96,0.0,1.7,12.4,9.6,18.9,HEATHROW,2002,4
2002-04-02,823,7,0.67,1.0101,1.2,0.0,3.1,13.0,7.1,20.6,HEATHROW,2002,4
2002-04-03,824,4,0.52,1.006,2.06,0.0,9.8,15.2,9.9,19.3,HEATHROW,2002,4
2002-04-04,825,1,0.64,1.0084,2.05,0.0,9.6,13.3,7.3,17.1,HEATHROW,2002,4
2002-04-05,826,2,0.63,1.0074,2.12,0.0,10.1,11.5,5.9,11.9,HEATHROW,2002,4
2002-04-06,827,0,0.52,1.0165,2.28,0.0,11.4,9.5,7.1,12.9,HEATHROW,2002,4
2002-04-07,828,1,0.64,1.0221,2.35,0.0,11.8,8.6,4.3,14.1,HEATHROW,2002,4
2002-04-08,829,3,0.62,1.0238,2.24,0.0,10.7,9.2,4.4,10.7,HEATHROW,2002,4
2002-04-09,830,5,0.72,1.0246,1.27,0.0,3.1,6.9,3.1,12.9,HEATHROW,2002,4
2002-04-10,831,3,0.57,1.0198,2.29,0.0,10.8,8.9,4.9,12.9,HEATHROW,2002,4
2002-04-11,832,4,0.6,1.0118,1.69,0.0,5.8,8.4,4.0,13.3,HEATHROW,2002,4
2002-04-12,833,4,0.62,1.0095,2.21,0.0,9.8,8.4,3.4,11.3,HEATHROW,2002,4
2002-04-13,834,5,0.65,1.0118,1.78,0.0,6.3,7.4,3.5,12.1,HEATHROW,2002,4
2002-04-14,835,6,0.7,1.0134,1.21,0.0,2.4,6.5,0.9,12.3,HEATHROW,2002,4
2002-04-15,836,6,0.75,1.0165,0.76,0.0,0.3,9.4,6.6,15.9,HEATHROW,2002,4
2002-04-16,837,2,0.64,1.0171,2.34,0.0,10.4,9.2,2.6,15.9,HEATHROW,2002,4
2002-04-17,838,6,0.66,1.015,2.06,0.04,8.0,10.2,4.4,14.1,HEATHROW,2002,4
2002-04-18,839,4,0.74,1.0158,2.06,0.14,7.9,9.5,4.9,14.5,HEATHROW,2002,4
2002-04-19,840,5,0.7,1.0215,1.93,0.0,6.8,10.1,5.7,17.8,HEATHROW,2002,4
2002-04-20,841,6,0.66,1.0294,2.06,0.0,7.7,10.8,3.9,20.2,HEATHROW,2002,4
2002-04-21,842,6,0.67,1.033,2.56,0.0,11.6,13.4,6.7,20.8,HEATHROW,2002,4
2002-04-22,843,7,0.68,1.0307,1.92,0.0,6.5,15.0,9.2,22.6,HEATHROW,2002,4
2002-04-23,844,5,0.73,1.0315,2.63,0.0,11.9,15.7,8.8,22.1,HEATHROW,2002,4
2002-04-24,845,4,0.76,1.0272,2.14,0.0,7.9,15.8,9.6,17.9,HEATHROW,2002,4
2002-04-25,846,6,0.65,1.0223,2.35,0.4,9.4,13.7,9.5,15.0,HEATHROW,2002,4
2002-04-26,847,6,0.73,1.007,1.69,0.42,4.6,11.6,8.2,14.7,HEATHROW,2002,4
2002-04-27,848,6,0.7,1.009,1.82,0.8,5.4,10.2,5.6,15.5,HEATHROW,2002,4
2002-04-28,849,5,0.75,0.9947,1.86,0.2,5.6,12.0,8.5,15.3,HEATHROW,2002,4
2002-04-29,850,4,0.6,1.0,2.49,0.46,10.1,10.4,5.5,12.0,HEATHROW,2002,4
2002-04-30,851,7,0.88,0.9988,0.7,1.38,0.0,10.1,8.2,15.3,HEATHROW,2002,4
2002-05-01,852,4,0.66,1.0018,2.68,0.0,11.4,11.0,6.6,15.5,HEATHROW,2002,5
2002-05-02,853,6,0.7,1.0089,2.1,0.36,6.9,10.0,4.5,16.9,HEATHROW,2002,5
2002-05-03,854,3,0.67,1.0176,2.59,0.0,10.5,11.2,5.5,13.8,HEATHROW,2002,5
2002-05-04,855,5,0.7,1.0222,2.35,0.0,8.6,9.4,4.9,12.2,HEATHROW,2002,5
2002-05-05,856,5,0.67,1.0239,1.85,0.06,5.1,8.2,4.1,16.1,HEATHROW,2002,5
2002-05-06,857,6,0.76,1.0224,2.26,0.56,7.8,11.4,6.6,16.6,HEATHROW,2002,5
2002-05-07,858,6,0.82,1.0214,1.46,0.0,2.7,12.8,9.1,16.7,HEATHROW,2002,5
2002-05-08,859,6,0.8,1.0183,1.52,0.0,3.0,12.0,7.2,13.3,HEATHROW,2002,5
2002-05-09,860,8,0.82,1.0125,0.75,0.0,0.0,11.2,9.1,16.7,HEATHROW,2002,5
2002-05-10,861,8,0.8,1.0084,0.75,0.0,0.0,13.3,9.9,17.5,HEATHROW,2002,5
2002-05-11,862,7,0.67,1.0107,1.06,0.0,0.8,14.4,11.4,16.9,HEATHROW,2002,5
2002-05-12,863,6,0.69,1.0133,1.6,0.04,3.3,13.1,9.3,14.7,HEATHROW,2002,5
2002-05-13,864,8,0.87,1.0074,0.76,1.06,0.0,12.6,10.4,16.8,HEATHROW,2002,5
2002-05-14,865,6,0.72,1.0108,2.39,0.04,8.2,13.8,10.7,19.7,HEATHROW,2002,5
2002-05-15,866,6,0.7,1.0223,2.7,0.0,10.4,15.1,10.5,25.1,HEATHROW,2002,5
2002-05-16,867,4,0.66,1.0189,3.1,0.0,13.5,16.6,8.1,23.5,HEATHROW,2002,5
2002-05-17,868,7,0.67,1.0107,2.1,0.42,6.1,18.8,14.2,18.9,HEATHROW,2002,5
2002-05-18,869,7,0.78,1.0126,1.54,0.0,2.8,16.0,13.2,19.8,HEATHROW,2002,5
2002-05-19,870,7,0.71,1.0164,2.37,0.0,7.8,15.6,11.5,19.0,HEATHROW,2002,5
2002-05-20,871,7,0.73,1.01,1.25,1.2,1.4,15.8,12.7,18.3,HEATHROW,2002,5
2002-05-21,872,7,0.8,0.9991,1.73,0.7,3.7,15.6,12.9,18.6,HEATHROW,2002,5
2002-05-22,873,5,0.71,0.9946,2.66,0.02,9.7,15.9,13.2,18.3,HEATHROW,2002,5
2002-05-23,874,5,0.67,1.0041,2.75,0.38,10.3,15.1,11.9,17.9,HEATHROW,2002,5
2002-05-24,875,7,0.71,1.0025,2.08,0.3,5.7,14.4,10.8,16.8,HEATHROW,2002,5
2002-05-25,876,6,0.62,1.0064,2.63,0.48,9.4,13.3,9.8,13.5,HEATHROW,2002,5
2002-05-26,877,6,0.84,0.9992,1.69,0.78,3.4,11.4,9.2,18.0,HEATHROW,2002,5
2002-05-27,878,4,0.74,1.0033,2.66,0.06,9.5,11.8,5.6,16.2,HEATHROW,2002,5
2002-05-28,879,6,0.78,1.0043,1.72,0.06,3.5,12.8,9.4,17.6,HEATHROW,2002,5
2002-05-29,880,5,0.65,1.0124,2.63,0.04,9.2,13.8,10.0,17.3,HEATHROW,2002,5
2002-05-30,881,6,0.78,1.021,1.98,0.08,4.9,13.6,9.9,19.8,HEATHROW,2002,5
2002-05-31,882,5,0.66,1.0254,3.1,0.0,12.6,14.2,8.6,22.8,HEATHROW,2002,5
2002-06-01,883,1,0.6,1.0243,3.3,0.0,14.3,16.3,9.8,26.8,HEATHROW,2002,6
2002-06-02,884,6,0.57,1.0161,2.75,0.0,9.9,19.4,11.9,17.7,HEATHROW,2002,6
2002-06-03,885,7,0.71,1.0089,1.56,0.06,2.5,15.6,13.6,16.6,HEATHROW,2002,6
2002-06-04,886,7,0.71,1.0058,1.08,0.0,0.6,13.0,9.4,15.4,HEATHROW,2002,6
2002-06-05,887,7,0.9,0.9979,0.8,2.92,0.0,13.4,11.3,17.4,HEATHROW,2002,6
2002-06-06,888,8,0.9,0.9992,0.8,0.12,0.0,14.8,12.1,15.5,HEATHROW,2002,6
2002-06-07,889,8,0.9,1.0022,0.8,0.04,0.0,14.9,14.3,17.8,HEATHROW,2002,6
2002-06-08,890,6,0.81,1.0056,1.39,0.04,1.7,14.0,10.1,15.3,HEATHROW,2002,6
2002-06-09,891,7,0.82,1.0054,1.48,0.6,2.1,13.8,12.2,17.2,HEATHROW,2002,6
2002-06-10,892,6,0.78,1.0078,1.99,1.28,4.7,13.8,10.5,18.2,HEATHROW,2002,6
2002-06-11,893,6,0.74,1.0126,2.75,1.16,9.7,13.8,9.3,17.6,HEATHROW,2002,6
2002-06-12,894,8,0.78,1.0128,1.42,0.16,1.8,14.4,11.1,20.7,HEATHROW,2002,6
2002-06-13,895,8,0.79,1.0145,1.53,0.0,2.3,15.8,10.8,21.6,HEATHROW,2002,6
2002-06-14,896,7,0.81,1.0127,1.37,0.02,1.6,18.0,14.4,21.1,HEATHROW,2002,6
2002-06-15,897,6,0.72,1.014,2.5,0.06,7.9,17.1,13.1,22.1,HEATHROW,2002,6
2002-06-16,898,8,0.83,1.0151,1.35,0.0,1.5,18.3,14.5,26.6,HEATHROW,2002,6
2002-06-17,899,2,0.74,1.0144,3.49,0.48,15.5,20.6,14.6,22.6,HEATHROW,2002,6
2002-06-18,900,6,0.68,1.017,2.56,0.0,8.3,19.2,15.7,21.5,HEATHROW,2002,6
2002-06-19,901,6,0.58,1.0225,3.2,0.0,13.1,16.2,10.9,22.3,HEATHROW,2002,6
2002-06-20,902,6,0.62,1.0203,1.93,0.06,4.3,18.2,14.0,21.9,HEATHROW,2002,6
2002-06-21,903,7,0.7,1.02,2.32,0.28,6.7,17.2,12.4,19.5,HEATHROW,2002,6
2002-06-22,904,7,0.74,1.0182,1.42,0.0,1.8,16.2,12.8,20.4,HEATHROW,2002,6
2002-06-23,905,5,0.64,1.0212,2.96,0.0,11.2,15.7,11.0,22.2,HEATHROW,2002,6
2002-06-24,906,2,0.58,1.0265,3.41,0.0,14.8,15.7,9.2,20.0,HEATHROW,2002,6
2002-06-25,907,4,0.67,1.0277,2.45,0.0,7.6,14.8,9.7,24.0,HEATHROW,2002,6
2002-06-26,908,2,0.62,1.0223,3.44,0.0,15.1,17.2,10.3,18.8,HEATHROW,2002,6
2002-06-27,909,4,0.57,1.0192,2.81,0.0,10.1,15.2,11.7,18.5,HEATHROW,2002,6
2002-06-28,910,4,0.56,1.0223,2.78,0.0,9.9,13.9,9.3,19.5,HEATHROW,2002,6
