date,days,cloud_cover,humidity,pressure,global_radiation,precipitation,sunshine,temp_mean,temp_min,temp_max,city,year
2002-02-09,771,8,0.79,1.0188,0.56,0.32,0.1,9.7,6.1,13.1,BASEL,2002
2002-02-10,772,7,0.72,1.0194,0.5,0.13,0.6,7.3,5.6,9.2,BASEL,2002
2002-02-11,773,7,0.6,1.0199,0.61,0.0,1.6,10.6,7.5,14.2,BASEL,2002
2002-02-12,774,7,0.57,1.022,0.76,0.0,1.9,13.0,10.7,15.9,BASEL,2002
2002-02-13,775,8,0.6,1.0181,0.68,0.0,1.4,12.6,9.7,15.3,BASEL,2002
2002-02-14,776,8,0.88,1.0148,0.09,0.04,0.0,6.3,3.9,9.3,BASEL,2002
2002-02-15,777,6,0.75,1.0219,0.33,0.0,0.0,2.5,0.8,4.3,BASEL,2002
2002-02-16,778,8,0.78,1.0252,0.49,0.0,0.0,1.4,-0.4,4.6,BASEL,2002
2002-02-17,779,3,0.8,1.0235,1.04,0.0,6.6,2.5,-1.3,8.2,BASEL,2002
2002-02-18,780,5,0.81,1.0238,0.75,0.11,2.5,3.7,-1.9,9.4,BASEL,2002
2002-02-19,781,7,0.7,1.0271,0.43,0.03,0.0,4.5,2.3,6.6,BASEL,2002
2002-02-20,782,8,0.76,1.0089,0.27,1.3,0.0,6.7,3.6,8.2,BASEL,2002
2002-02-21,783,7,0.8,1.0159,0.55,0.07,1.8,1.2,-1.9,5.0,BASEL,2002
2002-02-22,784,8,0.78,1.0173,0.42,0.3,0.0,0.6,-3.5,8.3,BASEL,2002
2002-02-23,785,7,0.74,1.0102,0.33,0.53,0.0,6.4,2.6,8.8,BASEL,2002
2002-02-24,786,7,0.67,1.0167,0.78,0.02,0.6,3.7,1.3,6.1,BASEL,2002
2002-02-25,787,8,0.7,1.0138,0.39,0.0,0.0,8.3,4.8,10.4,BASEL,2002
2002-02-26,788,8,0.58,1.0092,0.4,0.45,0.0,11.9,8.9,13.3,BASEL,2002
2002-02-27,789,8,0.82,1.0079,0.66,1.58,1.4,7.5,5.3,13.3,BASEL,2002
2002-02-28,790,6,0.63,1.0105,1.25,0.01,5.0,7.1,4.0,11.6,BASEL,2002
2002-03-01,791,7,0.78,1.0115,0.86,1.64,3.6,6.8,4.9,9.9,BASEL,2002
2002-03-02,792,8,0.92,1.0129,0.26,0.16,0.0,3.4,2.0,5.0,BASEL,2002
2002-03-03,793,6,0.85,1.0207,0.84,0.0,3.3,3.1,-0.5,6.4,BASEL,2002
2002-03-04,794,3,0.8,1.0201,1.52,0.0,8.1,3.1,-2.0,9.7,BASEL,2002
2002-03-05,795,5,0.78,1.0128,1.28,0.0,4.0,3.7,-1.3,9.2,BASEL,2002
2002-03-06,796,1,0.75,1.0137,1.46,0.01,8.2,4.8,0.0,12.4,BASEL,2002
2002-03-07,797,7,0.71,1.0225,0.63,0.0,0.1,9.6,6.3,12.1,BASEL,2002
2002-03-08,798,6,0.74,1.0251,1.6,0.0,9.1,9.4,4.0,15.1,BASEL,2002
2002-03-09,799,6,0.71,1.0183,1.31,0.0,4.7,8.3,1.6,14.6,BASEL,2002
2002-03-10,800,2,0.64,1.0212,1.76,0.0,9.8,8.7,4.9,13.7,BASEL,2002
2002-03-11,801,6,0.54,1.0191,1.74,0.0,9.4,11.0,2.9,20.0,BASEL,2002
2002-03-12,802,7,0.48,1.016,1.45,0.0,5.5,12.6,6.4,19.4,BASEL,2002
2002-03-13,803,3,0.52,1.0133,1.73,0.0,10.0,13.8,6.8,20.9,BASEL,2002
2002-03-14,804,7,0.86,1.0102,0.28,0.01,0.0,6.5,5.2,10.7,BASEL,2002
2002-03-15,805,6,0.84,1.0139,1.15,0.0,1.8,8.1,3.9,13.1,BASEL,2002
2002-03-16,806,6,0.71,1.0156,1.53,0.0,6.1,10.2,3.7,16.8,BASEL,2002
2002-03-17,807,7,0.67,1.0134,1.41,0.0,4.5,11.5,5.2,17.5,BASEL,2002
2002-03-18,808,7,0.59,1.0109,1.18,0.06,2.4,12.6,7.7,18.6,BASEL,2002
2002-03-19,809,8,0.72,1.0095,0.7,0.32,0.0,14.6,12.7,16.6,BASEL,2002
2002-03-20,810,7,0.69,1.0206,0.81,0.02,0.6,14.5,11.7,17.4,BASEL,2002
2002-03-21,811,7,0.68,1.023,1.31,0.09,1.7,13.8,10.7,17.8,BASEL,2002
2002-03-22,812,8,0.77,1.0251,0.61,0.16,0.0,9.7,7.6,11.9,BASEL,2002
2002-03-23,813,4,0.67,1.029,1.7,0.0,5.5,5.1,2.0,8.9,BASEL,2002
2002-03-24,814,7,0.62,1.0311,0.88,0.0,1.0,4.8,1.3,7.7,BASEL,2002
2002-03-25,815,2,0.6,1.0284,2.07,0.0,7.6,2.6,-2.5,8.4,BASEL,2002
2002-03-26,816,1,0.64,1.0274,2.14,0.0,10.9,3.0,-3.4,9.3,BASEL,2002
2002-03-27,817,1,0.62,1.0279,2.09,0.0,10.2,3.4,-3.1,11.0,BASEL,2002
2002-03-28,818,0,0.5,1.026,2.19,0.0,10.7,6.0,-1.2,13.3,BASEL,2002
2002-03-29,819,0,0.48,1.0232,2.2,0.0,11.0,9.9,3.8,17.2,BASEL,2002
2002-03-30,820,8,0.66,1.0244,0.66,0.0,0.0,6.6,2.8,11.0,BASEL,2002
2002-03-31,821,1,0.57,1.0206,2.06,0.0,10.1,9.7,3.0,17.1,BASEL,2002
2002-04-01,822,1,0.5,1.0176,2.22,0.0,11.2,11.2,3.4,19.1,BASEL,2002
2002-04-02,823,3,0.46,1.0142,2.3,0.0,11.5,12.6,4.6,20.3,BASEL,2002
2002-04-03,824,1,0.48,1.0053,2.22,0.0,11.0,12.8,5.2,20.5,BASEL,2002
2002-04-04,825,2,0.52,1.0041,2.2,0.0,10.6,11.1,3.2,19.5,BASEL,2002
2002-04-05,826,1,0.47,1.0053,2.3,0.0,10.8,10.1,2.6,16.7,BASEL,2002
2002-04-06,827,3,0.38,1.0119,2.44,0.0,10.8,8.2,3.8,14.1,BASEL,2002
2002-04-07,828,6,0.48,1.017,1.82,0.16,3.1,5.8,-0.3,13.9,BASEL,2002
2002-04-08,829,7,0.59,1.0171,1.11,0.0,0.2,7.8,3.9,11.3,BASEL,2002
2002-04-09,830,3,0.49,1.0141,2.15,0.0,8.1,6.6,-1.4,15.1,BASEL,2002
2002-04-10,831,5,0.49,1.0086,1.99,0.0,6.6,7.3,1.4,14.3,BASEL,2002
2002-04-11,832,3,0.58,1.0033,2.31,0.0,8.0,10.3,4.4,15.6,BASEL,2002
2002-04-12,833,7,0.71,0.997,1.36,0.78,1.6,9.5,4.3,13.8,BASEL,2002
2002-04-13,834,8,0.96,1.0009,0.23,1.95,0.0,7.6,6.0,9.4,BASEL,2002
2002-04-14,835,7,0.92,1.0116,0.45,0.55,0.0,5.3,2.6,7.1,BASEL,2002
2002-04-15,836,7,0.79,1.0163,1.51,0.04,3.1,5.7,2.2,10.4,BASEL,2002
2002-04-16,837,6,0.81,1.0178,1.37,0.02,2.1,4.9,0.0,10.0,BASEL,2002
2002-04-17,838,8,0.74,1.0185,1.15,0.0,0.5,8.6,5.1,11.7,BASEL,2002
2002-04-18,839,6,0.66,1.0193,2.18,0.05,6.9,10.0,3.4,16.7,BASEL,2002
2002-04-19,840,5,0.74,1.0232,1.62,0.01,4.7,8.8,4.0,14.4,BASEL,2002
2002-04-20,841,7,0.8,1.0292,1.99,0.11,3.5,7.0,2.4,13.1,BASEL,2002
2002-04-21,842,7,0.78,1.0328,1.14,0.0,0.3,9.2,4.1,15.2,BASEL,2002
2002-04-22,843,5,0.68,1.0314,2.39,0.0,8.0,12.2,4.7,18.6,BASEL,2002
2002-04-23,844,4,0.62,1.0293,2.26,0.0,6.1,14.0,6.3,21.0,BASEL,2002
2002-04-24,845,8,0.8,1.027,0.88,0.04,0.0,13.1,10.0,16.5,BASEL,2002
2002-04-25,846,6,0.65,1.0212,2.03,0.0,5.1,16.6,11.2,22.5,BASEL,2002
2002-04-26,847,8,0.77,1.0134,0.95,0.53,1.9,12.7,9.1,19.7,BASEL,2002
2002-04-27,848,4,0.62,1.0166,2.05,0.0,6.1,9.6,6.6,13.7,BASEL,2002
2002-04-28,849,7,0.55,1.0097,1.84,0.0,3.3,11.7,4.4,18.3,BASEL,2002
2002-04-29,850,7,0.57,1.0135,1.62,0.03,2.9,11.8,8.2,14.9,BASEL,2002
2002-04-30,851,6,0.56,1.0132,2.88,0.0,11.4,14.0,6.8,21.3,BASEL,2002
2002-05-01,852,8,0.84,1.0118,0.45,2.55,0.0,10.5,8.3,15.1,BASEL,2002
2002-05-02,853,8,0.92,1.0115,0.7,1.88,0.0,8.9,8.0,10.3,BASEL,2002
2002-05-03,854,8,0.96,1.0126,0.2,1.16,0.0,6.9,6.4,8.2,BASEL,2002
2002-05-04,855,8,0.94,1.0141,0.26,1.85,0.0,7.0,5.1,8.2,BASEL,2002
2002-05-05,856,8,0.79,1.018,1.41,0.0,0.4,7.3,3.5,10.1,BASEL,2002
2002-05-06,857,5,0.8,1.0217,1.88,0.0,4.9,7.9,1.2,14.3,BASEL,2002
2002-05-07,858,7,0.83,1.0176,2.46,0.0,7.2,11.4,5.3,17.7,BASEL,2002
2002-05-08,859,7,0.89,1.0094,1.16,0.0,0.0,12.5,8.4,16.9,BASEL,2002
2002-05-09,860,7,0.78,1.0085,1.99,0.38,2.3,16.0,10.7,22.4,BASEL,2002
2002-05-10,861,3,0.67,1.009,3.03,0.0,11.6,15.2,9.2,22.2,BASEL,2002
2002-05-11,862,7,0.77,1.0117,1.25,0.0,0.3,14.0,10.7,17.3,BASEL,2002
2002-05-12,863,7,0.79,1.0157,1.65,2.51,1.2,13.4,10.6,17.9,BASEL,2002
2002-05-13,864,7,0.76,1.0163,2.18,0.12,5.3,15.1,10.6,20.7,BASEL,2002
2002-05-14,865,2,0.62,1.023,2.98,0.0,11.4,15.3,9.9,20.6,BASEL,2002
2002-05-15,866,3,0.57,1.0264,3.17,0.0,12.9,16.1,7.8,22.8,BASEL,2002
2002-05-16,867,1,0.56,1.0207,3.15,0.0,13.5,19.0,8.8,27.4,BASEL,2002
2002-05-17,868,3,0.55,1.0128,3.01,0.0,12.6,21.8,12.2,29.5,BASEL,2002
2002-05-18,869,8,0.77,1.0179,0.76,0.61,0.0,15.1,11.6,19.7,BASEL,2002
2002-05-19,870,8,0.81,1.0224,0.92,0.0,0.2,13.7,10.8,17.0,BASEL,2002
2002-05-20,871,2,0.66,1.0157,3.27,0.0,13.6,16.0,9.1,22.8,BASEL,2002
2002-05-21,872,2,0.57,1.0072,3.08,0.0,13.3,19.1,10.7,26.2,BASEL,2002
2002-05-22,873,7,0.65,1.0047,1.58,0.0,1.8,18.2,12.3,23.8,BASEL,2002
2002-05-23,874,8,0.89,1.0108,0.32,1.98,0.0,11.3,10.1,13.6,BASEL,2002
2002-05-24,875,6,0.76,1.0145,2.3,0.0,5.4,14.3,9.5,19.3,BASEL,2002
2002-05-25,876,6,0.85,1.0171,0.9,0.88,3.5,11.2,6.7,15.2,BASEL,2002
2002-05-26,877,7,0.78,1.0125,2.37,0.14,6.4,11.9,5.8,17.2,BASEL,2002
2002-05-27,878,8,0.86,1.0107,0.83,0.18,0.0,10.7,8.9,12.3,BASEL,2002
2002-05-28,879,6,0.73,1.0136,1.92,0.0,3.4,12.4,8.1,17.6,BASEL,2002
2002-05-29,880,7,0.72,1.0204,1.64,0.01,2.9,12.7,9.1,16.8,BASEL,2002
2002-05-30,881,5,0.65,1.0242,3.21,0.0,11.5,14.4,6.9,20.9,BASEL,2002
2002-05-31,882,1,0.6,1.0248,3.33,0.0,13.6,16.9,8.7,23.4,BASEL,2002
2002-06-01,883,2,0.63,1.022,3.32,0.0,14.1,17.7,8.4,25.4,BASEL,2002
2002-06-02,884,3,0.59,1.0176,3.18,0.0,11.7,19.0,9.8,27.4,BASEL,2002
2002-06-03,885,7,0.72,1.0129,1.26,0.01,1.1,17.4,12.7,21.3,BASEL,2002
2002-06-04,886,3,0.81,1.0073,2.3,0.12,7.5,19.8,14.1,27.2,BASEL,2002
2002-06-05,887,8,0.92,1.0001,0.84,1.58,1.0,15.3,13.0,21.8,BASEL,2002
2002-06-06,888,7,0.85,1.0015,1.85,0.19,3.2,15.9,13.1,19.6,BASEL,2002
2002-06-07,889,7,0.78,1.0082,1.37,0.0,1.7,14.4,12.2,18.6,BASEL,2002
2002-06-08,890,7,0.75,1.0092,2.13,0.49,2.9,15.5,12.0,20.9,BASEL,2002
2002-06-09,891,8,0.9,1.0106,0.92,1.24,0.3,15.2,13.2,18.2,BASEL,2002
2002-06-10,892,7,0.75,1.0172,1.55,0.0,0.8,13.1,9.8,15.9,BASEL,2002
2002-06-11,893,6,0.71,1.0204,2.14,0.0,5.3,14.5,9.7,19.5,BASEL,2002
2002-06-12,894,4,0.67,1.0198,3.15,0.0,11.6,17.7,9.4,25.5,BASEL,2002
2002-06-13,895,6,0.65,1.0196,3.14,0.0,10.4,20.9,13.5,27.0,BASEL,2002
2002-06-14,896,1,0.64,1.0176,3.28,0.0,13.9,22.9,13.3,30.3,BASEL,2002
2002-06-15,897,7,0.64,1.0167,2.88,0.0,7.6,23.9,18.0,30.6,BASEL,2002
2002-06-16,898,5,0.74,1.019,2.38,0.0,6.6,23.3,18.3,29.4,BASEL,2002
2002-06-17,899,2,0.61,1.0181,3.13,0.0,13.2,25.8,17.7,34.2,BASEL,2002
2002-06-18,900,2,0.56,1.0174,3.11,0.0,12.5,26.8,18.5,34.5,BASEL,2002
2002-06-19,901,3,0.65,1.0181,3.11,0.22,12.6,25.1,18.5,31.6,BASEL,2002
2002-06-20,902,7,0.8,1.0194,2.02,2.06,4.0,23.3,18.2,28.0,BASEL,2002
2002-06-21,903,6,0.76,1.0204,2.79,0.0,8.3,23.0,18.0,28.6,BASEL,2002
2002-06-22,904,3,0.74,1.0206,3.11,0.0,10.6,24.2,18.7,29.4,BASEL,2002
2002-06-23,905,1,0.69,1.0178,3.17,1.29,13.6,24.6,18.6,30.6,BASEL,2002
2002-06-24,906,8,0.89,1.0223,0.89,0.7,0.1,18.9,17.4,20.4,BASEL,2002
2002-06-25,907,1,0.66,1.0244,3.04,0.0,11.7,19.1,13.9,25.2,BASEL,2002
2002-06-26,908,1,0.63,1.0212,3.34,0.0,14.3,20.1,12.4,26.8,BASEL,2002
2002-06-27,909,5,0.66,1.015,2.15,0.03,6.8,19.8,14.4,26.1,BASEL,2002
2002-06-28,910,6,0.59,1.0178,2.52,0.0,6.0,16.0,11.3,20.4,BASEL,2002
2002-06-29,911,1,0.6,1.0216,3.33,0.0,13.5,15.6,9.3,21.6,BASEL,2002
2002-06-30,912,4,0.58,1.0179,3.33,0.0,13.5,16.5,8.8,23.9,BASEL,2002
2002-07-01,913,5,0.55,1.0113,2.95,0.07,10.1,19.7,11.9,26.1,BASEL,2002
2002-07-02,914,8,0.74,1.0107,0.58,0.01,0.0,16.6,15.1,18.0,BASEL,2002
2002-07-03,915,6,0.68,1.0089,1.78,0.6,5.1,17.8,12.8,24.0,BASEL,2002
2002-07-04,916,4,0.73,1.0199,1.74,0.0,3.5,14.7,10.4,18.4,BASEL,2002
2002-07-05,917,1,0.65,1.0156,3.34,0.43,14.0,17.2,9.1,24.7,BASEL,2002
2002-07-06,918,7,0.82,1.017,1.45,0.09,2.6,16.1,13.8,21.0,BASEL,2002
2002-07-07,919,2,0.71,1.0189,2.76,0.0,8.8,19.4,13.6,25.2,BASEL,2002
2002-07-08,920,1,0.67,1.0141,3.13,0.0,13.6,21.9,13.7,29.8,BASEL,2002
2002-07-09,921,6,0.77,1.0109,2.01,0.7,5.4,21.5,17.5,28.3,BASEL,2002
2002-07-10,922,7,0.85,1.0137,0.94,0.21,1.6,15.9,12.1,21.0,BASEL,2002
2002-07-11,923,4,0.7,1.0206,2.59,0.0,8.2,17.2,11.2,23.3,BASEL,2002
2002-07-12,924,2,0.64,1.0183,3.17,0.83,12.6,19.6,12.1,26.6,BASEL,2002
2002-07-13,925,8,0.8,1.0165,1.83,0.89,1.4,17.6,15.2,23.0,BASEL,2002
2002-07-14,926,7,0.85,1.0193,1.7,0.06,1.8,17.4,14.9,21.4,BASEL,2002
2002-07-15,927,8,0.9,1.0145,0.53,0.75,0.0,17.8,16.6,19.9,BASEL,2002
2002-07-16,928,8,0.95,1.0121,0.3,1.51,0.0,16.1,15.5,17.7,BASEL,2002
2002-07-17,929,8,0.94,1.0145,0.39,2.64,0.0,16.2,14.4,17.3,BASEL,2002
2002-07-18,930,7,0.76,1.0165,2.15,0.0,3.7,17.9,13.8,23.0,BASEL,2002
2002-07-19,931,3,0.72,1.017,3.13,0.0,11.2,17.7,11.6,23.8,BASEL,2002
2002-07-20,932,2,0.68,1.0161,3.09,0.0,12.7,19.8,12.0,27.0,BASEL,2002
2002-07-21,933,7,0.7,1.0149,1.48,0.0,1.7,20.2,15.8,24.4,BASEL,2002
2002-07-22,934,4,0.63,1.0191,3.02,0.0,11.6,18.4,13.1,23.7,BASEL,2002
2002-07-23,935,2,0.64,1.0161,3.08,0.0,12.7,19.1,12.2,26.4,BASEL,2002
2002-07-24,936,6,0.68,1.0162,1.72,0.0,1.9,19.0,15.5,22.1,BASEL,2002
2002-07-25,937,7,0.66,1.0175,1.62,0.0,0.8,18.4,14.8,21.0,BASEL,2002
2002-07-26,938,8,0.71,1.0197,1.2,0.01,0.2,18.0,14.4,21.6,BASEL,2002
2002-07-27,939,1,0.69,1.0184,2.92,0.0,13.0,20.8,13.4,27.8,BASEL,2002
2002-07-28,940,1,0.67,1.0173,3.06,0.0,13.7,22.1,15.2,28.8,BASEL,2002
2002-07-29,941,1,0.67,1.0155,2.9,0.0,12.6,23.4,17.0,30.4,BASEL,2002
2002-07-30,942,2,0.69,1.0107,2.14,0.21,9.0,23.5,17.3,29.6,BASEL,2002
2002-07-31,943,7,0.82,1.0105,1.69,0.38,2.7,19.8,16.5,25.1,BASEL,2002
2002-08-01,944,5,0.86,1.0137,1.29,0.6,1.5,16.6,12.5,22.5,BASEL,2002
2002-08-02,945,5,0.69,1.015,2.69,0.44,9.5,18.4,11.2,25.6,BASEL,2002
2002-08-03,946,8,0.86,1.0148,1.46,0.57,1.5,18.4,15.3,22.5,BASEL,2002
2002-08-04,947,7,0.92,1.0146,0.96,1.48,1.4,17.2,14.6,20.1,BASEL,2002
2002-08-05,948,6,0.78,1.0146,2.28,0.41,7.4,17.8,13.0,23.8,BASEL,2002
2002-08-06,949,7,0.88,1.0143,1.11,1.79,1.2,16.6,14.9,20.1,BASEL,2002
2002-08-07,950,7,0.83,1.0165,1.37,0.46,2.4,16.9,14.0,21.8,BASEL,2002
2002-08-08,951,3,0.76,1.0132,2.55,0.0,7.3,17.5,12.4,23.7,BASEL,2002
2002-08-09,952,8,0.88,1.0085,1.18,0.56,0.8,15.8,13.0,21.1,BASEL,2002
2002-08-10,953,8,0.94,1.006,0.48,2.1,0.0,13.5,12.1,14.9,BASEL,2002
2002-08-11,954,8,0.9,1.0074,0.33,0.72,0.0,14.2,12.0,16.8,BASEL,2002
2002-08-12,955,5,0.77,1.0142,1.32,0.08,2.3,16.4,14.7,20.3,BASEL,2002
2002-08-13,956,5,0.72,1.0202,2.42,0.0,8.1,18.1,13.2,23.0,BASEL,2002
2002-08-14,957,1,0.7,1.0192,2.77,0.0,12.6,18.0,11.1,25.9,BASEL,2002
2002-08-15,958,1,0.72,1.017,2.79,0.0,12.7,19.6,12.3,26.8,BASEL,2002
2002-08-16,959,1,0.7,1.017,2.75,0.0,12.7,20.9,14.2,27.6,BASEL,2002
2002-08-17,960,1,0.73,1.0148,2.66,0.0,12.4,21.5,14.7,27.6,BASEL,2002
2002-08-18,961,1,0.67,1.0132,2.69,0.0,12.4,22.0,15.4,29.3,BASEL,2002
2002-08-19,962,5,0.64,1.0146,2.4,0.0,8.9,23.0,16.3,30.9,BASEL,2002
2002-08-20,963,7,0.84,1.0161,1.03,0.3,1.2,19.5,16.5,25.9,BASEL,2002
2002-08-21,964,6,0.71,1.0167,1.98,0.0,6.2,18.5,13.5,22.4,BASEL,2002
2002-08-22,965,1,0.73,1.0159,2.49,0.0,11.2,17.2,10.9,23.9,BASEL,2002
2002-08-23,966,7,0.76,1.0159,1.96,0.0,6.1,19.5,14.7,25.5,BASEL,2002
2002-08-24,967,7,0.78,1.0187,1.84,0.0,4.8,19.9,15.9,24.8,BASEL,2002
2002-08-25,968,6,0.82,1.0191,1.89,0.0,4.1,19.5,15.6,24.7,BASEL,2002
2002-08-26,969,7,0.82,1.0155,1.26,0.6,1.2,18.3,14.4,23.8,BASEL,2002
2002-08-27,970,8,0.84,1.0155,1.0,0.72,0.1,18.0,15.5,21.2,BASEL,2002
2002-08-28,971,5,0.78,1.0144,2.16,0.0,7.2,19.4,15.7,24.5,BASEL,2002
2002-08-29,972,6,0.82,1.0163,1.65,0.0,3.2,20.1,17.3,25.1,BASEL,2002
2002-08-30,973,3,0.83,1.0184,1.64,0.0,5.7,20.3,16.3,25.6,BASEL,2002
2002-08-31,974,7,0.86,1.0191,1.13,0.2,0.3,19.1,17.4,24.6,BASEL,2002
2002-09-01,975,8,0.89,1.0237,0.22,0.01,0.0,15.5,14.7,18.4,BASEL,2002
2002-09-02,976,7,0.79,1.0232,0.75,0.0,0.0,16.2,14.3,18.4,BASEL,2002
2002-09-03,977,8,0.92,1.0165,0.45,1.29,0.0,14.6,13.7,16.6,BASEL,2002
2002-09-04,978,7,0.84,1.0146,1.42,0.0,1.5,17.7,14.4,23.1,BASEL,2002
2002-09-05,979,7,0.8,1.0153,1.57,0.0,4.4,17.4,13.2,23.0,BASEL,2002
2002-09-06,980,5,0.78,1.0177,1.52,0.0,2.9,17.9,14.3,22.2,BASEL,2002
2002-09-07,981,5,0.83,1.0145,1.77,0.2,5.5,16.6,12.8,23.4,BASEL,2002
2002-09-08,982,3,0.75,1.012,2.11,0.0,10.7,18.8,13.1,25.4,BASEL,2002
2002-09-09,983,7,0.84,1.0132,1.09,1.92,1.0,17.1,14.2,22.8,BASEL,2002
2002-09-10,984,7,0.89,1.0211,0.97,0.24,1.0,14.4,10.8,17.7,BASEL,2002
2002-09-11,985,8,0.92,1.0224,0.66,0.18,1.0,12.9,10.4,15.2,BASEL,2002
2002-09-12,986,5,0.78,1.0192,1.38,0.0,5.3,15.2,11.4,21.1,BASEL,2002
2002-09-13,987,1,0.69,1.0199,2.12,0.0,11.8,13.1,7.5,20.5,BASEL,2002
2002-09-14,988,0,0.73,1.0201,2.05,0.0,11.4,12.9,6.4,20.1,BASEL,2002
2002-09-15,989,7,0.76,1.0187,1.56,0.0,4.4,14.2,9.6,19.7,BASEL,2002
2002-09-16,990,6,0.75,1.0178,1.96,0.0,10.7,12.2,6.3,19.2,BASEL,2002
2002-09-17,991,1,0.76,1.0167,2.04,0.0,11.6,13.0,6.0,20.5,BASEL,2002
2002-09-18,992,2,0.76,1.0146,1.92,0.0,10.5,16.0,9.2,24.0,BASEL,2002
2002-09-19,993,8,0.92,1.0153,0.55,0.53,0.1,17.0,15.3,19.6,BASEL,2002
2002-09-20,994,6,0.84,1.017,1.24,0.02,2.4,18.0,14.4,22.5,BASEL,2002
2002-09-21,995,7,0.82,1.0147,1.07,0.0,1.3,14.3,12.2,18.1,BASEL,2002
2002-09-22,996,7,0.74,1.0102,1.33,1.02,3.5,13.1,10.0,18.0,BASEL,2002
2002-09-23,997,8,0.93,1.0107,0.45,1.6,0.0,9.2,7.5,10.9,BASEL,2002
2002-09-24,998,8,0.94,1.0141,0.21,1.84,0.0,6.3,5.3,7.6,BASEL,2002
2002-09-25,999,8,0.91,1.0187,0.35,0.02,0.0,6.4,5.1,8.3,BASEL,2002
2002-09-26,1000,8,0.89,1.0198,0.47,1.16,0.0,8.9,6.4,11.1,BASEL,2002
2002-09-27,1001,6,0.84,1.0235,1.4,0.0,4.3,10.8,8.6,15.3,BASEL,2002
2002-09-28,1002,6,0.83,1.0271,1.43,0.0,4.2,9.9,5.2,14.4,BASEL,2002
2002-09-29,1003,0,0.73,1.0284,1.86,0.0,10.4,8.7,2.3,16.8,BASEL,2002
2002-09-30,1004,1,0.75,1.0266,1.8,0.0,11.0,10.7,4.6,19.1,BASEL,2002
2002-10-01,1005,5,0.77,1.0243,1.81,0.0,10.1,11.6,6.1,20.3,BASEL,2002
2002-10-02,1006,6,0.82,1.0237,1.49,0.0,6.8,12.2,7.2,19.9,BASEL,2002
2002-10-03,1007,7,0.79,1.0244,1.51,0.02,6.6,13.9,8.4,20.8,BASEL,2002
2002-10-04,1008,8,0.92,1.025,0.56,0.89,0.0,13.6,10.1,18.0,BASEL,2002
2002-10-05,1009,6,0.8,1.0246,1.36,0.9,5.3,11.7,8.7,15.9,BASEL,2002
2002-10-06,1010,8,0.91,1.015,0.33,1.73,0.5,11.0,9.6,13.6,BASEL,2002
2002-10-07,1011,7,0.87,1.0171,1.0,0.01,3.1,9.0,5.2,13.8,BASEL,2002
2002-10-08,1012,7,0.83,1.013,1.33,0.01,6.0,9.1,4.6,14.4,BASEL,2002
2002-10-09,1013,4,0.84,1.0084,1.21,0.0,4.5,8.5,4.7,13.0,BASEL,2002
2002-10-10,1014,8,0.88,1.0069,0.75,0.0,0.0,7.6,4.9,10.1,BASEL,2002
2002-10-11,1015,8,0.9,1.0099,0.26,0.0,0.0,9.4,8.4,11.2,BASEL,2002
2002-10-12,1016,8,0.87,1.0125,0.66,0.24,1.9,9.8,8.3,13.6,BASEL,2002
2002-10-13,1017,4,0.77,1.0136,1.28,0.38,6.9,10.4,7.9,14.8,BASEL,2002
2002-10-14,1018,8,0.93,1.0142,0.17,0.83,0.0,10.6,9.3,12.3,BASEL,2002
2002-10-15,1019,8,0.93,1.013,0.56,3.04,0.1,12.1,9.0,14.7,BASEL,2002
2002-10-16,1020,7,0.84,1.0061,0.92,2.59,3.5,15.9,11.9,22.5,BASEL,2002
2002-10-17,1021,8,0.85,1.0056,0.37,1.14,0.0,10.8,8.3,12.4,BASEL,2002
2002-10-18,1022,6,0.76,1.0137,0.47,0.47,0.9,7.4,4.7,10.8,BASEL,2002
2002-10-19,1023,5,0.82,1.0208,0.63,0.01,2.0,6.6,3.4,11.4,BASEL,2002
2002-10-20,1024,5,0.82,1.0174,0.82,0.0,3.6,6.8,3.0,12.1,BASEL,2002
2002-10-21,1025,8,0.88,1.0066,0.45,1.42,0.8,9.7,6.6,14.3,BASEL,2002
2002-10-22,1026,7,0.74,1.0002,0.49,0.03,0.6,13.7,10.9,17.9,BASEL,2002
2002-10-23,1027,7,0.75,1.0074,0.39,0.74,0.7,10.7,6.2,16.7,BASEL,2002
2002-10-24,1028,7,0.78,1.0155,0.81,0.75,2.9,8.7,5.1,12.4,BASEL,2002
2002-10-25,1029,8,0.79,1.0093,0.32,0.29,0.0,13.0,8.2,17.5,BASEL,2002
2002-10-26,1030,3,0.57,1.0207,1.08,0.0,6.6,13.1,8.3,16.7,BASEL,2002
2002-10-27,1031,6,0.63,1.0202,0.41,0.0,1.4,14.1,7.1,21.6,BASEL,2002
2002-10-28,1032,3,0.68,1.0325,1.11,0.0,7.3,9.2,4.3,12.9,BASEL,2002
2002-10-29,1033,5,0.72,1.0229,0.88,0.0,4.8,7.4,2.3,12.4,BASEL,2002
2002-10-30,1034,4,0.73,1.0168,1.05,0.0,6.9,10.5,4.0,18.7,BASEL,2002
2002-10-31,1035,5,0.82,1.0187,0.88,0.0,4.2,11.4,7.3,18.1,BASEL,2002
2002-11-01,1036,8,0.85,1.0211,0.39,0.03,0.0,12.7,9.4,15.2,BASEL,2002
2002-11-02,1037,8,0.92,1.0165,0.11,2.84,0.0,12.1,10.2,13.6,BASEL,2002
