date,days,cloud_cover,wind_speed,wind_gust,humidity,pressure,global_radiation,precipitation,sunshine,temp_mean,temp_min,temp_max,city,year,month
2001-11-04,674,7,3.0,10.0,0.84,1.0218,0.28,0.0,0.5,10.3,7.7,11.5,DE_BILT,2001,11
2001-11-05,675,6,2.7,11.0,0.78,1.0219,0.55,0.0,3.8,7.9,3.1,11.7,DE_BILT,2001,11
2001-11-06,676,7,4.8,12.0,0.85,1.01,0.32,0.27,1.0,10.1,8.3,12.8,DE_BILT,2001,11
2001-11-07,677,7,3.2,13.0,0.86,1.0046,0.24,0.88,0.3,9.6,6.9,12.1,DE_BILT,2001,11
2001-11-08,678,7,4.8,19.0,0.86,0.9935,0.38,1.12,1.8,6.4,2.4,9.9,DE_BILT,2001,11
2001-11-09,679,4,2.3,11.0,0.9,1.018,0.61,0.3,5.2,2.3,-2.5,7.4,DE_BILT,2001,11
2001-11-10,680,6,3.3,8.0,0.82,1.0296,0.52,0.0,3.9,2.8,-2.4,7.0,DE_BILT,2001,11
2001-11-11,681,8,2.4,8.0,0.91,1.0232,0.17,0.01,0.0,6.5,2.5,8.9,DE_BILT,2001,11
2001-11-12,682,8,2.5,11.0,0.96,1.0139,0.17,0.35,0.0,10.0,7.7,12.1,DE_BILT,2001,11
2001-11-13,683,6,3.0,12.0,0.85,1.0193,0.38,0.03,2.1,5.5,1.9,8.6,DE_BILT,2001,11
2001-11-14,684,2,2.5,8.0,0.87,1.0306,0.63,0.04,6.3,3.2,-1.5,8.3,DE_BILT,2001,11
2001-11-15,685,4,1.3,4.0,0.97,1.0387,0.7,0.0,7.9,0.2,-4.3,4.9,DE_BILT,2001,11
2001-11-16,686,8,1.2,5.0,0.95,1.0388,0.18,0.01,0.1,8.3,3.5,11.3,DE_BILT,2001,11
2001-11-17,687,8,1.0,4.0,0.97,1.0343,0.2,0.02,0.3,7.8,5.1,9.7,DE_BILT,2001,11
2001-11-18,688,7,1.5,5.0,0.96,1.0253,0.15,0.0,0.0,7.0,4.6,9.0,DE_BILT,2001,11
2001-11-19,689,7,0.8,3.0,1.0,1.0255,0.24,0.01,0.7,5.9,2.5,8.6,DE_BILT,2001,11
2001-11-20,690,7,2.5,9.0,0.93,1.0291,0.15,0.0,0.0,7.4,3.6,9.1,DE_BILT,2001,11
2001-11-21,691,7,6.8,17.0,0.9,1.0247,0.24,0.26,0.8,9.0,7.4,10.5,DE_BILT,2001,11
2001-11-22,692,6,4.7,19.0,0.84,1.0151,0.14,0.73,0.0,7.1,2.7,11.4,DE_BILT,2001,11
2001-11-23,693,5,2.9,11.0,0.82,1.022,0.48,0.19,4.7,4.7,1.6,8.1,DE_BILT,2001,11
2001-11-24,694,8,2.3,7.0,0.99,1.0204,0.14,0.35,0.0,7.6,4.5,10.6,DE_BILT,2001,11
2001-11-25,695,8,3.3,8.0,0.98,1.0155,0.14,0.67,0.0,10.7,8.0,11.8,DE_BILT,2001,11
2001-11-26,696,6,1.2,5.0,0.96,1.0131,0.21,0.08,0.7,5.1,-0.7,8.9,DE_BILT,2001,11
2001-11-27,697,5,3.3,15.0,0.94,1.0093,0.5,0.44,5.6,3.8,-1.0,8.0,DE_BILT,2001,11
2001-11-28,698,5,3.4,10.0,0.86,1.014,0.5,0.03,5.8,6.3,3.8,9.4,DE_BILT,2001,11
2001-11-29,699,8,4.6,11.0,0.96,1.0128,0.13,1.67,0.0,8.5,5.2,11.2,DE_BILT,2001,11
2001-11-30,700,8,2.8,8.0,0.99,1.0103,0.13,1.04,0.0,11.7,10.8,12.7,DE_BILT,2001,11
2001-12-01,701,7,3.9,10.0,0.97,1.015,0.12,0.41,0.0,11.7,6.2,13.5,DE_BILT,2001,12
2001-12-02,702,6,2.0,6.0,0.97,1.0253,0.18,0.38,0.7,6.8,3.0,8.7,DE_BILT,2001,12
2001-12-03,703,8,1.8,6.0,0.98,1.0213,0.12,0.17,0.0,8.5,7.1,9.8,DE_BILT,2001,12
2001-12-04,704,7,5.2,15.0,0.87,1.0118,0.11,0.47,0.0,9.5,8.2,11.0,DE_BILT,2001,12
2001-12-05,705,7,5.2,17.0,0.9,1.0141,0.16,0.33,0.5,8.0,4.1,12.1,DE_BILT,2001,12
2001-12-06,706,3,3.3,19.0,0.88,1.0288,0.4,0.02,4.7,6.0,-0.8,10.8,DE_BILT,2001,12
2001-12-07,707,1,1.0,4.0,0.95,1.0393,0.47,0.0,6.3,0.8,-2.6,7.8,DE_BILT,2001,12
2001-12-08,708,2,2.4,6.0,0.95,1.0416,0.39,0.0,4.6,1.0,-1.0,5.2,DE_BILT,2001,12
2001-12-09,709,3,2.6,7.0,0.94,1.0419,0.37,0.0,4.4,-0.5,-2.0,1.8,DE_BILT,2001,12
2001-12-10,710,3,1.1,3.0,0.9,1.0413,0.41,0.0,5.3,0.3,-3.1,5.6,DE_BILT,2001,12
2001-12-11,711,8,1.3,5.0,0.99,1.0369,0.11,0.0,0.0,4.4,1.2,7.5,DE_BILT,2001,12
2001-12-12,712,8,2.9,7.0,0.96,1.0331,0.11,0.0,0.0,4.0,2.7,5.0,DE_BILT,2001,12
2001-12-13,713,5,3.9,11.0,0.83,1.0358,0.14,0.0,0.3,2.0,-3.1,4.7,DE_BILT,2001,12
2001-12-14,714,2,3.1,7.0,0.72,1.0418,0.36,0.0,4.4,-4.0,-6.4,-1.2,DE_BILT,2001,12
2001-12-15,715,7,2.4,6.0,0.89,1.0386,0.11,0.01,0.0,-1.2,-5.9,1.1,DE_BILT,2001,12
2001-12-16,716,3,2.7,8.0,0.92,1.0395,0.45,0.0,6.4,-0.7,-5.4,1.5,DE_BILT,2001,12
2001-12-17,717,4,1.3,7.0,0.98,1.0366,0.31,0.06,3.3,-0.3,-5.7,4.7,DE_BILT,2001,12
2001-12-18,718,7,1.6,7.0,0.98,1.0362,0.11,0.01,0.0,2.0,-3.9,5.6,DE_BILT,2001,12
2001-12-19,719,7,3.5,15.0,0.91,1.0261,0.11,0.51,0.0,4.8,1.9,6.4,DE_BILT,2001,12
2001-12-20,720,5,3.0,11.0,0.85,1.0257,0.4,0.11,5.3,1.4,-2.1,4.4,DE_BILT,2001,12
2001-12-21,721,7,5.1,14.0,0.92,1.0065,0.11,1.87,0.0,4.8,0.2,7.0,DE_BILT,2001,12
2001-12-22,722,5,2.7,12.0,0.93,1.0054,0.22,0.34,1.7,0.6,-3.0,3.9,DE_BILT,2001,12
2001-12-23,723,3,3.1,11.0,0.81,1.0182,0.44,0.0,6.1,-2.6,-6.8,-0.4,DE_BILT,2001,12
2001-12-24,724,8,7.2,16.0,0.92,1.0036,0.11,0.65,0.0,3.9,-0.6,7.8,DE_BILT,2001,12
2001-12-25,725,6,4.7,16.0,0.87,0.9938,0.24,0.71,2.0,5.4,2.1,7.9,DE_BILT,2001,12
2001-12-26,726,6,3.0,13.0,0.94,1.0026,0.17,0.57,0.7,1.1,0.3,2.4,DE_BILT,2001,12
2001-12-27,727,8,5.6,15.0,0.95,1.0031,0.11,1.08,0.0,3.2,0.1,7.4,DE_BILT,2001,12
2001-12-28,728,7,7.7,22.0,0.8,0.9969,0.2,0.72,1.3,6.4,2.7,8.1,DE_BILT,2001,12
2001-12-29,729,7,2.5,11.0,0.96,0.9977,0.11,0.55,0.0,1.6,-1.7,3.4,DE_BILT,2001,12
2001-12-30,730,6,3.0,11.0,0.93,1.0074,0.2,0.33,1.2,-0.2,-3.6,2.1,DE_BILT,2001,12
2001-12-31,731,3,1.9,10.0,0.91,1.0277,0.42,0.09,5.4,-0.1,-5.8,5.1,DE_BILT,2001,12
2002-01-01,732,5,3.6,10.0,0.97,1.0365,0.28,0.0,2.6,-0.2,-1.4,1.2,DE_BILT,2002,1
2002-01-02,733,7,2.0,7.0,0.98,1.0351,0.11,0.0,0.0,-2.1,-4.1,0.0,DE_BILT,2002,1
2002-01-03,734,2,5.0,10.0,0.84,1.0342,0.49,0.0,6.8,-2.2,-5.3,-0.1,DE_BILT,2002,1
2002-01-04,735,0,4.3,10.0,0.58,1.0337,0.49,0.0,6.8,-3.4,-6.0,-0.1,DE_BILT,2002,1
2002-01-05,736,3,2.6,5.0,0.78,1.0365,0.44,0.0,5.5,-2.3,-5.5,1.9,DE_BILT,2002,1
2002-01-06,737,8,1.5,4.0,0.98,1.0351,0.12,0.01,0.0,1.5,-2.8,2.9,DE_BILT,2002,1
2002-01-07,738,8,1.0,4.0,0.97,1.0344,0.16,0.0,0.4,2.6,1.3,5.0,DE_BILT,2002,1
2002-01-08,739,6,2.3,6.0,0.93,1.0342,0.12,0.0,0.0,1.3,-3.0,3.2,DE_BILT,2002,1
2002-01-09,740,0,1.8,3.0,0.95,1.0364,0.52,0.0,6.8,-1.3,-4.1,2.6,DE_BILT,2002,1
2002-01-10,741,6,2.5,6.0,0.92,1.0331,0.36,0.0,3.5,-0.5,-3.0,2.0,DE_BILT,2002,1
2002-01-11,742,8,3.7,9.0,0.94,1.0289,0.15,0.15,0.2,2.4,0.3,4.2,DE_BILT,2002,1
2002-01-12,743,7,3.1,8.0,0.95,1.031,0.12,0.16,0.0,3.5,1.8,4.4,DE_BILT,2002,1
2002-01-13,744,1,2.9,7.0,0.86,1.0274,0.53,0.0,6.7,2.3,-0.4,6.7,DE_BILT,2002,1
2002-01-14,745,8,3.2,7.0,0.96,1.0251,0.13,0.02,0.0,2.6,1.4,4.0,DE_BILT,2002,1
2002-01-15,746,8,3.3,10.0,0.96,1.016,0.13,0.65,0.0,4.0,2.9,5.3,DE_BILT,2002,1
2002-01-16,747,6,2.7,7.0,0.95,1.0205,0.53,0.0,6.3,4.3,1.8,7.3,DE_BILT,2002,1
2002-01-17,748,8,4.7,9.0,0.95,1.0191,0.13,0.27,0.0,5.3,3.8,6.5,DE_BILT,2002,1
2002-01-18,749,7,4.1,10.0,0.95,1.018,0.55,0.16,6.5,4.8,1.7,7.7,DE_BILT,2002,1
2002-01-19,750,5,5.8,14.0,0.9,1.0119,0.37,0.25,3.0,7.0,4.2,9.4,DE_BILT,2002,1
2002-01-20,751,8,7.5,19.0,0.95,1.0117,0.14,1.07,0.0,8.3,3.8,10.9,DE_BILT,2002,1
2002-01-21,752,7,5.9,16.0,0.96,1.0102,0.14,0.12,0.0,10.2,6.9,11.9,DE_BILT,2002,1
2002-01-22,753,6,6.6,16.0,0.91,1.004,0.22,0.11,0.7,7.6,4.9,9.6,DE_BILT,2002,1
2002-01-23,754,6,6.3,14.0,0.91,0.9985,0.15,0.32,0.0,7.1,5.3,9.4,DE_BILT,2002,1
2002-01-24,755,7,7.5,21.0,0.9,0.9951,0.15,0.54,0.0,8.4,4.4,11.0,DE_BILT,2002,1
2002-01-25,756,6,4.3,15.0,0.89,1.0145,0.44,0.28,3.6,5.1,1.0,9.5,DE_BILT,2002,1
2002-01-26,757,7,9.4,22.0,0.92,1.0029,0.18,2.29,0.2,10.3,8.8,11.4,DE_BILT,2002,1
2002-01-27,758,8,5.2,16.0,0.92,1.0043,0.26,0.72,1.0,9.9,8.4,11.6,DE_BILT,2002,1
2002-01-28,759,5,10.2,27.0,0.83,1.0126,0.52,0.27,4.6,11.3,9.2,13.0,DE_BILT,2002,1
2002-01-29,760,7,7.2,16.0,0.82,1.0208,0.44,0.01,3.3,10.0,7.8,11.8,DE_BILT,2002,1
2002-01-30,761,7,4.9,13.0,0.86,1.0156,0.3,0.01,1.3,10.5,7.5,11.9,DE_BILT,2002,1
2002-01-31,762,5,6.3,19.0,0.77,1.0138,0.65,0.41,6.4,8.7,5.6,11.8,DE_BILT,2002,1
2002-02-01,763,7,7.1,16.0,0.8,1.0149,0.26,0.02,0.8,10.7,7.3,13.1,DE_BILT,2002,2
2002-02-02,764,3,6.6,16.0,0.61,1.0177,0.76,0.0,7.8,11.8,8.7,15.5,DE_BILT,2002,2
2002-02-03,765,6,5.0,13.0,0.62,1.0116,0.51,0.01,3.8,10.2,6.3,13.5,DE_BILT,2002,2
2002-02-04,766,7,7.8,21.0,0.8,1.0116,0.29,1.01,0.9,8.6,6.3,11.9,DE_BILT,2002,2
2002-02-05,767,8,6.3,16.0,0.86,0.9998,0.23,0.74,0.3,10.8,8.0,12.8,DE_BILT,2002,2
2002-02-06,768,7,5.3,12.0,0.85,1.0024,0.36,0.48,1.6,7.4,5.8,8.9,DE_BILT,2002,2
2002-02-07,769,6,5.2,15.0,0.87,1.0169,0.38,0.39,1.8,6.1,2.9,7.7,DE_BILT,2002,2
2002-02-08,770,8,5.4,17.0,0.91,1.0154,0.37,0.2,1.6,10.1,6.7,11.7,DE_BILT,2002,2
2002-02-09,771,7,7.7,18.0,0.84,1.0048,0.27,0.33,0.5,10.5,7.3,12.5,DE_BILT,2002,2
2002-02-10,772,7,6.5,15.0,0.81,1.0062,0.4,0.34,1.8,8.4,7.1,9.9,DE_BILT,2002,2
2002-02-11,773,8,9.8,21.0,0.91,1.0027,0.21,2.33,0.0,11.0,9.4,12.3,DE_BILT,2002,2
2002-02-12,774,7,6.9,19.0,0.82,1.009,0.59,0.02,3.9,11.4,9.5,13.3,DE_BILT,2002,2
2002-02-13,775,6,2.8,9.0,0.83,1.0171,0.57,0.0,3.5,7.7,3.6,10.3,DE_BILT,2002,2
2002-02-14,776,1,5.1,14.0,0.72,1.0285,0.98,0.0,8.9,2.6,-0.6,5.5,DE_BILT,2002,2
2002-02-15,777,1,3.8,10.0,0.7,1.0327,0.98,0.0,8.7,1.1,-2.8,5.9,DE_BILT,2002,2
2002-02-16,778,1,3.0,7.0,0.7,1.0296,1.02,0.0,9.0,1.9,-2.4,8.2,DE_BILT,2002,2
2002-02-17,779,2,1.6,5.0,0.82,1.0207,1.02,0.0,8.8,0.8,-5.4,7.5,DE_BILT,2002,2
2002-02-18,780,6,3.9,11.0,0.82,1.0182,0.75,0.08,5.1,5.4,2.8,9.3,DE_BILT,2002,2
2002-02-19,781,7,6.5,20.0,0.81,1.0125,0.79,1.18,5.5,6.6,4.2,9.6,DE_BILT,2002,2
2002-02-20,782,6,6.4,19.0,0.8,0.9934,0.75,1.52,4.8,7.5,2.4,10.7,DE_BILT,2002,2
2002-02-21,783,5,4.8,18.0,0.65,1.0147,1.03,0.19,8.2,3.9,0.9,6.9,DE_BILT,2002,2
2002-02-22,784,7,8.0,20.0,0.82,0.9986,0.48,1.42,1.7,7.2,2.1,11.9,DE_BILT,2002,2
2002-02-23,785,6,7.3,21.0,0.67,0.997,0.73,0.32,4.2,4.9,1.0,7.3,DE_BILT,2002,2
2002-02-24,786,6,4.5,17.0,0.81,1.0069,0.84,0.33,5.4,3.7,0.8,7.2,DE_BILT,2002,2
2002-02-25,787,8,4.7,17.0,0.96,1.0001,0.27,1.16,0.0,6.7,3.0,10.4,DE_BILT,2002,2
2002-02-26,788,7,10.0,27.0,0.81,0.9903,0.85,1.3,5.2,10.3,7.6,12.2,DE_BILT,2002,2
2002-02-27,789,6,7.9,21.0,0.72,0.996,1.0,0.04,6.8,6.5,4.5,9.7,DE_BILT,2002,2
2002-02-28,790,5,7.0,18.0,0.84,0.9984,0.86,0.53,5.1,5.4,3.6,8.9,DE_BILT,2002,2
2002-03-01,791,5,3.5,10.0,0.8,1.0104,1.13,0.27,6.8,4.0,-2.5,8.7,DE_BILT,2002,3
2002-03-02,792,3,2.3,10.0,0.81,1.0155,1.34,0.01,9.1,1.5,-5.6,7.5,DE_BILT,2002,3
2002-03-03,793,6,3.0,9.0,0.83,1.0185,1.15,0.0,6.7,4.5,-2.5,9.1,DE_BILT,2002,3
2002-03-04,794,8,2.8,7.0,0.82,1.0186,0.37,0.0,0.1,8.4,6.4,10.4,DE_BILT,2002,3
2002-03-05,795,7,2.2,8.0,0.79,1.0134,0.87,0.0,3.6,7.4,3.6,10.9,DE_BILT,2002,3
2002-03-06,796,8,6.5,14.0,0.89,1.0051,0.35,0.11,0.0,7.9,5.2,10.3,DE_BILT,2002,3
2002-03-07,797,4,6.6,19.0,0.72,1.0137,1.33,0.08,8.0,9.7,5.7,12.4,DE_BILT,2002,3
2002-03-08,798,5,3.8,11.0,0.75,1.0228,1.41,0.0,8.6,8.3,1.1,13.1,DE_BILT,2002,3
2002-03-09,799,5,6.7,24.0,0.72,1.0103,1.35,0.11,7.8,8.8,6.1,12.5,DE_BILT,2002,3
2002-03-10,800,3,5.9,16.0,0.67,1.0144,1.56,0.0,9.9,7.7,2.6,12.0,DE_BILT,2002,3
2002-03-11,801,5,4.3,10.0,0.72,1.0137,1.52,0.0,9.2,9.2,4.7,15.1,DE_BILT,2002,3
2002-03-12,802,8,1.3,4.0,0.8,1.0151,0.79,0.09,2.3,9.1,3.7,14.6,DE_BILT,2002,3
2002-03-13,803,7,3.8,11.0,0.89,1.0178,0.39,0.28,0.0,5.0,0.8,8.9,DE_BILT,2002,3
2002-03-14,804,5,6.8,17.0,0.8,1.0152,1.24,0.12,6.0,3.5,-2.4,7.2,DE_BILT,2002,3
2002-03-15,805,8,6.6,15.0,0.84,1.0127,0.59,0.0,0.8,4.9,1.9,7.6,DE_BILT,2002,3
2002-03-16,806,5,3.3,8.0,0.8,1.0137,1.64,0.0,9.5,10.3,6.5,16.1,DE_BILT,2002,3
2002-03-17,807,6,3.2,11.0,0.87,1.0093,0.77,0.42,1.8,10.1,6.4,14.6,DE_BILT,2002,3
2002-03-18,808,7,5.9,20.0,0.88,0.9996,0.53,0.91,0.4,9.8,6.6,12.9,DE_BILT,2002,3
2002-03-19,809,7,5.5,19.0,0.81,1.0018,1.14,0.1,4.5,9.3,7.5,13.5,DE_BILT,2002,3
2002-03-20,810,8,4.2,14.0,0.86,1.0109,0.9,0.68,2.5,10.4,8.1,13.0,DE_BILT,2002,3
2002-03-21,811,6,3.7,13.0,0.85,1.0163,1.03,0.13,3.4,10.6,7.3,14.5,DE_BILT,2002,3
2002-03-22,812,5,3.6,10.0,0.84,1.0235,0.93,0.02,2.6,7.2,1.6,10.5,DE_BILT,2002,3
2002-03-23,813,3,3.0,9.0,0.76,1.0326,1.66,0.0,8.5,5.6,1.4,10.1,DE_BILT,2002,3
2002-03-24,814,5,2.5,8.0,0.79,1.0353,1.51,0.0,7.0,3.1,-0.9,8.3,DE_BILT,2002,3
2002-03-25,815,7,1.5,6.0,0.7,1.031,1.89,0.0,10.4,4.3,-1.0,9.4,DE_BILT,2002,3
2002-03-26,816,6,1.8,7.0,0.72,1.0294,1.02,0.0,2.9,5.5,0.0,10.3,DE_BILT,2002,3
2002-03-27,817,1,3.1,8.0,0.64,1.0324,2.08,0.0,11.8,5.6,-0.5,10.7,DE_BILT,2002,3
2002-03-28,818,1,3.1,9.0,0.56,1.0294,2.09,0.0,11.7,6.6,-1.8,14.5,DE_BILT,2002,3
2002-03-29,819,1,3.2,10.0,0.65,1.0234,2.12,0.0,11.8,6.9,0.1,14.6,DE_BILT,2002,3
2002-03-30,820,6,2.2,5.0,0.71,1.0217,0.78,0.0,1.2,8.5,1.0,15.4,DE_BILT,2002,3
2002-03-31,821,6,2.8,10.0,0.71,1.0173,1.59,0.0,6.8,10.2,4.3,16.7,DE_BILT,2002,3
2002-04-01,822,4,2.4,8.0,0.76,1.0166,1.91,0.0,9.4,11.0,4.3,17.2,DE_BILT,2002,4
2002-04-02,823,4,4.2,11.0,0.54,1.0148,2.11,0.0,11.0,14.2,7.3,20.6,DE_BILT,2002,4
2002-04-03,824,3,6.6,14.0,0.48,1.0103,2.26,0.0,12.2,14.7,10.1,19.4,DE_BILT,2002,4
2002-04-04,825,3,4.6,10.0,0.5,1.0093,2.13,0.0,10.9,12.1,7.4,18.3,DE_BILT,2002,4
2002-04-05,826,0,7.0,15.0,0.44,1.0114,2.32,0.0,12.4,9.3,4.6,14.9,DE_BILT,2002,4
2002-04-06,827,0,5.9,14.0,0.52,1.0205,2.33,0.0,12.4,5.7,0.0,11.2,DE_BILT,2002,4
2002-04-07,828,1,3.5,9.0,0.7,1.0226,2.36,0.0,12.5,6.9,-1.1,13.1,DE_BILT,2002,4
2002-04-08,829,0,3.7,11.0,0.61,1.0232,2.38,0.0,12.5,8.3,0.7,14.4,DE_BILT,2002,4
2002-04-09,830,5,2.9,8.0,0.81,1.0219,1.08,0.02,2.4,5.8,-0.9,10.8,DE_BILT,2002,4
2002-04-10,831,2,5.6,14.0,0.57,1.0194,2.12,0.0,9.9,7.0,1.7,12.7,DE_BILT,2002,4
2002-04-11,832,4,4.0,10.0,0.64,1.0103,1.6,0.0,5.7,7.7,1.9,12.8,DE_BILT,2002,4
2002-04-12,833,4,4.3,12.0,0.78,1.0054,2.1,0.0,9.5,7.5,-0.4,13.2,DE_BILT,2002,4
2002-04-13,834,6,4.1,11.0,0.74,1.0066,1.08,0.0,2.2,7.3,0.9,10.8,DE_BILT,2002,4
2002-04-14,835,7,2.5,9.0,0.86,1.01,1.13,0.33,2.4,6.7,0.3,11.5,DE_BILT,2002,4
2002-04-15,836,8,3.2,9.0,0.92,1.0137,0.59,0.83,0.0,7.0,6.2,7.7,DE_BILT,2002,4
2002-04-16,837,8,2.3,6.0,0.93,1.0154,0.64,0.56,0.1,8.3,6.6,10.1,DE_BILT,2002,4
2002-04-17,838,6,1.2,4.0,0.92,1.0162,1.12,0.27,2.2,8.1,3.2,11.3,DE_BILT,2002,4
2002-04-18,839,6,2.3,9.0,0.86,1.0165,1.36,0.0,3.6,7.6,2.3,13.6,DE_BILT,2002,4
2002-04-19,840,3,1.9,7.0,0.8,1.0216,2.02,0.0,8.1,7.5,0.0,14.0,DE_BILT,2002,4
2002-04-20,841,4,1.9,7.0,0.82,1.0306,1.63,0.0,5.2,7.6,0.7,13.6,DE_BILT,2002,4
2002-04-21,842,3,1.3,6.0,0.78,1.0355,2.46,0.0,11.3,9.3,0.4,17.0,DE_BILT,2002,4
2002-04-22,843,7,2.8,9.0,0.67,1.031,1.71,0.0,5.6,14.0,4.2,20.4,DE_BILT,2002,4
2002-04-23,844,6,2.8,10.0,0.77,1.0298,2.11,0.0,8.4,13.5,9.1,18.2,DE_BILT,2002,4
2002-04-24,845,5,2.0,7.0,0.79,1.0262,1.97,0.0,7.3,14.7,9.3,20.4,DE_BILT,2002,4
2002-04-25,846,6,2.8,10.0,0.89,1.0206,1.6,0.0,4.7,10.3,5.2,17.2,DE_BILT,2002,4
2002-04-26,847,7,4.8,19.0,0.92,1.0053,0.76,1.22,0.3,8.2,4.4,12.6,DE_BILT,2002,4
2002-04-27,848,6,5.1,15.0,0.74,1.0073,1.86,0.01,6.3,9.2,7.0,11.8,DE_BILT,2002,4
2002-04-28,849,7,6.7,15.0,0.84,0.9976,1.26,0.81,2.5,10.2,6.9,14.0,DE_BILT,2002,4
2002-04-29,850,5,7.4,20.0,0.75,1.0,1.81,0.21,5.8,9.4,5.8,12.7,DE_BILT,2002,4
2002-04-30,851,8,5.6,16.0,0.81,1.0041,0.82,0.66,0.4,10.8,7.4,13.6,DE_BILT,2002,4
2002-05-01,852,6,4.4,14.0,0.79,1.0043,2.38,0.18,9.9,10.4,5.5,14.6,DE_BILT,2002,5
2002-05-02,853,6,3.0,11.0,0.87,1.0083,1.15,0.7,2.0,9.7,4.0,14.3,DE_BILT,2002,5
2002-05-03,854,6,3.3,10.0,0.76,1.0155,2.13,0.0,8.0,10.1,5.1,14.4,DE_BILT,2002,5
2002-05-04,855,8,4.8,13.0,0.78,1.0175,0.68,0.0,0.0,8.9,7.5,10.5,DE_BILT,2002,5
2002-05-05,856,8,3.7,12.0,0.93,1.0159,0.69,0.64,0.0,8.8,6.2,10.2,DE_BILT,2002,5
2002-05-06,857,6,2.5,8.0,0.86,1.0224,1.76,0.04,5.4,11.1,5.6,16.1,DE_BILT,2002,5
2002-05-07,858,3,2.8,8.0,0.77,1.0223,2.72,0.0,11.9,13.5,8.7,18.9,DE_BILT,2002,5
2002-05-08,859,7,4.4,11.0,0.87,1.016,1.93,0.0,6.4,13.5,9.7,18.0,DE_BILT,2002,5
2002-05-09,860,7,2.9,7.0,0.84,1.0085,1.69,0.0,4.8,16.7,11.8,24.5,DE_BILT,2002,5
2002-05-10,861,7,2.5,7.0,0.91,1.0073,0.71,0.0,0.0,13.9,11.3,16.4,DE_BILT,2002,5
2002-05-11,862,8,2.3,7.0,0.9,1.0094,0.71,0.0,0.0,12.6,10.4,14.9,DE_BILT,2002,5
2002-05-12,863,7,1.8,6.0,0.86,1.0146,1.02,0.0,1.1,11.9,7.5,16.6,DE_BILT,2002,5
2002-05-13,864,4,4.2,11.0,0.73,1.0127,2.62,0.0,10.8,16.0,5.9,21.9,DE_BILT,2002,5
2002-05-14,865,6,6.4,25.0,0.77,1.0141,1.86,0.58,5.7,13.2,10.6,17.4,DE_BILT,2002,5
2002-05-15,866,4,3.7,11.0,0.76,1.0241,2.36,0.0,8.9,13.9,8.7,20.3,DE_BILT,2002,5
2002-05-16,867,3,2.1,6.0,0.75,1.0208,3.07,0.0,13.9,16.0,7.3,23.7,DE_BILT,2002,5
2002-05-17,868,4,3.5,10.0,0.73,1.0139,3.03,0.0,13.5,16.3,7.5,22.9,DE_BILT,2002,5
2002-05-18,869,7,3.5,13.0,0.78,1.015,1.09,0.04,1.3,14.4,11.1,19.1,DE_BILT,2002,5
2002-05-19,870,4,3.1,9.0,0.79,1.0188,2.24,0.0,7.9,14.5,9.6,20.4,DE_BILT,2002,5
2002-05-20,871,5,2.8,9.0,0.74,1.0143,2.54,0.0,9.9,16.6,8.2,23.1,DE_BILT,2002,5
2002-05-21,872,6,4.5,12.0,0.63,1.0042,2.34,0.0,8.5,19.7,14.2,25.5,DE_BILT,2002,5
2002-05-22,873,7,3.3,10.0,0.86,1.0011,0.75,0.46,0.0,16.0,13.8,19.0,DE_BILT,2002,5
2002-05-23,874,5,2.8,9.0,0.76,1.0077,2.35,0.0,8.5,14.8,9.1,20.0,DE_BILT,2002,5
2002-05-24,875,6,4.8,16.0,0.87,1.0077,1.67,0.17,4.2,12.1,6.7,16.4,DE_BILT,2002,5
2002-05-25,876,5,4.5,15.0,0.76,1.0106,2.07,0.05,6.6,12.6,9.2,16.8,DE_BILT,2002,5
2002-05-26,877,5,4.5,14.0,0.78,1.0065,1.55,0.28,3.5,12.1,8.3,17.5,DE_BILT,2002,5
2002-05-27,878,4,2.8,11.0,0.8,1.0069,2.22,0.0,7.5,12.6,7.2,19.0,DE_BILT,2002,5
2002-05-28,879,5,3.1,11.0,0.72,1.0088,2.51,0.0,9.4,14.3,5.9,20.4,DE_BILT,2002,5
2002-05-29,880,4,5.0,15.0,0.77,1.0148,2.23,0.4,7.5,12.8,9.6,16.7,DE_BILT,2002,5
2002-05-30,881,5,3.4,11.0,0.75,1.0225,2.15,0.0,7.0,13.0,7.7,18.6,DE_BILT,2002,5
2002-05-31,882,4,3.4,11.0,0.75,1.0255,2.68,0.0,10.4,12.5,5.0,17.6,DE_BILT,2002,5
2002-06-01,883,1,2.5,8.0,0.69,1.0264,3.35,0.0,15.2,13.3,2.6,20.0,DE_BILT,2002,6
2002-06-02,884,5,3.9,10.0,0.6,1.0197,3.09,0.0,13.1,17.3,8.1,24.5,DE_BILT,2002,6
2002-06-03,885,7,3.5,12.0,0.66,1.0099,1.87,0.43,4.6,18.4,12.1,25.1,DE_BILT,2002,6
2002-06-04,886,5,3.3,9.0,0.7,1.0065,2.68,0.01,9.9,18.5,11.4,24.0,DE_BILT,2002,6
2002-06-05,887,7,3.9,12.0,0.81,0.9981,0.98,0.31,0.5,19.2,15.8,23.7,DE_BILT,2002,6
2002-06-06,888,7,2.9,8.0,0.79,1.003,1.42,0.0,2.2,16.5,12.8,20.5,DE_BILT,2002,6
2002-06-07,889,7,3.2,10.0,0.82,1.0047,1.4,0.0,2.1,15.6,10.7,20.7,DE_BILT,2002,6
