date,days,cloud_cover,humidity,pressure,global_radiation,sunshine,temp_mean,temp_min,temp_max,city,year,month
2002-03-26,816,4,0.57,1.0167,1.66,6.8,9.1,3.2,15.0,ROMA,2002,3
2002-03-27,817,4,0.73,1.019,1.92,7.5,12.2,4.8,19.6,ROMA,2002,3
2002-03-28,818,4,0.6,1.0225,1.5,5.4,9.3,5.2,13.4,ROMA,2002,3
2002-03-29,819,4,0.62,1.0239,1.49,4.6,9.2,3.0,15.4,ROMA,2002,3
2002-03-30,820,2,0.7,1.0219,2.2,11.0,10.1,2.8,17.4,ROMA,2002,3
2002-03-31,821,2,0.71,1.0194,2.14,9.5,11.5,4.4,18.6,ROMA,2002,3
2002-04-01,822,3,0.71,1.0177,2.03,10.0,12.2,5.4,19.0,ROMA,2002,4
2002-04-02,823,4,0.66,1.0167,2.13,9.8,12.4,5.8,19.0,ROMA,2002,4
2002-04-03,824,7,0.84,1.0058,0.87,0.0,13.0,9.2,16.8,ROMA,2002,4
2002-04-04,825,7,0.94,0.9979,0.27,0.0,11.3,9.6,13.0,ROMA,2002,4
2002-04-05,826,3,0.72,0.9973,2.22,9.8,12.9,7.0,18.8,ROMA,2002,4
2002-04-06,827,2,0.85,1.0084,2.12,9.7,12.4,6.6,18.2,ROMA,2002,4
2002-04-07,828,4,0.81,1.0153,1.84,6.5,13.1,7.0,19.2,ROMA,2002,4
2002-04-08,829,4,0.69,1.0135,2.07,5.3,16.4,9.2,23.6,ROMA,2002,4
2002-04-09,830,7,0.85,1.0076,0.57,0.8,15.7,13.8,17.6,ROMA,2002,4
2002-04-10,831,5,0.91,1.0067,1.68,6.4,14.9,12.0,17.8,ROMA,2002,4
2002-04-11,832,7,0.78,1.002,0.83,1.0,16.5,11.4,21.6,ROMA,2002,4
2002-04-12,833,7,0.87,0.9941,1.28,0.4,17.8,15.4,20.2,ROMA,2002,4
2002-04-13,834,5,0.83,1.0009,1.89,7.2,14.6,10.2,19.0,ROMA,2002,4
2002-04-14,835,5,0.94,1.0064,1.26,4.3,13.4,10.0,16.8,ROMA,2002,4
2002-04-15,836,5,0.82,1.0099,1.52,3.7,12.5,9.8,15.2,ROMA,2002,4
2002-04-16,837,5,0.81,1.0119,1.92,6.4,13.1,8.8,17.4,ROMA,2002,4
2002-04-17,838,4,0.84,1.0123,1.77,6.8,12.3,7.8,16.8,ROMA,2002,4
2002-04-18,839,2,0.86,1.0149,2.45,10.6,13.0,7.2,18.8,ROMA,2002,4
2002-04-19,840,2,0.76,1.0175,2.53,10.9,14.5,8.6,20.4,ROMA,2002,4
2002-04-20,841,2,0.8,1.0185,2.56,11.0,14.3,9.0,19.6,ROMA,2002,4
2002-04-21,842,5,0.86,1.0198,1.57,3.4,10.0,1.0,19.0,ROMA,2002,4
2002-04-22,843,3,0.78,1.023,2.23,9.0,16.5,10.0,23.0,ROMA,2002,4
2002-04-23,844,2,0.67,1.0216,2.3,9.4,15.8,8.4,23.2,ROMA,2002,4
2002-04-24,845,4,0.71,1.0194,2.14,8.0,15.4,9.2,21.6,ROMA,2002,4
2002-04-25,846,3,0.68,1.0163,2.51,10.0,14.7,9.2,20.2,ROMA,2002,4
2002-04-26,847,1,0.72,1.0171,2.76,11.8,14.5,8.8,20.2,ROMA,2002,4
2002-04-27,848,6,0.91,1.0125,1.19,3.8,14.4,10.0,18.8,ROMA,2002,4
2002-04-28,849,2,0.81,1.0148,2.73,11.8,14.7,8.4,21.0,ROMA,2002,4
2002-04-29,850,3,0.74,1.0149,2.42,9.2,16.0,11.0,21.0,ROMA,2002,4
2002-04-30,851,2,0.77,1.0172,2.84,11.6,15.0,9.6,20.4,ROMA,2002,4
2002-05-01,852,0,0.64,1.0155,2.83,11.4,16.4,9.6,23.2,ROMA,2002,5
2002-05-02,853,5,0.58,1.0112,2.16,6.7,19.3,12.4,26.2,ROMA,2002,5
2002-05-03,854,6,0.65,1.01,2.25,6.3,21.3,17.4,25.2,ROMA,2002,5
2002-05-04,855,7,0.91,1.0135,1.01,2.2,16.6,13.6,19.6,ROMA,2002,5
2002-05-05,856,4,0.84,1.0165,2.36,9.5,15.0,11.4,18.6,ROMA,2002,5
2002-05-06,857,4,0.76,1.0178,2.59,10.0,14.9,9.0,20.8,ROMA,2002,5
2002-05-07,858,7,0.73,1.014,1.68,3.1,18.9,14.2,23.6,ROMA,2002,5
2002-05-08,859,8,0.93,1.0084,0.64,0.0,16.4,13.8,19.0,ROMA,2002,5
2002-05-09,860,4,0.83,1.0138,2.6,10.5,17.7,14.8,20.6,ROMA,2002,5
2002-05-10,861,6,0.69,1.0123,1.98,4.0,18.9,14.0,23.8,ROMA,2002,5
2002-05-11,862,4,0.83,1.009,2.41,0.0,18.9,14.2,23.6,ROMA,2002,5
2002-05-12,863,6,0.92,1.0128,1.63,2.6,16.5,13.8,19.2,ROMA,2002,5
2002-05-13,864,2,0.83,1.0174,2.67,11.2,16.9,11.8,22.0,ROMA,2002,5
2002-05-14,865,1,0.75,1.022,2.94,11.7,17.0,11.4,22.6,ROMA,2002,5
2002-05-15,866,1,0.74,1.0239,2.92,12.0,18.7,12.0,25.4,ROMA,2002,5
2002-05-16,867,2,0.84,1.0231,2.8,11.2,20.0,14.6,25.4,ROMA,2002,5
2002-05-17,868,2,0.76,1.0193,2.87,11.8,19.9,14.2,25.6,ROMA,2002,5
2002-05-18,869,4,0.73,1.0158,2.67,9.3,19.1,13.0,25.2,ROMA,2002,5
2002-05-19,870,6,0.87,1.0119,1.1,2.4,18.5,14.8,22.2,ROMA,2002,5
2002-05-20,871,4,0.87,1.0117,2.09,8.8,18.8,14.4,23.2,ROMA,2002,5
2002-05-21,872,3,0.89,1.0125,2.74,12.0,18.7,13.8,23.6,ROMA,2002,5
2002-05-22,873,3,0.81,1.0121,2.85,10.2,19.4,13.6,25.2,ROMA,2002,5
2002-05-23,874,7,0.75,1.009,2.02,6.3,21.4,15.4,27.4,ROMA,2002,5
2002-05-24,875,7,0.95,1.0078,0.78,0.7,17.6,15.4,19.8,ROMA,2002,5
2002-05-25,876,4,0.77,1.0088,2.47,8.0,20.5,14.6,26.4,ROMA,2002,5
2002-05-26,877,2,0.86,1.0099,2.98,12.0,19.7,15.8,23.6,ROMA,2002,5
2002-05-27,878,5,0.79,1.0091,2.21,6.8,18.2,13.0,23.4,ROMA,2002,5
2002-05-28,879,3,0.73,1.0086,3.0,11.4,15.5,10.6,20.4,ROMA,2002,5
2002-05-29,880,2,0.73,1.0147,3.09,11.8,16.5,10.6,22.4,ROMA,2002,5
2002-05-30,881,1,0.75,1.0194,3.02,12.0,18.8,12.6,25.0,ROMA,2002,5
2002-05-31,882,2,0.7,1.0204,2.79,12.0,20.9,14.0,27.8,ROMA,2002,5
2002-06-01,883,1,0.71,1.0197,2.99,12.0,21.6,15.8,27.4,ROMA,2002,6
2002-06-02,884,2,0.67,1.0165,2.96,13.0,22.0,16.0,28.0,ROMA,2002,6
2002-06-03,885,4,0.73,1.0148,2.68,10.5,20.7,15.2,26.2,ROMA,2002,6
2002-06-04,886,5,0.65,1.0126,2.32,8.0,21.8,16.0,27.6,ROMA,2002,6
2002-06-05,887,7,0.66,1.0082,0.78,0.6,22.5,19.0,26.0,ROMA,2002,6
2002-06-06,888,7,0.89,1.0048,1.57,2.5,20.1,15.4,24.8,ROMA,2002,6
2002-06-07,889,5,0.73,1.011,1.33,5.0,18.1,14.4,21.8,ROMA,2002,6
2002-06-08,890,5,0.77,1.0116,2.19,6.4,19.3,14.6,24.0,ROMA,2002,6
2002-06-09,891,5,0.9,1.0069,1.71,4.6,17.8,14.0,21.6,ROMA,2002,6
2002-06-10,892,3,0.82,1.0096,2.4,11.5,18.1,12.4,23.8,ROMA,2002,6
2002-06-11,893,2,0.87,1.0151,2.98,11.4,19.4,14.0,24.8,ROMA,2002,6
2002-06-12,894,5,0.8,1.0184,2.69,10.0,21.1,15.6,26.6,ROMA,2002,6
2002-06-13,895,1,0.73,1.019,3.01,12.0,23.0,16.8,29.2,ROMA,2002,6
2002-06-14,896,1,0.68,1.0184,2.95,11.2,23.4,17.4,29.4,ROMA,2002,6
2002-06-15,897,0,0.62,1.0186,2.98,12.1,24.8,18.4,31.2,ROMA,2002,6
2002-06-16,898,0,0.6,1.0183,3.03,12.1,25.6,19.2,32.0,ROMA,2002,6
2002-06-17,899,2,0.54,1.0184,2.85,11.4,26.5,20.0,33.0,ROMA,2002,6
2002-06-18,900,1,0.63,1.0177,2.92,12.0,26.9,19.6,34.2,ROMA,2002,6
2002-06-19,901,0,0.5,1.0168,3.01,12.1,27.2,20.6,33.8,ROMA,2002,6
2002-06-20,902,2,0.56,1.0183,2.8,11.2,28.0,22.2,33.8,ROMA,2002,6
2002-06-21,903,1,0.62,1.0185,2.91,11.8,27.4,21.2,33.6,ROMA,2002,6
2002-06-22,904,1,0.65,1.0171,2.84,12.2,28.1,22.6,33.6,ROMA,2002,6
2002-06-23,905,0,0.64,1.0174,2.84,12.0,28.7,23.0,34.4,ROMA,2002,6
2002-06-24,906,3,0.65,1.016,2.25,8.2,28.6,22.8,34.4,ROMA,2002,6
2002-06-25,907,6,0.71,1.0157,2.1,6.6,28.4,22.8,34.0,ROMA,2002,6
2002-06-26,908,2,0.81,1.0172,2.77,11.7,25.8,20.2,31.4,ROMA,2002,6
2002-06-27,909,1,0.76,1.0152,2.72,11.9,26.5,21.4,31.6,ROMA,2002,6
2002-06-28,910,3,0.79,1.0119,2.23,7.2,26.3,21.8,30.8,ROMA,2002,6
2002-06-29,911,3,0.77,1.012,2.7,11.8,26.8,21.4,32.2,ROMA,2002,6
2002-06-30,912,4,0.78,1.0146,2.49,12.0,24.7,20.8,28.6,ROMA,2002,6
2002-07-01,913,4,0.8,1.0148,1.7,4.5,23.6,18.4,28.8,ROMA,2002,7
2002-07-02,914,7,0.54,1.0094,1.37,2.2,28.1,22.4,33.8,ROMA,2002,7
2002-07-03,915,4,0.86,1.01,2.42,8.5,26.6,22.8,30.4,ROMA,2002,7
2002-07-04,916,3,0.81,1.0126,2.59,10.0,24.8,20.6,29.0,ROMA,2002,7
2002-07-05,917,3,0.75,1.015,3.0,12.0,23.3,18.6,28.0,ROMA,2002,7
2002-07-06,918,3,0.75,1.0156,2.62,10.8,22.5,16.8,28.2,ROMA,2002,7
2002-07-07,919,3,0.76,1.0146,2.71,10.8,25.0,20.0,30.0,ROMA,2002,7
2002-07-08,920,1,0.67,1.0146,2.81,12.2,25.1,18.8,31.4,ROMA,2002,7
2002-07-09,921,2,0.56,1.0128,2.51,10.6,26.3,19.8,32.8,ROMA,2002,7
2002-07-10,922,0,0.68,1.0113,2.77,12.0,26.0,20.8,31.2,ROMA,2002,7
2002-07-11,923,0,0.73,1.0135,2.8,12.4,25.8,19.2,32.5,ROMA,2002,7
2002-07-12,924,0,0.61,1.0139,2.83,12.4,27.0,20.8,33.2,ROMA,2002,7
2002-07-13,925,2,0.79,1.0113,2.81,11.8,26.6,21.6,31.6,ROMA,2002,7
2002-07-14,926,5,0.82,1.0107,1.51,5.2,24.3,20.8,27.8,ROMA,2002,7
2002-07-15,927,6,0.84,1.0102,2.03,7.0,21.0,17.0,25.0,ROMA,2002,7
2002-07-16,928,5,0.9,1.0113,1.57,5.8,22.1,19.0,25.2,ROMA,2002,7
2002-07-17,929,6,0.91,1.0111,1.64,4.6,21.9,18.2,25.6,ROMA,2002,7
2002-07-18,930,3,0.88,1.0099,2.75,11.5,22.9,18.0,27.8,ROMA,2002,7
2002-07-19,931,4,0.87,1.0119,2.13,8.2,23.5,19.6,27.4,ROMA,2002,7
2002-07-20,932,1,0.76,1.0157,2.71,12.0,24.2,18.8,29.6,ROMA,2002,7
2002-07-21,933,0,0.69,1.0166,2.87,12.2,25.0,18.8,31.2,ROMA,2002,7
2002-07-22,934,1,0.52,1.0147,2.81,12.4,25.2,18.4,32.0,ROMA,2002,7
2002-07-23,935,1,0.6,1.0137,2.65,11.2,26.2,19.4,33.0,ROMA,2002,7
2002-07-24,936,6,0.9,1.0112,1.74,3.2,24.5,20.0,29.0,ROMA,2002,7
2002-07-25,937,2,0.83,1.0082,2.58,11.6,24.0,18.6,29.4,ROMA,2002,7
2002-07-26,938,4,0.65,1.0093,2.33,10.4,23.3,18.8,27.8,ROMA,2002,7
2002-07-27,939,2,0.53,1.0112,2.61,12.1,22.3,17.0,27.6,ROMA,2002,7
2002-07-28,940,4,0.61,1.0123,2.08,6.8,24.2,18.4,30.0,ROMA,2002,7
2002-07-29,941,2,0.75,1.0131,2.48,10.0,25.2,19.0,31.4,ROMA,2002,7
2002-07-30,942,3,0.85,1.0106,1.95,7.9,23.9,18.0,29.8,ROMA,2002,7
2002-07-31,943,6,0.91,1.0097,1.58,0.8,23.2,19.2,27.2,ROMA,2002,7
2002-08-01,944,3,0.86,1.0126,2.54,11.3,24.7,20.6,28.8,ROMA,2002,8
2002-08-02,945,2,0.74,1.0147,2.7,11.6,26.0,20.0,32.0,ROMA,2002,8
2002-08-03,946,5,0.64,1.0133,1.82,10.1,26.2,20.8,31.6,ROMA,2002,8
2002-08-04,947,1,0.69,1.0112,2.57,11.2,28.2,24.0,32.4,ROMA,2002,8
2002-08-05,948,3,0.87,1.0131,2.46,9.8,25.8,21.6,30.0,ROMA,2002,8
2002-08-06,949,5,0.81,1.0115,2.25,7.0,25.7,20.8,30.6,ROMA,2002,8
2002-08-07,950,3,0.76,1.0085,2.75,10.8,23.6,19.2,28.0,ROMA,2002,8
2002-08-08,951,2,0.79,1.0093,2.57,11.7,23.8,18.0,29.6,ROMA,2002,8
2002-08-09,952,4,0.78,1.0096,2.37,10.2,23.6,21.0,26.2,ROMA,2002,8
2002-08-10,953,6,0.89,1.0047,0.75,1.5,21.6,18.2,25.0,ROMA,2002,8
2002-08-11,954,6,0.82,1.0022,2.03,10.0,19.4,16.0,22.8,ROMA,2002,8
2002-08-12,955,4,0.88,1.0086,2.25,10.5,19.5,14.8,24.2,ROMA,2002,8
2002-08-13,956,1,0.83,1.0123,2.61,12.0,21.6,16.0,27.2,ROMA,2002,8
2002-08-14,957,1,0.83,1.0146,2.63,11.9,22.5,17.0,28.0,ROMA,2002,8
2002-08-15,958,1,0.83,1.0133,2.57,11.7,22.8,17.6,28.0,ROMA,2002,8
2002-08-16,959,1,0.78,1.0125,2.61,11.7,24.3,18.8,29.8,ROMA,2002,8
2002-08-17,960,2,0.78,1.0111,2.43,11.9,23.7,18.0,29.4,ROMA,2002,8
2002-08-18,961,2,0.8,1.0112,2.3,11.5,24.2,18.4,30.0,ROMA,2002,8
2002-08-19,962,2,0.83,1.0141,2.4,11.6,24.5,18.6,30.4,ROMA,2002,8
2002-08-20,963,2,0.83,1.0152,2.36,11.7,24.5,19.4,29.6,ROMA,2002,8
2002-08-21,964,3,0.88,1.0135,2.32,11.4,24.2,19.6,28.8,ROMA,2002,8
2002-08-22,965,2,0.86,1.0126,2.08,11.4,24.3,19.6,29.0,ROMA,2002,8
2002-08-23,966,4,0.87,1.0149,1.66,6.5,24.6,19.6,29.6,ROMA,2002,8
2002-08-24,967,3,0.86,1.0171,2.12,9.5,24.2,19.0,29.4,ROMA,2002,8
2002-08-25,968,5,0.89,1.0188,0.94,2.9,23.1,19.8,26.4,ROMA,2002,8
2002-08-26,969,5,0.88,1.0173,1.78,5.7,24.2,19.6,28.8,ROMA,2002,8
2002-08-27,970,3,0.85,1.0144,2.26,10.3,24.1,18.8,29.4,ROMA,2002,8
2002-08-28,971,7,0.93,1.0099,0.54,0.0,20.5,16.8,24.2,ROMA,2002,8
2002-08-29,972,7,0.94,1.0077,1.12,1.4,20.9,18.0,23.8,ROMA,2002,8
2002-08-30,973,3,0.86,1.0131,2.09,3.7,22.5,16.4,28.6,ROMA,2002,8
2002-08-31,974,4,0.81,1.0136,2.33,10.2,22.9,18.0,27.8,ROMA,2002,8
2002-09-01,975,3,0.83,1.0132,2.03,10.2,21.6,15.8,27.4,ROMA,2002,9
2002-09-02,976,2,0.8,1.0167,2.25,8.6,22.0,16.0,28.0,ROMA,2002,9
2002-09-03,977,5,0.86,1.0176,1.5,10.3,22.5,17.6,27.4,ROMA,2002,9
2002-09-04,978,4,0.88,1.016,1.9,3.7,21.5,16.2,26.8,ROMA,2002,9
2002-09-05,979,5,0.92,1.0137,1.37,8.6,21.2,17.2,25.2,ROMA,2002,9
2002-09-06,980,5,0.89,1.0134,1.22,6.0,20.8,17.2,24.4,ROMA,2002,9
2002-09-07,981,4,0.9,1.0124,1.58,4.9,20.1,15.2,25.0,ROMA,2002,9
2002-09-08,982,3,0.86,1.0141,2.15,6.5,20.8,15.2,26.4,ROMA,2002,9
2002-09-09,983,3,0.89,1.0161,1.99,10.4,21.6,16.2,27.0,ROMA,2002,9
2002-09-10,984,5,0.92,1.0139,1.31,10.2,21.9,18.4,25.4,ROMA,2002,9
2002-09-11,985,3,0.87,1.0123,2.0,5.4,21.9,16.4,27.4,ROMA,2002,9
2002-09-12,986,5,0.85,1.0127,1.49,10.0,21.5,16.6,26.4,ROMA,2002,9
2002-09-13,987,6,0.91,1.0146,1.18,4.6,20.0,15.6,24.4,ROMA,2002,9
2002-09-14,988,2,0.84,1.0138,1.93,4.1,18.5,13.0,24.0,ROMA,2002,9
2002-09-15,989,1,0.77,1.0115,2.02,10.0,18.8,13.2,24.4,ROMA,2002,9
2002-09-16,990,2,0.82,1.0139,1.72,10.4,18.8,12.8,24.8,ROMA,2002,9
2002-09-17,991,3,0.9,1.0159,0.98,10.2,19.1,15.0,23.2,ROMA,2002,9
2002-09-18,992,0,0.82,1.0165,1.97,4.5,20.4,13.8,27.0,ROMA,2002,9
2002-09-19,993,3,0.84,1.018,1.83,7.1,20.8,15.2,26.4,ROMA,2002,9
2002-09-20,994,7,0.93,1.0174,0.83,8.7,21.9,18.8,25.0,ROMA,2002,9
2002-09-21,995,4,0.93,1.0134,1.58,1.0,22.7,18.6,26.8,ROMA,2002,9
2002-09-22,996,7,0.88,1.0045,1.16,7.8,22.3,19.6,25.0,ROMA,2002,9
2002-09-23,997,6,0.85,0.9993,1.3,3.0,20.3,17.2,23.4,ROMA,2002,9
2002-09-24,998,5,0.83,1.0024,1.7,5.7,18.3,15.0,21.6,ROMA,2002,9
2002-09-25,999,6,0.85,1.0081,1.07,8.5,17.3,14.0,20.6,ROMA,2002,9
2002-09-26,1000,4,0.82,1.0097,1.67,5.3,16.3,12.2,20.4,ROMA,2002,9
2002-09-27,1001,3,0.79,1.0133,1.64,9.4,16.1,9.8,22.4,ROMA,2002,9
2002-09-28,1002,2,0.68,1.0166,1.68,8.0,14.5,8.2,20.8,ROMA,2002,9
2002-09-29,1003,3,0.67,1.0204,2.0,10.0,13.6,8.4,18.8,ROMA,2002,9
2002-09-30,1004,1,0.75,1.0215,2.04,10.5,14.6,8.8,21.0,ROMA,2002,9
2002-10-01,1005,2,0.84,1.0221,1.66,9.4,15.1,8.8,21.4,ROMA,2002,10
2002-10-02,1006,2,0.88,1.0238,1.29,7.6,16.0,9.4,22.6,ROMA,2002,10
2002-10-03,1007,7,0.92,1.0238,0.53,0.7,17.0,12.8,21.2,ROMA,2002,10
2002-10-04,1008,7,0.95,1.0203,0.38,0.0,17.1,14.6,19.6,ROMA,2002,10
2002-10-05,1009,5,0.88,1.0169,1.33,6.0,18.7,14.4,23.0,ROMA,2002,10
2002-10-06,1010,4,0.86,1.0103,1.24,6.0,15.3,9.6,21.0,ROMA,2002,10
2002-10-07,1011,3,0.82,1.0083,1.56,9.2,17.3,12.6,22.0,ROMA,2002,10
2002-10-08,1012,4,0.89,1.0127,1.37,7.4,16.4,11.4,21.4,ROMA,2002,10
2002-10-09,1013,7,0.91,1.0113,0.62,1.4,18.0,15.4,20.6,ROMA,2002,10
2002-10-10,1014,5,0.95,1.0056,0.91,3.5,19.8,17.8,21.8,ROMA,2002,10
2002-10-11,1015,5,0.89,1.0033,1.37,7.8,17.5,14.8,20.2,ROMA,2002,10
2002-10-12,1016,4,0.88,1.0018,1.21,6.3,16.3,12.2,20.4,ROMA,2002,10
2002-10-13,1017,2,0.83,1.007,1.5,9.4,16.1,10.8,21.4,ROMA,2002,10
2002-10-14,1018,3,0.88,1.0153,1.27,7.1,15.7,10.0,21.4,ROMA,2002,10
2002-10-15,1019,3,0.89,1.0189,1.48,9.5,16.6,10.8,22.4,ROMA,2002,10
2002-10-16,1020,2,0.91,1.0176,1.46,9.4,17.2,12.0,22.4,ROMA,2002,10
2002-10-17,1021,5,0.9,1.0114,1.06,5.4,18.6,14.8,22.4,ROMA,2002,10
2002-10-18,1022,4,0.85,1.0142,1.4,9.0,17.7,13.4,22.0,ROMA,2002,10
2002-10-19,1023,5,0.89,1.0175,0.96,4.6,15.4,11.8,19.0,ROMA,2002,10
2002-10-20,1024,2,0.87,1.0206,1.37,9.0,14.9,9.2,20.6,ROMA,2002,10
2002-10-21,1025,5,0.91,1.018,0.9,4.2,15.2,10.0,20.4,ROMA,2002,10
2002-10-22,1026,5,0.89,1.0101,1.3,8.4,19.6,15.6,23.6,ROMA,2002,10
2002-10-23,1027,5,0.89,1.0113,0.83,3.7,19.0,16.0,22.0,ROMA,2002,10
2002-10-24,1028,3,0.82,1.0137,1.2,8.0,17.5,13.4,21.6,ROMA,2002,10
2002-10-25,1029,5,0.84,1.0186,1.39,9.0,17.3,13.8,20.8,ROMA,2002,10
2002-10-26,1030,5,0.92,1.0213,0.67,2.0,17.4,13.4,21.4,ROMA,2002,10
2002-10-27,1031,1,0.91,1.0234,1.39,9.1,16.1,10.2,22.0,ROMA,2002,10
2002-10-28,1032,5,0.91,1.0214,1.02,6.0,17.8,13.6,22.0,ROMA,2002,10
2002-10-29,1033,3,0.88,1.024,1.09,7.7,15.9,10.8,21.0,ROMA,2002,10
2002-10-30,1034,4,0.82,1.0208,1.1,5.5,15.0,9.4,20.6,ROMA,2002,10
2002-10-31,1035,6,0.94,1.0169,0.81,3.2,18.8,16.8,20.8,ROMA,2002,10
2002-11-01,1036,5,0.94,1.0195,0.69,2.4,17.4,13.4,21.4,ROMA,2002,11
2002-11-02,1037,4,0.96,1.0197,0.92,4.8,15.5,10.8,20.2,ROMA,2002,11
2002-11-03,1038,8,0.96,1.0131,0.55,0.3,17.3,15.4,19.2,ROMA,2002,11
2002-11-04,1039,5,0.91,1.008,0.69,4.0,13.9,9.4,18.4,ROMA,2002,11
2002-11-05,1040,2,0.76,1.0118,1.23,8.8,12.5,7.2,17.8,ROMA,2002,11
2002-11-06,1041,1,0.68,1.0165,1.24,8.2,10.0,4.8,15.2,ROMA,2002,11
2002-11-07,1042,4,0.82,1.0107,1.11,7.0,8.8,2.4,15.2,ROMA,2002,11
2002-11-08,1043,8,0.8,1.0064,0.19,0.0,10.2,8.6,11.8,ROMA,2002,11
2002-11-09,1044,5,0.79,1.0079,0.9,5.4,8.8,4.2,13.4,ROMA,2002,11
2002-11-10,1045,2,0.82,1.0073,1.06,8.0,10.2,4.4,16.0,ROMA,2002,11
2002-11-11,1046,4,0.94,1.0137,0.49,2.6,11.5,5.8,17.2,ROMA,2002,11
2002-11-12,1047,6,0.93,1.0158,0.69,3.5,15.7,13.0,18.4,ROMA,2002,11
2002-11-13,1048,4,0.95,1.0136,0.69,5.1,15.0,11.4,18.6,ROMA,2002,11
2002-11-14,1049,4,0.83,1.0069,0.89,5.0,18.5,16.4,20.6,ROMA,2002,11
2002-11-15,1050,5,0.79,1.0042,0.42,0.0,20.6,18.6,22.6,ROMA,2002,11
2002-11-16,1051,8,0.78,1.0064,0.53,0.3,19.6,17.2,22.0,ROMA,2002,11
2002-11-17,1052,7,0.95,1.0145,0.08,0.0,16.4,13.4,19.4,ROMA,2002,11
2002-11-18,1053,8,0.95,1.0101,0.26,0.0,15.1,12.6,17.6,ROMA,2002,11
2002-11-19,1054,6,0.9,1.015,0.2,0.1,13.6,11.0,16.2,ROMA,2002,11
2002-11-20,1055,5,0.87,1.0175,0.58,4.0,14.3,11.2,17.4,ROMA,2002,11
2002-11-21,1056,6,0.79,1.0086,0.42,2.0,15.1,12.8,17.4,ROMA,2002,11
2002-11-22,1057,4,0.85,1.0062,0.8,6.6,13.8,11.4,16.2,ROMA,2002,11
2002-11-23,1058,5,0.83,1.0163,0.79,6.1,13.8,9.6,18.0,ROMA,2002,11
2002-11-24,1059,6,0.63,1.0149,0.4,0.5,16.2,13.0,19.4,ROMA,2002,11
2002-11-25,1060,6,0.61,1.0098,0.53,1.5,19.5,17.6,21.4,ROMA,2002,11
2002-11-26,1061,7,0.55,1.0069,0.14,0.0,17.5,13.8,21.2,ROMA,2002,11
2002-11-27,1062,7,0.94,1.0107,0.31,1.0,15.8,13.6,18.0,ROMA,2002,11
2002-11-28,1063,3,0.88,1.0173,0.85,7.4,15.0,10.0,20.0,ROMA,2002,11
2002-11-29,1064,6,0.96,1.0169,0.12,0.0,7.9,0.0,15.8,ROMA,2002,11
2002-11-30,1065,5,0.92,1.0141,0.49,3.2,10.8,7.0,14.6,ROMA,2002,11
2002-12-01,1066,1,0.87,1.0102,0.87,7.4,10.1,5.2,15.0,ROMA,2002,12
2002-12-02,1067,4,0.89,1.0021,0.63,4.8,8.7,5.2,12.2,ROMA,2002,12
2002-12-03,1068,6,0.87,1.0002,0.55,3.0,10.5,7.4,13.6,ROMA,2002,12
2002-12-04,1069,6,0.96,1.0003,0.39,1.2,9.1,6.2,12.0,ROMA,2002,12
2002-12-05,1070,4,0.85,1.0012,0.84,7.4,10.1,5.0,15.2,ROMA,2002,12
2002-12-06,1071,5,0.92,1.003,0.35,0.1,10.4,7.6,13.2,ROMA,2002,12
2002-12-07,1072,6,0.76,1.0035,0.38,0.2,11.2,8.6,13.8,ROMA,2002,12
2002-12-08,1073,4,0.79,1.0095,0.26,0.2,9.6,6.0,13.2,ROMA,2002,12
2002-12-09,1074,7,0.95,1.0151,0.05,0.0,6.4,5.4,7.4,ROMA,2002,12
2002-12-10,1075,6,0.89,1.0204,0.15,0.0,7.4,5.2,9.6,ROMA,2002,12
2002-12-11,1076,6,0.84,1.0219,0.23,0.5,10.3,7.2,13.4,ROMA,2002,12
2002-12-12,1077,7,0.96,1.0219,0.17,0.0,11.1,8.8,13.4,ROMA,2002,12
2002-12-13,1078,5,0.95,1.0204,0.5,4.1,10.2,7.0,13.4,ROMA,2002,12
2002-12-14,1079,3,0.95,1.022,0.6,5.2,8.1,4.0,12.2,ROMA,2002,12
2002-12-15,1080,6,0.91,1.0192,0.15,0.0,10.0,6.4,13.6,ROMA,2002,12
2002-12-16,1081,6,0.98,1.0207,0.39,0.0,9.5,7.2,11.8,ROMA,2002,12
2002-12-17,1082,6,0.92,1.0198,0.27,0.0,10.5,7.2,13.8,ROMA,2002,12
2002-12-18,1083,6,0.95,1.0139,0.16,0.0,9.0,6.0,12.0,ROMA,2002,12
2002-12-19,1084,0,0.69,1.0223,0.87,8.1,8.0,3.6,12.4,ROMA,2002,12
2002-12-20,1085,5,0.85,1.0262,0.66,6.7,7.7,2.4,13.0,ROMA,2002,12
2002-12-21,1086,7,0.89,1.024,0.27,0.0,9.8,7.6,12.0,ROMA,2002,12
2002-12-22,1087,5,0.83,1.0219,0.81,7.6,10.7,6.4,15.0,ROMA,2002,12
2002-12-23,1088,8,0.98,1.0186,0.13,0.0,11.4,8.2,14.6,ROMA,2002,12
2002-12-24,1089,7,0.96,1.017,0.38,2.3,16.3,11.8,20.8,ROMA,2002,12
2002-12-25,1090,8,0.99,1.0142,0.2,0.0,11.5,10.0,13.0,ROMA,2002,12
2002-12-26,1091,4,0.96,1.0173,0.7,5.5,11.6,7.4,15.8,ROMA,2002,12
2002-12-27,1092,5,0.91,1.0162,0.15,0.0,10.0,6.0,14.0,ROMA,2002,12
