date,days,cloud_cover,humidity,global_radiation,precipitation,sunshine,temp_mean,temp_min,temp_max,city,year,month
2002-04-04,825,5,0.97,2.77,0.0,9.5,-8.4,-9.8,-6.9,SONNBLICK,2002,4
2002-04-05,826,5,0.77,2.14,0.12,6.3,-10.3,-12.2,-8.3,SONNBLICK,2002,4
2002-04-06,827,4,0.89,2.98,0.43,9.3,-13.1,-16.2,-10.0,SONNBLICK,2002,4
2002-04-07,828,3,0.53,2.76,0.0,10.8,-10.9,-14.5,-7.2,SONNBLICK,2002,4
2002-04-08,829,5,0.77,1.97,0.75,0.5,-5.7,-9.0,-2.4,SONNBLICK,2002,4
2002-04-09,830,8,0.96,1.98,0.35,0.0,-8.3,-11.3,-5.3,SONNBLICK,2002,4
2002-04-10,831,8,0.95,2.43,0.12,0.0,-10.9,-12.8,-9.0,SONNBLICK,2002,4
2002-04-11,832,6,0.87,2.12,0.16,4.7,-8.7,-11.2,-6.1,SONNBLICK,2002,4
2002-04-12,833,8,0.98,1.84,0.69,0.0,-4.9,-6.8,-2.9,SONNBLICK,2002,4
2002-04-13,834,8,0.98,1.94,0.49,0.0,-5.2,-6.9,-3.4,SONNBLICK,2002,4
2002-04-14,835,6,0.95,2.22,1.25,2.3,-5.6,-8.7,-2.4,SONNBLICK,2002,4
2002-04-15,836,8,0.97,2.17,0.92,0.0,-7.3,-10.8,-3.8,SONNBLICK,2002,4
2002-04-16,837,8,0.95,2.33,0.54,0.0,-5.6,-8.7,-2.5,SONNBLICK,2002,4
2002-04-17,838,7,0.92,2.62,0.06,1.1,-6.9,-10.4,-3.3,SONNBLICK,2002,4
2002-04-18,839,8,0.96,2.3,0.11,0.7,-7.0,-12.5,-1.5,SONNBLICK,2002,4
2002-04-19,840,7,0.94,2.13,1.42,0.7,-5.8,-9.7,-1.9,SONNBLICK,2002,4
2002-04-20,841,8,0.96,2.06,2.51,0.0,-8.5,-10.9,-6.1,SONNBLICK,2002,4
2002-04-21,842,7,0.96,2.37,0.03,2.3,-6.3,-10.0,-2.5,SONNBLICK,2002,4
2002-04-22,843,6,0.94,3.0,0.66,7.5,-4.7,-7.5,-1.8,SONNBLICK,2002,4
2002-04-23,844,8,0.96,2.15,1.37,0.2,-6.9,-8.5,-5.2,SONNBLICK,2002,4
2002-04-24,845,8,0.96,2.17,1.22,0.0,-7.0,-8.0,-6.0,SONNBLICK,2002,4
2002-04-25,846,7,0.93,2.76,1.28,3.5,-6.7,-8.8,-4.5,SONNBLICK,2002,4
2002-04-26,847,7,0.92,3.06,0.7,7.8,-4.4,-6.3,-2.5,SONNBLICK,2002,4
2002-04-27,848,8,0.97,2.45,1.89,1.3,-6.7,-10.2,-3.2,SONNBLICK,2002,4
2002-04-28,849,6,0.95,2.45,0.0,2.1,-8.6,-12.0,-5.2,SONNBLICK,2002,4
2002-04-29,850,5,0.85,2.42,1.55,4.3,-5.9,-7.8,-4.0,SONNBLICK,2002,4
2002-04-30,851,4,0.94,3.1,0.54,8.0,-5.8,-9.0,-2.6,SONNBLICK,2002,4
2002-05-01,852,5,0.86,2.77,0.0,8.7,-2.0,-3.7,-0.3,SONNBLICK,2002,5
2002-05-02,853,8,0.97,1.93,0.0,0.0,-3.0,-4.2,-1.8,SONNBLICK,2002,5
2002-05-03,854,8,0.98,1.95,1.03,0.0,-1.9,-3.0,-0.8,SONNBLICK,2002,5
2002-05-04,855,8,0.99,1.95,1.78,0.0,-2.7,-4.9,-0.4,SONNBLICK,2002,5
2002-05-05,856,8,0.96,2.12,0.08,5.3,-5.1,-7.2,-2.9,SONNBLICK,2002,5
2002-05-06,857,3,0.89,2.67,0.0,7.3,-5.6,-8.2,-3.0,SONNBLICK,2002,5
2002-05-07,858,3,0.86,3.78,0.0,11.1,-5.3,-8.0,-2.5,SONNBLICK,2002,5
2002-05-08,859,7,0.97,2.06,0.08,0.0,-2.9,-5.0,-0.8,SONNBLICK,2002,5
2002-05-09,860,8,0.99,2.01,0.18,0.0,-1.1,-1.9,-0.2,SONNBLICK,2002,5
2002-05-10,861,8,0.99,2.14,0.0,0.6,-1.8,-2.7,-0.8,SONNBLICK,2002,5
2002-05-11,862,6,0.89,2.67,0.0,5.0,-2.1,-4.2,0.0,SONNBLICK,2002,5
2002-05-12,863,6,0.91,2.35,1.05,0.5,-2.0,-4.5,0.5,SONNBLICK,2002,5
2002-05-13,864,7,0.96,2.58,0.02,3.6,-1.0,-3.1,1.2,SONNBLICK,2002,5
2002-05-14,865,7,0.94,2.53,0.45,1.9,-1.2,-2.4,0.0,SONNBLICK,2002,5
2002-05-15,866,1,0.68,4.2,0.0,14.4,-2.8,-5.4,-0.1,SONNBLICK,2002,5
2002-05-16,867,5,0.66,4.0,0.0,12.0,1.4,-1.3,4.1,SONNBLICK,2002,5
2002-05-17,868,3,0.62,3.82,0.0,13.1,2.4,0.3,4.4,SONNBLICK,2002,5
2002-05-18,869,6,0.86,3.66,0.0,10.0,3.1,1.0,5.2,SONNBLICK,2002,5
2002-05-19,870,8,1.0,2.09,0.69,0.0,0.4,-1.5,2.3,SONNBLICK,2002,5
2002-05-20,871,8,0.99,2.11,0.13,0.0,-1.0,-3.1,1.1,SONNBLICK,2002,5
2002-05-21,872,4,0.87,3.45,0.0,12.4,-1.2,-3.6,1.2,SONNBLICK,2002,5
2002-05-22,873,4,0.94,2.56,0.0,2.6,-0.2,-1.5,1.2,SONNBLICK,2002,5
2002-05-23,874,7,0.94,2.5,0.34,2.2,-0.3,-1.4,0.8,SONNBLICK,2002,5
2002-05-24,875,8,0.98,1.76,0.42,0.0,0.1,-1.3,1.5,SONNBLICK,2002,5
2002-05-25,876,8,0.97,1.08,1.42,0.0,0.3,-0.5,1.1,SONNBLICK,2002,5
2002-05-26,877,8,0.98,1.85,0.97,0.0,-0.2,-1.0,0.7,SONNBLICK,2002,5
2002-05-27,878,8,0.98,1.67,0.85,0.0,-1.3,-2.7,0.2,SONNBLICK,2002,5
2002-05-28,879,8,0.98,2.47,0.59,0.0,-4.3,-5.8,-2.7,SONNBLICK,2002,5
2002-05-29,880,8,0.97,2.44,0.5,0.0,-5.0,-7.0,-3.0,SONNBLICK,2002,5
2002-05-30,881,3,0.76,4.07,0.02,13.2,-2.6,-5.2,0.1,SONNBLICK,2002,5
2002-05-31,882,5,0.96,3.62,0.0,9.7,-2.6,-6.0,0.8,SONNBLICK,2002,5
2002-06-01,883,4,0.79,4.02,0.0,12.1,-1.0,-3.5,1.5,SONNBLICK,2002,6
2002-06-02,884,5,0.82,3.57,0.08,10.8,-1.1,-2.9,0.8,SONNBLICK,2002,6
2002-06-03,885,5,0.66,3.8,0.03,10.5,0.3,-1.7,2.2,SONNBLICK,2002,6
2002-06-04,886,7,0.91,2.97,0.0,5.4,1.7,-0.5,3.9,SONNBLICK,2002,6
2002-06-05,887,8,1.0,1.89,0.87,0.0,1.5,0.4,2.6,SONNBLICK,2002,6
2002-06-06,888,8,0.99,1.89,4.1,0.0,-0.2,-1.6,1.3,SONNBLICK,2002,6
2002-06-07,889,8,0.98,1.9,2.21,0.0,-1.5,-2.9,0.0,SONNBLICK,2002,6
2002-06-08,890,6,0.97,3.36,0.51,6.9,-1.0,-2.8,0.9,SONNBLICK,2002,6
2002-06-09,891,8,0.97,1.9,0.45,0.0,-0.3,-2.4,1.8,SONNBLICK,2002,6
2002-06-10,892,8,0.97,1.9,0.75,0.0,-2.2,-3.2,-1.1,SONNBLICK,2002,6
2002-06-11,893,4,0.93,4.25,0.0,12.2,-3.8,-7.1,-0.5,SONNBLICK,2002,6
2002-06-12,894,6,0.97,2.83,0.0,3.8,0.4,-1.2,2.0,SONNBLICK,2002,6
2002-06-13,895,5,0.77,4.1,0.0,12.4,3.6,0.7,6.4,SONNBLICK,2002,6
2002-06-14,896,3,0.57,4.42,0.0,15.2,4.5,1.8,7.2,SONNBLICK,2002,6
2002-06-15,897,2,0.56,4.12,0.04,13.0,6.7,4.2,9.2,SONNBLICK,2002,6
2002-06-16,898,4,0.81,2.96,0.7,5.7,5.8,3.5,8.1,SONNBLICK,2002,6
2002-06-17,899,3,0.7,3.89,0.28,15.2,5.9,3.0,8.8,SONNBLICK,2002,6
2002-06-18,900,4,0.47,3.9,0.0,14.8,10.4,6.6,14.1,SONNBLICK,2002,6
2002-06-19,901,3,0.71,3.48,0.0,12.5,10.3,6.8,13.8,SONNBLICK,2002,6
2002-06-20,902,3,0.88,2.92,0.23,10.7,9.1,6.8,11.4,SONNBLICK,2002,6
2002-06-21,903,4,0.73,1.83,0.2,6.3,6.8,3.5,10.0,SONNBLICK,2002,6
2002-06-22,904,2,0.81,3.49,0.0,13.8,8.0,4.4,11.5,SONNBLICK,2002,6
2002-06-23,905,4,0.82,3.11,0.2,10.3,10.2,6.6,13.8,SONNBLICK,2002,6
2002-06-24,906,6,0.91,1.62,0.91,3.4,7.3,5.0,9.5,SONNBLICK,2002,6
2002-06-25,907,8,0.98,1.54,0.2,0.0,4.0,1.5,6.5,SONNBLICK,2002,6
2002-06-26,908,2,0.71,3.82,0.08,13.0,3.2,-1.8,8.2,SONNBLICK,2002,6
2002-06-27,909,5,0.87,2.86,0.57,8.7,5.4,2.0,8.8,SONNBLICK,2002,6
2002-06-28,910,8,0.98,1.13,1.91,0.0,1.4,-2.8,5.5,SONNBLICK,2002,6
2002-06-29,911,7,0.98,3.16,0.0,6.5,-3.2,-6.5,0.2,SONNBLICK,2002,6
2002-06-30,912,6,0.96,2.71,0.23,5.5,-0.4,-2.6,1.9,SONNBLICK,2002,6
2002-07-01,913,6,0.89,2.09,0.04,6.9,1.7,-0.5,3.8,SONNBLICK,2002,7
2002-07-02,914,8,0.99,0.88,0.15,0.0,1.8,0.7,2.9,SONNBLICK,2002,7
2002-07-03,915,8,0.99,1.06,1.08,0.0,3.5,2.2,4.8,SONNBLICK,2002,7
2002-07-04,916,7,0.95,2.91,0.59,6.3,0.3,-3.4,4.0,SONNBLICK,2002,7
2002-07-05,917,5,0.92,3.37,0.0,8.9,-0.1,-3.7,3.5,SONNBLICK,2002,7
2002-07-06,918,7,0.93,1.86,0.77,6.2,2.8,0.7,4.8,SONNBLICK,2002,7
2002-07-07,919,6,0.95,2.34,0.04,4.1,2.2,-0.2,4.5,SONNBLICK,2002,7
2002-07-08,920,2,0.62,3.82,0.0,15.2,6.8,2.2,11.3,SONNBLICK,2002,7
2002-07-09,921,3,0.72,3.72,0.0,14.2,8.0,5.2,10.7,SONNBLICK,2002,7
2002-07-10,922,7,0.9,2.68,0.27,8.4,7.2,5.1,9.2,SONNBLICK,2002,7
2002-07-11,923,8,0.97,1.21,0.09,0.0,4.5,3.2,5.8,SONNBLICK,2002,7
2002-07-12,924,6,0.91,1.79,0.0,3.5,6.2,3.8,8.5,SONNBLICK,2002,7
2002-07-13,925,6,0.88,2.1,0.25,7.1,5.5,3.0,8.0,SONNBLICK,2002,7
2002-07-14,926,7,0.9,1.59,2.09,0.0,5.9,2.5,9.2,SONNBLICK,2002,7
2002-07-15,927,7,0.97,1.7,0.64,5.1,3.4,1.0,5.8,SONNBLICK,2002,7
2002-07-16,928,6,0.89,1.56,0.74,2.2,3.5,2.4,4.6,SONNBLICK,2002,7
2002-07-17,929,8,0.99,0.92,2.87,0.0,2.9,1.5,4.2,SONNBLICK,2002,7
2002-07-18,930,8,0.98,1.38,0.73,0.0,1.9,0.6,3.2,SONNBLICK,2002,7
2002-07-19,931,6,0.97,2.5,0.0,1.6,0.2,-2.2,2.5,SONNBLICK,2002,7
2002-07-20,932,2,0.7,3.75,0.0,14.7,3.0,-0.5,6.5,SONNBLICK,2002,7
2002-07-21,933,4,0.75,2.24,0.33,7.6,5.3,2.2,8.3,SONNBLICK,2002,7
2002-07-22,934,7,0.89,2.53,0.14,7.0,2.5,0.8,4.2,SONNBLICK,2002,7
2002-07-23,935,5,0.71,3.39,0.0,14.0,4.0,0.4,7.6,SONNBLICK,2002,7
2002-07-24,936,7,0.94,1.61,0.78,3.9,4.6,1.9,7.2,SONNBLICK,2002,7
2002-07-25,937,8,0.98,2.42,1.22,0.0,-0.3,-2.4,1.9,SONNBLICK,2002,7
2002-07-26,938,8,0.98,1.9,0.41,0.0,-2.2,-3.8,-0.6,SONNBLICK,2002,7
2002-07-27,939,7,0.87,2.2,0.04,4.3,0.8,-0.9,2.5,SONNBLICK,2002,7
2002-07-28,940,4,0.88,2.9,0.0,9.9,4.4,1.0,7.8,SONNBLICK,2002,7
2002-07-29,941,5,0.96,2.36,1.0,8.7,5.8,3.0,8.6,SONNBLICK,2002,7
2002-07-30,942,4,0.88,3.15,1.12,10.9,5.5,3.2,7.8,SONNBLICK,2002,7
2002-07-31,943,5,0.84,2.04,0.12,6.6,6.6,4.2,8.9,SONNBLICK,2002,7
2002-08-01,944,8,0.96,1.37,0.56,0.9,5.7,3.9,7.4,SONNBLICK,2002,8
2002-08-02,945,5,0.93,2.03,0.0,5.3,4.4,1.5,7.2,SONNBLICK,2002,8
2002-08-03,946,2,0.78,2.44,0.0,8.8,4.8,2.0,7.6,SONNBLICK,2002,8
2002-08-04,947,7,0.93,1.94,2.19,3.9,6.5,3.0,9.9,SONNBLICK,2002,8
2002-08-05,948,8,0.98,1.42,0.7,0.0,2.5,0.2,4.8,SONNBLICK,2002,8
2002-08-06,949,8,0.97,0.64,2.44,2.0,2.2,0.7,3.7,SONNBLICK,2002,8
2002-08-07,950,8,0.98,1.12,0.83,0.0,-0.6,-1.8,0.7,SONNBLICK,2002,8
2002-08-08,951,5,0.98,1.82,0.0,0.2,0.6,-0.8,2.0,SONNBLICK,2002,8
2002-08-09,952,6,0.98,1.32,0.93,0.0,1.8,0.7,2.8,SONNBLICK,2002,8
2002-08-10,953,6,0.94,1.21,0.97,1.1,1.1,0.2,2.0,SONNBLICK,2002,8
2002-08-11,954,8,0.98,0.77,4.22,0.0,1.0,-0.1,2.0,SONNBLICK,2002,8
2002-08-12,955,8,0.98,0.96,1.51,0.0,-0.6,-1.5,0.3,SONNBLICK,2002,8
2002-08-13,956,8,0.98,1.27,0.48,0.0,-0.9,-1.8,0.0,SONNBLICK,2002,8
2002-08-14,957,7,0.98,3.06,2.0,7.1,-0.5,-1.9,0.9,SONNBLICK,2002,8
2002-08-15,958,7,0.98,2.69,0.02,4.3,0.3,-1.7,2.2,SONNBLICK,2002,8
2002-08-16,959,7,0.99,2.06,0.0,2.7,2.1,0.2,3.9,SONNBLICK,2002,8
2002-08-17,960,6,0.95,2.06,0.05,5.5,2.9,0.9,4.8,SONNBLICK,2002,8
2002-08-18,961,6,0.86,1.55,0.76,4.9,3.7,1.3,6.0,SONNBLICK,2002,8
2002-08-19,962,4,0.86,2.09,0.03,8.7,4.1,2.4,5.8,SONNBLICK,2002,8
2002-08-20,963,4,0.82,1.78,0.0,7.5,4.4,2.4,6.3,SONNBLICK,2002,8
2002-08-21,964,8,0.99,0.84,1.98,0.0,2.6,0.6,4.6,SONNBLICK,2002,8
2002-08-22,965,8,0.98,1.89,2.72,1.9,0.9,-1.7,3.4,SONNBLICK,2002,8
2002-08-23,966,5,0.8,2.27,0.03,9.1,3.1,0.3,5.9,SONNBLICK,2002,8
2002-08-24,967,5,0.88,1.97,0.1,7.6,3.7,1.4,5.9,SONNBLICK,2002,8
2002-08-25,968,6,0.88,2.16,0.2,7.8,4.5,2.7,6.3,SONNBLICK,2002,8
2002-08-26,969,7,0.94,1.32,0.06,0.0,2.9,1.0,4.8,SONNBLICK,2002,8
2002-08-27,970,8,0.98,0.99,0.95,0.0,2.9,1.5,4.3,SONNBLICK,2002,8
2002-08-28,971,6,0.92,1.46,0.22,2.7,3.2,1.4,5.0,SONNBLICK,2002,8
2002-08-29,972,8,0.99,1.14,0.26,0.0,1.8,0.2,3.4,SONNBLICK,2002,8
2002-08-30,973,7,0.94,2.11,0.2,5.7,3.5,1.2,5.7,SONNBLICK,2002,8
2002-08-31,974,5,0.92,2.42,0.72,9.4,3.3,2.1,4.5,SONNBLICK,2002,8
2002-09-01,975,8,1.0,0.73,1.64,0.0,2.0,0.4,3.6,SONNBLICK,2002,9
2002-09-02,976,5,0.89,1.89,0.35,6.6,2.4,-0.1,4.8,SONNBLICK,2002,9
2002-09-03,977,8,0.99,1.02,0.12,0.0,0.4,-1.2,1.9,SONNBLICK,2002,9
2002-09-04,978,7,0.98,1.17,0.02,2.7,0.5,-0.9,1.9,SONNBLICK,2002,9
2002-09-05,979,7,0.95,1.26,0.0,0.7,1.1,-0.6,2.8,SONNBLICK,2002,9
2002-09-06,980,6,0.98,1.87,0.0,4.7,0.2,-1.1,1.5,SONNBLICK,2002,9
2002-09-07,981,5,0.94,1.35,0.0,4.2,0.6,-1.3,2.4,SONNBLICK,2002,9
2002-09-08,982,5,0.91,1.66,0.04,6.3,2.0,0.3,3.7,SONNBLICK,2002,9
2002-09-09,983,5,0.92,1.47,0.0,6.6,1.5,-0.3,3.3,SONNBLICK,2002,9
2002-09-10,984,7,0.97,1.04,1.24,0.0,1.5,-0.8,3.8,SONNBLICK,2002,9
2002-09-11,985,6,0.97,1.83,1.4,4.6,-1.0,-3.1,1.1,SONNBLICK,2002,9
2002-09-12,986,6,0.97,2.32,0.05,8.4,-2.0,-3.2,-0.7,SONNBLICK,2002,9
2002-09-13,987,3,0.81,2.32,0.0,8.6,-2.8,-6.0,0.5,SONNBLICK,2002,9
2002-09-14,988,4,0.84,2.37,0.0,10.6,-4.2,-5.7,-2.6,SONNBLICK,2002,9
2002-09-15,989,7,0.97,1.52,1.34,0.0,-5.2,-6.8,-3.5,SONNBLICK,2002,9
2002-09-16,990,7,0.82,2.22,0.0,8.0,-5.3,-7.8,-2.8,SONNBLICK,2002,9
2002-09-17,991,2,0.6,2.53,0.08,11.5,-3.0,-5.1,-0.8,SONNBLICK,2002,9
2002-09-18,992,2,0.49,2.61,0.05,12.3,0.7,-2.5,3.8,SONNBLICK,2002,9
2002-09-19,993,7,0.95,1.15,0.15,3.3,1.2,-0.4,2.8,SONNBLICK,2002,9
2002-09-20,994,7,0.97,1.04,0.17,1.5,1.7,0.5,2.9,SONNBLICK,2002,9
2002-09-21,995,7,0.97,1.13,0.82,0.9,0.9,-0.9,2.6,SONNBLICK,2002,9
2002-09-22,996,8,0.97,1.1,0.82,0.0,-2.0,-4.0,0.0,SONNBLICK,2002,9
2002-09-23,997,8,0.95,0.72,1.7,0.0,-4.8,-5.6,-4.0,SONNBLICK,2002,9
2002-09-24,998,8,0.96,0.92,1.53,0.0,-4.9,-7.2,-2.5,SONNBLICK,2002,9
2002-09-25,999,8,0.95,1.59,0.59,0.5,-5.7,-8.9,-2.5,SONNBLICK,2002,9
2002-09-26,1000,8,0.95,1.78,0.74,0.0,-7.2,-10.0,-4.3,SONNBLICK,2002,9
2002-09-27,1001,8,0.94,1.27,2.41,0.0,-5.8,-6.8,-4.8,SONNBLICK,2002,9
2002-09-28,1002,8,0.93,1.69,0.13,0.0,-8.5,-10.5,-6.5,SONNBLICK,2002,9
2002-09-29,1003,0,0.86,2.36,0.0,11.3,-8.2,-11.3,-5.0,SONNBLICK,2002,9
2002-09-30,1004,1,0.59,2.31,0.0,11.3,-6.6,-8.2,-5.0,SONNBLICK,2002,9
2002-10-01,1005,1,0.37,2.25,0.0,11.4,1.3,-5.4,8.0,SONNBLICK,2002,10
2002-10-02,1006,5,0.35,2.16,0.0,9.8,0.5,-1.7,2.6,SONNBLICK,2002,10
2002-10-03,1007,6,0.47,1.75,0.0,3.3,0.5,-1.8,2.7,SONNBLICK,2002,10
2002-10-04,1008,8,0.98,0.87,0.91,0.0,-1.9,-3.6,-0.2,SONNBLICK,2002,10
2002-10-05,1009,6,0.77,1.95,0.08,7.1,-4.6,-6.8,-2.3,SONNBLICK,2002,10
2002-10-06,1010,8,0.97,1.43,1.67,1.6,-3.9,-6.0,-1.8,SONNBLICK,2002,10
2002-10-07,1011,6,0.83,1.72,0.52,6.5,-7.8,-9.9,-5.6,SONNBLICK,2002,10
2002-10-08,1012,4,0.8,1.99,0.0,6.9,-7.7,-10.1,-5.2,SONNBLICK,2002,10
2002-10-09,1013,7,0.96,1.94,0.0,7.4,-4.9,-7.0,-2.8,SONNBLICK,2002,10
2002-10-10,1014,7,0.99,1.35,0.0,0.0,-2.4,-4.9,0.1,SONNBLICK,2002,10
2002-10-11,1015,8,0.99,1.01,0.25,1.5,-0.3,-0.9,0.3,SONNBLICK,2002,10
2002-10-12,1016,8,0.97,0.64,1.32,0.0,-2.8,-5.3,-0.3,SONNBLICK,2002,10
2002-10-13,1017,5,0.94,1.91,0.06,8.8,-5.5,-7.0,-4.0,SONNBLICK,2002,10
2002-10-14,1018,6,0.93,1.17,0.0,2.7,-3.4,-6.5,-0.2,SONNBLICK,2002,10
2002-10-15,1019,5,0.87,1.38,0.0,3.5,-0.3,-1.5,0.9,SONNBLICK,2002,10
2002-10-16,1020,7,0.99,0.79,0.1,0.0,-1.8,-3.7,0.1,SONNBLICK,2002,10
2002-10-17,1021,8,0.98,0.41,1.9,0.0,-0.8,-2.0,0.4,SONNBLICK,2002,10
2002-10-18,1022,6,0.88,1.32,0.84,1.8,-5.3,-9.3,-1.3,SONNBLICK,2002,10
2002-10-19,1023,4,0.84,1.38,0.1,4.9,-9.7,-11.6,-7.8,SONNBLICK,2002,10
2002-10-20,1024,4,0.56,1.52,0.0,7.9,-6.5,-12.0,-1.0,SONNBLICK,2002,10
2002-10-21,1025,6,0.9,1.14,0.21,1.9,-0.7,-2.6,1.2,SONNBLICK,2002,10
2002-10-22,1026,8,0.99,0.99,0.33,0.0,-2.5,-3.7,-1.3,SONNBLICK,2002,10
2002-10-23,1027,7,0.98,0.87,1.9,1.1,-4.0,-5.3,-2.6,SONNBLICK,2002,10
2002-10-24,1028,3,0.92,1.64,0.05,8.1,-7.4,-11.3,-3.5,SONNBLICK,2002,10
2002-10-25,1029,7,0.95,1.28,0.28,2.6,-6.9,-9.1,-4.7,SONNBLICK,2002,10
2002-10-26,1030,3,0.92,1.63,0.0,10.1,-5.9,-6.7,-5.1,SONNBLICK,2002,10
2002-10-27,1031,5,0.87,1.5,0.52,9.8,-5.7,-8.3,-3.0,SONNBLICK,2002,10
2002-10-28,1032,6,0.92,0.89,0.11,2.3,-7.9,-12.1,-3.7,SONNBLICK,2002,10
2002-10-29,1033,3,0.4,1.46,0.1,9.1,-7.6,-12.5,-2.7,SONNBLICK,2002,10
2002-10-30,1034,4,0.63,1.17,0.03,7.0,-1.9,-2.7,-1.0,SONNBLICK,2002,10
2002-10-31,1035,8,0.99,0.85,0.6,1.3,-2.3,-3.0,-1.6,SONNBLICK,2002,10
2002-11-01,1036,5,0.87,1.13,0.38,7.4,-3.8,-4.9,-2.7,SONNBLICK,2002,11
2002-11-02,1037,7,0.91,0.43,0.88,0.0,-4.0,-5.1,-2.8,SONNBLICK,2002,11
2002-11-03,1038,8,0.97,0.67,2.03,0.0,-4.3,-7.3,-1.2,SONNBLICK,2002,11
2002-11-04,1039,8,0.94,0.69,2.6,0.0,-6.0,-9.5,-2.5,SONNBLICK,2002,11
2002-11-05,1040,8,0.92,0.91,1.04,0.0,-11.7,-13.9,-9.4,SONNBLICK,2002,11
2002-11-06,1041,1,0.61,1.39,0.38,9.1,-14.5,-15.6,-13.4,SONNBLICK,2002,11
2002-11-07,1042,4,0.75,1.25,0.44,8.7,-12.5,-13.4,-11.5,SONNBLICK,2002,11
2002-11-08,1043,6,0.96,0.88,0.45,0.0,-13.5,-15.1,-11.9,SONNBLICK,2002,11
2002-11-09,1044,8,0.97,0.68,1.78,0.0,-10.1,-16.0,-4.2,SONNBLICK,2002,11
2002-11-10,1045,5,0.82,1.06,0.94,3.9,-10.8,-13.8,-7.8,SONNBLICK,2002,11
2002-11-11,1046,8,0.97,0.66,1.34,0.0,-7.9,-12.3,-3.4,SONNBLICK,2002,11
2002-11-12,1047,2,0.81,1.22,0.0,7.5,-8.9,-10.5,-7.2,SONNBLICK,2002,11
2002-11-13,1048,7,0.96,0.68,0.13,0.0,-7.7,-9.2,-6.1,SONNBLICK,2002,11
2002-11-14,1049,8,0.98,0.27,0.66,0.0,-5.0,-6.2,-3.8,SONNBLICK,2002,11
2002-11-15,1050,8,0.99,0.29,2.0,0.0,-3.1,-4.1,-2.0,SONNBLICK,2002,11
2002-11-16,1051,8,0.98,0.17,0.54,0.0,-2.9,-3.8,-2.0,SONNBLICK,2002,11
2002-11-17,1052,8,0.97,0.42,0.81,0.0,-4.7,-6.8,-2.5,SONNBLICK,2002,11
2002-11-18,1053,8,0.98,0.25,3.3,0.0,-4.5,-6.6,-2.4,SONNBLICK,2002,11
2002-11-19,1054,8,0.98,0.66,0.64,0.0,-5.3,-7.8,-2.7,SONNBLICK,2002,11
2002-11-20,1055,1,0.65,1.12,0.0,9.1,-6.7,-8.2,-5.2,SONNBLICK,2002,11
2002-11-21,1056,8,0.98,0.56,0.87,0.0,-6.4,-7.5,-5.2,SONNBLICK,2002,11
2002-11-22,1057,8,0.97,0.56,2.3,0.0,-7.0,-10.3,-3.6,SONNBLICK,2002,11
2002-11-23,1058,1,0.89,1.17,1.52,8.2,-10.4,-11.5,-9.3,SONNBLICK,2002,11
2002-11-24,1059,8,0.96,0.54,1.17,0.0,-7.2,-9.8,-4.5,SONNBLICK,2002,11
2002-11-25,1060,8,0.99,0.53,3.45,0.0,-4.1,-5.2,-3.0,SONNBLICK,2002,11
2002-11-26,1061,8,0.97,0.53,2.43,0.0,-2.7,-3.3,-2.1,SONNBLICK,2002,11
2002-11-27,1062,7,0.97,0.84,0.0,1.1,-2.9,-3.5,-2.3,SONNBLICK,2002,11
2002-11-28,1063,5,0.93,1.09,0.0,6.6,-4.2,-5.4,-3.0,SONNBLICK,2002,11
2002-11-29,1064,8,0.96,0.52,1.23,0.0,-5.1,-6.1,-4.0,SONNBLICK,2002,11
2002-11-30,1065,8,0.93,0.57,0.91,0.0,-8.2,-11.3,-5.1,SONNBLICK,2002,11
2002-12-01,1066,1,0.92,1.1,0.0,5.4,-9.1,-11.5,-6.6,SONNBLICK,2002,12
2002-12-02,1067,5,0.87,0.58,1.58,1.6,-11.3,-13.2,-9.4,SONNBLICK,2002,12
2002-12-03,1068,8,0.92,0.58,0.21,0.0,-10.9,-13.0,-8.8,SONNBLICK,2002,12
2002-12-04,1069,8,0.96,0.51,0.33,0.0,-9.4,-11.3,-7.5,SONNBLICK,2002,12
2002-12-05,1070,8,0.96,0.5,0.4,0.0,-7.0,-8.1,-5.8,SONNBLICK,2002,12
2002-12-06,1071,8,0.96,0.5,0.25,0.0,-7.3,-8.1,-6.5,SONNBLICK,2002,12
2002-12-07,1072,8,0.96,0.5,0.41,0.0,-7.4,-8.1,-6.6,SONNBLICK,2002,12
2002-12-08,1073,3,0.9,0.7,0.15,3.2,-8.8,-11.5,-6.0,SONNBLICK,2002,12
2002-12-09,1074,3,0.7,1.02,0.05,8.7,-13.2,-15.0,-11.4,SONNBLICK,2002,12
2002-12-10,1075,0,0.65,1.01,0.0,8.8,-13.0,-15.0,-11.0,SONNBLICK,2002,12
2002-12-11,1076,1,0.52,1.01,0.0,8.7,-12.2,-13.5,-10.8,SONNBLICK,2002,12
2002-12-12,1077,1,0.67,1.0,0.03,8.5,-9.8,-11.6,-7.9,SONNBLICK,2002,12
2002-12-13,1078,5,0.88,0.76,0.0,3.0,-10.1,-11.3,-8.8,SONNBLICK,2002,12
2002-12-14,1079,2,0.68,0.84,0.0,4.2,-9.8,-11.5,-8.1,SONNBLICK,2002,12
2002-12-15,1080,7,0.91,0.48,0.32,0.0,-8.2,-9.2,-7.1,SONNBLICK,2002,12
2002-12-16,1081,6,0.96,0.87,0.52,5.2,-10.1,-11.3,-8.9,SONNBLICK,2002,12
