date,days,wind_speed,precipitation,temp_mean,temp_min,temp_max,city
2001-02-10,407,1.1,0.12,-2.1,-5.8,3.1,MALMO
2001-02-11,408,5.3,1.34,2.6,-1.7,5.7,MALMO
2001-02-12,409,3.9,0.22,6.4,5.3,7.6,MALMO
2001-02-13,410,2.8,0.0,4.1,2.8,6.8,MALMO
2001-02-14,411,3.5,0.0,3.5,0.9,4.6,MALMO
2001-02-15,412,3.3,0.0,2.2,0.2,5.7,MALMO
2001-02-16,413,1.2,0.0,3.0,1.8,5.4,MALMO
2001-02-17,414,2.7,0.0,-0.4,-5.0,3.8,MALMO
2001-02-18,415,3.6,0.0,5.0,2.2,8.5,MALMO
2001-02-19,416,3.2,0.0,2.6,-1.6,3.9,MALMO
2001-02-20,417,5.5,0.0,3.8,1.5,6.4,MALMO
2001-02-21,418,8.7,0.0,4.9,3.9,6.6,MALMO
2001-02-22,419,5.6,0.0,2.0,0.9,4.0,MALMO
2001-02-23,420,2.4,0.0,-5.1,-6.9,1.0,MALMO
2001-02-24,421,1.6,0.0,-7.0,-11.4,-3.4,MALMO
2001-02-25,422,3.0,0.03,0.3,-3.5,4.1,MALMO
2001-02-26,423,1.0,0.0,-2.3,-4.3,-0.1,MALMO
2001-02-27,424,2.2,0.0,-0.9,-3.4,1.3,MALMO
2001-02-28,425,1.8,0.0,-0.6,-2.7,1.8,MALMO
2001-03-01,426,2.9,0.0,0.0,-1.5,1.8,MALMO
2001-03-02,427,1.5,0.0,-2.4,-4.9,-0.2,MALMO
2001-03-03,428,1.2,0.0,-3.1,-4.4,-0.1,MALMO
2001-03-04,429,2.1,0.0,-3.1,-9.1,2.0,MALMO
2001-03-05,430,1.1,0.0,-3.1,-7.3,2.1,MALMO
2001-03-06,431,2.5,0.0,0.5,-5.4,4.8,MALMO
2001-03-07,432,3.6,0.0,-0.9,-7.1,4.4,MALMO
2001-03-08,433,2.8,0.11,3.4,2.0,5.6,MALMO
2001-03-09,434,2.1,0.05,4.2,2.9,7.1,MALMO
2001-03-10,435,2.0,0.05,6.3,4.0,8.2,MALMO
2001-03-11,436,1.9,0.2,7.1,5.5,8.7,MALMO
2001-03-12,437,4.5,0.25,6.8,5.3,9.4,MALMO
2001-03-13,438,2.8,0.17,3.2,-1.2,7.4,MALMO
2001-03-14,439,2.5,0.0,3.2,2.1,5.0,MALMO
2001-03-15,440,2.0,0.3,4.0,2.0,6.9,MALMO
2001-03-16,441,2.8,0.0,3.6,1.1,6.4,MALMO
2001-03-17,442,2.8,0.0,1.2,-0.8,3.9,MALMO
2001-03-18,443,5.0,0.1,-0.5,-1.6,1.4,MALMO
2001-03-19,444,5.7,0.12,-2.0,-3.1,-0.5,MALMO
2001-03-20,445,2.4,0.0,-1.3,-3.7,1.3,MALMO
2001-03-21,446,0.6,0.0,-2.3,-8.1,2.6,MALMO
2001-03-22,447,2.5,0.0,-0.8,-6.4,3.7,MALMO
2001-03-23,448,4.7,0.0,-0.4,-4.3,3.5,MALMO
2001-03-24,449,6.7,0.0,1.3,-0.6,4.2,MALMO
2001-03-25,450,6.0,0.0,0.7,-1.3,3.7,MALMO
2001-03-26,451,2.8,0.0,-0.5,-3.5,4.0,MALMO
2001-03-27,452,2.2,0.0,-0.9,-6.0,2.5,MALMO
2001-03-28,453,6.9,0.0,1.1,-5.0,3.7,MALMO
2001-03-29,454,8.3,0.14,2.6,1.0,4.0,MALMO
2001-03-30,455,2.4,0.0,3.8,2.9,4.8,MALMO
2001-03-31,456,2.7,0.0,4.9,1.0,8.4,MALMO
2001-04-01,457,3.0,0.0,7.2,5.5,9.7,MALMO
2001-04-02,458,2.0,0.0,7.0,3.4,12.7,MALMO
2001-04-03,459,3.8,0.0,9.4,6.4,13.4,MALMO
2001-04-04,460,4.4,0.13,6.5,1.8,9.9,MALMO
2001-04-05,461,5.3,0.0,6.8,5.2,10.5,MALMO
2001-04-06,462,3.4,0.3,6.1,3.3,8.5,MALMO
2001-04-07,463,2.9,0.29,8.4,5.9,12.4,MALMO
2001-04-08,464,3.1,0.05,6.7,4.9,9.5,MALMO
2001-04-09,465,3.0,0.0,6.2,3.9,9.8,MALMO
2001-04-10,466,3.1,0.0,5.2,0.2,9.9,MALMO
2001-04-11,467,1.7,0.14,5.0,-1.0,11.0,MALMO
2001-04-12,468,5.3,0.0,3.5,2.1,6.2,MALMO
2001-04-13,469,3.9,0.0,2.8,0.4,6.0,MALMO
2001-04-14,470,2.8,0.0,1.5,-2.0,5.4,MALMO
2001-04-15,471,2.9,0.0,1.9,-3.8,5.7,MALMO
2001-04-16,472,1.0,0.0,4.5,2.3,6.9,MALMO
2001-04-17,473,3.0,0.32,4.6,0.3,8.0,MALMO
2001-04-18,474,3.1,1.13,4.2,2.9,6.3,MALMO
2001-04-19,475,2.7,0.0,3.5,0.4,7.8,MALMO
2001-04-20,476,1.5,0.0,4.5,-1.0,9.4,MALMO
2001-04-21,477,2.1,0.0,5.7,-2.6,11.0,MALMO
2001-04-22,478,2.3,0.44,4.9,-0.3,9.4,MALMO
2001-04-23,479,2.7,1.41,5.8,4.4,7.2,MALMO
2001-04-24,480,2.8,0.0,7.9,5.5,11.1,MALMO
2001-04-25,481,5.5,0.87,8.8,3.4,13.5,MALMO
2001-04-26,482,2.1,0.0,8.9,7.0,12.0,MALMO
2001-04-27,483,2.1,0.1,8.1,5.1,12.2,MALMO
2001-04-28,484,2.9,0.45,7.5,6.0,10.8,MALMO
2001-04-29,485,2.1,0.17,9.1,4.0,13.1,MALMO
2001-04-30,486,2.5,0.0,11.4,4.6,17.4,MALMO
2001-05-01,487,2.9,0.0,9.2,5.2,12.3,MALMO
2001-05-02,488,1.9,0.0,10.9,6.1,16.7,MALMO
2001-05-03,489,4.0,0.0,12.6,3.7,18.8,MALMO
2001-05-04,490,3.8,0.0,10.9,9.5,16.8,MALMO
2001-05-05,491,3.2,0.0,9.8,6.6,12.6,MALMO
2001-05-06,492,2.8,0.0,10.2,4.6,16.9,MALMO
2001-05-07,493,2.0,0.0,8.6,3.6,13.1,MALMO
2001-05-08,494,2.7,0.0,12.6,5.7,19.2,MALMO
2001-05-09,495,0.9,0.0,13.3,3.2,19.9,MALMO
2001-05-10,496,2.1,0.0,15.0,6.0,22.8,MALMO
2001-05-11,497,2.2,0.0,13.0,4.2,20.2,MALMO
2001-05-12,498,1.6,0.0,15.2,7.3,20.8,MALMO
2001-05-13,499,2.3,0.0,16.3,9.1,22.0,MALMO
2001-05-14,500,1.5,0.0,15.9,7.9,21.8,MALMO
2001-05-15,501,1.1,0.0,12.2,6.2,20.6,MALMO
2001-05-16,502,2.5,0.24,13.5,8.0,18.8,MALMO
2001-05-17,503,3.0,0.28,14.4,11.1,17.7,MALMO
2001-05-18,504,4.8,0.02,11.5,8.3,16.0,MALMO
2001-05-19,505,7.4,0.0,10.1,7.2,13.0,MALMO
2001-05-20,506,5.1,0.0,11.4,7.8,15.4,MALMO
2001-05-21,507,3.0,0.0,12.2,8.9,16.9,MALMO
2001-05-22,508,1.6,0.0,11.4,3.4,18.0,MALMO
2001-05-23,509,2.7,0.0,14.4,7.4,19.5,MALMO
2001-05-24,510,3.1,0.0,13.3,10.1,17.1,MALMO
2001-05-25,511,1.8,0.0,13.8,9.2,18.6,MALMO
2001-05-26,512,1.8,0.0,12.8,4.7,18.4,MALMO
2001-05-27,513,3.3,0.15,15.5,11.1,19.7,MALMO
2001-05-28,514,4.9,0.04,15.7,13.0,20.7,MALMO
2001-05-29,515,4.1,0.72,12.9,11.0,17.1,MALMO
2001-05-30,516,3.1,0.3,12.0,10.9,14.0,MALMO
2001-05-31,517,1.2,0.02,11.4,7.7,15.0,MALMO
2001-06-01,518,2.2,0.17,12.0,8.0,16.0,MALMO
2001-06-02,519,3.0,0.4,11.4,9.3,14.5,MALMO
2001-06-03,520,1.5,0.22,10.7,9.4,13.2,MALMO
2001-06-04,521,3.1,0.04,12.4,9.2,16.4,MALMO
2001-06-05,522,2.7,0.11,12.1,10.3,13.8,MALMO
2001-06-06,523,1.8,0.03,14.1,9.0,18.5,MALMO
2001-06-07,524,3.8,0.05,12.7,9.8,16.3,MALMO
2001-06-08,525,3.0,0.0,12.0,8.7,15.4,MALMO
2001-06-09,526,2.2,0.0,11.4,7.2,15.5,MALMO
2001-06-10,527,0.8,0.0,10.7,5.1,15.5,MALMO
2001-06-11,528,3.9,0.0,11.5,7.1,14.8,MALMO
2001-06-12,529,3.9,0.0,13.0,10.0,16.1,MALMO
2001-06-13,530,3.0,0.0,12.1,8.6,16.1,MALMO
2001-06-14,531,2.0,0.0,12.9,8.9,17.4,MALMO
2001-06-15,532,1.3,0.56,13.3,7.8,17.9,MALMO
2001-06-16,533,1.8,0.35,12.0,9.9,16.0,MALMO
2001-06-17,534,1.8,0.0,14.1,9.3,18.7,MALMO
2001-06-18,535,3.3,0.0,15.2,8.5,19.2,MALMO
2001-06-19,536,4.0,0.0,15.5,12.7,19.5,MALMO
2001-06-20,537,2.8,0.05,15.7,11.7,20.4,MALMO
2001-06-21,538,1.7,0.0,15.5,12.9,19.5,MALMO
2001-06-22,539,1.6,0.33,14.2,11.1,18.2,MALMO
2001-06-23,540,4.5,0.0,16.2,13.0,19.7,MALMO
2001-06-24,541,4.2,0.0,17.1,14.7,20.7,MALMO
2001-06-25,542,3.2,0.0,15.9,12.7,20.0,MALMO
2001-06-26,543,2.2,0.0,18.3,13.6,22.5,MALMO
2001-06-27,544,1.5,0.0,18.9,9.8,25.3,MALMO
2001-06-28,545,2.3,0.0,17.7,14.0,21.9,MALMO
2001-06-29,546,2.1,0.0,18.8,14.9,22.8,MALMO
2001-06-30,547,1.8,1.55,19.9,14.3,24.9,MALMO
2001-07-01,548,3.5,0.0,17.6,15.6,21.8,MALMO
2001-07-02,549,2.7,0.0,17.3,14.3,21.1,MALMO
2001-07-03,550,0.9,0.0,18.4,9.2,24.0,MALMO
2001-07-04,551,2.2,0.0,18.7,10.0,24.4,MALMO
2001-07-05,552,1.5,0.0,19.4,9.2,26.1,MALMO
2001-07-06,553,1.5,0.0,21.6,11.5,28.4,MALMO
2001-07-07,554,3.5,0.0,23.2,15.4,29.7,MALMO
2001-07-08,555,3.3,0.15,23.7,18.9,29.6,MALMO
2001-07-09,556,2.7,0.11,20.0,18.7,22.7,MALMO
2001-07-10,557,2.9,0.85,19.4,16.4,23.0,MALMO
2001-07-11,558,3.7,0.2,16.8,13.9,20.8,MALMO
2001-07-12,559,5.0,0.5,16.3,14.4,19.3,MALMO
2001-07-13,560,3.0,0.0,15.4,12.2,19.0,MALMO
2001-07-14,561,2.2,0.0,16.6,11.8,20.5,MALMO
2001-07-15,562,3.2,0.0,17.9,15.4,20.8,MALMO
2001-07-16,563,1.2,0.52,14.5,13.0,18.0,MALMO
2001-07-17,564,1.1,0.0,15.7,9.8,20.4,MALMO
2001-07-18,565,0.8,0.0,16.1,11.4,21.6,MALMO
2001-07-19,566,2.3,0.03,18.5,13.7,23.5,MALMO
2001-07-20,567,1.7,0.0,19.0,13.7,23.3,MALMO
2001-07-21,568,2.0,0.0,18.1,13.4,22.0,MALMO
2001-07-22,569,1.9,0.0,18.9,13.2,23.8,MALMO
2001-07-23,570,1.0,0.0,20.5,16.1,25.0,MALMO
2001-07-24,571,0.8,0.0,20.2,11.9,26.8,MALMO
2001-07-25,572,2.0,0.0,21.2,13.1,27.8,MALMO
2001-07-26,573,3.4,0.0,20.5,17.8,24.3,MALMO
2001-07-27,574,1.8,0.0,19.8,12.2,26.2,MALMO
2001-07-28,575,1.0,0.0,20.1,11.8,26.9,MALMO
2001-07-29,576,1.4,0.0,21.8,16.8,26.8,MALMO
2001-07-30,577,4.3,0.0,21.4,18.2,25.6,MALMO
2001-07-31,578,3.2,0.0,17.7,15.5,22.0,MALMO
2001-08-01,579,4.3,0.0,17.6,14.2,21.7,MALMO
2001-08-02,580,2.0,0.0,17.6,13.7,22.2,MALMO
2001-08-03,581,5.0,0.0,18.7,12.9,23.5,MALMO
2001-08-04,582,3.0,0.4,18.6,15.7,23.2,MALMO
2001-08-05,583,3.0,0.53,16.7,14.2,20.7,MALMO
2001-08-06,584,3.2,1.74,17.1,13.9,21.4,MALMO
2001-08-07,585,2.0,0.0,17.0,14.6,20.2,MALMO
2001-08-08,586,3.5,0.93,16.2,11.3,20.3,MALMO
2001-08-09,587,4.2,0.0,17.3,15.2,20.1,MALMO
2001-08-10,588,2.2,0.11,14.7,11.0,18.6,MALMO
2001-08-11,589,3.8,0.14,15.3,12.6,19.3,MALMO
2001-08-12,590,3.5,1.5,14.9,13.1,16.8,MALMO
2001-08-13,591,2.9,0.0,17.6,15.4,21.3,MALMO
2001-08-14,592,2.5,0.0,19.7,17.4,23.0,MALMO
2001-08-15,593,2.0,0.0,21.6,15.8,27.2,MALMO
2001-08-16,594,2.4,0.0,24.0,19.6,29.2,MALMO
2001-08-17,595,1.9,0.0,19.5,17.0,23.8,MALMO
2001-08-18,596,0.6,0.0,18.1,11.1,23.8,MALMO
2001-08-19,597,4.1,0.0,17.5,11.4,23.0,MALMO
2001-08-20,598,1.8,0.0,20.5,16.3,25.4,MALMO
2001-08-21,599,1.2,0.0,19.3,16.5,23.3,MALMO
2001-08-22,600,1.2,0.0,18.2,11.2,24.5,MALMO
2001-08-23,601,2.9,0.51,18.5,13.8,23.2,MALMO
2001-08-24,602,3.3,0.21,16.5,15.5,19.0,MALMO
2001-08-25,603,2.0,0.0,19.3,14.4,24.2,MALMO
2001-08-26,604,2.1,1.14,19.9,15.1,25.4,MALMO
2001-08-27,605,4.7,0.27,16.3,14.0,21.2,MALMO
2001-08-28,606,5.5,0.36,14.0,11.9,18.1,MALMO
2001-08-29,607,1.2,0.0,15.4,10.6,21.1,MALMO
2001-08-30,608,2.1,0.0,14.8,7.6,20.7,MALMO
2001-08-31,609,3.3,0.09,17.3,14.4,21.4,MALMO
2001-09-01,610,2.2,0.04,16.8,13.3,20.9,MALMO
2001-09-02,611,3.6,0.14,15.1,12.7,17.2,MALMO
2001-09-03,612,2.2,1.16,16.8,14.2,19.9,MALMO
2001-09-04,613,1.4,0.01,15.5,12.8,18.9,MALMO
2001-09-05,614,1.0,0.0,15.7,9.8,20.6,MALMO
2001-09-06,615,2.2,0.05,14.3,10.8,16.7,MALMO
2001-09-07,616,2.3,1.0,14.5,12.3,18.2,MALMO
2001-09-08,617,3.2,1.1,11.5,10.0,14.5,MALMO
2001-09-09,618,4.0,1.07,13.0,10.4,16.8,MALMO
2001-09-10,619,3.0,0.46,12.8,10.9,16.2,MALMO
2001-09-11,620,1.8,0.02,12.8,9.7,16.2,MALMO
2001-09-12,621,1.4,0.02,11.9,5.7,17.6,MALMO
2001-09-13,622,2.4,0.34,12.7,9.6,15.6,MALMO
2001-09-14,623,1.4,0.03,11.9,5.9,17.2,MALMO
2001-09-15,624,2.7,0.19,13.6,12.0,16.0,MALMO
2001-09-16,625,0.7,1.01,12.2,8.8,16.8,MALMO
2001-09-17,626,3.0,0.09,13.8,10.8,16.6,MALMO
2001-09-18,627,3.8,2.53,13.8,10.8,16.3,MALMO
2001-09-19,628,3.6,0.0,12.1,10.4,14.9,MALMO
2001-09-20,629,3.5,0.26,12.8,9.8,16.7,MALMO
2001-09-21,630,2.2,0.13,13.1,11.3,15.5,MALMO
2001-09-22,631,1.7,0.05,12.6,10.5,15.9,MALMO
2001-09-23,632,1.9,0.05,11.8,9.0,16.1,MALMO
2001-09-24,633,4.2,0.0,10.8,7.3,13.0,MALMO
2001-09-25,634,2.3,0.0,9.5,6.8,12.7,MALMO
2001-09-26,635,1.0,0.04,9.3,5.8,13.4,MALMO
2001-09-27,636,0.8,0.0,10.5,6.5,13.1,MALMO
2001-09-28,637,1.2,0.0,11.7,10.3,14.9,MALMO
2001-09-29,638,3.4,0.0,10.5,6.7,12.1,MALMO
2001-09-30,639,4.9,0.76,11.6,10.5,12.7,MALMO
2001-10-01,640,3.6,1.16,13.0,11.4,15.6,MALMO
2001-10-02,641,2.9,0.74,13.5,11.5,16.2,MALMO
2001-10-03,642,3.7,0.09,14.0,12.0,16.2,MALMO
2001-10-04,643,3.5,0.3,12.2,10.9,14.8,MALMO
2001-10-05,644,1.5,0.0,12.3,10.1,15.6,MALMO
2001-10-06,645,2.4,0.0,12.4,9.1,17.0,MALMO
2001-10-07,646,2.3,0.04,13.6,11.0,15.6,MALMO
2001-10-08,647,2.5,0.29,13.8,10.4,16.2,MALMO
2001-10-09,648,3.5,0.0,13.0,10.7,15.3,MALMO
2001-10-10,649,5.5,0.24,13.5,12.5,16.1,MALMO
2001-10-11,650,3.7,0.0,12.4,10.4,15.8,MALMO
2001-10-12,651,2.8,0.0,14.3,11.5,16.2,MALMO
2001-10-13,652,1.7,0.0,13.4,9.5,18.1,MALMO
2001-10-14,653,1.8,0.0,13.4,12.2,15.2,MALMO
2001-10-15,654,4.4,0.0,13.9,11.9,15.8,MALMO
2001-10-16,655,1.8,0.0,13.6,12.7,15.6,MALMO
2001-10-17,656,0.7,0.0,9.4,6.8,15.2,MALMO
2001-10-18,657,2.0,0.0,8.7,2.4,13.7,MALMO
2001-10-19,658,2.1,0.0,9.6,6.4,14.2,MALMO
2001-10-20,659,2.5,0.0,10.1,7.6,13.7,MALMO
2001-10-21,660,4.0,0.0,9.9,6.1,11.9,MALMO
2001-10-22,661,1.6,0.06,6.8,3.6,10.5,MALMO
2001-10-23,662,3.5,0.0,8.4,7.4,10.1,MALMO
2001-10-24,663,3.8,0.0,6.4,4.8,8.6,MALMO
2001-10-25,664,1.3,0.02,9.0,5.7,10.3,MALMO
2001-10-26,665,2.8,0.0,11.0,9.6,12.3,MALMO
2001-10-27,666,2.9,0.32,11.2,10.6,12.4,MALMO
2001-10-28,667,6.0,0.05,11.3,10.0,13.0,MALMO
2001-10-29,668,4.8,0.54,9.8,8.6,11.1,MALMO
2001-10-30,669,6.0,0.0,12.7,10.7,14.1,MALMO
2001-10-31,670,6.7,0.0,12.1,9.8,14.7,MALMO
2001-11-01,671,6.5,0.0,8.7,7.9,10.4,MALMO
2001-11-02,672,2.8,0.0,9.2,6.3,11.2,MALMO
2001-11-03,673,4.1,0.16,11.2,10.5,12.5,MALMO
2001-11-04,674,5.4,0.42,9.4,8.5,11.5,MALMO
2001-11-05,675,5.3,0.34,6.4,5.3,9.5,MALMO
2001-11-06,676,4.3,0.92,7.4,5.0,9.5,MALMO
2001-11-07,677,4.4,0.35,5.9,4.5,8.7,MALMO
2001-11-08,678,2.6,0.0,2.9,0.8,6.5,MALMO
2001-11-09,679,3.7,0.0,1.4,-1.3,2.4,MALMO
2001-11-10,680,5.2,0.0,4.8,-3.9,7.5,MALMO
2001-11-11,681,7.0,0.0,8.6,6.2,10.5,MALMO
2001-11-12,682,3.8,0.35,6.5,4.8,8.5,MALMO
2001-11-13,683,1.1,0.0,1.5,-1.9,6.4,MALMO
2001-11-14,684,1.5,0.0,-0.5,-3.1,2.9,MALMO
2001-11-15,685,6.7,0.0,6.1,-4.3,10.4,MALMO
2001-11-16,686,1.5,0.0,3.4,-0.6,9.7,MALMO
2001-11-17,687,3.7,0.0,7.0,-1.4,9.5,MALMO
2001-11-18,688,3.0,0.0,7.5,4.4,9.3,MALMO
2001-11-19,689,2.0,0.0,4.9,1.4,8.8,MALMO
2001-11-20,690,2.7,0.03,4.1,-1.7,7.6,MALMO
2001-11-21,691,4.8,0.61,8.0,3.5,9.4,MALMO
2001-11-22,692,5.6,0.0,5.0,3.4,9.3,MALMO
2001-11-23,693,5.0,0.0,2.8,1.9,3.8,MALMO
2001-11-24,694,0.5,0.0,0.1,-2.5,4.2,MALMO
2001-11-25,695,2.6,0.04,3.2,-2.2,5.3,MALMO
2001-11-26,696,2.2,0.74,3.9,3.1,4.8,MALMO
2001-11-27,697,1.2,0.2,1.9,1.4,3.1,MALMO
2001-11-28,698,2.2,0.29,3.1,1.2,6.0,MALMO
2001-11-29,699,1.5,0.0,0.9,-2.1,3.9,MALMO
2001-11-30,700,4.6,0.0,3.4,1.2,4.2,MALMO
2001-12-01,701,7.6,0.36,2.2,1.7,3.6,MALMO
2001-12-02,702,3.1,0.14,2.7,2.1,3.4,MALMO
2001-12-03,703,4.3,0.0,2.1,1.6,2.8,MALMO
2001-12-04,704,5.8,0.25,1.7,1.1,2.6,MALMO
2001-12-05,705,3.5,0.12,4.6,2.0,7.1,MALMO
2001-12-06,706,0.6,0.0,3.0,1.8,4.9,MALMO
2001-12-07,707,0.2,0.0,-2.2,-3.4,3.1,MALMO
2001-12-08,708,1.0,0.0,0.8,-4.3,3.3,MALMO
2001-12-09,709,3.2,0.0,3.2,2.2,3.8,MALMO
2001-12-10,710,3.5,0.0,4.8,3.5,6.0,MALMO
2001-12-11,711,1.4,0.0,2.4,0.2,4.5,MALMO
2001-12-12,712,1.8,0.0,2.7,0.9,4.9,MALMO
2001-12-13,713,1.5,0.0,-0.5,-3.1,3.0,MALMO
2001-12-14,714,2.9,0.0,1.7,-3.8,4.2,MALMO
2001-12-15,715,1.2,0.0,-0.7,-2.1,3.8,MALMO
2001-12-16,716,2.7,0.0,0.2,-6.3,3.7,MALMO
2001-12-17,717,2.0,0.0,0.7,-0.7,3.2,MALMO
2001-12-18,718,1.6,0.0,1.2,-2.5,2.5,MALMO
2001-12-19,719,6.8,0.0,3.8,-0.2,6.2,MALMO
2001-12-20,720,5.0,0.35,-3.0,-6.1,2.4,MALMO
2001-12-21,721,7.0,0.14,1.5,-1.9,3.7,MALMO
2001-12-22,722,1.8,0.0,-7.4,-9.6,-0.5,MALMO
2001-12-23,723,2.1,0.65,-6.2,-14.6,-1.9,MALMO
2001-12-24,724,4.7,0.78,0.8,-4.5,2.7,MALMO
2001-12-25,725,5.7,0.05,1.4,0.3,4.0,MALMO
2001-12-26,726,1.6,0.1,-0.4,-1.0,1.5,MALMO
2001-12-27,727,2.3,0.55,-0.4,-3.8,1.1,MALMO
2001-12-28,728,2.2,0.57,-0.4,-2.4,1.1,MALMO
2001-12-29,729,3.0,0.1,-1.2,-2.3,1.1,MALMO
2001-12-30,730,2.0,0.0,-6.1,-7.5,-2.2,MALMO
2001-12-31,731,0.7,0.03,-13.8,-17.5,-7.5,MALMO
2002-01-01,732,5.7,0.0,0.3,-13.9,4.7,MALMO
2002-01-02,733,3.1,0.0,-3.4,-6.0,5.4,MALMO
2002-01-03,734,0.8,0.0,-7.4,-10.6,-2.4,MALMO
2002-01-04,735,2.0,0.0,-3.5,-8.0,-1.3,MALMO
2002-01-05,736,1.6,0.0,-3.7,-8.9,1.1,MALMO
2002-01-06,737,3.3,0.0,2.6,-0.7,3.7,MALMO
2002-01-07,738,1.2,0.0,-0.7,-3.8,3.5,MALMO
2002-01-08,739,3.7,0.0,2.8,0.1,3.8,MALMO
2002-01-09,740,2.9,0.0,2.1,1.3,3.4,MALMO
2002-01-10,741,2.3,0.0,1.8,0.6,2.9,MALMO
2002-01-11,742,1.8,0.0,0.4,-0.5,2.8,MALMO
2002-01-12,743,1.4,0.0,0.4,-0.6,1.5,MALMO
2002-01-13,744,2.6,0.0,0.6,-0.6,1.5,MALMO
2002-01-14,745,3.0,0.0,0.0,-0.5,0.7,MALMO
2002-01-15,746,2.8,0.0,-0.1,-0.5,0.4,MALMO
2002-01-16,747,2.2,0.0,0.2,-1.1,1.2,MALMO
2002-01-17,748,3.3,0.05,1.8,0.8,2.2,MALMO
2002-01-18,749,3.6,0.25,2.8,1.9,3.7,MALMO
2002-01-19,750,3.6,0.22,2.6,1.2,3.7,MALMO
2002-01-20,751,5.1,1.18,4.3,3.6,4.8,MALMO
2002-01-21,752,4.8,0.07,6.6,4.5,8.0,MALMO
2002-01-22,753,4.8,0.15,6.2,5.0,7.3,MALMO
2002-01-23,754,5.6,0.5,5.6,4.6,7.1,MALMO
2002-01-24,755,5.7,1.05,6.0,4.4,7.4,MALMO
2002-01-25,756,6.8,0.68,1.8,0.6,6.2,MALMO
2002-01-26,757,5.1,1.38,3.9,0.0,7.7,MALMO
2002-01-27,758,4.5,0.16,4.3,1.8,7.1,MALMO
2002-01-28,759,6.6,0.54,6.0,0.1,8.5,MALMO
2002-01-29,760,7.7,0.09,5.3,4.8,8.3,MALMO
2002-01-30,761,4.9,0.6,6.2,4.0,7.8,MALMO
2002-01-31,762,4.2,1.17,6.3,4.9,8.0,MALMO
2002-02-01,763,5.1,0.27,6.2,4.6,7.5,MALMO
2002-02-02,764,4.6,0.0,8.6,6.4,10.9,MALMO
2002-02-03,765,3.0,0.0,6.6,4.4,9.9,MALMO
2002-02-04,766,5.2,0.35,6.8,5.3,8.6,MALMO
2002-02-05,767,4.7,0.52,6.8,5.3,8.1,MALMO
2002-02-06,768,3.0,0.07,6.3,5.2,8.5,MALMO
2002-02-07,769,4.0,0.12,5.5,4.8,7.2,MALMO
2002-02-08,770,4.8,0.35,6.2,3.5,8.5,MALMO
2002-02-09,771,5.5,0.0,7.6,4.5,9.5,MALMO
2002-02-10,772,4.8,0.15,6.0,4.7,8.0,MALMO
2002-02-11,773,5.3,0.14,6.8,4.5,8.8,MALMO
2002-02-12,774,6.2,0.74,6.4,5.1,8.4,MALMO
2002-02-13,775,3.8,0.0,2.9,1.9,5.5,MALMO
2002-02-14,776,2.0,0.0,0.6,-2.3,3.9,MALMO
2002-02-15,777,3.6,0.0,2.6,0.5,4.0,MALMO
2002-02-16,778,3.1,0.0,2.8,2.3,4.0,MALMO
2002-02-17,779,2.2,0.0,1.9,-0.4,5.8,MALMO
2002-02-18,780,3.9,0.03,2.7,-0.6,5.9,MALMO
2002-02-19,781,6.1,0.65,1.4,-0.8,3.7,MALMO
2002-02-20,782,5.8,0.5,0.2,-0.6,1.6,MALMO
2002-02-21,783,3.8,0.09,-2.1,-4.3,0.8,MALMO
2002-02-22,784,7.5,0.67,1.0,-2.8,4.5,MALMO
2002-02-23,785,6.2,0.2,1.7,0.1,3.7,MALMO
2002-02-24,786,5.1,0.0,1.7,0.9,3.7,MALMO
2002-02-25,787,3.8,0.59,1.2,-0.2,4.2,MALMO
2002-02-26,788,6.0,1.47,4.5,0.0,7.6,MALMO
2002-02-27,789,6.2,0.35,3.9,2.8,5.7,MALMO
2002-02-28,790,4.7,0.04,3.0,1.6,4.8,MALMO
2002-03-01,791,3.3,0.0,1.6,0.7,3.9,MALMO
2002-03-02,792,3.7,0.2,1.5,-0.5,4.5,MALMO
2002-03-03,793,4.2,0.14,0.9,-4.4,4.0,MALMO
2002-03-04,794,5.3,0.0,6.2,4.0,10.1,MALMO
2002-03-05,795,4.7,0.11,6.0,4.8,8.6,MALMO
2002-03-06,796,6.6,0.51,5.2,3.6,6.6,MALMO
2002-03-07,797,6.2,0.0,5.2,3.6,7.3,MALMO
2002-03-08,798,5.0,0.0,5.2,2.7,8.5,MALMO
2002-03-09,799,6.2,0.0,6.8,5.4,8.9,MALMO
2002-03-10,800,5.0,0.0,4.6,0.7,7.8,MALMO
2002-03-11,801,3.9,0.92,7.3,3.6,9.7,MALMO
2002-03-12,802,1.7,0.0,7.0,5.3,10.9,MALMO
2002-03-13,803,2.2,0.09,5.3,3.2,7.8,MALMO
2002-03-14,804,4.3,0.0,1.6,-0.4,4.9,MALMO
2002-03-15,805,5.3,0.0,1.7,-1.9,6.1,MALMO
2002-03-16,806,4.5,0.14,2.4,0.8,3.4,MALMO
2002-03-17,807,2.2,0.0,3.3,-0.1,6.5,MALMO
2002-03-18,808,3.0,0.21,6.7,2.4,8.8,MALMO
2002-03-19,809,4.8,0.34,7.4,6.4,11.9,MALMO
2002-03-20,810,7.4,0.0,5.6,3.2,9.1,MALMO
2002-03-21,811,5.4,0.0,3.9,2.3,7.1,MALMO
2002-03-22,812,3.9,0.0,4.2,2.2,6.1,MALMO
