date,days,wind_speed,humidity,pressure,global_radiation,precipitation,temp_mean,temp_min,temp_max,city,year,month
2001-10-22,661,0.5,0.8,1.0171,1.34,0.0,15.0,7.1,23.0,MONTELIMAR,2001,10
2001-10-23,662,1.4,0.89,1.0204,0.53,0.22,13.7,9.6,17.8,MONTELIMAR,2001,10
2001-10-24,663,3.4,0.76,1.027,1.33,0.0,14.8,10.2,19.4,MONTELIMAR,2001,10
2001-10-25,664,4.1,0.73,1.0261,1.33,0.0,14.2,9.3,19.0,MONTELIMAR,2001,10
2001-10-26,665,1.6,0.8,1.023,1.12,0.0,14.5,8.6,20.4,MONTELIMAR,2001,10
2001-10-27,666,0.8,0.85,1.023,0.39,0.02,16.0,13.0,19.0,MONTELIMAR,2001,10
2001-10-28,667,1.1,0.83,1.0268,0.58,0.0,17.4,14.6,20.1,MONTELIMAR,2001,10
2001-10-29,668,3.1,0.8,1.0267,1.2,0.02,16.6,11.0,22.1,MONTELIMAR,2001,10
2001-10-30,669,2.6,0.82,1.0261,1.19,0.0,18.0,12.9,23.0,MONTELIMAR,2001,10
2001-10-31,670,3.6,0.83,1.0269,0.92,0.02,15.7,11.0,20.4,MONTELIMAR,2001,10
2001-11-01,671,9.4,0.55,1.0288,1.23,0.0,12.4,10.7,14.1,MONTELIMAR,2001,11
2001-11-02,672,6.0,0.68,1.0329,1.2,0.0,9.9,7.1,12.7,MONTELIMAR,2001,11
2001-11-03,673,1.5,0.81,1.0297,1.08,0.0,11.3,4.9,17.7,MONTELIMAR,2001,11
2001-11-04,674,2.4,0.9,1.0234,0.89,0.0,8.1,3.8,12.4,MONTELIMAR,2001,11
2001-11-05,675,6.4,0.8,1.0206,0.63,0.0,9.4,7.5,11.2,MONTELIMAR,2001,11
2001-11-06,676,5.6,0.62,1.0216,1.09,0.0,10.8,8.5,13.2,MONTELIMAR,2001,11
2001-11-07,677,2.5,0.72,1.0194,0.98,0.0,11.8,7.5,16.2,MONTELIMAR,2001,11
2001-11-08,678,2.0,0.83,1.0089,0.43,0.24,10.6,7.4,13.7,MONTELIMAR,2001,11
2001-11-09,679,8.9,0.55,1.0104,0.95,0.0,6.3,5.1,7.5,MONTELIMAR,2001,11
2001-11-10,680,7.8,0.58,1.0201,1.09,0.0,4.9,3.2,6.6,MONTELIMAR,2001,11
2001-11-11,681,9.0,0.66,1.016,0.27,0.08,4.0,2.6,5.3,MONTELIMAR,2001,11
2001-11-12,682,8.5,0.62,1.013,0.75,0.0,4.8,3.1,6.5,MONTELIMAR,2001,11
2001-11-13,683,8.8,0.75,1.0092,0.66,0.0,7.2,4.3,10.2,MONTELIMAR,2001,11
2001-11-14,684,9.8,0.55,1.0176,0.82,0.0,6.6,5.3,8.0,MONTELIMAR,2001,11
2001-11-15,685,7.8,0.58,1.0273,0.86,0.0,5.4,3.7,7.0,MONTELIMAR,2001,11
2001-11-16,686,5.5,0.66,1.0325,0.89,0.0,6.6,3.6,9.5,MONTELIMAR,2001,11
2001-11-17,687,3.4,0.74,1.0293,0.64,0.26,5.0,1.9,8.1,MONTELIMAR,2001,11
2001-11-18,688,3.1,0.88,1.0202,0.16,0.14,6.8,5.5,8.1,MONTELIMAR,2001,11
2001-11-19,689,6.6,0.8,1.0183,0.35,0.0,7.0,5.3,8.6,MONTELIMAR,2001,11
2001-11-20,690,6.8,0.68,1.0276,0.78,0.0,4.8,3.1,6.4,MONTELIMAR,2001,11
2001-11-21,691,4.9,0.7,1.0317,0.88,0.0,6.0,3.7,8.2,MONTELIMAR,2001,11
2001-11-22,692,7.4,0.74,1.0267,0.85,0.0,4.0,1.5,6.6,MONTELIMAR,2001,11
2001-11-23,693,7.1,0.66,1.0221,0.49,0.0,5.7,2.8,8.6,MONTELIMAR,2001,11
2001-11-24,694,7.2,0.71,1.0241,0.53,0.0,5.2,2.1,8.3,MONTELIMAR,2001,11
2001-11-25,695,8.2,0.81,1.0189,0.74,0.0,7.7,5.8,9.6,MONTELIMAR,2001,11
2001-11-26,696,4.5,0.74,1.0131,0.74,0.22,10.4,8.1,12.6,MONTELIMAR,2001,11
2001-11-27,697,2.9,0.81,1.0162,0.41,0.04,8.4,6.6,10.1,MONTELIMAR,2001,11
2001-11-28,698,5.0,0.72,1.0219,0.54,0.0,6.3,2.9,9.7,MONTELIMAR,2001,11
2001-11-29,699,5.4,0.72,1.0245,0.82,0.26,8.4,5.7,11.2,MONTELIMAR,2001,11
2001-11-30,700,4.2,0.83,1.0192,0.67,0.0,10.3,6.5,14.1,MONTELIMAR,2001,11
2001-12-01,701,4.2,0.75,1.0208,0.66,0.0,13.4,11.3,15.5,MONTELIMAR,2001,12
2001-12-02,702,1.9,0.78,1.0233,0.23,0.0,12.0,11.0,13.0,MONTELIMAR,2001,12
2001-12-03,703,0.5,0.86,1.024,0.5,0.0,11.6,8.0,15.2,MONTELIMAR,2001,12
2001-12-04,704,2.2,0.88,1.0244,0.42,0.0,8.0,5.2,10.7,MONTELIMAR,2001,12
2001-12-05,705,3.9,0.7,1.0262,0.7,0.0,11.9,8.4,15.4,MONTELIMAR,2001,12
2001-12-06,706,7.9,0.63,1.0259,0.89,0.0,12.6,9.9,15.4,MONTELIMAR,2001,12
2001-12-07,707,6.4,0.66,1.0286,0.81,0.0,7.4,6.0,8.9,MONTELIMAR,2001,12
2001-12-08,708,5.1,0.79,1.0317,0.67,0.0,4.6,2.2,7.1,MONTELIMAR,2001,12
2001-12-09,709,4.2,0.82,1.0329,0.3,0.0,2.1,0.2,4.0,MONTELIMAR,2001,12
2001-12-10,710,4.1,0.82,1.0348,0.59,0.0,3.4,2.1,4.8,MONTELIMAR,2001,12
2001-12-11,711,7.0,0.74,1.0291,0.44,0.0,2.7,0.7,4.7,MONTELIMAR,2001,12
2001-12-12,712,7.6,0.73,1.0221,0.52,0.0,4.0,2.2,5.7,MONTELIMAR,2001,12
2001-12-13,713,8.9,0.57,1.0167,0.6,0.1,4.7,3.3,6.1,MONTELIMAR,2001,12
2001-12-14,714,6.4,0.56,1.025,0.52,0.2,-4.0,-6.6,-1.3,MONTELIMAR,2001,12
2001-12-15,715,6.9,0.58,1.0257,0.62,0.0,-2.9,-4.9,-0.9,MONTELIMAR,2001,12
2001-12-16,716,8.9,0.61,1.0253,0.7,0.0,-2.2,-4.0,-0.4,MONTELIMAR,2001,12
2001-12-17,717,6.0,0.61,1.0302,0.44,0.0,-0.3,-2.9,2.3,MONTELIMAR,2001,12
2001-12-18,718,5.8,0.69,1.0326,0.7,0.0,-0.7,-3.1,1.6,MONTELIMAR,2001,12
2001-12-19,719,4.8,0.69,1.0306,0.71,0.0,0.2,-1.5,1.9,MONTELIMAR,2001,12
2001-12-20,720,7.0,0.68,1.0241,0.38,0.0,0.5,-1.5,2.5,MONTELIMAR,2001,12
2001-12-21,721,6.0,0.66,1.0226,0.76,0.0,0.1,-2.8,2.9,MONTELIMAR,2001,12
2001-12-22,722,4.0,0.61,1.0139,0.69,0.0,3.5,-1.4,8.4,MONTELIMAR,2001,12
2001-12-23,723,7.8,0.59,1.015,0.76,0.0,1.3,-0.6,3.3,MONTELIMAR,2001,12
2001-12-24,724,6.9,0.57,1.0202,0.81,0.0,-1.4,-3.3,0.5,MONTELIMAR,2001,12
2001-12-25,725,2.0,0.63,1.014,0.77,0.0,2.6,-2.7,8.0,MONTELIMAR,2001,12
2001-12-26,726,3.0,0.72,1.0125,0.52,0.0,0.9,-4.7,6.5,MONTELIMAR,2001,12
2001-12-27,727,3.2,0.67,1.0203,0.64,0.0,3.2,-0.1,6.6,MONTELIMAR,2001,12
2001-12-28,728,1.5,0.76,1.0197,0.61,0.0,4.0,-1.0,9.1,MONTELIMAR,2001,12
2001-12-29,729,1.2,0.82,1.0119,0.13,0.04,5.0,1.7,8.3,MONTELIMAR,2001,12
2001-12-30,730,6.8,0.65,1.0124,0.68,0.0,5.8,4.3,7.3,MONTELIMAR,2001,12
2001-12-31,731,7.6,0.56,1.0227,0.77,0.0,3.6,1.4,5.8,MONTELIMAR,2001,12
2002-01-01,732,4.1,0.67,1.0371,0.71,0.0,0.0,-2.5,2.5,MONTELIMAR,2002,1
2002-01-02,733,1.4,0.72,1.032,0.74,0.0,-0.7,-8.8,7.4,MONTELIMAR,2002,1
2002-01-03,734,3.2,0.55,1.0257,0.24,0.0,3.7,2.2,5.2,MONTELIMAR,2002,1
2002-01-04,735,1.2,0.69,1.0327,0.36,0.0,5.0,1.2,8.8,MONTELIMAR,2002,1
2002-01-05,736,3.5,0.75,1.036,0.75,0.0,3.8,0.3,7.2,MONTELIMAR,2002,1
2002-01-06,737,5.2,0.78,1.0336,0.73,0.0,2.3,-1.2,5.8,MONTELIMAR,2002,1
2002-01-07,738,6.1,0.78,1.0273,0.6,0.0,0.1,-1.5,1.8,MONTELIMAR,2002,1
2002-01-08,739,1.9,0.75,1.0324,0.37,0.0,2.0,-1.5,5.5,MONTELIMAR,2002,1
2002-01-09,740,2.1,0.79,1.0376,0.72,0.0,2.8,-2.2,7.9,MONTELIMAR,2002,1
2002-01-10,741,0.8,0.85,1.0361,0.75,0.0,2.2,-5.1,9.5,MONTELIMAR,2002,1
2002-01-11,742,2.5,0.76,1.0343,0.81,0.0,1.4,-4.4,7.3,MONTELIMAR,2002,1
2002-01-12,743,3.1,0.62,1.0323,0.82,0.0,6.0,0.3,11.6,MONTELIMAR,2002,1
2002-01-13,744,3.8,0.67,1.0278,0.75,0.0,3.7,-1.7,9.1,MONTELIMAR,2002,1
2002-01-14,745,5.4,0.74,1.0258,0.65,0.0,6.8,4.8,8.9,MONTELIMAR,2002,1
2002-01-15,746,2.5,0.82,1.0204,0.56,0.66,5.0,2.6,7.4,MONTELIMAR,2002,1
2002-01-16,747,6.0,0.77,1.0222,0.62,0.0,6.8,4.6,9.1,MONTELIMAR,2002,1
2002-01-17,748,6.5,0.69,1.0238,0.73,0.0,5.8,4.1,7.4,MONTELIMAR,2002,1
2002-01-18,749,5.5,0.62,1.024,0.93,0.0,5.6,3.2,7.9,MONTELIMAR,2002,1
2002-01-19,750,3.8,0.75,1.026,0.58,0.0,3.0,-0.5,6.6,MONTELIMAR,2002,1
2002-01-20,751,2.2,0.75,1.0283,0.71,0.0,6.6,2.3,10.9,MONTELIMAR,2002,1
2002-01-21,752,2.1,0.74,1.023,0.98,0.0,5.4,-2.3,13.1,MONTELIMAR,2002,1
2002-01-22,753,1.2,0.87,1.0192,0.42,0.3,9.6,5.8,13.4,MONTELIMAR,2002,1
2002-01-23,754,2.1,0.87,1.0138,0.36,3.48,6.5,0.8,12.2,MONTELIMAR,2002,1
2002-01-24,755,2.0,0.83,1.0139,0.65,0.02,10.1,6.6,13.6,MONTELIMAR,2002,1
2002-01-25,756,4.0,0.72,1.024,0.94,0.02,9.4,5.9,12.9,MONTELIMAR,2002,1
2002-01-26,757,2.4,0.78,1.0262,1.0,0.0,10.2,4.4,16.0,MONTELIMAR,2002,1
2002-01-27,758,2.0,0.86,1.0263,0.37,0.0,9.1,5.3,12.9,MONTELIMAR,2002,1
2002-01-28,759,4.4,0.68,1.0284,1.01,0.0,12.0,5.6,18.4,MONTELIMAR,2002,1
2002-01-29,760,2.0,0.8,1.0308,1.06,0.0,10.8,5.6,16.0,MONTELIMAR,2002,1
2002-01-30,761,3.1,0.87,1.0289,0.3,0.0,8.4,5.6,11.1,MONTELIMAR,2002,1
2002-01-31,762,1.5,0.82,1.0267,0.48,0.0,10.7,8.2,13.2,MONTELIMAR,2002,1
2002-02-01,763,2.1,0.81,1.029,1.02,0.0,8.8,1.9,15.8,MONTELIMAR,2002,2
2002-02-02,764,2.8,0.78,1.0314,1.06,0.0,8.7,0.7,16.7,MONTELIMAR,2002,2
2002-02-03,765,4.0,0.81,1.0283,0.99,0.24,10.8,6.2,15.5,MONTELIMAR,2002,2
2002-02-04,766,0.9,0.87,1.027,0.7,0.02,11.0,8.0,14.1,MONTELIMAR,2002,2
2002-02-05,767,2.1,0.9,1.018,0.18,2.74,9.5,7.5,11.5,MONTELIMAR,2002,2
2002-02-06,768,4.6,0.74,1.008,0.74,0.06,9.6,7.5,11.7,MONTELIMAR,2002,2
2002-02-07,769,7.1,0.54,1.0218,0.93,0.0,9.6,7.8,11.3,MONTELIMAR,2002,2
2002-02-08,770,5.1,0.71,1.0273,1.2,0.0,9.0,4.4,13.5,MONTELIMAR,2002,2
2002-02-09,771,1.8,0.71,1.0214,1.02,0.0,12.2,7.3,17.0,MONTELIMAR,2002,2
2002-02-10,772,2.6,0.66,1.0218,0.93,0.0,9.5,4.9,14.1,MONTELIMAR,2002,2
2002-02-11,773,1.9,0.72,1.0218,1.26,0.0,9.2,1.6,16.8,MONTELIMAR,2002,2
2002-02-12,774,3.9,0.66,1.0237,1.29,0.0,11.2,4.7,17.8,MONTELIMAR,2002,2
2002-02-13,775,3.2,0.64,1.0181,1.19,0.18,13.2,8.7,17.8,MONTELIMAR,2002,2
2002-02-14,776,3.8,0.85,1.0131,0.47,0.58,6.2,3.8,8.5,MONTELIMAR,2002,2
2002-02-15,777,5.8,0.85,1.0185,0.3,0.0,5.1,4.1,6.2,MONTELIMAR,2002,2
2002-02-16,778,3.0,0.81,1.0231,0.63,1.78,5.9,3.7,8.1,MONTELIMAR,2002,2
2002-02-17,779,2.5,0.88,1.0214,0.48,0.0,6.4,4.1,8.7,MONTELIMAR,2002,2
2002-02-18,780,5.6,0.71,1.0234,0.94,0.0,7.4,4.9,9.8,MONTELIMAR,2002,2
2002-02-19,781,5.4,0.62,1.0295,1.44,0.0,7.5,4.8,10.2,MONTELIMAR,2002,2
2002-02-20,782,1.4,0.78,1.0165,0.25,0.0,6.8,4.4,9.1,MONTELIMAR,2002,2
2002-02-21,783,9.0,0.47,1.0134,1.22,0.0,6.7,5.2,8.2,MONTELIMAR,2002,2
2002-02-22,784,4.4,0.53,1.0193,1.25,0.02,5.9,1.1,10.7,MONTELIMAR,2002,2
2002-02-23,785,2.5,0.65,1.0158,1.39,0.0,10.0,4.9,15.0,MONTELIMAR,2002,2
2002-02-24,786,3.8,0.61,1.0193,0.91,0.0,8.2,6.0,10.5,MONTELIMAR,2002,2
2002-02-25,787,1.5,0.68,1.0175,1.15,0.0,9.8,4.2,15.5,MONTELIMAR,2002,2
2002-02-26,788,1.2,0.84,1.0164,0.53,0.0,8.3,3.0,13.6,MONTELIMAR,2002,2
2002-02-27,789,1.4,0.85,1.0127,0.47,0.02,10.4,7.1,13.6,MONTELIMAR,2002,2
2002-02-28,790,1.0,0.74,1.0127,0.86,0.0,10.3,6.0,14.6,MONTELIMAR,2002,2
2002-03-01,791,0.8,0.92,1.009,0.19,1.64,7.0,4.1,9.9,MONTELIMAR,2002,3
2002-03-02,792,3.8,0.82,1.0106,0.54,0.2,9.1,7.6,10.6,MONTELIMAR,2002,3
2002-03-03,793,5.2,0.69,1.0176,1.72,0.0,7.1,3.2,11.0,MONTELIMAR,2002,3
2002-03-04,794,4.2,0.66,1.0151,1.64,0.0,8.0,2.7,13.4,MONTELIMAR,2002,3
2002-03-05,795,4.5,0.67,1.0095,0.53,0.24,9.1,6.9,11.3,MONTELIMAR,2002,3
2002-03-06,796,6.8,0.71,1.0111,1.23,0.0,8.2,6.5,9.9,MONTELIMAR,2002,3
2002-03-07,797,6.1,0.65,1.0216,1.63,0.0,11.7,7.4,16.0,MONTELIMAR,2002,3
2002-03-08,798,5.9,0.64,1.0209,1.86,0.0,13.8,10.7,16.8,MONTELIMAR,2002,3
2002-03-09,799,4.8,0.68,1.0176,1.52,0.0,11.2,4.6,17.7,MONTELIMAR,2002,3
2002-03-10,800,5.1,0.62,1.0191,1.96,0.0,12.4,8.3,16.5,MONTELIMAR,2002,3
2002-03-11,801,2.1,0.66,1.0203,1.46,0.0,10.4,1.3,19.5,MONTELIMAR,2002,3
2002-03-12,802,2.4,0.59,1.018,1.15,0.0,10.7,4.1,17.3,MONTELIMAR,2002,3
2002-03-13,803,1.9,0.55,1.0138,1.82,0.04,11.6,1.9,21.2,MONTELIMAR,2002,3
2002-03-14,804,3.8,0.65,1.0085,0.74,0.7,12.1,7.8,16.4,MONTELIMAR,2002,3
2002-03-15,805,1.6,0.78,1.0136,0.39,2.12,11.3,8.8,13.8,MONTELIMAR,2002,3
2002-03-16,806,2.2,0.82,1.0153,1.14,0.02,11.4,6.0,16.8,MONTELIMAR,2002,3
2002-03-17,807,2.0,0.77,1.0147,1.32,0.0,11.6,5.1,18.1,MONTELIMAR,2002,3
2002-03-18,808,1.8,0.83,1.0153,1.22,0.08,12.3,7.2,17.4,MONTELIMAR,2002,3
2002-03-19,809,2.1,0.82,1.0182,0.92,0.0,14.8,10.9,18.6,MONTELIMAR,2002,3
2002-03-20,810,4.8,0.59,1.0235,1.69,0.0,17.4,13.1,21.6,MONTELIMAR,2002,3
2002-03-21,811,5.5,0.6,1.0239,2.15,0.0,16.6,12.3,21.0,MONTELIMAR,2002,3
2002-03-22,812,6.5,0.57,1.0242,2.13,0.0,15.8,12.9,18.8,MONTELIMAR,2002,3
2002-03-23,813,8.6,0.46,1.0224,2.18,0.0,13.2,11.4,14.9,MONTELIMAR,2002,3
2002-03-24,814,7.5,0.46,1.0237,2.28,0.0,8.8,4.7,13.0,MONTELIMAR,2002,3
2002-03-25,815,6.8,0.48,1.0225,2.34,0.0,7.8,3.7,11.9,MONTELIMAR,2002,3
2002-03-26,816,6.8,0.48,1.0225,2.32,0.0,8.1,3.5,12.7,MONTELIMAR,2002,3
2002-03-27,817,4.9,0.5,1.023,2.27,0.0,8.8,4.2,13.4,MONTELIMAR,2002,3
2002-03-28,818,2.4,0.6,1.023,2.16,0.0,9.3,1.6,17.0,MONTELIMAR,2002,3
2002-03-29,819,1.5,0.62,1.0234,1.52,0.0,9.3,2.8,15.8,MONTELIMAR,2002,3
2002-03-30,820,1.4,0.64,1.0238,1.73,0.0,11.2,5.1,17.3,MONTELIMAR,2002,3
2002-03-31,821,1.0,0.67,1.0195,2.25,0.0,10.6,0.7,20.4,MONTELIMAR,2002,3
2002-04-01,822,2.2,0.74,1.0173,2.1,0.0,12.9,6.0,19.8,MONTELIMAR,2002,4
2002-04-02,823,1.4,0.73,1.0134,1.65,0.0,11.6,5.2,18.0,MONTELIMAR,2002,4
2002-04-03,824,1.8,0.66,1.004,1.11,0.0,11.0,4.0,18.1,MONTELIMAR,2002,4
2002-04-04,825,4.6,0.58,1.0024,2.06,1.3,15.4,10.6,20.3,MONTELIMAR,2002,4
2002-04-05,826,3.4,0.72,1.003,2.07,0.0,14.0,9.7,18.3,MONTELIMAR,2002,4
2002-04-06,827,2.8,0.64,1.0048,1.52,0.1,12.6,7.0,18.2,MONTELIMAR,2002,4
2002-04-07,828,2.1,0.82,1.0113,0.35,0.34,10.8,9.9,11.7,MONTELIMAR,2002,4
2002-04-08,829,4.4,0.71,1.0122,1.14,0.02,12.6,9.2,16.1,MONTELIMAR,2002,4
2002-04-09,830,4.6,0.61,1.0093,1.78,0.04,11.8,7.7,15.9,MONTELIMAR,2002,4
2002-04-10,831,3.1,0.75,1.0054,0.81,0.66,9.8,7.7,12.0,MONTELIMAR,2002,4
2002-04-11,832,2.9,0.83,0.9989,1.22,0.08,11.4,8.0,14.8,MONTELIMAR,2002,4
2002-04-12,833,4.6,0.66,0.9944,1.87,0.0,13.8,9.5,18.1,MONTELIMAR,2002,4
2002-04-13,834,4.4,0.81,1.0009,0.66,0.02,10.7,9.8,11.6,MONTELIMAR,2002,4
2002-04-14,835,5.8,0.61,1.011,1.41,0.0,10.6,8.7,12.6,MONTELIMAR,2002,4
2002-04-15,836,5.6,0.52,1.0138,2.6,0.0,9.5,4.9,14.1,MONTELIMAR,2002,4
2002-04-16,837,5.6,0.54,1.0155,2.61,0.0,10.1,5.0,15.2,MONTELIMAR,2002,4
2002-04-17,838,6.2,0.54,1.0157,2.73,0.0,12.4,7.3,17.5,MONTELIMAR,2002,4
2002-04-18,839,4.0,0.54,1.0181,2.37,0.0,13.5,6.8,20.2,MONTELIMAR,2002,4
2002-04-19,840,4.5,0.48,1.0212,2.78,0.0,13.9,9.0,18.8,MONTELIMAR,2002,4
2002-04-20,841,7.9,0.44,1.0247,2.87,0.0,13.0,8.6,17.4,MONTELIMAR,2002,4
2002-04-21,842,7.4,0.54,1.0277,2.86,0.0,13.4,8.3,18.4,MONTELIMAR,2002,4
2002-04-22,843,4.9,0.54,1.0283,2.72,0.0,16.0,10.2,21.9,MONTELIMAR,2002,4
2002-04-23,844,6.0,0.46,1.0259,2.57,0.0,18.6,13.8,23.3,MONTELIMAR,2002,4
2002-04-24,845,8.2,0.56,1.0215,1.83,0.0,18.2,13.8,22.7,MONTELIMAR,2002,4
2002-04-25,846,5.8,0.53,1.0194,2.84,0.0,20.3,15.5,25.1,MONTELIMAR,2002,4
2002-04-26,847,2.0,0.65,1.0146,1.91,0.24,18.4,10.5,26.2,MONTELIMAR,2002,4
2002-04-27,848,5.5,0.53,1.0164,3.02,0.0,14.2,10.6,17.8,MONTELIMAR,2002,4
2002-04-28,849,3.0,0.65,1.0127,2.32,0.0,12.2,3.6,20.9,MONTELIMAR,2002,4
2002-04-29,850,3.0,0.59,1.0162,2.41,0.0,17.0,12.1,21.8,MONTELIMAR,2002,4
2002-04-30,851,3.5,0.53,1.0155,3.06,0.0,15.6,7.7,23.4,MONTELIMAR,2002,4
2002-05-01,852,2.9,0.74,1.0115,0.32,2.9,15.6,14.3,16.9,MONTELIMAR,2002,5
2002-05-02,853,4.4,0.9,1.0093,0.47,2.2,10.0,9.4,10.5,MONTELIMAR,2002,5
2002-05-03,854,6.6,0.79,1.0107,1.9,0.8,10.1,7.7,12.5,MONTELIMAR,2002,5
2002-05-04,855,4.4,0.79,1.015,1.58,0.04,10.9,8.3,13.5,MONTELIMAR,2002,5
2002-05-05,856,3.9,0.75,1.0181,1.48,0.0,9.4,5.2,13.7,MONTELIMAR,2002,5
2002-05-06,857,3.0,0.7,1.0185,2.5,0.0,12.3,6.7,17.9,MONTELIMAR,2002,5
2002-05-07,858,4.8,0.61,1.0126,2.59,0.0,16.0,11.1,20.9,MONTELIMAR,2002,5
2002-05-08,859,2.5,0.72,1.0076,1.11,0.04,16.8,14.2,19.4,MONTELIMAR,2002,5
2002-05-09,860,1.6,0.9,1.0105,1.1,2.34,16.3,13.1,19.5,MONTELIMAR,2002,5
2002-05-10,861,1.2,0.86,1.0106,1.24,0.02,14.2,10.3,18.1,MONTELIMAR,2002,5
2002-05-11,862,2.8,0.81,1.0129,1.08,0.0,14.0,10.9,17.0,MONTELIMAR,2002,5
2002-05-12,863,4.4,0.64,1.0155,3.08,0.0,16.0,11.2,20.7,MONTELIMAR,2002,5
2002-05-13,864,3.6,0.6,1.0177,3.08,0.0,16.0,8.6,23.5,MONTELIMAR,2002,5
2002-05-14,865,2.4,0.53,1.0225,3.28,0.0,18.4,11.2,25.6,MONTELIMAR,2002,5
2002-05-15,866,2.9,0.54,1.0246,3.3,0.0,19.8,12.8,26.9,MONTELIMAR,2002,5
2002-05-16,867,2.4,0.63,1.0219,3.2,0.0,18.8,10.6,27.1,MONTELIMAR,2002,5
2002-05-17,868,3.0,0.59,1.0163,2.84,0.06,18.1,10.0,26.2,MONTELIMAR,2002,5
2002-05-18,869,5.5,0.8,1.0177,0.93,0.14,16.8,14.9,18.8,MONTELIMAR,2002,5
2002-05-19,870,7.2,0.57,1.0188,3.27,0.0,17.8,13.2,22.5,MONTELIMAR,2002,5
2002-05-20,871,3.8,0.58,1.0131,3.3,0.0,20.0,13.9,26.0,MONTELIMAR,2002,5
2002-05-21,872,3.5,0.6,1.0095,3.24,0.0,18.2,10.1,26.2,MONTELIMAR,2002,5
2002-05-22,873,2.8,0.71,1.0061,1.4,2.12,19.2,14.6,23.9,MONTELIMAR,2002,5
2002-05-23,874,5.6,0.8,1.0105,1.76,1.06,13.8,10.8,16.7,MONTELIMAR,2002,5
2002-05-24,875,4.4,0.64,1.0138,3.37,0.0,16.8,11.5,22.1,MONTELIMAR,2002,5
2002-05-25,876,5.2,0.68,1.0153,2.69,0.02,16.0,13.8,18.1,MONTELIMAR,2002,5
2002-05-26,877,2.2,0.59,1.0118,2.56,0.0,15.3,8.8,21.8,MONTELIMAR,2002,5
2002-05-27,878,2.5,0.59,1.0101,2.75,0.0,15.2,10.8,19.5,MONTELIMAR,2002,5
2002-05-28,879,3.4,0.61,1.0132,3.22,0.0,14.0,7.2,20.7,MONTELIMAR,2002,5
2002-05-29,880,5.6,0.59,1.0177,3.4,0.0,15.9,10.7,21.1,MONTELIMAR,2002,5
2002-05-30,881,5.2,0.53,1.0216,3.26,0.0,17.8,11.5,24.0,MONTELIMAR,2002,5
2002-05-31,882,5.2,0.5,1.0218,3.48,0.0,20.0,13.8,26.2,MONTELIMAR,2002,5
2002-06-01,883,2.5,0.61,1.0199,2.87,0.0,21.1,13.6,28.6,MONTELIMAR,2002,6
2002-06-02,884,1.4,0.58,1.0159,3.09,0.0,21.9,14.4,29.4,MONTELIMAR,2002,6
2002-06-03,885,2.6,0.69,1.013,2.5,0.0,22.2,16.4,27.9,MONTELIMAR,2002,6
2002-06-04,886,2.8,0.69,1.006,1.34,5.6,19.7,15.4,24.0,MONTELIMAR,2002,6
2002-06-05,887,3.1,0.75,1.0011,1.92,1.24,18.8,14.1,23.5,MONTELIMAR,2002,6
2002-06-06,888,2.8,0.89,1.0029,0.51,1.34,15.0,13.9,16.0,MONTELIMAR,2002,6
2002-06-07,889,2.9,0.68,1.0093,3.21,0.0,17.0,12.9,21.2,MONTELIMAR,2002,6
2002-06-08,890,2.0,0.85,1.0092,0.94,0.56,14.7,12.2,17.2,MONTELIMAR,2002,6
2002-06-09,891,3.8,0.79,1.0115,1.63,0.0,16.1,12.7,19.5,MONTELIMAR,2002,6
2002-06-10,892,5.1,0.58,1.017,3.39,0.0,15.9,12.1,19.7,MONTELIMAR,2002,6
2002-06-11,893,4.5,0.56,1.019,3.44,0.0,18.1,12.2,24.0,MONTELIMAR,2002,6
2002-06-12,894,2.5,0.58,1.0199,3.24,0.0,21.8,14.5,29.2,MONTELIMAR,2002,6
2002-06-13,895,1.1,0.66,1.0197,3.01,0.0,21.8,13.1,30.6,MONTELIMAR,2002,6
2002-06-14,896,2.2,0.67,1.0183,3.24,0.0,23.3,15.4,31.3,MONTELIMAR,2002,6
2002-06-15,897,2.5,0.61,1.0195,3.18,0.0,22.2,14.1,30.4,MONTELIMAR,2002,6
2002-06-16,898,2.1,0.61,1.0199,3.23,0.0,22.3,13.9,30.8,MONTELIMAR,2002,6
2002-06-17,899,2.2,0.58,1.02,3.31,0.0,22.6,13.4,31.8,MONTELIMAR,2002,6
2002-06-18,900,1.6,0.61,1.0193,3.37,0.0,23.2,14.0,32.5,MONTELIMAR,2002,6
2002-06-19,901,2.9,0.62,1.018,3.1,0.0,25.0,16.2,33.8,MONTELIMAR,2002,6
2002-06-20,902,0.9,0.58,1.0188,2.99,0.0,24.8,15.5,34.1,MONTELIMAR,2002,6
2002-06-21,903,1.4,0.62,1.02,3.0,0.0,24.3,16.4,32.2,MONTELIMAR,2002,6
2002-06-22,904,3.5,0.63,1.0192,3.3,0.0,26.5,19.5,33.5,MONTELIMAR,2002,6
2002-06-23,905,2.1,0.6,1.017,3.23,0.0,27.0,18.7,35.2,MONTELIMAR,2002,6
2002-06-24,906,6.4,0.65,1.0193,2.89,0.0,22.8,19.2,26.3,MONTELIMAR,2002,6
2002-06-25,907,7.2,0.46,1.0202,3.38,0.0,23.6,19.5,27.8,MONTELIMAR,2002,6
2002-06-26,908,4.8,0.5,1.0193,3.4,0.0,24.7,19.7,29.7,MONTELIMAR,2002,6
2002-06-27,909,2.8,0.62,1.0145,3.02,0.18,23.4,15.0,31.8,MONTELIMAR,2002,6
