date,days,wind_speed,wind_gust,humidity,pressure,global_radiation,precipitation,sunshine,temp_mean,temp_min,temp_max,city,year
2001-09-02,611,1.8,7.4,0.7,1.0157,1.34,0.0,2.8,15.9,11.5,19.8,KASSEL,2001
2001-09-03,612,3.3,10.1,0.94,1.0121,0.41,1.06,0.0,15.1,13.2,17.3,KASSEL,2001
2001-09-04,613,2.2,6.8,0.89,1.0084,0.89,1.39,2.2,13.1,10.8,15.8,KASSEL,2001
2001-09-05,614,2.4,10.8,0.88,1.0143,1.0,0.47,1.6,12.8,9.9,16.3,KASSEL,2001
2001-09-06,615,2.9,9.8,0.93,1.0152,0.57,0.21,0.0,11.1,7.6,14.4,KASSEL,2001
2001-09-07,616,2.1,10.3,0.78,1.0142,0.48,1.17,0.1,12.0,10.3,14.7,KASSEL,2001
2001-09-08,617,4.4,17.2,0.79,1.0045,1.5,0.49,4.3,11.9,8.1,15.3,KASSEL,2001
2001-09-09,618,4.5,15.5,0.76,1.0047,0.78,0.21,0.2,10.3,7.5,12.9,KASSEL,2001
2001-09-10,619,4.1,14.2,0.81,1.007,0.57,0.22,0.2,11.4,9.7,13.6,KASSEL,2001
2001-09-11,620,2.4,11.4,0.84,1.0124,0.6,0.58,0.1,10.6,8.7,13.4,KASSEL,2001
2001-09-12,621,2.9,11.6,0.83,1.0131,1.08,0.14,1.8,12.5,9.5,16.0,KASSEL,2001
2001-09-13,622,3.6,11.7,0.93,1.005,0.69,0.81,0.4,12.2,8.7,15.5,KASSEL,2001
2001-09-14,623,1.5,7.5,0.89,1.0057,0.62,0.27,0.8,11.2,9.7,14.0,KASSEL,2001
2001-09-15,624,3.4,11.3,0.94,1.0108,0.63,0.25,1.0,10.7,8.8,14.5,KASSEL,2001
2001-09-16,625,1.5,5.9,0.89,1.0105,0.82,0.21,0.4,9.8,8.3,12.4,KASSEL,2001
2001-09-17,626,1.1,5.5,0.88,1.0124,0.83,0.0,0.5,9.7,5.0,13.9,KASSEL,2001
2001-09-18,627,2.1,7.1,0.93,1.0134,0.97,0.0,1.8,8.2,4.8,12.7,KASSEL,2001
2001-09-19,628,3.9,13.2,0.77,1.0101,1.16,0.7,3.3,11.9,8.6,16.4,KASSEL,2001
2001-09-20,629,4.0,10.8,0.95,1.0083,0.36,0.92,0.0,11.5,10.0,13.2,KASSEL,2001
2001-09-21,630,3.0,8.8,0.94,1.0118,0.53,0.38,0.8,10.8,8.9,13.8,KASSEL,2001
2001-09-22,631,2.4,8.5,0.9,1.0138,0.77,0.04,0.9,9.9,6.2,14.6,KASSEL,2001
2001-09-23,632,2.1,5.6,0.8,1.0107,1.62,0.0,7.4,10.8,7.2,16.1,KASSEL,2001
2001-09-24,633,2.6,9.1,0.84,1.0125,0.57,0.0,1.0,10.7,5.9,14.2,KASSEL,2001
2001-09-25,634,0.9,3.9,0.91,1.0182,1.19,0.0,5.1,8.7,4.7,15.7,KASSEL,2001
2001-09-26,635,2.1,5.9,0.94,1.0208,0.87,0.86,3.5,9.9,6.0,14.6,KASSEL,2001
2001-09-27,636,2.6,7.7,0.98,1.0158,0.54,0.19,0.4,12.8,9.2,16.7,KASSEL,2001
2001-09-28,637,2.0,6.3,0.91,1.0161,0.8,0.0,1.4,14.0,10.4,18.4,KASSEL,2001
2001-09-29,638,1.7,7.0,0.88,1.0147,1.35,0.5,6.1,13.4,7.5,20.4,KASSEL,2001
2001-09-30,639,2.1,7.1,0.93,1.0135,0.78,0.08,3.2,14.2,10.2,19.1,KASSEL,2001
2001-10-01,640,4.6,16.4,0.94,1.0089,0.34,0.22,0.1,14.6,12.1,17.6,KASSEL,2001
2001-10-02,641,4.2,15.3,0.83,1.0089,0.92,0.15,3.8,17.8,12.3,22.7,KASSEL,2001
2001-10-03,642,2.3,10.3,0.94,1.0115,0.46,1.97,0.1,15.1,12.9,17.7,KASSEL,2001
2001-10-04,643,2.0,9.6,0.82,1.0156,1.3,0.0,6.8,12.9,9.1,17.3,KASSEL,2001
2001-10-05,644,2.0,4.7,0.89,1.0141,0.8,0.0,0.3,11.2,7.4,16.1,KASSEL,2001
2001-10-06,645,2.5,8.0,0.93,1.0116,0.82,0.06,2.2,12.5,6.8,17.5,KASSEL,2001
2001-10-07,646,2.9,8.0,0.95,1.0088,0.45,0.0,0.3,14.1,11.4,16.7,KASSEL,2001
2001-10-08,647,4.0,13.6,0.93,1.0099,0.41,0.15,0.1,12.1,10.0,14.9,KASSEL,2001
2001-10-09,648,4.8,13.0,0.83,1.0153,0.97,0.0,3.1,12.6,10.0,16.4,KASSEL,2001
2001-10-10,649,3.3,10.7,0.84,1.024,1.31,0.0,7.9,12.1,8.2,17.3,KASSEL,2001
2001-10-11,650,2.7,8.5,0.88,1.0289,0.95,0.01,3.6,12.5,8.3,18.4,KASSEL,2001
2001-10-12,651,3.0,7.5,0.89,1.0284,1.26,0.0,8.1,12.1,7.2,18.7,KASSEL,2001
2001-10-13,652,3.4,7.6,0.86,1.0244,1.09,0.0,6.9,14.7,9.9,20.2,KASSEL,2001
2001-10-14,653,2.1,6.0,0.86,1.0203,1.03,0.0,6.1,14.9,10.6,21.0,KASSEL,2001
2001-10-15,654,1.7,4.7,0.99,1.0186,0.49,0.05,0.3,14.0,10.7,18.0,KASSEL,2001
2001-10-16,655,1.7,4.9,0.94,1.0267,0.84,0.0,3.7,13.5,8.4,18.1,KASSEL,2001
2001-10-17,656,1.6,5.1,0.93,1.0242,1.04,0.01,6.4,12.1,7.0,19.0,KASSEL,2001
2001-10-18,657,2.0,5.9,0.99,1.0176,0.35,0.0,0.0,10.6,7.7,13.0,KASSEL,2001
2001-10-19,658,2.3,6.5,0.91,1.0165,1.02,0.0,6.7,12.0,8.3,17.2,KASSEL,2001
2001-10-20,659,1.0,3.9,0.86,1.0111,1.07,0.0,8.1,11.5,5.8,19.7,KASSEL,2001
2001-10-21,660,2.8,8.7,0.99,1.006,0.25,0.08,0.0,10.6,7.6,12.8,KASSEL,2001
2001-10-22,661,2.4,8.7,0.87,1.0131,0.75,0.0,2.4,12.3,8.0,16.5,KASSEL,2001
2001-10-23,662,1.8,5.3,0.98,1.0193,0.51,0.38,0.4,9.3,5.9,13.3,KASSEL,2001
2001-10-24,663,1.8,6.1,0.98,1.0217,0.53,0.23,1.2,11.6,9.9,15.0,KASSEL,2001
2001-10-25,664,2.6,7.6,0.98,1.0234,0.46,0.02,0.5,11.1,8.7,13.9,KASSEL,2001
2001-10-26,665,3.3,8.6,0.96,1.0221,0.37,0.0,0.1,10.3,7.4,13.3,KASSEL,2001
2001-10-27,666,3.4,9.3,0.99,1.0191,0.09,0.12,0.0,10.4,8.2,12.0,KASSEL,2001
2001-10-28,667,1.9,6.1,0.98,1.0242,0.32,0.05,0.0,10.0,7.3,12.3,KASSEL,2001
2001-10-29,668,2.7,7.2,0.93,1.0236,0.43,0.01,0.3,9.1,5.7,13.5,KASSEL,2001
2001-10-30,669,4.5,12.5,0.88,1.0195,0.79,0.0,6.3,12.6,9.3,16.1,KASSEL,2001
2001-10-31,670,4.4,17.4,0.8,1.0169,0.31,0.16,0.2,11.3,7.4,15.7,KASSEL,2001
2001-11-01,671,3.6,11.8,0.76,1.0328,0.65,0.09,3.0,8.4,7.0,10.8,KASSEL,2001
2001-11-02,672,1.6,7.3,0.9,1.0396,0.45,0.0,0.8,8.1,4.8,11.8,KASSEL,2001
2001-11-03,673,2.3,5.8,0.95,1.0336,0.72,0.0,3.0,5.8,2.4,10.4,KASSEL,2001
2001-11-04,674,2.0,5.7,0.98,1.0231,0.4,0.2,0.1,5.2,2.7,8.0,KASSEL,2001
2001-11-05,675,2.4,8.6,0.77,1.0222,0.73,0.0,5.4,6.1,0.6,10.0,KASSEL,2001
2001-11-06,676,4.5,11.8,0.96,1.0129,0.13,0.27,0.0,5.0,1.1,7.3,KASSEL,2001
2001-11-07,677,2.8,12.9,0.97,1.0061,0.2,1.42,0.0,6.7,4.5,9.0,KASSEL,2001
2001-11-08,678,3.2,13.4,0.96,0.9919,0.19,1.28,0.7,4.9,0.6,7.5,KASSEL,2001
2001-11-09,679,2.6,12.3,0.82,1.0139,0.61,0.0,2.9,0.7,-3.6,3.8,KASSEL,2001
2001-11-10,680,1.6,4.9,0.91,1.0315,0.8,0.0,7.9,-1.8,-5.6,3.3,KASSEL,2001
2001-11-11,681,3.1,8.5,0.85,1.0257,0.42,0.05,2.3,0.5,-3.4,3.2,KASSEL,2001
2001-11-12,682,2.7,6.9,0.99,1.0149,0.26,0.47,0.0,4.0,1.7,6.3,KASSEL,2001
2001-11-13,683,3.2,11.2,0.85,1.0161,0.71,0.01,6.7,2.6,-1.1,6.0,KASSEL,2001
2001-11-14,684,2.3,8.8,0.89,1.0277,0.43,0.0,1.7,1.8,-1.5,4.9,KASSEL,2001
2001-11-15,685,1.3,4.9,0.92,1.0389,0.71,0.06,7.2,-0.8,-4.6,3.7,KASSEL,2001
2001-11-16,686,1.0,4.8,0.99,1.0384,0.33,0.01,0.5,2.7,-0.6,6.1,KASSEL,2001
2001-11-17,687,1.0,4.0,0.97,1.0352,0.32,0.01,0.1,4.5,3.3,6.5,KASSEL,2001
2001-11-18,688,1.1,4.4,0.97,1.0252,0.38,0.01,0.2,5.0,3.7,7.2,KASSEL,2001
2001-11-19,689,1.7,8.1,0.97,1.024,0.15,0.0,0.0,5.7,4.5,7.0,KASSEL,2001
2001-11-20,690,1.8,6.2,0.87,1.029,0.28,0.0,0.7,6.5,5.1,8.5,KASSEL,2001
2001-11-21,691,3.8,13.1,0.8,1.0274,0.33,0.13,0.2,6.4,5.1,9.1,KASSEL,2001
2001-11-22,692,5.6,17.1,0.89,1.0127,0.09,2.07,0.0,4.4,0.8,7.2,KASSEL,2001
2001-11-23,693,3.4,14.1,0.9,1.0189,0.24,0.08,1.0,1.7,0.1,3.2,KASSEL,2001
2001-11-24,694,2.6,10.9,0.97,1.0211,0.1,0.17,0.0,2.7,2.0,3.8,KASSEL,2001
2001-11-25,695,3.3,6.3,1.0,1.018,0.09,0.46,0.0,4.1,2.4,5.5,KASSEL,2001
2001-11-26,696,2.5,9.5,1.0,1.0116,0.12,0.2,0.0,6.2,4.2,7.7,KASSEL,2001
2001-11-27,697,1.9,11.9,0.99,1.0117,0.09,0.27,0.0,3.7,2.0,4.5,KASSEL,2001
2001-11-28,698,3.3,12.3,0.95,1.0147,0.41,0.16,2.1,3.7,1.6,7.6,KASSEL,2001
2001-11-29,699,4.6,10.8,0.99,1.0184,0.13,1.18,0.0,4.0,2.3,5.5,KASSEL,2001
2001-11-30,700,2.7,7.5,1.0,1.0151,0.12,0.27,0.0,6.5,5.5,7.6,KASSEL,2001
2001-12-01,701,3.1,7.2,1.0,1.0191,0.1,0.57,0.0,7.3,6.3,8.3,KASSEL,2001
2001-12-02,702,1.9,6.6,1.0,1.0253,0.13,0.03,0.0,8.5,7.0,9.5,KASSEL,2001
2001-12-03,703,2.5,7.0,0.99,1.0248,0.08,0.1,0.0,5.5,2.0,7.0,KASSEL,2001
2001-12-04,704,3.1,11.4,0.99,1.0164,0.04,0.51,0.0,4.5,1.9,7.4,KASSEL,2001
2001-12-05,705,3.7,12.2,0.97,1.0186,0.28,0.62,0.3,5.7,2.5,7.5,KASSEL,2001
2001-12-06,706,4.3,18.4,0.9,1.0233,0.09,0.27,0.0,5.6,0.9,8.5,KASSEL,2001
2001-12-07,707,1.3,4.2,0.92,1.0395,0.45,0.0,4.0,1.5,-1.3,3.6,KASSEL,2001
2001-12-08,708,2.1,6.6,0.88,1.0431,0.28,0.0,2.8,1.3,-0.9,3.7,KASSEL,2001
2001-12-09,709,1.1,4.3,0.85,1.0434,0.42,0.0,4.6,-1.5,-3.7,0.9,KASSEL,2001
2001-12-10,710,0.6,2.3,0.96,1.0418,0.14,0.01,0.0,-2.0,-5.2,0.2,KASSEL,2001
2001-12-11,711,1.9,8.9,0.99,1.036,0.12,0.03,0.0,1.8,-0.2,3.1,KASSEL,2001
2001-12-12,712,3.4,8.4,0.99,1.0313,0.15,0.05,0.1,1.9,1.1,3.1,KASSEL,2001
2001-12-13,713,4.8,12.2,0.72,1.0352,0.41,0.0,3.3,-2.2,-9.0,2.1,KASSEL,2001
2001-12-14,714,2.9,6.7,0.75,1.0427,0.46,0.0,6.3,-7.7,-10.4,-4.7,KASSEL,2001
2001-12-15,715,2.2,5.3,0.87,1.0382,0.11,0.0,0.0,-3.2,-7.8,-1.1,KASSEL,2001
2001-12-16,716,3.1,7.5,0.82,1.0379,0.22,0.14,0.6,-0.9,-2.9,1.7,KASSEL,2001
2001-12-17,717,1.4,5.8,0.99,1.0353,0.12,0.03,0.0,-1.0,-2.9,0.2,KASSEL,2001
2001-12-18,718,1.5,5.5,0.98,1.0352,0.11,0.05,0.0,0.0,-0.5,0.9,KASSEL,2001
2001-12-19,719,2.7,10.1,0.96,1.025,0.1,0.43,0.0,2.1,0.6,3.2,KASSEL,2001
2001-12-20,720,3.6,13.8,0.75,1.0245,0.46,0.0,5.5,-2.3,-6.0,1.8,KASSEL,2001
2001-12-21,721,5.5,15.2,0.93,1.0079,0.11,0.86,0.0,-1.1,-4.9,0.8,KASSEL,2001
2001-12-22,722,2.2,9.1,0.99,1.0033,0.19,1.27,0.1,-0.4,-2.9,1.2,KASSEL,2001
2001-12-23,723,3.0,11.4,0.9,1.0179,0.48,0.0,5.5,-7.1,-11.1,-2.6,KASSEL,2001
2001-12-24,724,7.6,16.4,0.93,1.0096,0.18,0.3,0.0,-6.4,-10.0,-1.1,KASSEL,2001
2001-12-25,725,4.4,14.0,0.99,0.9946,0.11,0.74,0.0,1.1,-1.2,2.3,KASSEL,2001
2001-12-26,726,1.9,7.2,0.91,1.0007,0.22,0.07,0.6,0.4,-1.2,2.6,KASSEL,2001
2001-12-27,727,5.1,16.1,0.88,1.0072,0.24,0.32,0.4,-0.7,-1.7,0.6,KASSEL,2001
2001-12-28,728,5.7,19.5,0.86,0.9977,0.11,0.45,0.1,3.0,0.5,4.7,KASSEL,2001
2001-12-29,729,2.4,14.7,0.95,0.9974,0.09,0.49,0.0,0.8,-0.6,4.2,KASSEL,2001
2001-12-30,730,3.3,13.7,0.88,1.005,0.21,0.02,0.5,-1.1,-3.9,0.8,KASSEL,2001
2001-12-31,731,2.8,12.9,0.85,1.0258,0.33,0.03,2.1,-4.6,-8.3,-0.9,KASSEL,2001
2002-01-01,732,2.8,6.9,0.93,1.0356,0.22,0.0,0.0,-2.4,-6.2,0.9,KASSEL,2002
2002-01-02,733,2.4,13.5,0.94,1.0344,0.08,0.09,0.0,-0.9,-5.8,1.3,KASSEL,2002
2002-01-03,734,1.8,7.1,0.79,1.0397,0.54,0.0,6.3,-6.3,-10.5,-3.2,KASSEL,2002
2002-01-04,735,1.9,5.6,0.77,1.0395,0.56,0.0,7.0,-9.9,-13.5,-5.3,KASSEL,2002
2002-01-05,736,3.8,8.6,0.77,1.0405,0.56,0.0,6.9,-9.7,-13.6,-5.4,KASSEL,2002
2002-01-06,737,3.8,9.0,0.9,1.0368,0.13,0.12,0.0,-7.3,-11.3,-3.6,KASSEL,2002
2002-01-07,738,1.0,3.6,0.99,1.0345,0.13,0.03,0.0,-1.6,-3.8,0.5,KASSEL,2002
2002-01-08,739,2.1,8.8,0.99,1.036,0.17,0.0,0.0,0.0,-1.7,1.0,KASSEL,2002
2002-01-09,740,4.2,8.7,0.99,1.0391,0.15,0.01,0.0,-3.4,-5.0,-1.7,KASSEL,2002
2002-01-10,741,2.8,5.5,0.99,1.0376,0.16,0.0,0.0,-5.6,-6.1,-4.9,KASSEL,2002
2002-01-11,742,3.8,11.0,0.99,1.0331,0.18,0.04,0.0,-4.0,-5.8,-1.9,KASSEL,2002
2002-01-12,743,3.8,8.3,0.99,1.0332,0.13,0.12,0.0,-1.0,-2.4,-0.1,KASSEL,2002
2002-01-13,744,2.5,5.7,0.98,1.0313,0.31,0.0,0.0,0.8,-0.1,2.6,KASSEL,2002
2002-01-14,745,4.5,10.7,0.94,1.0294,0.15,0.0,0.0,-1.4,-3.5,0.1,KASSEL,2002
2002-01-15,746,5.3,11.2,0.93,1.0226,0.15,0.0,0.0,-4.6,-6.2,-3.5,KASSEL,2002
2002-01-16,747,4.3,9.0,0.97,1.0228,0.1,0.0,0.0,-4.7,-6.3,-3.2,KASSEL,2002
2002-01-17,748,5.4,12.1,0.96,1.0244,0.22,0.0,0.0,-1.4,-3.8,0.1,KASSEL,2002
2002-01-18,749,5.0,12.7,0.97,1.0213,0.16,0.05,0.0,0.1,-0.6,0.7,KASSEL,2002
2002-01-19,750,5.0,11.3,0.99,1.0157,0.15,0.39,0.0,1.8,0.2,3.4,KASSEL,2002
2002-01-20,751,4.8,15.0,0.99,1.0155,0.13,0.28,0.0,3.5,0.8,6.2,KASSEL,2002
2002-01-21,752,3.6,10.2,0.99,1.012,0.14,0.22,0.0,7.1,5.7,9.1,KASSEL,2002
2002-01-22,753,5.1,12.6,0.92,1.0083,0.37,0.2,2.8,5.3,3.3,6.9,KASSEL,2002
2002-01-23,754,5.1,11.7,0.88,1.0052,0.43,0.12,1.3,5.7,4.1,7.4,KASSEL,2002
2002-01-24,755,5.4,15.9,0.87,0.9976,0.12,0.4,0.1,7.9,4.6,10.2,KASSEL,2002
2002-01-25,756,3.1,15.1,0.79,1.0162,0.37,0.16,1.0,3.8,2.0,5.1,KASSEL,2002
2002-01-26,757,6.6,20.3,0.83,1.0087,0.3,0.79,0.7,8.3,4.7,10.8,KASSEL,2002
2002-01-27,758,3.9,15.3,0.9,1.0047,0.27,1.0,0.7,8.4,6.5,9.8,KASSEL,2002
2002-01-28,759,5.3,18.3,0.78,1.0144,0.25,0.61,1.4,10.7,8.6,12.4,KASSEL,2002
2002-01-29,760,4.4,14.9,0.63,1.0217,0.7,0.0,6.6,9.2,6.2,12.8,KASSEL,2002
2002-01-30,761,4.5,11.8,0.85,1.0191,0.45,0.0,1.2,9.4,8.0,11.9,KASSEL,2002
2002-01-31,762,4.0,17.8,0.63,1.0156,0.73,0.01,6.6,8.4,3.6,11.7,KASSEL,2002
2002-02-01,763,5.4,13.6,0.86,1.02,0.38,0.0,1.6,7.8,3.4,10.7,KASSEL,2002
2002-02-02,764,4.9,12.6,0.68,1.0238,0.79,0.0,7.5,10.9,7.5,15.5,KASSEL,2002
2002-02-03,765,3.7,13.2,0.56,1.0183,0.83,0.0,8.1,9.8,4.1,15.1,KASSEL,2002
2002-02-04,766,5.6,16.5,0.59,1.0171,0.54,0.0,3.4,8.7,6.2,10.9,KASSEL,2002
2002-02-05,767,5.6,14.5,0.77,1.0061,0.19,0.16,0.0,10.2,8.2,12.3,KASSEL,2002
2002-02-06,768,3.2,10.4,0.85,1.0038,0.47,0.05,2.5,7.0,1.4,9.5,KASSEL,2002
2002-02-07,769,2.7,11.4,0.81,1.0176,0.3,0.14,0.3,5.1,1.3,7.2,KASSEL,2002
2002-02-08,770,5.3,16.0,0.96,1.0178,0.33,0.11,0.0,5.9,2.7,8.7,KASSEL,2002
2002-02-09,771,4.9,19.8,0.98,1.008,0.09,1.72,0.0,8.2,5.1,9.7,KASSEL,2002
2002-02-10,772,3.3,10.9,0.89,1.0074,0.39,0.28,0.7,5.7,4.2,8.2,KASSEL,2002
2002-02-11,773,5.8,14.8,0.88,1.0064,0.16,0.11,0.0,8.8,6.1,11.2,KASSEL,2002
2002-02-12,774,4.6,20.4,0.75,1.0083,0.8,0.35,5.0,11.0,6.8,14.2,KASSEL,2002
2002-02-13,775,2.1,8.8,0.89,1.0153,0.27,0.1,0.0,6.5,4.6,8.7,KASSEL,2002
2002-02-14,776,4.3,11.5,0.71,1.0267,1.02,0.0,6.9,1.9,-1.1,4.7,KASSEL,2002
2002-02-15,777,3.6,9.4,0.57,1.0311,1.11,0.0,9.2,1.4,-2.7,6.9,KASSEL,2002
2002-02-16,778,3.7,8.8,0.49,1.0288,1.14,0.0,9.2,3.1,-0.8,8.9,KASSEL,2002
2002-02-17,779,2.7,7.9,0.75,1.0214,0.92,0.0,5.5,1.4,-2.7,7.3,KASSEL,2002
2002-02-18,780,2.4,7.2,0.88,1.0179,0.33,0.04,0.1,1.9,-1.5,4.8,KASSEL,2002
2002-02-19,781,4.7,15.6,0.89,1.0141,0.33,0.94,1.8,2.3,0.8,5.4,KASSEL,2002
2002-02-20,782,3.9,15.5,0.95,0.9944,0.23,1.28,0.2,4.7,0.9,7.4,KASSEL,2002
2002-02-21,783,4.5,17.0,0.68,1.0109,1.04,0.05,5.9,0.0,-3.2,2.8,KASSEL,2002
2002-02-22,784,6.6,20.5,0.88,1.0035,0.15,1.53,0.0,0.7,-1.8,4.4,KASSEL,2002
2002-02-23,785,4.4,17.1,0.88,0.9965,0.68,1.04,2.7,2.2,0.0,5.9,KASSEL,2002
2002-02-24,786,4.4,16.6,0.87,1.006,1.03,0.29,4.9,0.9,-1.1,3.5,KASSEL,2002
2002-02-25,787,3.0,12.7,0.99,1.0034,0.32,0.43,0.0,3.0,0.1,8.7,KASSEL,2002
2002-02-26,788,6.0,22.0,0.84,0.9946,0.51,1.03,2.7,9.1,5.8,12.4,KASSEL,2002
2002-02-27,789,4.3,18.7,0.68,0.998,1.06,0.01,5.7,6.0,3.3,8.6,KASSEL,2002
2002-02-28,790,4.7,13.7,0.69,1.0011,0.83,0.01,2.7,5.2,2.9,7.7,KASSEL,2002
2002-03-01,791,3.4,12.1,0.81,1.0091,0.61,0.21,1.1,3.8,-1.0,8.5,KASSEL,2002
2002-03-02,792,1.5,7.8,0.76,1.0144,1.12,0.0,6.7,-0.1,-3.9,5.5,KASSEL,2002
2002-03-03,793,2.5,9.0,0.7,1.0172,0.56,0.0,0.1,2.5,-1.3,5.0,KASSEL,2002
2002-03-04,794,2.7,6.9,0.81,1.0195,0.39,0.0,0.0,4.4,2.3,6.3,KASSEL,2002
2002-03-05,795,1.6,6.2,0.8,1.0132,1.06,0.0,3.8,5.5,1.6,10.5,KASSEL,2002
2002-03-06,796,3.6,11.6,0.93,1.007,0.54,0.3,0.0,4.1,-0.1,7.6,KASSEL,2002
2002-03-07,797,4.8,18.2,0.76,1.01,0.67,0.22,1.5,7.8,3.8,10.5,KASSEL,2002
2002-03-08,798,2.9,8.2,0.71,1.0241,1.33,0.0,7.1,6.0,1.2,11.8,KASSEL,2002
2002-03-09,799,3.9,12.8,0.74,1.0124,0.48,0.19,0.3,6.5,3.0,9.1,KASSEL,2002
2002-03-10,800,5.2,16.9,0.58,1.0171,1.6,0.0,9.0,6.2,2.8,10.5,KASSEL,2002
2002-03-11,801,3.5,9.7,0.6,1.0175,1.42,0.0,7.5,7.8,1.7,15.1,KASSEL,2002
2002-03-12,802,1.2,3.3,0.72,1.016,0.73,0.04,1.5,9.3,3.8,15.4,KASSEL,2002
2002-03-13,803,2.8,10.7,0.95,1.015,0.47,0.61,0.0,6.6,0.8,10.0,KASSEL,2002
2002-03-14,804,4.5,12.0,0.91,1.0169,0.38,0.32,0.0,2.2,0.3,3.8,KASSEL,2002
2002-03-15,805,2.8,8.9,0.93,1.0181,0.49,0.0,0.0,1.8,0.9,3.2,KASSEL,2002
2002-03-16,806,1.3,5.3,0.93,1.0186,1.17,0.0,4.9,4.3,0.8,10.2,KASSEL,2002
2002-03-17,807,1.8,6.0,0.88,1.0137,0.93,0.0,0.9,7.5,1.5,14.2,KASSEL,2002
2002-03-18,808,4.5,16.6,0.79,1.0062,1.12,1.05,4.1,10.7,4.8,17.0,KASSEL,2002
2002-03-19,809,3.6,13.9,0.77,1.002,0.77,0.57,1.1,8.1,4.5,10.9,KASSEL,2002
2002-03-20,810,3.0,13.8,0.83,1.0107,1.08,0.82,2.6,9.0,5.3,14.4,KASSEL,2002
2002-03-21,811,3.2,14.4,0.82,1.0151,1.03,0.34,2.4,9.1,5.3,15.3,KASSEL,2002
2002-03-22,812,3.8,12.1,0.82,1.0201,0.89,0.37,1.9,5.8,2.8,9.2,KASSEL,2002
2002-03-23,813,4.3,12.3,0.78,1.0294,1.1,0.0,3.8,3.8,1.5,6.6,KASSEL,2002
2002-03-24,814,2.9,7.4,0.75,1.0342,0.69,0.02,0.2,2.7,1.3,5.3,KASSEL,2002
2002-03-25,815,1.6,5.6,0.65,1.0323,0.79,0.0,1.0,1.3,-1.4,3.5,KASSEL,2002
2002-03-26,816,1.3,4.7,0.65,1.0299,1.45,0.0,3.9,2.2,-1.0,7.3,KASSEL,2002
2002-03-27,817,1.9,6.1,0.65,1.0332,2.08,0.0,11.2,1.7,-2.7,7.0,KASSEL,2002
2002-03-28,818,1.8,6.1,0.6,1.0321,2.17,0.0,11.7,4.4,-3.5,12.5,KASSEL,2002
2002-03-29,819,1.5,5.2,0.53,1.0264,2.21,0.0,11.7,8.2,-0.4,16.8,KASSEL,2002
2002-03-30,820,1.2,5.1,0.64,1.0233,1.46,0.0,5.8,8.4,0.1,15.9,KASSEL,2002
2002-03-31,821,2.0,6.5,0.6,1.0196,1.87,0.0,8.6,9.4,3.1,16.7,KASSEL,2002
2002-04-01,822,1.4,6.8,0.61,1.0184,2.15,0.0,11.4,9.7,1.6,17.6,KASSEL,2002
2002-04-02,823,2.3,8.8,0.56,1.0184,1.99,0.0,10.1,11.5,2.8,19.1,KASSEL,2002
2002-04-03,824,4.1,12.6,0.44,1.0138,2.22,0.0,11.8,12.3,6.9,17.7,KASSEL,2002
2002-04-04,825,3.3,10.9,0.43,1.0114,2.11,0.0,10.6,9.3,3.5,15.7,KASSEL,2002
2002-04-05,826,4.4,13.1,0.42,1.0125,2.32,0.0,12.1,6.5,1.4,11.8,KASSEL,2002
2002-04-06,827,3.4,9.3,0.6,1.02,2.27,0.0,11.2,2.4,-2.1,7.8,KASSEL,2002
2002-04-07,828,1.8,7.5,0.56,1.0225,2.46,0.0,12.2,4.2,-3.7,11.3,KASSEL,2002
2002-04-08,829,3.2,10.2,0.47,1.0226,2.43,0.0,12.2,5.3,0.1,10.6,KASSEL,2002
2002-04-09,830,3.4,9.2,0.43,1.0205,2.02,0.0,10.4,6.4,1.3,12.0,KASSEL,2002
2002-04-10,831,4.4,12.1,0.56,1.0182,1.39,0.0,3.1,5.6,1.4,9.8,KASSEL,2002
2002-04-11,832,2.8,7.3,0.65,1.0095,1.05,0.0,2.1,7.1,4.6,11.1,KASSEL,2002
2002-04-12,833,4.2,11.5,0.67,1.0011,2.18,0.0,10.4,9.2,3.4,15.4,KASSEL,2002
2002-04-13,834,4.0,10.5,0.87,1.002,0.42,0.6,0.0,7.1,4.9,8.9,KASSEL,2002
2002-04-14,835,2.0,9.2,0.93,1.008,0.55,0.17,0.0,5.2,4.0,6.7,KASSEL,2002
2002-04-15,836,2.0,6.4,0.93,1.0122,0.89,0.48,0.4,5.6,2.5,8.5,KASSEL,2002
2002-04-16,837,2.0,5.8,0.96,1.0138,0.55,0.54,0.0,5.2,3.9,6.6,KASSEL,2002
2002-04-17,838,1.0,3.8,0.97,1.0158,0.49,0.16,0.0,5.8,4.4,7.7,KASSEL,2002
2002-04-18,839,2.6,8.4,0.83,1.0177,1.65,0.54,3.4,8.9,5.3,14.8,KASSEL,2002
2002-04-19,840,1.1,5.0,0.77,1.0209,1.21,0.0,2.1,8.9,5.7,13.3,KASSEL,2002
2002-04-20,841,2.2,9.0,0.75,1.0292,1.88,0.0,6.0,9.0,3.3,14.2,KASSEL,2002
2002-04-21,842,1.4,5.6,0.74,1.0358,2.47,0.0,10.3,10.2,2.6,17.3,KASSEL,2002
2002-04-22,843,1.1,6.5,0.68,1.0325,2.29,0.0,9.4,12.2,4.3,18.9,KASSEL,2002
2002-04-23,844,2.6,9.2,0.73,1.0283,1.17,0.22,1.6,12.8,9.0,17.1,KASSEL,2002
