date,days,cloud_cover,wind_speed,wind_gust,humidity,global_radiation,precipitation,sunshine,temp_mean,temp_min,temp_max,city
2002-07-10,922,4,3.7,27.4,0.6,2.89,0.44,11.6,23.7,13.9,32.5,DRESDEN
2002-07-11,923,4,3.0,8.0,0.69,1.95,0.02,5.8,16.9,13.2,22.2,DRESDEN
2002-07-12,924,4,2.9,7.7,0.55,2.87,0.0,12.3,20.1,12.8,26.0,DRESDEN
2002-07-13,925,6,3.5,11.7,0.6,2.21,0.13,7.9,21.3,13.6,27.2,DRESDEN
2002-07-14,926,7,3.1,8.0,0.82,1.75,0.0,3.1,19.9,17.2,24.1,DRESDEN
2002-07-15,927,8,2.5,5.5,0.84,0.77,0.0,0.0,18.7,16.4,21.4,DRESDEN
2002-07-16,928,7,2.8,11.2,0.86,1.49,1.03,2.3,20.0,16.6,27.5,DRESDEN
2002-07-17,929,8,2.5,6.6,0.96,0.49,0.34,0.0,18.2,16.9,19.9,DRESDEN
2002-07-18,930,8,5.8,12.4,0.85,0.82,0.0,0.1,16.3,13.6,18.2,DRESDEN
2002-07-19,931,8,5.1,10.8,0.85,1.05,0.01,0.3,14.7,12.4,18.8,DRESDEN
2002-07-20,932,6,2.8,7.2,0.77,1.82,0.0,5.8,17.2,13.9,22.0,DRESDEN
2002-07-21,933,3,4.4,12.0,0.65,2.68,0.12,11.3,19.9,13.8,28.1,DRESDEN
2002-07-22,934,6,6.7,15.8,0.63,1.89,0.0,5.2,16.4,13.4,20.1,DRESDEN
2002-07-23,935,7,4.7,11.1,0.61,1.39,0.09,2.3,17.3,12.1,21.3,DRESDEN
2002-07-24,936,7,4.9,12.3,0.78,1.23,0.22,0.7,17.1,13.2,22.0,DRESDEN
2002-07-25,937,7,3.8,11.7,0.72,1.32,0.0,1.8,14.8,12.1,18.0,DRESDEN
2002-07-26,938,8,3.2,8.7,0.8,0.7,0.03,0.1,15.2,12.1,17.4,DRESDEN
2002-07-27,939,6,1.9,5.8,0.81,1.42,0.0,3.0,18.3,15.1,22.8,DRESDEN
2002-07-28,940,1,3.1,8.3,0.59,3.16,0.0,13.4,22.4,12.9,29.5,DRESDEN
2002-07-29,941,1,2.8,7.8,0.54,2.62,0.0,10.8,25.1,16.9,32.0,DRESDEN
2002-07-30,942,2,3.7,10.7,0.47,2.97,0.0,13.4,26.0,19.4,31.8,DRESDEN
2002-07-31,943,4,2.1,9.1,0.59,2.6,0.0,10.3,24.5,18.4,31.5,DRESDEN
2002-08-01,944,6,2.6,11.8,0.84,1.28,3.15,5.2,21.1,18.1,28.6,DRESDEN
2002-08-02,945,5,3.3,9.1,0.79,1.82,0.0,5.3,19.9,15.8,23.3,DRESDEN
2002-08-03,946,2,2.0,5.3,0.65,2.96,0.0,13.8,20.5,13.9,26.5,DRESDEN
2002-08-04,947,6,2.8,13.9,0.77,1.82,0.56,6.3,18.7,15.8,24.9,DRESDEN
2002-08-05,948,6,2.2,7.1,0.88,1.21,0.57,2.4,17.6,14.7,21.9,DRESDEN
2002-08-06,949,4,2.5,5.5,0.68,2.61,0.0,9.2,19.0,12.8,24.2,DRESDEN
2002-08-07,950,7,2.9,9.0,0.78,1.7,0.17,3.4,19.4,16.5,22.5,DRESDEN
2002-08-08,951,7,1.8,5.6,0.86,1.2,0.02,1.2,18.2,15.0,22.4,DRESDEN
2002-08-09,952,6,1.6,6.9,0.77,1.92,0.0,5.2,19.3,15.0,24.7,DRESDEN
2002-08-10,953,4,3.3,9.3,0.7,2.31,0.0,10.5,20.8,14.0,26.3,DRESDEN
2002-08-11,954,6,2.7,9.6,0.74,1.92,1.09,6.1,20.8,17.1,25.5,DRESDEN
2002-08-12,955,8,6.2,19.1,0.98,0.63,15.8,0.0,17.1,15.9,18.5,DRESDEN
2002-08-13,956,8,7.5,16.2,0.94,0.26,1.28,0.0,15.5,14.8,16.7,DRESDEN
2002-08-14,957,7,3.9,10.2,0.89,0.64,0.0,0.1,16.6,14.1,19.1,DRESDEN
2002-08-15,958,7,2.6,8.5,0.82,1.96,0.0,5.5,19.5,16.0,23.4,DRESDEN
2002-08-16,959,6,2.2,6.1,0.76,2.3,0.0,9.4,20.5,17.0,24.2,DRESDEN
2002-08-17,960,4,2.1,9.3,0.76,2.21,0.0,8.3,20.9,16.2,27.5,DRESDEN
2002-08-18,961,5,2.6,8.7,0.72,2.03,0.02,9.0,21.8,15.6,27.4,DRESDEN
2002-08-19,962,1,3.9,8.6,0.63,2.46,0.0,11.7,23.3,16.8,29.4,DRESDEN
2002-08-20,963,0,4.0,8.3,0.53,2.55,0.0,12.1,23.3,18.6,28.3,DRESDEN
2002-08-21,964,2,3.7,9.1,0.64,2.5,0.0,11.0,20.9,14.9,26.7,DRESDEN
2002-08-22,965,3,2.0,7.2,0.74,2.02,0.0,8.5,19.1,13.5,24.1,DRESDEN
2002-08-23,966,3,2.9,9.0,0.69,2.45,0.0,11.2,20.3,13.9,27.5,DRESDEN
2002-08-24,967,4,3.1,8.8,0.64,2.2,0.0,10.0,21.6,14.5,27.4,DRESDEN
2002-08-25,968,5,2.0,7.7,0.7,2.17,0.0,9.6,22.1,18.1,27.1,DRESDEN
2002-08-26,969,2,3.0,10.9,0.64,2.3,0.0,11.2,22.6,16.2,29.1,DRESDEN
2002-08-27,970,3,3.8,10.3,0.58,2.22,0.0,11.6,22.9,17.0,28.1,DRESDEN
2002-08-28,971,2,3.2,8.5,0.75,2.23,0.0,11.2,20.9,16.6,25.7,DRESDEN
2002-08-29,972,3,2.6,5.6,0.81,2.08,0.0,9.6,20.3,15.5,25.5,DRESDEN
2002-08-30,973,3,2.3,4.9,0.78,2.04,0.0,8.6,20.8,15.3,25.8,DRESDEN
2002-08-31,974,5,2.5,11.4,0.83,1.53,0.65,6.4,20.7,16.3,27.4,DRESDEN
2002-09-01,975,6,3.8,9.7,0.7,1.56,0.0,5.0,16.2,11.8,18.8,DRESDEN
2002-09-02,976,3,2.8,9.4,0.68,2.13,0.0,10.4,15.1,9.7,20.5,DRESDEN
2002-09-03,977,4,3.8,11.6,0.65,1.9,0.0,8.7,17.7,10.2,24.0,DRESDEN
2002-09-04,978,3,4.2,10.2,0.62,2.15,0.0,10.4,20.5,16.3,26.3,DRESDEN
2002-09-05,979,7,2.8,7.3,0.84,0.83,1.08,0.6,16.3,13.5,20.1,DRESDEN
2002-09-06,980,3,2.1,5.5,0.8,1.95,0.0,8.7,16.6,12.2,21.2,DRESDEN
2002-09-07,981,5,2.5,5.9,0.74,1.59,0.0,5.6,17.7,12.2,23.3,DRESDEN
2002-09-08,982,2,3.6,8.5,0.66,2.13,0.0,11.6,19.4,13.0,25.1,DRESDEN
2002-09-09,983,1,4.0,10.5,0.65,1.99,0.0,10.6,20.6,15.1,26.1,DRESDEN
2002-09-10,984,4,3.0,12.8,0.81,1.13,0.94,5.3,17.7,13.9,25.0,DRESDEN
2002-09-11,985,6,2.5,8.3,0.82,1.09,0.0,2.8,16.2,12.2,21.1,DRESDEN
2002-09-12,986,0,3.8,10.0,0.6,2.24,0.0,12.3,13.7,7.8,18.8,DRESDEN
2002-09-13,987,1,2.2,6.8,0.64,2.1,0.0,11.5,13.4,5.8,20.0,DRESDEN
2002-09-14,988,5,4.7,12.5,0.84,1.44,0.68,5.1,14.0,8.6,19.8,DRESDEN
2002-09-15,989,6,4.3,11.6,0.81,1.1,0.11,2.2,11.8,8.9,17.3,DRESDEN
2002-09-16,990,7,3.3,8.6,0.79,1.26,0.11,2.2,11.5,8.5,14.3,DRESDEN
2002-09-17,991,8,4.2,9.6,0.9,0.66,0.06,0.7,13.0,10.9,15.1,DRESDEN
2002-09-18,992,7,4.1,10.4,0.8,0.89,0.0,0.9,13.6,9.7,16.2,DRESDEN
2002-09-19,993,7,2.3,5.9,0.78,1.39,0.0,3.4,13.4,9.2,18.0,DRESDEN
2002-09-20,994,7,1.9,6.3,0.83,0.7,0.01,0.1,13.1,10.6,16.1,DRESDEN
2002-09-21,995,7,2.8,9.1,0.82,0.84,0.0,0.7,12.7,10.3,15.5,DRESDEN
2002-09-22,996,7,2.5,7.5,0.88,0.91,0.29,1.5,11.0,8.9,15.5,DRESDEN
2002-09-23,997,8,4.2,12.4,0.96,0.28,0.06,0.0,8.5,5.5,10.7,DRESDEN
2002-09-24,998,6,4.5,15.9,0.76,1.24,0.0,2.8,6.5,1.9,11.3,DRESDEN
2002-09-25,999,7,2.4,5.9,0.78,0.58,0.05,0.0,7.8,5.5,10.0,DRESDEN
2002-09-26,1000,8,3.6,8.6,0.93,0.29,1.03,0.0,9.6,7.5,11.7,DRESDEN
2002-09-27,1001,7,4.2,10.3,0.87,0.96,0.02,2.6,9.0,5.6,11.4,DRESDEN
2002-09-28,1002,6,2.2,6.2,0.83,1.05,0.0,2.9,8.4,5.1,12.2,DRESDEN
2002-09-29,1003,6,2.5,5.2,0.85,1.06,0.0,2.8,10.4,6.6,14.7,DRESDEN
2002-09-30,1004,1,2.4,4.8,0.84,1.49,0.0,6.4,10.1,4.7,17.0,DRESDEN
2002-10-01,1005,4,2.5,5.8,0.79,1.52,0.0,8.3,11.4,6.5,17.3,DRESDEN
2002-10-02,1006,5,3.0,6.0,0.8,1.22,0.0,8.7,11.6,6.4,17.9,DRESDEN
2002-10-03,1007,7,3.8,7.8,0.84,0.93,0.17,2.2,13.1,8.4,17.5,DRESDEN
2002-10-04,1008,7,4.8,10.8,0.83,0.84,0.01,3.1,12.8,10.0,15.3,DRESDEN
2002-10-05,1009,7,6.1,11.5,0.8,0.95,0.48,3.3,11.3,9.4,14.3,DRESDEN
2002-10-06,1010,7,5.4,13.4,0.93,0.5,1.61,0.4,9.6,4.0,13.9,DRESDEN
2002-10-07,1011,7,3.2,10.0,0.92,0.76,0.59,2.1,5.0,3.6,8.3,DRESDEN
2002-10-08,1012,7,4.3,12.2,0.95,0.33,0.25,1.6,4.5,1.2,6.5,DRESDEN
2002-10-09,1013,7,3.9,8.8,0.83,1.06,0.0,4.1,7.6,5.6,10.2,DRESDEN
2002-10-10,1014,4,6.4,14.1,0.8,1.04,0.0,4.5,5.8,3.1,9.2,DRESDEN
2002-10-11,1015,3,6.1,15.4,0.68,1.07,0.0,5.6,4.2,0.6,8.5,DRESDEN
2002-10-12,1016,6,5.5,13.3,0.79,0.41,0.0,0.0,2.3,-0.8,4.0,DRESDEN
2002-10-13,1017,8,3.1,8.7,0.92,0.39,0.11,0.0,1.3,0.3,3.0,DRESDEN
2002-10-14,1018,7,4.7,9.6,0.86,0.54,0.01,1.2,7.2,1.0,12.5,DRESDEN
2002-10-15,1019,7,4.7,11.3,0.75,0.81,0.37,2.5,11.7,10.5,14.0,DRESDEN
2002-10-16,1020,7,4.1,8.6,0.89,0.39,0.67,0.2,13.2,10.7,15.8,DRESDEN
2002-10-17,1021,7,5.6,12.2,0.78,0.34,0.16,0.0,12.8,8.1,15.1,DRESDEN
2002-10-18,1022,5,6.0,12.8,0.78,0.72,0.22,2.7,7.6,4.8,10.3,DRESDEN
2002-10-19,1023,5,5.2,13.1,0.81,0.7,0.72,3.6,6.0,4.5,8.7,DRESDEN
2002-10-20,1024,5,4.2,10.1,0.79,0.94,0.0,4.4,5.2,0.8,9.1,DRESDEN
2002-10-21,1025,8,5.5,14.2,0.85,0.23,0.91,0.0,6.1,1.2,8.8,DRESDEN
2002-10-22,1026,7,4.4,9.3,0.94,0.25,0.4,0.6,10.5,7.0,13.4,DRESDEN
2002-10-23,1027,5,7.5,18.8,0.74,0.62,0.01,2.0,12.6,7.5,16.4,DRESDEN
2002-10-24,1028,4,5.4,13.0,0.73,0.85,0.02,5.3,6.5,2.5,10.3,DRESDEN
2002-10-25,1029,6,6.2,14.0,0.8,0.78,0.32,4.6,8.3,2.5,14.1,DRESDEN
2002-10-26,1030,6,10.1,23.9,0.64,0.67,0.06,2.7,11.2,9.0,13.9,DRESDEN
2002-10-27,1031,6,9.1,29.3,0.73,0.19,0.46,0.7,10.5,7.0,15.6,DRESDEN
2002-10-28,1032,6,11.1,30.6,0.77,0.57,0.45,2.2,7.3,4.1,10.0,DRESDEN
2002-10-29,1033,7,4.3,11.2,0.78,0.53,0.18,1.6,7.2,5.4,9.3,DRESDEN
2002-10-30,1034,8,2.9,8.4,0.83,0.34,0.01,0.2,7.1,6.2,8.0,DRESDEN
2002-10-31,1035,7,2.8,9.3,0.81,0.86,0.02,5.4,7.5,5.7,10.1,DRESDEN
2002-11-01,1036,6,2.9,9.9,0.87,0.64,0.45,3.2,7.1,2.5,11.0,DRESDEN
2002-11-02,1037,8,4.7,11.5,0.93,0.19,0.52,0.0,7.2,1.1,11.3,DRESDEN
2002-11-03,1038,6,5.7,12.9,0.84,0.53,0.88,1.4,2.6,-0.4,5.1,DRESDEN
2002-11-04,1039,8,3.2,8.8,0.96,0.16,0.16,0.0,0.9,-0.2,3.3,DRESDEN
2002-11-05,1040,6,3.0,7.1,0.79,0.64,0.0,3.2,-0.2,-2.3,2.0,DRESDEN
2002-11-06,1041,0,4.5,12.3,0.76,0.87,0.0,8.3,-1.6,-4.8,2.2,DRESDEN
2002-11-07,1042,3,4.8,12.7,0.76,0.82,0.07,7.3,-0.9,-4.1,2.2,DRESDEN
2002-11-08,1043,7,5.3,12.6,0.86,0.25,0.8,0.5,3.7,0.7,6.2,DRESDEN
2002-11-09,1044,8,8.9,19.9,0.88,0.29,0.78,0.7,3.9,1.2,8.2,DRESDEN
2002-11-10,1045,6,4.2,12.1,0.88,0.31,0.05,1.4,2.7,-0.3,5.2,DRESDEN
2002-11-11,1046,8,5.5,14.0,0.9,0.18,0.63,0.2,4.6,1.3,8.3,DRESDEN
2002-11-12,1047,7,3.6,7.8,0.84,0.67,0.0,5.1,7.5,4.5,11.6,DRESDEN
2002-11-13,1048,6,5.6,10.5,0.73,0.51,0.0,3.1,8.3,6.1,11.4,DRESDEN
2002-11-14,1049,6,5.8,14.4,0.84,0.56,0.0,3.0,6.8,4.4,9.1,DRESDEN
2002-11-15,1050,8,3.2,7.0,0.86,0.34,0.0,0.6,8.5,6.1,11.2,DRESDEN
2002-11-16,1051,7,4.1,12.4,0.77,0.37,0.0,0.7,11.8,6.3,15.6,DRESDEN
2002-11-17,1052,5,7.6,17.7,0.69,0.22,0.0,1.8,10.6,5.7,14.0,DRESDEN
2002-11-18,1053,7,3.1,7.1,0.86,0.44,0.41,2.9,6.5,2.5,11.3,DRESDEN
2002-11-19,1054,8,4.8,11.8,0.98,0.16,2.5,0.0,5.4,1.9,6.9,DRESDEN
2002-11-20,1055,4,2.3,7.3,0.89,0.51,0.0,3.7,1.5,-0.3,4.7,DRESDEN
2002-11-21,1056,5,6.0,12.8,0.87,0.57,0.0,5.7,4.7,0.9,8.1,DRESDEN
2002-11-22,1057,8,1.7,6.8,0.97,0.16,1.26,0.0,2.8,-0.5,5.6,DRESDEN
2002-11-23,1058,6,3.2,6.8,0.95,0.17,0.35,0.0,5.1,0.8,7.6,DRESDEN
2002-11-24,1059,6,6.1,11.5,0.89,0.56,0.0,4.6,5.1,0.3,8.0,DRESDEN
2002-11-25,1060,7,6.2,13.6,0.82,0.3,0.0,0.1,8.5,6.8,10.5,DRESDEN
2002-11-26,1061,8,3.2,8.1,0.87,0.18,0.0,0.0,8.5,6.9,10.0,DRESDEN
2002-11-27,1062,8,2.5,7.2,0.91,0.14,0.0,0.0,6.8,6.0,7.6,DRESDEN
2002-11-28,1063,7,4.3,9.4,0.87,0.2,0.0,0.0,7.8,6.5,9.5,DRESDEN
2002-11-29,1064,7,3.8,10.3,0.87,0.38,0.36,2.2,7.4,6.3,9.6,DRESDEN
2002-11-30,1065,8,2.3,8.0,0.96,0.05,2.76,0.0,4.7,2.8,6.3,DRESDEN
2002-12-01,1066,6,3.1,7.4,0.94,0.21,0.06,0.8,5.0,3.4,7.8,DRESDEN
2002-12-02,1067,6,4.9,15.8,0.85,0.23,0.0,1.5,4.4,2.7,5.9,DRESDEN
2002-12-03,1068,8,3.1,7.1,0.93,0.16,0.01,0.0,3.8,2.5,5.0,DRESDEN
2002-12-04,1069,8,2.5,4.7,0.97,0.1,0.0,0.0,2.1,1.8,2.6,DRESDEN
2002-12-05,1070,8,4.1,8.0,0.97,0.08,0.0,0.0,0.9,-1.4,2.1,DRESDEN
2002-12-06,1071,8,5.9,11.6,0.94,0.05,0.0,0.0,-1.5,-2.9,-0.5,DRESDEN
2002-12-07,1072,8,7.0,13.8,0.86,0.09,0.0,0.0,-5.0,-7.4,-2.7,DRESDEN
2002-12-08,1073,3,5.8,11.5,0.79,0.52,0.0,7.1,-7.4,-8.9,-4.2,DRESDEN
2002-12-09,1074,3,6.0,12.0,0.78,0.5,0.0,6.8,-8.7,-11.1,-6.6,DRESDEN
2002-12-10,1075,0,4.7,10.6,0.67,0.53,0.0,7.3,-7.1,-11.1,-3.2,DRESDEN
2002-12-11,1076,0,4.4,8.9,0.71,0.53,0.0,7.1,-7.1,-10.6,-1.9,DRESDEN
2002-12-12,1077,0,5.7,13.4,0.73,0.43,0.0,6.0,-6.1,-9.1,-3.4,DRESDEN
2002-12-13,1078,0,3.2,7.7,0.86,0.44,0.0,5.8,-6.3,-8.5,-2.5,DRESDEN
2002-12-14,1079,6,5.4,10.3,0.81,0.19,0.0,0.0,-4.4,-6.2,-2.5,DRESDEN
2002-12-15,1080,7,5.5,11.2,0.8,1.26,0.0,0.0,-2.6,-7.5,-1.1,DRESDEN
2002-12-16,1081,8,6.7,13.2,0.86,0.06,0.19,0.0,0.1,-1.7,1.8,DRESDEN
2002-12-17,1082,8,3.7,7.8,0.98,0.05,0.34,0.0,0.5,-1.3,2.2,DRESDEN
2002-12-18,1083,8,4.0,8.9,0.94,0.25,0.02,1.4,-1.0,-1.8,-0.5,DRESDEN
2002-12-19,1084,6,1.8,6.0,0.92,0.24,0.0,1.0,-0.9,-5.2,1.6,DRESDEN
2002-12-20,1085,5,3.5,9.0,0.89,0.48,0.0,6.3,-4.2,-7.1,0.0,DRESDEN
2002-12-21,1086,8,2.2,5.7,0.97,0.09,0.0,0.0,-0.2,-1.4,0.6,DRESDEN
2002-12-22,1087,8,4.5,12.8,0.92,0.19,1.2,0.0,-0.2,-1.1,0.8,DRESDEN
2002-12-23,1088,8,5.2,10.5,0.91,0.14,0.0,0.0,-2.2,-4.3,1.0,DRESDEN
2002-12-24,1089,8,7.6,14.0,0.77,0.21,0.0,0.0,-2.8,-4.5,-1.1,DRESDEN
2002-12-25,1090,6,7.7,13.8,0.82,0.34,0.0,3.7,-2.7,-3.6,-0.7,DRESDEN
2002-12-26,1091,5,9.2,16.5,0.86,0.42,0.0,4.7,-2.7,-4.1,-0.5,DRESDEN
2002-12-27,1092,6,8.3,14.4,0.87,0.19,0.01,0.0,-0.1,-1.4,1.5,DRESDEN
2002-12-28,1093,7,6.5,14.5,0.82,0.21,0.0,0.4,-0.2,-1.4,1.1,DRESDEN
2002-12-29,1094,8,5.0,12.1,0.85,0.2,0.92,0.2,4.5,0.7,6.5,DRESDEN
2002-12-30,1095,8,2.5,7.1,0.98,0.07,2.0,0.0,1.5,-1.8,4.4,DRESDEN
2002-12-31,1096,6,4.9,9.8,0.89,0.21,0.02,0.0,-5.1,-9.8,-1.8,DRESDEN
2003-01-01,1097,4,5.7,11.8,0.8,0.3,0.33,1.7,-6.3,-12.2,2.4,DRESDEN
2003-01-02,1098,7,6.5,13.4,0.85,0.18,0.74,0.0,6.9,2.3,9.6,DRESDEN
2003-01-03,1099,8,5.2,20.3,0.95,0.05,1.55,0.0,4.3,2.4,8.7,DRESDEN
2003-01-04,1100,7,2.9,6.2,0.94,0.16,0.0,0.0,-2.3,-6.8,3.5,DRESDEN
2003-01-05,1101,5,2.4,6.4,0.86,0.42,0.0,4.0,-6.3,-8.3,-3.0,DRESDEN
2003-01-06,1102,7,2.9,7.6,0.91,0.23,0.2,0.0,-5.0,-7.7,-3.5,DRESDEN
2003-01-07,1103,8,2.9,7.8,0.86,0.28,0.0,0.0,-10.8,-12.9,-7.6,DRESDEN
2003-01-08,1104,6,1.8,4.7,0.83,0.56,0.0,4.1,-13.2,-16.2,-11.4,DRESDEN
2003-01-09,1105,1,1.5,3.8,0.85,0.5,0.0,6.2,-14.9,-18.8,-11.9,DRESDEN
2003-01-10,1106,8,2.2,4.6,0.93,0.21,0.04,0.0,-8.2,-11.9,-4.8,DRESDEN
2003-01-11,1107,7,1.9,4.4,0.93,0.43,0.01,1.6,-6.2,-10.4,-4.6,DRESDEN
2003-01-12,1108,7,4.5,10.2,0.86,0.21,0.0,0.0,-4.5,-11.0,-0.9,DRESDEN
2003-01-13,1109,8,8.3,17.0,0.88,0.1,0.43,0.0,-0.6,-3.0,2.2,DRESDEN
2003-01-14,1110,8,8.5,16.8,0.88,0.1,0.01,0.0,4.0,2.1,5.4,DRESDEN
2003-01-15,1111,7,6.3,14.8,0.8,0.13,0.0,0.0,3.5,0.6,5.0,DRESDEN
2003-01-16,1112,7,7.1,15.0,0.77,0.24,0.0,0.7,3.7,2.1,5.1,DRESDEN
2003-01-17,1113,4,4.9,12.3,0.75,0.63,0.0,7.6,2.7,-0.1,6.3,DRESDEN
2003-01-18,1114,4,4.0,11.5,0.8,0.32,0.0,3.0,1.9,-1.1,5.2,DRESDEN
2003-01-19,1115,5,5.5,13.6,0.81,0.6,0.01,7.0,1.9,-0.8,4.6,DRESDEN
2003-01-20,1116,6,5.6,10.6,0.82,0.52,0.0,4.9,2.8,1.0,6.5,DRESDEN
2003-01-21,1117,6,9.2,16.1,0.8,0.55,0.0,4.3,-0.4,-2.8,2.0,DRESDEN
2003-01-22,1118,6,5.3,10.5,0.76,0.59,0.0,5.1,0.7,-2.3,4.6,DRESDEN
2003-01-23,1119,7,3.2,6.0,0.92,0.26,0.71,0.8,2.4,-0.3,5.2,DRESDEN
2003-01-24,1120,8,3.8,9.8,0.98,0.04,0.05,0.0,2.1,1.1,3.8,DRESDEN
2003-01-25,1121,5,2.7,7.1,0.88,0.21,0.15,1.4,0.9,-1.5,2.9,DRESDEN
2003-01-26,1122,8,4.5,9.4,0.86,0.26,0.0,0.0,1.8,-0.1,3.2,DRESDEN
2003-01-27,1123,8,6.8,13.2,0.92,0.09,0.41,0.0,5.4,2.4,8.8,DRESDEN
2003-01-28,1124,7,9.3,21.7,0.8,0.24,0.4,0.2,5.4,2.8,9.0,DRESDEN
2003-01-29,1125,7,6.3,16.3,0.89,0.14,0.41,0.0,1.4,-0.4,3.8,DRESDEN
2003-01-30,1126,6,3.4,10.2,0.94,0.38,0.15,0.2,-1.5,-4.6,0.1,DRESDEN
2003-01-31,1127,6,2.8,6.2,0.92,0.22,0.04,0.0,-3.9,-6.0,-2.8,DRESDEN
2003-02-01,1128,5,2.4,5.9,0.89,0.6,0.0,2.9,-6.4,-9.1,-3.6,DRESDEN
2003-02-02,1129,5,5.0,9.8,0.82,0.54,0.01,1.4,-4.5,-8.2,-0.9,DRESDEN
2003-02-03,1130,7,5.7,12.9,0.85,0.56,0.23,2.3,1.9,-1.1,4.3,DRESDEN
2003-02-04,1131,5,4.4,9.0,0.81,0.87,0.0,6.5,0.3,-1.4,2.2,DRESDEN
2003-02-05,1132,6,2.9,7.2,0.81,0.58,0.0,2.0,-0.6,-2.8,2.7,DRESDEN
2003-02-06,1133,8,5.0,11.9,0.87,0.32,0.06,0.0,-2.8,-4.4,-1.7,DRESDEN
2003-02-07,1134,7,2.7,8.1,0.81,0.73,0.1,3.6,-2.5,-5.1,-0.8,DRESDEN
2003-02-08,1135,5,2.4,6.0,0.88,0.63,0.13,2.2,-1.3,-5.7,1.8,DRESDEN
2003-02-09,1136,1,4.0,10.3,0.81,1.0,0.0,8.2,-4.4,-9.2,-0.9,DRESDEN
2003-02-10,1137,6,3.3,7.3,0.85,0.36,0.0,0.0,-4.0,-8.2,-2.3,DRESDEN
2003-02-11,1138,5,3.3,7.2,0.82,0.43,0.0,1.5,-4.0,-7.2,-2.1,DRESDEN
2003-02-12,1139,0,3.6,8.1,0.77,1.06,0.0,9.0,-6.5,-10.3,-2.5,DRESDEN
2003-02-13,1140,0,2.9,8.7,0.62,1.13,0.0,9.2,-7.6,-12.9,-1.5,DRESDEN
2003-02-14,1141,1,2.1,4.9,0.62,1.02,0.0,8.5,-7.1,-12.9,-1.9,DRESDEN
2003-02-15,1142,8,3.0,7.2,0.93,0.19,0.11,0.0,-3.8,-7.6,-1.8,DRESDEN
2003-02-16,1143,8,3.9,8.1,0.85,0.47,0.0,0.0,-4.9,-6.1,-3.7,DRESDEN
2003-02-17,1144,4,2.1,5.7,0.84,0.98,0.0,5.4,-7.0,-9.8,-3.1,DRESDEN
2003-02-18,1145,6,2.2,6.1,0.89,0.59,0.0,0.1,-7.7,-12.2,-4.5,DRESDEN
2003-02-19,1146,8,1.6,5.5,0.95,0.37,0.02,0.0,-4.0,-5.5,-2.7,DRESDEN
2003-02-20,1147,8,3.0,7.0,0.92,0.5,0.0,0.0,-2.8,-3.9,-1.0,DRESDEN
2003-02-21,1148,4,4.2,8.7,0.86,1.1,0.0,6.5,-2.0,-4.1,1.9,DRESDEN
2003-02-22,1149,0,5.5,13.3,0.72,1.28,0.0,9.3,0.6,-3.1,5.0,DRESDEN
2003-02-23,1150,0,4.3,10.6,0.57,1.36,0.0,9.9,1.3,-1.9,6.4,DRESDEN
2003-02-24,1151,0,3.1,7.1,0.57,1.35,0.0,9.9,1.3,-5.1,7.4,DRESDEN
2003-02-25,1152,0,4.7,8.3,0.37,1.44,0.0,10.0,3.9,-3.6,10.2,DRESDEN
2003-02-26,1153,1,6.1,12.9,0.49,1.39,0.0,9.9,2.6,-1.3,6.5,DRESDEN
2003-02-27,1154,2,5.0,10.8,0.58,1.34,0.0,9.1,3.7,-0.6,10.5,DRESDEN
2003-02-28,1155,5,2.5,5.9,0.71,1.04,0.0,5.3,3.3,-1.6,8.9,DRESDEN
2003-03-01,1156,8,2.7,6.0,0.74,0.7,0.0,1.1,6.0,2.6,11.1,DRESDEN
2003-03-02,1157,8,2.9,8.0,0.78,0.56,0.0,0.5,5.7,2.7,10.1,DRESDEN
2003-03-03,1158,8,2.1,4.2,0.94,0.25,0.0,0.0,1.6,-0.9,3.9,DRESDEN
2003-03-04,1159,8,1.6,4.1,0.9,0.33,0.0,0.0,0.3,-1.2,2.1,DRESDEN
2003-03-05,1160,4,3.6,7.6,0.81,1.23,0.0,5.3,2.7,-3.4,8.8,DRESDEN
2003-03-06,1161,5,6.7,13.9,0.59,1.26,0.09,6.1,1.6,-2.1,5.2,DRESDEN
2003-03-07,1162,7,2.8,7.1,0.93,0.22,0.2,0.0,2.0,-0.6,3.9,DRESDEN
2003-03-08,1163,4,5.3,12.5,0.77,0.91,0.13,4.1,4.5,-1.0,9.1,DRESDEN
2003-03-09,1164,8,6.4,13.8,0.8,0.4,0.11,0.0,6.9,5.1,8.9,DRESDEN
2003-03-10,1165,6,4.4,10.4,0.63,1.54,0.0,9.4,10.1,5.0,15.0,DRESDEN
2003-03-11,1166,7,4.9,20.3,0.65,0.63,0.99,1.0,10.8,5.9,14.4,DRESDEN
2003-03-12,1167,8,6.5,17.4,0.9,0.7,0.84,0.8,6.4,4.1,9.1,DRESDEN
2003-03-13,1168,6,5.3,13.0,0.68,1.21,0.0,5.1,2.1,-0.5,4.6,DRESDEN
2003-03-14,1169,8,3.2,8.3,0.81,0.43,0.0,0.0,0.6,-1.0,2.1,DRESDEN
2003-03-15,1170,4,2.9,8.0,0.74,1.52,0.0,8.2,2.4,-0.9,6.3,DRESDEN
2003-03-16,1171,2,2.4,6.7,0.82,1.67,0.0,10.2,2.3,-2.6,6.8,DRESDEN
2003-03-17,1172,6,4.0,10.2,0.81,1.21,0.0,4.9,2.7,-0.9,7.0,DRESDEN
