date,days,cloud_cover,wind_speed,humidity,pressure,global_radiation,precipitation,sunshine,temp_mean,temp_min,temp_max,city,year
2002-08-07,950,6,2.0,0.65,1.0086,1.61,0.01,4.3,19.7,15.9,24.7,LJUBLJANA,2002
2002-08-08,951,5,0.9,0.67,1.0105,2.18,0.0,7.7,21.3,16.3,26.6,LJUBLJANA,2002
2002-08-09,952,6,1.0,0.88,1.0088,2.0,0.29,8.3,17.8,16.2,23.8,LJUBLJANA,2002
2002-08-10,953,7,1.1,0.89,1.0068,1.46,2.59,4.6,17.5,15.0,23.5,LJUBLJANA,2002
2002-08-11,954,7,1.6,0.89,1.0006,0.49,3.73,1.2,16.9,16.5,19.4,LJUBLJANA,2002
2002-08-12,955,6,1.3,0.88,1.0048,0.86,0.22,0.6,17.0,15.0,21.0,LJUBLJANA,2002
2002-08-13,956,3,0.8,0.66,1.0127,1.87,0.0,6.8,19.5,14.3,27.1,LJUBLJANA,2002
2002-08-14,957,2,0.8,0.67,1.0158,2.66,0.0,10.4,19.7,11.5,27.5,LJUBLJANA,2002
2002-08-15,958,3,0.9,0.66,1.0157,2.68,0.0,10.5,20.8,14.2,27.4,LJUBLJANA,2002
2002-08-16,959,4,1.2,0.71,1.0157,2.51,0.0,8.8,20.6,14.7,27.2,LJUBLJANA,2002
2002-08-17,960,3,0.6,0.76,1.0147,1.9,0.19,7.6,20.4,15.7,27.4,LJUBLJANA,2002
2002-08-18,961,3,1.7,0.7,1.0156,2.51,0.0,10.7,21.4,16.1,28.7,LJUBLJANA,2002
2002-08-19,962,3,1.1,0.7,1.0187,2.21,0.0,10.3,21.8,15.7,28.1,LJUBLJANA,2002
2002-08-20,963,4,1.3,0.71,1.0178,2.53,0.42,11.0,20.8,15.5,28.1,LJUBLJANA,2002
2002-08-21,964,7,1.0,0.93,1.0162,0.99,1.49,0.3,17.0,15.9,19.9,LJUBLJANA,2002
2002-08-22,965,5,1.2,0.84,1.0171,1.46,0.54,5.1,17.8,14.9,22.7,LJUBLJANA,2002
2002-08-23,966,5,0.8,0.76,1.0189,2.33,0.0,9.6,20.0,14.5,26.5,LJUBLJANA,2002
2002-08-24,967,3,0.9,0.75,1.0198,2.23,0.0,7.4,20.7,15.4,28.1,LJUBLJANA,2002
2002-08-25,968,5,0.9,0.76,1.0208,2.09,0.0,7.2,21.6,15.5,28.5,LJUBLJANA,2002
2002-08-26,969,6,0.6,0.78,1.0188,1.77,0.12,7.1,20.6,16.2,27.8,LJUBLJANA,2002
2002-08-27,970,6,0.9,0.82,1.0158,1.45,0.01,3.7,20.0,16.6,25.4,LJUBLJANA,2002
2002-08-28,971,5,1.1,0.81,1.0137,1.48,0.83,4.5,20.0,16.7,25.0,LJUBLJANA,2002
2002-08-29,972,5,1.7,0.76,1.0148,1.28,0.0,4.3,19.2,17.0,23.7,LJUBLJANA,2002
2002-08-30,973,6,1.4,0.74,1.0188,2.1,0.0,9.4,20.5,14.8,27.5,LJUBLJANA,2002
2002-08-31,974,2,1.1,0.71,1.0167,2.35,0.0,10.0,20.6,15.0,27.4,LJUBLJANA,2002
2002-09-01,975,6,2.1,0.69,1.0189,1.69,0.0,6.0,19.8,16.5,24.5,LJUBLJANA,2002
2002-09-02,976,5,1.4,0.71,1.0232,2.01,0.0,9.9,18.8,13.6,24.3,LJUBLJANA,2002
2002-09-03,977,6,0.9,0.72,1.0211,1.48,0.0,5.1,19.0,15.3,23.2,LJUBLJANA,2002
2002-09-04,978,5,0.5,0.78,1.0181,1.75,0.0,5.4,18.2,15.2,24.6,LJUBLJANA,2002
2002-09-05,979,7,1.1,0.81,1.0161,1.19,0.0,2.0,17.7,13.9,22.2,LJUBLJANA,2002
2002-09-06,980,6,0.7,0.9,1.0172,0.67,0.0,0.0,17.2,15.6,20.1,LJUBLJANA,2002
2002-09-07,981,4,0.9,0.78,1.0161,1.88,0.0,8.5,17.7,13.2,22.7,LJUBLJANA,2002
2002-09-08,982,4,0.8,0.78,1.0159,1.93,0.0,6.7,18.7,12.4,26.1,LJUBLJANA,2002
2002-09-09,983,4,1.3,0.72,1.0158,1.93,0.0,7.9,19.8,14.9,26.2,LJUBLJANA,2002
2002-09-10,984,3,1.1,0.79,1.0149,2.03,0.89,9.4,18.7,13.9,27.1,LJUBLJANA,2002
2002-09-11,985,5,0.7,0.87,1.0193,0.84,0.02,0.9,16.5,15.3,20.0,LJUBLJANA,2002
2002-09-12,986,1,1.3,0.65,1.0194,2.29,0.0,10.7,15.5,12.9,21.6,LJUBLJANA,2002
2002-09-13,987,1,0.9,0.7,1.0219,2.16,0.0,11.1,12.1,6.4,18.8,LJUBLJANA,2002
2002-09-14,988,1,0.8,0.73,1.0177,2.13,0.0,10.5,12.7,6.7,20.2,LJUBLJANA,2002
2002-09-15,989,3,1.4,0.78,1.0147,1.73,0.0,7.6,12.3,6.8,18.7,LJUBLJANA,2002
2002-09-16,990,6,0.5,0.67,1.0176,2.03,0.0,8.7,13.3,6.9,20.6,LJUBLJANA,2002
2002-09-17,991,2,2.3,0.69,1.0163,2.16,0.0,10.5,15.6,9.4,22.2,LJUBLJANA,2002
2002-09-18,992,3,2.0,0.73,1.0161,1.84,0.0,9.6,17.1,11.4,23.7,LJUBLJANA,2002
2002-09-19,993,6,1.7,0.78,1.017,1.2,0.0,3.8,18.5,11.3,23.9,LJUBLJANA,2002
2002-09-20,994,6,2.0,0.8,1.0159,1.19,0.2,5.3,19.2,15.3,23.5,LJUBLJANA,2002
2002-09-21,995,8,1.1,0.88,1.0154,0.42,1.16,0.0,14.7,13.4,19.1,LJUBLJANA,2002
2002-09-22,996,8,0.7,0.93,1.0074,0.32,0.61,0.0,12.7,12.2,14.3,LJUBLJANA,2002
2002-09-23,997,8,0.8,0.93,1.0056,0.16,3.45,0.0,10.4,9.5,12.3,LJUBLJANA,2002
2002-09-24,998,8,1.2,0.9,1.0076,0.33,1.1,0.0,10.6,8.8,12.2,LJUBLJANA,2002
2002-09-25,999,8,1.4,0.94,1.0119,0.22,1.32,0.0,9.6,9.0,10.7,LJUBLJANA,2002
2002-09-26,1000,6,0.7,0.77,1.0138,1.92,0.0,8.6,10.7,8.5,15.3,LJUBLJANA,2002
2002-09-27,1001,6,0.9,0.78,1.0178,1.28,0.0,4.4,12.0,6.9,17.3,LJUBLJANA,2002
2002-09-28,1002,5,1.6,0.7,1.0253,1.44,0.0,6.7,10.2,5.9,15.6,LJUBLJANA,2002
2002-09-29,1003,2,1.1,0.68,1.0284,1.8,0.0,7.9,10.3,6.5,17.2,LJUBLJANA,2002
2002-09-30,1004,0,0.9,0.74,1.0284,1.91,0.0,10.0,10.0,3.5,18.1,LJUBLJANA,2002
2002-10-01,1005,3,0.6,0.8,1.0263,1.58,0.0,7.1,10.5,5.3,18.4,LJUBLJANA,2002
2002-10-02,1006,4,0.6,0.78,1.0262,1.47,0.0,6.6,11.5,5.5,19.3,LJUBLJANA,2002
2002-10-03,1007,7,1.1,0.76,1.0239,1.05,0.0,2.9,13.0,7.6,17.4,LJUBLJANA,2002
2002-10-04,1008,8,0.6,0.87,1.023,0.64,0.01,0.1,12.1,7.8,15.4,LJUBLJANA,2002
2002-10-05,1009,6,1.0,0.81,1.0219,0.74,0.0,2.5,12.2,10.8,16.1,LJUBLJANA,2002
2002-10-06,1010,7,0.9,0.82,1.0117,0.79,0.15,1.6,11.2,8.1,14.6,LJUBLJANA,2002
2002-10-07,1011,6,1.4,0.78,1.0148,1.09,0.03,6.3,11.3,9.0,15.4,LJUBLJANA,2002
2002-10-08,1012,6,1.1,0.82,1.0152,0.89,0.57,2.6,8.3,6.5,12.8,LJUBLJANA,2002
2002-10-09,1013,8,1.0,0.92,1.0172,0.2,0.37,0.0,8.8,7.4,9.2,LJUBLJANA,2002
2002-10-10,1014,8,0.7,0.95,1.0129,0.31,2.0,0.0,10.1,8.5,11.5,LJUBLJANA,2002
2002-10-11,1015,8,0.3,0.95,1.0096,0.17,3.59,0.0,11.1,10.2,11.8,LJUBLJANA,2002
2002-10-12,1016,8,1.2,0.92,1.0077,0.2,0.13,0.0,9.7,8.8,11.2,LJUBLJANA,2002
2002-10-13,1017,6,1.3,0.81,1.0151,0.86,0.0,2.8,9.1,7.8,12.2,LJUBLJANA,2002
2002-10-14,1018,5,0.6,0.78,1.018,1.38,0.0,7.9,10.7,6.5,16.3,LJUBLJANA,2002
2002-10-15,1019,8,1.3,0.79,1.0165,0.74,0.03,1.1,14.5,8.3,18.4,LJUBLJANA,2002
2002-10-16,1020,7,2.2,0.76,1.013,0.45,0.0,1.3,17.1,14.9,19.2,LJUBLJANA,2002
2002-10-17,1021,7,4.6,0.77,1.0047,0.67,0.53,3.0,17.7,15.5,20.4,LJUBLJANA,2002
2002-10-18,1022,4,0.9,0.78,1.0107,0.82,1.66,4.8,10.9,8.1,17.8,LJUBLJANA,2002
2002-10-19,1023,6,0.7,0.9,1.0184,0.39,0.04,0.7,7.6,5.8,11.4,LJUBLJANA,2002
2002-10-20,1024,6,0.8,0.84,1.0215,1.07,0.0,5.7,7.9,4.5,12.8,LJUBLJANA,2002
2002-10-21,1025,7,1.8,0.77,1.0157,0.73,1.75,3.4,12.6,3.7,17.7,LJUBLJANA,2002
2002-10-22,1026,7,1.0,0.91,1.0062,0.47,3.09,1.9,14.0,12.0,16.8,LJUBLJANA,2002
2002-10-23,1027,6,1.2,0.87,1.0061,0.55,4.42,3.4,14.4,12.5,17.9,LJUBLJANA,2002
2002-10-24,1028,5,0.8,0.82,1.0183,0.73,0.37,3.7,8.5,6.8,13.5,LJUBLJANA,2002
2002-10-25,1029,7,0.5,0.82,1.0169,0.67,0.04,3.3,11.1,4.7,13.5,LJUBLJANA,2002
2002-10-26,1030,5,1.3,0.73,1.0175,0.87,0.02,6.9,14.4,12.5,18.9,LJUBLJANA,2002
2002-10-27,1031,5,1.3,0.75,1.0197,0.82,0.0,5.6,13.8,8.1,18.1,LJUBLJANA,2002
2002-10-28,1032,2,1.7,0.58,1.0242,1.31,0.0,8.7,10.7,7.8,18.0,LJUBLJANA,2002
2002-10-29,1033,3,0.8,0.67,1.0264,1.19,0.0,8.1,9.9,0.9,15.8,LJUBLJANA,2002
2002-10-30,1034,5,2.0,0.63,1.0178,1.04,0.0,6.9,11.9,8.5,17.5,LJUBLJANA,2002
2002-10-31,1035,8,1.0,0.86,1.0211,0.37,0.0,0.4,10.4,8.3,12.0,LJUBLJANA,2002
2002-11-01,1036,6,1.0,0.82,1.0219,0.93,0.0,5.6,12.4,8.9,17.7,LJUBLJANA,2002
2002-11-02,1037,8,1.3,0.8,1.0157,0.16,0.0,0.0,12.4,8.5,14.9,LJUBLJANA,2002
2002-11-03,1038,8,0.8,0.93,1.013,0.18,2.57,0.0,8.9,6.1,12.3,LJUBLJANA,2002
2002-11-04,1039,6,1.0,0.84,1.012,0.75,0.06,2.9,8.8,7.8,12.6,LJUBLJANA,2002
2002-11-05,1040,7,2.3,0.77,1.0196,0.63,0.01,2.2,5.9,3.7,11.6,LJUBLJANA,2002
2002-11-06,1041,7,1.9,0.64,1.0254,0.36,0.0,0.8,1.5,1.0,3.7,LJUBLJANA,2002
2002-11-07,1042,4,0.8,0.73,1.0151,0.95,0.0,6.2,1.2,-0.6,5.0,LJUBLJANA,2002
2002-11-08,1043,4,0.8,0.78,1.0181,0.83,0.0,4.7,2.1,-2.5,6.6,LJUBLJANA,2002
2002-11-09,1044,6,1.1,0.73,1.0063,0.77,0.0,3.8,4.8,-2.8,9.6,LJUBLJANA,2002
2002-11-10,1045,2,0.7,0.65,1.0124,1.02,0.01,7.4,5.6,-0.2,13.1,LJUBLJANA,2002
2002-11-11,1046,7,1.5,0.79,1.011,0.14,0.0,0.0,8.6,1.7,12.2,LJUBLJANA,2002
2002-11-12,1047,6,1.0,0.82,1.0183,0.74,0.48,4.4,8.2,2.4,12.6,LJUBLJANA,2002
2002-11-13,1048,8,0.8,0.91,1.0118,0.21,0.44,0.0,10.7,8.0,12.6,LJUBLJANA,2002
2002-11-14,1049,6,2.8,0.71,1.0039,0.57,0.0,2.4,15.7,10.2,17.9,LJUBLJANA,2002
2002-11-15,1050,5,1.8,0.81,1.0051,0.5,0.0,1.2,13.9,10.4,19.4,LJUBLJANA,2002
2002-11-16,1051,8,1.6,0.78,1.007,0.38,0.09,0.1,15.3,9.6,19.9,LJUBLJANA,2002
2002-11-17,1052,6,1.0,0.78,1.0156,0.68,2.41,5.6,13.2,9.8,18.5,LJUBLJANA,2002
2002-11-18,1053,8,0.7,0.94,1.0137,0.15,1.4,0.0,12.0,10.4,13.2,LJUBLJANA,2002
2002-11-19,1054,6,1.4,0.86,1.0119,0.36,0.27,1.7,9.5,8.1,13.3,LJUBLJANA,2002
2002-11-20,1055,5,1.2,0.74,1.0169,0.59,0.02,5.0,10.7,5.4,14.4,LJUBLJANA,2002
2002-11-21,1056,6,0.7,0.85,1.0106,0.53,0.38,3.2,11.7,8.4,16.3,LJUBLJANA,2002
2002-11-22,1057,8,1.4,0.91,1.0025,0.11,2.1,0.0,9.9,8.4,11.3,LJUBLJANA,2002
2002-11-23,1058,4,0.5,0.83,1.0151,0.71,0.05,5.5,9.2,5.8,13.7,LJUBLJANA,2002
2002-11-24,1059,7,1.2,0.85,1.0179,0.5,0.05,2.5,11.2,6.9,15.9,LJUBLJANA,2002
2002-11-25,1060,6,0.7,0.92,1.0138,0.23,0.06,0.0,10.7,8.5,12.4,LJUBLJANA,2002
2002-11-26,1061,7,0.5,0.9,1.0158,0.3,0.01,0.1,11.3,8.6,14.3,LJUBLJANA,2002
2002-11-27,1062,8,0.5,0.94,1.0191,0.21,0.02,0.0,9.9,9.3,11.5,LJUBLJANA,2002
2002-11-28,1063,8,0.7,0.97,1.0194,0.15,0.03,0.0,7.8,7.2,9.3,LJUBLJANA,2002
2002-11-29,1064,8,0.3,0.93,1.015,0.2,1.43,0.1,9.8,7.1,10.8,LJUBLJANA,2002
2002-11-30,1065,8,0.5,0.93,1.0184,0.15,0.51,0.0,7.6,6.4,10.2,LJUBLJANA,2002
2002-12-01,1066,7,0.7,0.88,1.0185,0.4,0.02,0.5,6.8,5.4,8.6,LJUBLJANA,2002
2002-12-02,1067,8,1.5,0.83,1.0074,0.14,1.31,0.0,4.5,2.5,7.3,LJUBLJANA,2002
2002-12-03,1068,8,0.6,0.91,1.0107,0.12,0.08,0.0,3.2,0.8,3.8,LJUBLJANA,2002
2002-12-04,1069,8,1.6,0.86,1.0112,0.08,0.12,0.0,6.7,3.2,8.1,LJUBLJANA,2002
2002-12-05,1070,8,1.9,0.86,1.0112,0.1,0.22,0.0,7.4,6.0,8.5,LJUBLJANA,2002
2002-12-06,1071,8,2.1,0.86,1.0176,0.1,0.15,0.0,6.0,5.3,7.7,LJUBLJANA,2002
2002-12-07,1072,8,1.7,0.78,1.0209,0.1,0.0,0.0,4.2,3.0,5.7,LJUBLJANA,2002
2002-12-08,1073,8,3.2,0.71,1.0266,0.23,0.01,0.0,0.5,-0.5,3.2,LJUBLJANA,2002
2002-12-09,1074,8,3.6,0.69,1.0301,0.25,0.0,0.3,-2.4,-3.2,-0.4,LJUBLJANA,2002
2002-12-10,1075,6,2.2,0.62,1.0326,0.49,0.0,1.8,-4.7,-5.5,-2.6,LJUBLJANA,2002
2002-12-11,1076,8,0.9,0.77,1.0325,0.21,0.18,0.0,-4.6,-6.1,-3.5,LJUBLJANA,2002
2002-12-12,1077,8,0.7,0.92,1.0323,0.08,0.1,0.0,-3.3,-4.9,-2.6,LJUBLJANA,2002
2002-12-13,1078,8,0.6,0.89,1.0278,0.16,0.42,0.0,-0.7,-2.8,0.1,LJUBLJANA,2002
2002-12-14,1079,8,0.9,0.91,1.0277,0.15,0.0,0.0,0.2,-0.6,0.5,LJUBLJANA,2002
2002-12-15,1080,8,0.7,0.93,1.0247,0.13,0.69,0.0,-0.6,-0.6,0.3,LJUBLJANA,2002
2002-12-16,1081,8,0.7,0.91,1.0235,0.36,0.23,0.3,0.5,-0.8,2.1,LJUBLJANA,2002
2002-12-17,1082,8,0.9,0.95,1.0214,0.13,0.17,0.0,1.0,0.0,1.7,LJUBLJANA,2002
2002-12-18,1083,8,1.1,0.92,1.0244,0.19,0.0,0.0,1.6,0.2,2.7,LJUBLJANA,2002
2002-12-19,1084,7,1.3,0.75,1.0327,0.58,0.0,4.7,1.6,-0.7,3.5,LJUBLJANA,2002
2002-12-20,1085,4,1.1,0.78,1.0278,0.53,0.0,4.4,-0.5,-1.7,2.3,LJUBLJANA,2002
2002-12-21,1086,7,1.5,0.81,1.0232,0.17,0.0,0.0,2.7,-3.5,4.7,LJUBLJANA,2002
2002-12-22,1087,6,1.3,0.78,1.0209,0.39,0.0,1.6,4.5,-0.8,6.2,LJUBLJANA,2002
2002-12-23,1088,7,1.7,0.75,1.0174,0.41,0.0,1.5,7.4,5.6,10.1,LJUBLJANA,2002
2002-12-24,1089,8,1.3,0.89,1.0222,0.09,0.0,0.0,2.1,1.2,6.3,LJUBLJANA,2002
2002-12-25,1090,8,1.0,0.83,1.0257,0.13,0.0,0.0,-0.7,-1.6,1.2,LJUBLJANA,2002
2002-12-26,1091,8,0.8,0.85,1.0236,0.15,0.02,0.0,-0.4,-1.5,0.4,LJUBLJANA,2002
2002-12-27,1092,8,0.8,0.91,1.0158,0.09,0.16,0.0,3.6,-0.5,5.6,LJUBLJANA,2002
2002-12-28,1093,8,0.4,0.93,1.0048,0.23,0.69,0.2,8.4,5.6,9.8,LJUBLJANA,2002
2002-12-29,1094,8,0.9,0.94,1.0101,0.17,0.0,0.0,7.5,6.8,8.7,LJUBLJANA,2002
2002-12-30,1095,6,1.6,0.73,1.0088,0.4,0.03,0.6,9.8,4.4,11.8,LJUBLJANA,2002
2002-12-31,1096,8,1.6,0.88,1.0069,0.07,1.04,0.0,8.5,7.6,11.6,LJUBLJANA,2002
2003-01-01,1097,8,1.2,0.72,1.0171,0.31,0.0,0.0,1.8,0.7,8.1,LJUBLJANA,2003
2003-01-02,1098,7,1.3,0.9,1.0063,0.11,0.85,0.0,5.1,-0.2,8.7,LJUBLJANA,2003
2003-01-03,1099,5,1.3,0.79,1.0029,0.61,0.0,5.1,6.9,3.8,12.0,LJUBLJANA,2003
2003-01-04,1100,5,0.6,0.8,1.0029,0.54,0.25,3.8,6.9,2.0,11.3,LJUBLJANA,2003
2003-01-05,1101,8,1.2,0.94,1.0048,0.15,1.45,0.0,0.4,-1.8,7.2,LJUBLJANA,2003
2003-01-06,1102,6,0.7,0.84,1.0136,0.22,1.33,0.0,-2.6,-4.8,-1.2,LJUBLJANA,2003
2003-01-07,1103,7,1.8,0.84,1.0087,0.23,0.35,0.0,-4.8,-6.0,-2.1,LJUBLJANA,2003
2003-01-08,1104,8,0.8,0.89,1.0181,0.29,0.43,0.0,-5.6,-8.1,-4.6,LJUBLJANA,2003
2003-01-09,1105,8,1.1,0.87,1.0153,0.23,0.69,0.0,-7.3,-8.1,-4.8,LJUBLJANA,2003
2003-01-10,1106,8,1.3,0.85,1.0192,0.24,0.12,0.0,-5.8,-8.2,-4.5,LJUBLJANA,2003
2003-01-11,1107,4,2.2,0.7,1.0296,0.68,0.0,4.7,-6.0,-10.2,-1.6,LJUBLJANA,2003
2003-01-12,1108,1,1.1,0.79,1.0345,0.86,0.0,7.8,-10.8,-14.8,-5.3,LJUBLJANA,2003
2003-01-13,1109,4,0.7,0.78,1.0332,0.68,0.0,4.7,-8.8,-16.2,-6.1,LJUBLJANA,2003
2003-01-14,1110,2,0.6,0.78,1.0333,0.78,0.0,6.2,-2.9,-8.9,2.6,LJUBLJANA,2003
2003-01-15,1111,3,0.7,0.86,1.0322,0.56,0.0,4.3,-2.4,-6.5,2.9,LJUBLJANA,2003
2003-01-16,1112,5,0.7,0.87,1.03,0.52,0.0,2.3,-1.4,-6.6,3.1,LJUBLJANA,2003
2003-01-17,1113,6,0.8,0.91,1.0321,0.55,0.0,3.5,-1.5,-3.6,3.5,LJUBLJANA,2003
2003-01-18,1114,3,0.6,0.9,1.0249,0.6,0.0,4.1,-2.3,-4.2,1.9,LJUBLJANA,2003
2003-01-19,1115,8,0.6,0.96,1.0211,0.44,0.0,1.5,-4.6,-5.4,-1.8,LJUBLJANA,2003
2003-01-20,1116,6,0.6,0.91,1.0191,0.55,0.0,2.0,-4.8,-7.0,-1.4,LJUBLJANA,2003
2003-01-21,1117,8,0.5,0.95,1.0092,0.11,1.34,0.0,-1.2,-6.0,0.7,LJUBLJANA,2003
2003-01-22,1118,7,0.4,0.93,1.0046,0.36,0.21,0.3,2.4,0.6,4.6,LJUBLJANA,2003
2003-01-23,1119,8,0.3,0.95,1.0161,0.2,0.0,0.0,1.5,0.7,2.7,LJUBLJANA,2003
2003-01-24,1120,6,0.8,0.86,1.0275,0.56,0.0,3.3,1.8,-0.8,4.8,LJUBLJANA,2003
2003-01-25,1121,7,1.8,0.73,1.0314,0.43,0.0,0.0,3.7,1.8,5.4,LJUBLJANA,2003
2003-01-26,1122,5,1.6,0.73,1.0283,0.88,0.0,6.1,3.1,1.2,8.0,LJUBLJANA,2003
2003-01-27,1123,6,1.2,0.81,1.0255,0.58,0.0,1.8,1.0,-2.0,4.3,LJUBLJANA,2003
2003-01-28,1124,6,0.6,0.82,1.0129,0.66,0.0,2.5,2.0,-1.5,6.0,LJUBLJANA,2003
2003-01-29,1125,4,0.8,0.84,1.0038,0.46,0.0,0.0,0.1,-1.5,3.4,LJUBLJANA,2003
2003-01-30,1126,7,1.3,0.85,1.0007,0.71,0.48,2.5,0.4,-3.7,3.9,LJUBLJANA,2003
2003-01-31,1127,5,1.2,0.76,1.0057,0.88,0.0,4.9,1.3,0.0,5.4,LJUBLJANA,2003
2003-02-01,1128,1,2.1,0.6,1.0186,1.1,0.0,7.9,-1.3,-4.5,3.3,LJUBLJANA,2003
2003-02-02,1129,5,0.8,0.63,1.0189,0.83,0.0,4.2,-3.8,-6.4,-0.9,LJUBLJANA,2003
2003-02-03,1130,6,2.2,0.63,1.0101,0.87,2.57,4.5,-0.1,-8.3,4.0,LJUBLJANA,2003
2003-02-04,1131,8,0.2,0.95,0.9913,0.36,2.34,0.0,0.7,0.1,1.8,LJUBLJANA,2003
2003-02-05,1132,3,1.1,0.76,0.9976,1.12,0.0,6.4,0.3,-1.3,5.0,LJUBLJANA,2003
2003-02-06,1133,3,0.5,0.79,1.0124,1.07,0.0,6.7,-1.6,-7.6,5.7,LJUBLJANA,2003
2003-02-07,1134,6,0.6,0.72,1.0239,0.88,0.0,4.5,-2.2,-8.8,3.9,LJUBLJANA,2003
2003-02-08,1135,8,0.7,0.82,1.0237,0.64,0.06,0.9,-0.9,-3.2,2.4,LJUBLJANA,2003
2003-02-09,1136,8,1.5,0.74,1.0258,0.66,0.0,1.6,-1.1,-2.1,1.3,LJUBLJANA,2003
2003-02-10,1137,8,0.9,0.71,1.0268,0.49,0.0,0.0,-0.9,-2.3,0.7,LJUBLJANA,2003
2003-02-11,1138,8,2.0,0.75,1.0279,0.38,0.0,0.1,-1.0,-1.7,1.2,LJUBLJANA,2003
2003-02-12,1139,5,2.3,0.7,1.0302,0.97,0.0,4.2,-2.5,-3.4,0.6,LJUBLJANA,2003
2003-02-13,1140,6,2.2,0.7,1.0293,0.86,0.0,2.1,-3.9,-6.8,-0.7,LJUBLJANA,2003
2003-02-14,1141,3,1.2,0.7,1.0283,1.04,0.0,4.8,-4.2,-7.9,0.5,LJUBLJANA,2003
2003-02-15,1142,4,1.2,0.7,1.0283,1.14,0.0,3.5,-3.9,-11.3,0.5,LJUBLJANA,2003
2003-02-16,1143,6,1.7,0.74,1.0311,0.84,0.0,2.7,-2.0,-6.2,1.1,LJUBLJANA,2003
2003-02-17,1144,6,2.0,0.69,1.0333,0.86,0.0,1.1,-2.5,-3.4,0.5,LJUBLJANA,2003
2003-02-18,1145,0,0.8,0.65,1.0261,1.34,0.0,8.3,-3.3,-9.2,2.8,LJUBLJANA,2003
2003-02-19,1146,2,1.0,0.71,1.0219,1.35,0.0,8.1,-3.1,-8.7,2.2,LJUBLJANA,2003
2003-02-20,1147,1,0.8,0.7,1.0197,1.39,0.0,7.9,-1.9,-8.9,5.5,LJUBLJANA,2003
2003-02-21,1148,6,0.9,0.7,1.0276,1.15,0.0,3.9,0.8,-4.8,5.4,LJUBLJANA,2003
2003-02-22,1149,6,2.2,0.65,1.0338,0.44,0.0,0.0,1.4,0.5,3.2,LJUBLJANA,2003
2003-02-23,1150,0,0.4,0.69,1.0372,1.51,0.0,8.8,-1.0,-6.2,5.8,LJUBLJANA,2003
2003-02-24,1151,0,0.5,0.67,1.0341,1.64,0.0,7.2,-1.2,-7.7,7.2,LJUBLJANA,2003
2003-02-25,1152,0,0.5,0.59,1.0308,1.57,0.0,9.1,0.2,-7.4,9.0,LJUBLJANA,2003
2003-02-26,1153,0,1.0,0.71,1.0263,1.66,0.0,9.1,2.6,-6.7,10.8,LJUBLJANA,2003
2003-02-27,1154,1,2.1,0.68,1.024,1.63,0.0,8.9,4.7,-2.9,10.5,LJUBLJANA,2003
2003-02-28,1155,0,0.9,0.69,1.027,1.58,0.0,8.9,5.3,-2.2,13.2,LJUBLJANA,2003
2003-03-01,1156,2,1.1,0.63,1.0248,1.52,0.0,6.7,6.2,-2.0,13.6,LJUBLJANA,2003
2003-03-02,1157,7,0.9,0.78,1.0166,0.83,0.0,0.0,5.6,-0.2,10.9,LJUBLJANA,2003
2003-03-03,1158,6,1.3,0.78,1.0154,1.08,0.0,2.1,6.4,2.2,11.1,LJUBLJANA,2003
2003-03-04,1159,2,1.0,0.72,1.0237,1.56,0.0,7.5,6.5,1.7,12.2,LJUBLJANA,2003
2003-03-05,1160,2,0.9,0.7,1.0237,1.68,0.0,9.4,6.6,1.3,13.1,LJUBLJANA,2003
2003-03-06,1161,6,1.1,0.87,1.0202,0.24,0.15,0.0,2.1,-0.8,6.5,LJUBLJANA,2003
2003-03-07,1162,8,1.0,0.85,1.0242,0.51,0.06,0.0,3.1,0.7,4.8,LJUBLJANA,2003
2003-03-08,1163,5,0.7,0.66,1.0248,1.46,0.0,6.1,6.3,2.0,12.2,LJUBLJANA,2003
2003-03-09,1164,6,1.1,0.6,1.0256,1.48,0.0,5.5,8.1,-0.7,14.2,LJUBLJANA,2003
2003-03-10,1165,4,0.6,0.65,1.0265,1.47,0.0,6.3,9.2,3.5,18.4,LJUBLJANA,2003
2003-03-11,1166,4,1.1,0.62,1.0253,1.48,0.0,5.8,10.2,0.6,19.1,LJUBLJANA,2003
2003-03-12,1167,8,2.5,0.64,1.0189,0.95,0.13,0.7,11.5,9.1,14.3,LJUBLJANA,2003
2003-03-13,1168,5,1.4,0.76,1.0239,1.37,0.0,5.8,5.1,3.4,12.0,LJUBLJANA,2003
2003-03-14,1169,4,1.3,0.65,1.0284,1.57,0.0,5.0,2.6,-2.0,7.5,LJUBLJANA,2003
2003-03-15,1170,6,3.6,0.57,1.0344,1.37,0.0,5.2,4.4,1.3,8.0,LJUBLJANA,2003
2003-03-16,1171,6,3.5,0.55,1.0363,1.32,0.0,4.9,5.5,2.6,7.5,LJUBLJANA,2003
2003-03-17,1172,2,1.0,0.54,1.0289,2.02,0.0,9.1,6.8,-2.0,14.0,LJUBLJANA,2003
2003-03-18,1173,1,1.0,0.58,1.0279,1.96,0.0,9.9,5.9,-1.1,13.6,LJUBLJANA,2003
2003-03-19,1174,2,0.7,0.61,1.0248,1.98,0.0,9.6,6.3,-1.2,13.9,LJUBLJANA,2003
2003-03-20,1175,1,0.8,0.57,1.0203,2.05,0.0,9.5,8.8,-0.6,18.6,LJUBLJANA,2003
2003-03-21,1176,6,1.9,0.64,1.0271,1.09,0.0,2.4,4.6,3.0,9.1,LJUBLJANA,2003
