date,days,cloud_cover,wind_speed,wind_gust,humidity,pressure,global_radiation,precipitation,sunshine,temp_mean,temp_min,temp_max,city
2002-06-27,909,4,4.0,10.3,0.66,1.0151,2.15,0.06,6.1,16.3,10.9,21.4,DUSSELDORF
2002-06-28,910,5,5.4,14.8,0.7,1.0176,1.8,0.06,4.0,13.5,8.1,19.2,DUSSELDORF
2002-06-29,911,4,3.4,8.2,0.62,1.0205,2.13,0.0,6.0,15.0,8.5,19.9,DUSSELDORF
2002-06-30,912,5,4.6,10.5,0.63,1.0157,2.16,0.19,6.2,16.1,10.0,20.6,DUSSELDORF
2002-07-01,913,8,5.4,17.4,0.82,1.007,0.74,1.65,0.0,14.5,12.5,15.9,DUSSELDORF
2002-07-02,914,7,6.0,18.2,0.77,1.0043,1.44,0.55,2.2,14.6,12.4,18.8,DUSSELDORF
2002-07-03,915,8,6.0,13.3,0.85,1.0019,0.96,0.81,0.4,15.1,13.0,18.3,DUSSELDORF
2002-07-04,916,6,5.4,12.6,0.75,1.0134,1.62,0.18,3.1,15.9,12.7,20.3,DUSSELDORF
2002-07-05,917,7,3.4,12.0,0.65,1.0137,1.56,0.05,2.8,17.8,13.1,23.3,DUSSELDORF
2002-07-06,918,7,2.9,7.2,0.76,1.0143,1.24,0.0,1.4,17.1,13.5,21.4,DUSSELDORF
2002-07-07,919,6,3.3,9.8,0.72,1.0172,1.59,0.0,3.0,17.8,13.9,21.5,DUSSELDORF
2002-07-08,920,3,3.5,10.9,0.63,1.0126,3.3,0.0,14.8,21.5,14.3,28.4,DUSSELDORF
2002-07-09,921,5,2.8,9.1,0.65,1.0081,2.17,0.03,6.4,22.5,16.6,29.5,DUSSELDORF
2002-07-10,922,6,2.9,7.4,0.84,1.0114,1.1,1.71,0.9,14.9,12.2,19.2,DUSSELDORF
2002-07-11,923,5,3.6,10.3,0.69,1.0188,2.24,0.0,6.9,16.4,11.0,21.7,DUSSELDORF
2002-07-12,924,5,1.5,6.6,0.62,1.0204,2.14,0.23,6.3,18.2,10.7,23.9,DUSSELDORF
2002-07-13,925,8,1.5,8.6,0.82,1.016,1.43,0.75,2.3,18.1,16.0,23.0,DUSSELDORF
2002-07-14,926,8,2.9,7.4,0.87,1.0208,0.8,0.07,0.1,18.5,16.5,22.3,DUSSELDORF
2002-07-15,927,6,3.1,7.8,0.75,1.0199,1.99,0.0,5.4,20.6,16.3,25.9,DUSSELDORF
2002-07-16,928,6,3.6,9.4,0.72,1.0154,1.6,0.01,3.2,19.7,14.8,23.7,DUSSELDORF
2002-07-17,929,7,4.2,11.4,0.74,1.0151,0.72,0.0,0.0,18.5,14.6,21.5,DUSSELDORF
2002-07-18,930,6,5.0,10.8,0.67,1.017,1.79,0.0,4.3,16.7,13.7,22.3,DUSSELDORF
2002-07-19,931,5,2.6,6.9,0.71,1.0186,0.99,0.0,0.6,15.5,10.6,19.6,DUSSELDORF
2002-07-20,932,3,1.9,13.4,0.69,1.0162,2.88,0.8,12.0,17.2,9.0,24.5,DUSSELDORF
2002-07-21,933,6,4.5,13.4,0.8,1.0138,1.74,0.1,4.1,15.9,12.5,19.2,DUSSELDORF
2002-07-22,934,7,3.9,9.8,0.71,1.0179,1.68,0.0,3.8,16.2,13.0,19.6,DUSSELDORF
2002-07-23,935,7,4.6,12.3,0.72,1.013,0.97,0.15,0.6,17.8,14.8,20.9,DUSSELDORF
2002-07-24,936,7,4.1,12.3,0.76,1.0124,1.23,0.17,1.6,17.5,14.8,21.5,DUSSELDORF
2002-07-25,937,6,2.5,7.0,0.69,1.0154,1.7,0.16,4.0,17.3,13.1,20.9,DUSSELDORF
2002-07-26,938,7,3.1,7.3,0.82,1.0168,1.1,0.05,1.1,18.0,14.5,22.8,DUSSELDORF
2002-07-27,939,1,2.2,6.1,0.7,1.0191,2.9,0.0,12.6,21.6,14.2,27.4,DUSSELDORF
2002-07-28,940,0,2.6,7.9,0.59,1.0187,3.12,0.0,14.5,23.5,16.4,29.6,DUSSELDORF
2002-07-29,941,1,1.5,6.3,0.59,1.0169,3.06,0.0,14.1,24.8,16.2,31.9,DUSSELDORF
2002-07-30,942,3,1.6,14.8,0.67,1.0107,2.13,0.0,6.9,24.3,18.3,32.9,DUSSELDORF
2002-07-31,943,6,1.8,8.2,0.77,1.0083,1.88,0.21,5.3,22.1,18.6,27.0,DUSSELDORF
2002-08-01,944,6,2.8,9.3,0.86,1.0114,0.91,0.31,0.5,17.8,13.4,20.5,DUSSELDORF
2002-08-02,945,5,2.1,7.1,0.65,1.014,2.19,0.0,7.5,19.6,14.1,25.0,DUSSELDORF
2002-08-03,946,6,2.5,8.6,0.79,1.0135,1.01,0.14,0.9,17.3,14.1,20.5,DUSSELDORF
2002-08-04,947,4,2.8,8.0,0.69,1.0125,2.49,0.01,9.9,18.8,14.1,24.1,DUSSELDORF
2002-08-05,948,6,1.8,6.9,0.82,1.0131,1.0,0.08,0.9,17.0,13.8,20.4,DUSSELDORF
2002-08-06,949,5,2.5,7.8,0.86,1.0129,1.48,0.39,3.2,15.9,12.2,19.3,DUSSELDORF
2002-08-07,950,4,1.5,4.4,0.78,1.0156,1.76,0.0,4.9,16.9,10.9,23.9,DUSSELDORF
2002-08-08,951,4,1.6,4.7,0.8,1.0127,1.67,0.0,4.4,18.2,14.4,24.7,DUSSELDORF
2002-08-09,952,5,3.2,9.7,0.78,1.0063,1.79,0.31,5.2,18.5,15.1,24.0,DUSSELDORF
2002-08-10,953,6,2.5,7.5,0.8,1.0047,1.31,0.0,2.4,18.2,15.2,23.1,DUSSELDORF
2002-08-11,954,8,2.9,8.1,0.83,1.0054,0.63,0.0,0.0,18.5,15.8,21.4,DUSSELDORF
2002-08-12,955,6,4.1,12.3,0.74,1.0102,1.53,0.03,3.7,18.4,14.7,23.5,DUSSELDORF
2002-08-13,956,5,2.8,9.3,0.73,1.0189,1.45,0.0,3.3,18.7,14.7,23.2,DUSSELDORF
2002-08-14,957,3,1.3,5.0,0.73,1.0205,2.22,0.0,8.7,19.7,12.7,26.0,DUSSELDORF
2002-08-15,958,1,1.8,7.0,0.66,1.0184,2.45,0.0,10.6,21.3,13.9,28.7,DUSSELDORF
2002-08-16,959,1,1.8,6.3,0.59,1.0184,2.7,0.0,12.9,22.5,14.2,29.6,DUSSELDORF
2002-08-17,960,2,2.0,7.5,0.6,1.0163,2.59,0.0,12.1,23.0,14.8,30.0,DUSSELDORF
2002-08-18,961,1,3.5,9.7,0.55,1.0134,2.52,0.0,11.6,24.7,17.1,30.8,DUSSELDORF
2002-08-19,962,6,3.6,15.6,0.68,1.0146,1.62,2.04,4.7,23.1,18.7,31.5,DUSSELDORF
2002-08-20,963,6,2.7,8.9,0.73,1.0137,1.37,1.24,3.2,22.0,17.2,27.6,DUSSELDORF
2002-08-21,964,8,3.5,7.2,0.92,1.0145,0.58,1.69,0.0,17.1,16.1,18.8,DUSSELDORF
2002-08-22,965,7,2.6,5.6,0.86,1.0178,0.58,0.01,0.0,17.4,16.1,20.4,DUSSELDORF
2002-08-23,966,6,1.9,6.7,0.82,1.0183,1.15,0.0,2.1,18.3,15.1,23.0,DUSSELDORF
2002-08-24,967,6,2.1,7.9,0.89,1.0187,0.84,1.28,0.7,17.4,15.3,21.2,DUSSELDORF
2002-08-25,968,7,2.1,6.5,0.77,1.0228,1.17,0.0,2.3,18.4,15.3,22.4,DUSSELDORF
2002-08-26,969,5,3.9,10.1,0.8,1.0183,1.52,0.0,4.5,20.1,15.1,25.5,DUSSELDORF
2002-08-27,970,6,1.8,5.9,0.88,1.0138,0.55,0.08,0.0,19.4,17.5,21.5,DUSSELDORF
2002-08-28,971,5,3.2,7.9,0.8,1.0152,1.58,0.0,5.1,21.8,18.7,26.7,DUSSELDORF
2002-08-29,972,4,2.1,6.0,0.79,1.0181,1.73,0.0,6.3,19.8,15.7,24.7,DUSSELDORF
2002-08-30,973,2,2.0,7.4,0.8,1.0191,1.64,0.0,5.7,19.2,14.1,24.1,DUSSELDORF
2002-08-31,974,5,3.2,10.0,0.77,1.0208,1.3,0.0,3.4,18.2,13.4,23.3,DUSSELDORF
2002-09-01,975,4,1.9,6.5,0.69,1.0287,1.23,0.0,3.3,15.0,9.9,20.0,DUSSELDORF
2002-09-02,976,2,4.0,10.0,0.64,1.0279,2.23,0.0,11.9,16.9,10.7,22.8,DUSSELDORF
2002-09-03,977,2,2.7,18.7,0.69,1.0185,1.77,0.09,7.7,15.6,9.4,21.8,DUSSELDORF
2002-09-04,978,5,3.0,10.0,0.78,1.0119,1.44,0.04,5.1,17.0,11.7,22.6,DUSSELDORF
2002-09-05,979,5,1.9,5.3,0.75,1.0144,1.41,0.0,4.9,18.0,13.7,22.9,DUSSELDORF
2002-09-06,980,3,4.0,9.5,0.72,1.0161,1.74,0.0,7.8,17.2,12.8,22.2,DUSSELDORF
2002-09-07,981,4,4.4,10.4,0.69,1.0129,1.2,0.0,3.5,17.9,13.9,22.7,DUSSELDORF
2002-09-08,982,4,4.1,9.9,0.64,1.0115,1.84,0.0,9.0,19.8,14.8,25.3,DUSSELDORF
2002-09-09,983,5,3.0,11.1,0.67,1.012,1.46,0.02,5.7,20.0,13.3,27.8,DUSSELDORF
2002-09-10,984,8,1.3,3.9,0.81,1.0208,0.47,0.85,0.0,15.1,13.2,17.0,DUSSELDORF
2002-09-11,985,7,1.9,5.6,0.87,1.0248,0.52,0.02,0.1,14.7,12.9,18.0,DUSSELDORF
2002-09-12,986,2,4.2,11.0,0.74,1.025,2.02,0.0,11.5,17.3,10.8,22.4,DUSSELDORF
2002-09-13,987,1,2.4,8.9,0.68,1.0246,2.06,0.0,12.2,15.7,9.4,22.6,DUSSELDORF
2002-09-14,988,6,2.5,8.5,0.82,1.0222,0.64,0.0,0.6,14.9,9.3,19.2,DUSSELDORF
2002-09-15,989,4,2.6,7.6,0.7,1.0216,1.77,0.0,9.5,15.4,9.4,20.5,DUSSELDORF
2002-09-16,990,5,1.3,5.9,0.78,1.0199,1.25,0.0,4.7,13.4,6.6,19.3,DUSSELDORF
2002-09-17,991,7,1.4,5.8,0.78,1.0182,0.67,0.0,0.8,14.4,10.2,18.2,DUSSELDORF
2002-09-18,992,6,1.5,4.0,0.78,1.0171,0.42,0.0,0.0,14.1,10.4,16.5,DUSSELDORF
2002-09-19,993,5,2.0,6.2,0.7,1.0162,1.45,0.0,6.9,14.7,10.1,19.7,DUSSELDORF
2002-09-20,994,6,1.6,5.9,0.76,1.0193,0.8,0.0,1.7,13.9,8.4,20.1,DUSSELDORF
2002-09-21,995,7,1.3,5.9,0.81,1.0174,0.41,0.06,0.0,13.4,10.1,16.8,DUSSELDORF
2002-09-22,996,5,2.7,15.0,0.85,1.0106,0.8,0.48,1.8,12.0,6.3,17.4,DUSSELDORF
2002-09-23,997,4,5.1,14.3,0.71,1.0158,1.27,0.0,5.7,11.1,6.2,15.4,DUSSELDORF
2002-09-24,998,2,4.5,13.4,0.66,1.0215,1.76,0.02,11.1,9.7,3.9,14.8,DUSSELDORF
2002-09-25,999,7,2.0,5.2,0.91,1.0178,0.39,0.41,0.0,9.4,3.4,13.0,DUSSELDORF
2002-09-26,1000,7,2.6,6.5,0.88,1.0161,0.43,0.21,0.1,11.6,8.3,14.7,DUSSELDORF
2002-09-27,1001,6,2.0,5.6,0.84,1.0231,1.06,0.09,4.3,12.0,7.2,17.8,DUSSELDORF
2002-09-28,1002,6,1.4,4.7,0.74,1.0286,0.85,0.0,2.6,12.7,7.4,17.3,DUSSELDORF
2002-09-29,1003,2,1.4,4.9,0.76,1.0292,1.58,0.0,10.1,12.7,6.5,19.7,DUSSELDORF
2002-09-30,1004,2,3.7,10.1,0.66,1.0265,1.61,0.0,10.7,13.0,6.7,19.1,DUSSELDORF
2002-10-01,1005,5,2.3,8.2,0.68,1.0236,1.41,0.0,8.5,13.5,8.5,21.0,DUSSELDORF
2002-10-02,1006,7,3.1,7.1,0.7,1.0216,0.87,0.01,3.1,14.9,10.3,19.7,DUSSELDORF
2002-10-03,1007,8,3.4,8.9,0.87,1.022,0.34,0.3,0.0,15.3,13.5,17.0,DUSSELDORF
2002-10-04,1008,5,2.5,7.7,0.78,1.0258,1.19,0.0,6.5,13.4,7.9,18.6,DUSSELDORF
2002-10-05,1009,7,4.3,10.4,0.9,1.0212,0.33,1.14,0.0,11.3,6.5,13.6,DUSSELDORF
2002-10-06,1010,6,4.5,13.8,0.86,1.0147,0.54,0.1,0.9,10.3,2.5,13.1,DUSSELDORF
2002-10-07,1011,6,2.1,5.8,0.87,1.0184,0.42,0.13,0.3,7.6,1.0,11.9,DUSSELDORF
2002-10-08,1012,4,3.4,8.1,0.73,1.016,1.36,0.0,9.4,7.5,3.9,12.6,DUSSELDORF
2002-10-09,1013,2,3.8,11.8,0.73,1.0116,1.32,0.0,9.0,8.3,1.4,15.9,DUSSELDORF
2002-10-10,1014,4,3.8,11.1,0.76,1.0115,1.3,0.0,9.0,8.4,4.5,13.5,DUSSELDORF
2002-10-11,1015,4,4.9,11.8,0.71,1.0148,1.1,0.0,6.7,7.1,3.6,11.7,DUSSELDORF
2002-10-12,1016,8,2.6,6.7,0.73,1.013,0.3,0.0,0.0,7.6,5.5,9.8,DUSSELDORF
2002-10-13,1017,8,2.6,8.4,0.82,1.0121,0.34,0.06,0.1,8.8,7.4,11.2,DUSSELDORF
2002-10-14,1018,7,6.7,16.3,0.79,1.0066,0.29,0.24,0.0,10.8,8.3,13.1,DUSSELDORF
2002-10-15,1019,6,3.5,10.4,0.86,1.0082,0.32,0.02,0.1,11.1,9.0,13.5,DUSSELDORF
2002-10-16,1020,6,5.6,13.6,0.8,1.0003,0.44,0.2,0.7,13.2,10.6,15.5,DUSSELDORF
2002-10-17,1021,5,4.0,10.4,0.8,1.0006,0.8,0.0,4.1,10.1,5.3,14.5,DUSSELDORF
2002-10-18,1022,6,4.5,12.1,0.82,1.007,0.55,0.79,1.7,7.6,3.7,11.5,DUSSELDORF
2002-10-19,1023,4,3.6,17.4,0.86,1.0166,0.67,0.12,2.9,5.9,2.4,10.9,DUSSELDORF
2002-10-20,1024,6,3.3,8.3,0.74,1.0176,0.68,0.05,3.1,6.7,2.4,10.7,DUSSELDORF
2002-10-21,1025,7,4.9,11.8,0.84,1.0002,0.26,0.07,0.0,11.5,7.6,16.0,DUSSELDORF
2002-10-22,1026,7,5.7,14.3,0.81,0.9919,0.38,0.14,0.6,14.2,11.8,16.5,DUSSELDORF
2002-10-23,1027,5,6.9,17.1,0.76,0.9969,0.59,0.1,2.5,10.8,4.2,14.5,DUSSELDORF
2002-10-24,1028,3,5.2,11.1,0.72,1.0096,1.02,0.12,8.2,8.6,4.0,12.2,DUSSELDORF
2002-10-25,1029,7,6.6,15.2,0.83,0.9995,0.24,0.92,0.0,11.8,9.4,13.6,DUSSELDORF
2002-10-26,1030,5,9.4,23.6,0.65,1.0094,0.71,0.63,4.2,11.7,7.6,15.0,DUSSELDORF
2002-10-27,1031,7,11.6,30.8,0.75,1.0061,0.49,0.66,1.8,12.0,7.4,17.2,DUSSELDORF
2002-10-28,1032,2,5.9,15.1,0.71,1.0264,0.87,0.0,6.8,8.8,4.4,12.6,DUSSELDORF
2002-10-29,1033,7,3.9,11.0,0.74,1.0202,0.28,0.15,0.2,8.5,3.9,11.0,DUSSELDORF
2002-10-30,1034,7,1.6,5.3,0.84,1.0146,0.35,0.05,0.7,9.9,8.6,12.4,DUSSELDORF
2002-10-31,1035,7,1.3,4.6,0.88,1.0187,0.21,0.0,0.0,8.5,2.3,11.2,DUSSELDORF
2002-11-01,1036,6,3.6,8.4,0.88,1.0169,0.24,1.17,0.1,9.6,1.7,13.9,DUSSELDORF
2002-11-02,1037,6,3.4,12.7,0.85,1.0116,0.39,0.69,1.2,12.9,9.6,15.6,DUSSELDORF
2002-11-03,1038,7,5.4,13.5,0.83,1.0061,0.41,0.38,1.5,11.8,8.4,14.7,DUSSELDORF
2002-11-04,1039,6,1.9,5.1,0.88,1.0144,0.2,0.01,0.0,8.7,5.9,11.9,DUSSELDORF
2002-11-05,1040,7,1.6,4.7,0.84,1.0244,0.35,0.0,1.0,7.6,3.1,9.4,DUSSELDORF
2002-11-06,1041,4,5.8,12.6,0.8,1.0192,0.72,0.38,6.0,7.2,2.3,11.5,DUSSELDORF
2002-11-07,1042,6,3.7,13.2,0.86,1.0112,0.19,0.7,0.0,6.8,4.8,9.0,DUSSELDORF
2002-11-08,1043,6,6.4,17.6,0.86,1.0102,0.32,1.47,0.9,5.8,1.4,9.2,DUSSELDORF
2002-11-09,1044,4,5.0,19.8,0.81,1.0013,0.59,0.02,4.3,8.0,1.3,11.2,DUSSELDORF
2002-11-10,1045,5,4.2,12.9,0.87,1.0078,0.41,1.58,2.0,5.0,-1.2,8.6,DUSSELDORF
2002-11-11,1046,5,4.1,11.7,0.87,1.004,0.45,0.01,2.6,9.5,7.2,12.3,DUSSELDORF
2002-11-12,1047,5,5.7,12.2,0.78,1.0078,0.57,0.18,4.5,10.3,7.5,13.3,DUSSELDORF
2002-11-13,1048,7,5.9,14.6,0.79,0.9972,0.33,0.17,1.2,10.5,8.6,12.1,DUSSELDORF
2002-11-14,1049,5,6.2,13.2,0.72,0.9902,0.26,0.0,0.6,10.9,8.4,13.5,DUSSELDORF
2002-11-15,1050,6,3.1,8.7,0.85,0.9946,0.17,0.03,0.0,8.3,5.0,10.2,DUSSELDORF
2002-11-16,1051,8,2.3,7.2,0.92,0.998,0.16,1.28,0.0,7.8,4.6,9.6,DUSSELDORF
2002-11-17,1052,7,4.3,10.0,0.87,1.0086,0.29,0.08,1.0,9.3,7.9,11.9,DUSSELDORF
2002-11-18,1053,7,2.3,5.9,0.88,1.0142,0.16,0.0,0.0,8.8,6.8,10.4,DUSSELDORF
2002-11-19,1054,7,2.1,5.8,0.83,1.0134,0.27,0.0,0.8,8.0,5.2,10.4,DUSSELDORF
2002-11-20,1055,5,4.2,11.3,0.82,1.0103,0.52,0.0,4.5,6.8,1.9,10.3,DUSSELDORF
2002-11-21,1056,7,5.5,12.0,0.73,0.9982,0.15,0.0,0.0,10.1,8.1,12.5,DUSSELDORF
2002-11-22,1057,6,3.7,7.6,0.79,1.0,0.21,0.0,0.4,9.4,5.9,11.8,DUSSELDORF
2002-11-23,1058,3,5.2,11.5,0.76,1.0064,0.63,0.12,7.2,8.5,5.4,12.2,DUSSELDORF
2002-11-24,1059,6,3.1,7.4,0.85,1.0087,0.2,0.29,0.3,7.5,3.7,9.9,DUSSELDORF
2002-11-25,1060,7,3.7,10.4,0.87,1.0034,0.17,0.33,0.1,8.2,5.8,10.2,DUSSELDORF
2002-11-26,1061,7,2.7,8.7,0.87,1.0134,0.14,0.0,0.0,8.2,3.6,10.1,DUSSELDORF
2002-11-27,1062,3,3.5,13.6,0.82,1.0158,0.53,0.0,5.6,6.7,0.6,11.8,DUSSELDORF
2002-11-28,1063,6,5.3,11.6,0.76,1.011,0.45,0.03,4.2,9.9,8.3,12.4,DUSSELDORF
2002-11-29,1064,7,2.3,6.4,0.84,1.0137,0.14,0.03,0.0,9.3,7.4,11.1,DUSSELDORF
2002-11-30,1065,8,1.6,4.5,0.89,1.0201,0.16,0.01,0.1,7.9,6.9,8.9,DUSSELDORF
2002-12-01,1066,6,5.8,13.9,0.82,1.0108,0.42,0.47,4.2,7.3,4.8,9.5,DUSSELDORF
2002-12-02,1067,7,4.6,10.0,0.86,1.0021,0.12,0.19,0.0,6.9,5.5,8.1,DUSSELDORF
2002-12-03,1068,7,2.0,5.7,0.84,1.0115,0.25,0.01,1.4,7.2,3.8,10.7,DUSSELDORF
2002-12-04,1069,4,2.8,6.4,0.83,1.0152,0.31,0.0,2.3,5.5,2.1,8.9,DUSSELDORF
2002-12-05,1070,7,3.2,10.0,0.84,1.0208,0.15,0.0,0.2,4.7,0.9,7.7,DUSSELDORF
2002-12-06,1071,8,5.3,11.7,0.8,1.0278,0.12,0.0,0.0,1.8,0.7,4.2,DUSSELDORF
2002-12-07,1072,8,5.4,10.7,0.8,1.0258,0.12,0.0,0.0,0.6,-1.4,1.5,DUSSELDORF
2002-12-08,1073,3,4.7,10.2,0.69,1.0273,0.47,0.0,5.8,-1.4,-3.7,1.0,DUSSELDORF
2002-12-09,1074,0,4.8,11.4,0.66,1.0285,0.52,0.0,6.9,-5.0,-7.7,-2.9,DUSSELDORF
2002-12-10,1075,0,3.2,7.4,0.68,1.0263,0.5,0.0,6.7,-5.9,-8.5,-1.7,DUSSELDORF
2002-12-11,1076,0,2.6,6.4,0.71,1.0256,0.5,0.0,6.6,-6.5,-10.7,-2.0,DUSSELDORF
2002-12-12,1077,3,3.9,11.3,0.66,1.0226,0.26,0.0,1.7,-3.0,-9.9,1.1,DUSSELDORF
2002-12-13,1078,6,2.0,7.2,0.81,1.0243,0.11,0.01,0.0,0.1,-6.3,4.4,DUSSELDORF
2002-12-14,1079,8,1.6,6.3,0.88,1.0209,0.11,0.0,0.0,2.5,-1.0,5.0,DUSSELDORF
2002-12-15,1080,8,6.8,13.3,0.82,1.0129,0.13,0.38,0.1,3.6,2.7,4.9,DUSSELDORF
2002-12-16,1081,8,5.5,11.6,0.9,1.0114,0.11,0.8,0.0,5.8,2.7,7.1,DUSSELDORF
2002-12-17,1082,8,3.1,5.8,0.92,1.022,0.11,0.01,0.0,1.1,0.1,2.7,DUSSELDORF
2002-12-18,1083,4,1.4,5.3,0.82,1.032,0.49,0.0,6.6,0.2,-3.6,3.6,DUSSELDORF
2002-12-19,1084,5,2.2,8.3,0.81,1.0309,0.41,0.0,4.7,1.1,-2.0,4.8,DUSSELDORF
2002-12-20,1085,5,4.2,9.3,0.83,1.0204,0.14,0.0,0.2,1.7,-0.7,3.9,DUSSELDORF
2002-12-21,1086,8,1.5,4.6,0.9,1.0185,0.11,0.06,0.0,4.2,2.7,6.3,DUSSELDORF
2002-12-22,1087,8,5.7,15.2,0.91,1.0084,0.11,1.41,0.0,7.7,3.9,11.1,DUSSELDORF
2002-12-23,1088,8,3.2,11.3,0.89,1.0133,0.11,0.08,0.0,6.0,3.2,8.7,DUSSELDORF
2002-12-24,1089,8,4.8,11.8,0.86,1.0114,0.23,0.19,1.3,10.0,8.0,12.3,DUSSELDORF
2002-12-25,1090,7,4.9,8.9,0.86,1.0142,0.22,0.0,1.1,10.6,9.5,12.0,DUSSELDORF
2002-12-26,1091,6,6.2,15.7,0.87,1.0066,0.11,0.47,0.0,9.0,7.9,10.2,DUSSELDORF
2002-12-27,1092,8,6.4,12.2,0.87,0.9971,0.11,0.43,0.0,10.7,9.4,11.3,DUSSELDORF
2002-12-28,1093,8,4.1,10.9,0.88,0.999,0.11,0.08,0.0,9.6,7.9,10.9,DUSSELDORF
2002-12-29,1094,8,4.6,11.8,0.88,1.0034,0.11,1.8,0.0,7.7,5.9,12.1,DUSSELDORF
2002-12-30,1095,8,6.5,17.9,0.87,0.9982,0.11,1.19,0.0,10.6,2.7,12.9,DUSSELDORF
2002-12-31,1096,8,4.4,11.3,0.8,1.0111,0.11,0.0,0.0,1.1,-0.2,2.7,DUSSELDORF
2003-01-01,1097,8,6.1,14.6,0.85,1.0032,0.17,0.74,0.4,4.5,0.4,11.4,DUSSELDORF
2003-01-02,1098,8,7.3,24.0,0.85,0.987,0.18,0.91,0.5,10.1,7.7,12.6,DUSSELDORF
2003-01-03,1099,8,5.4,16.3,0.86,0.9956,0.12,0.9,0.0,7.2,1.9,9.5,DUSSELDORF
2003-01-04,1100,7,4.9,10.3,0.78,1.008,0.2,0.0,0.7,-0.4,-1.7,2.1,DUSSELDORF
2003-01-05,1101,7,2.9,6.8,0.81,1.0136,0.26,0.07,1.6,-2.3,-4.2,-0.8,DUSSELDORF
2003-01-06,1102,7,3.7,9.8,0.82,1.0144,0.19,0.0,0.6,-1.7,-4.7,-0.1,DUSSELDORF
2003-01-07,1103,6,3.7,8.0,0.74,1.0205,0.33,0.0,2.7,-4.3,-5.2,-3.0,DUSSELDORF
2003-01-08,1104,2,2.8,7.1,0.67,1.0181,0.57,0.0,7.5,-7.0,-11.1,-2.7,DUSSELDORF
2003-01-09,1105,1,2.7,6.6,0.6,1.02,0.56,0.0,7.2,-7.9,-10.5,-3.7,DUSSELDORF
2003-01-10,1106,4,1.7,5.9,0.75,1.0255,0.32,0.0,2.3,-6.5,-13.1,-1.6,DUSSELDORF
2003-01-11,1107,3,1.9,5.7,0.79,1.0346,0.53,0.0,6.3,-3.9,-8.4,0.1,DUSSELDORF
2003-01-12,1108,6,3.2,8.6,0.84,1.0343,0.13,0.18,0.0,-2.2,-7.4,0.4,DUSSELDORF
2003-01-13,1109,8,5.6,13.0,0.92,1.0263,0.13,0.26,0.0,3.2,-0.6,6.7,DUSSELDORF
2003-01-14,1110,8,5.7,9.9,0.87,1.0291,0.13,0.0,0.0,6.5,5.5,7.6,DUSSELDORF
2003-01-15,1111,8,7.2,14.2,0.75,1.0257,0.13,0.16,0.0,5.2,4.1,6.1,DUSSELDORF
2003-01-16,1112,5,4.8,10.2,0.85,1.0268,0.36,0.0,2.6,4.6,1.5,7.1,DUSSELDORF
2003-01-17,1113,2,5.4,12.6,0.8,1.0214,0.62,0.0,7.4,2.8,0.2,5.7,DUSSELDORF
2003-01-18,1114,7,4.4,10.7,0.83,1.0176,0.14,0.0,0.0,3.5,1.3,5.0,DUSSELDORF
2003-01-19,1115,6,7.9,17.4,0.77,1.0067,0.24,0.06,0.8,4.8,1.7,8.0,DUSSELDORF
2003-01-20,1116,7,7.0,14.5,0.76,1.0024,0.24,0.51,0.7,8.0,6.0,9.8,DUSSELDORF
2003-01-21,1117,6,5.9,11.4,0.82,0.9924,0.23,0.01,0.6,7.6,6.2,8.9,DUSSELDORF
2003-01-22,1118,7,5.6,12.4,0.81,0.994,0.15,0.38,0.0,7.3,5.7,9.2,DUSSELDORF
2003-01-23,1119,8,5.3,12.7,0.85,1.0158,0.15,0.07,0.0,6.3,3.3,7.2,DUSSELDORF
2003-01-24,1120,3,2.3,7.2,0.77,1.0368,0.51,0.0,4.3,2.7,-0.8,6.8,DUSSELDORF
2003-01-25,1121,4,4.4,11.9,0.81,1.0323,0.56,0.25,5.1,2.2,-1.6,6.2,DUSSELDORF
2003-01-26,1122,8,4.2,10.1,0.9,1.0281,0.16,0.55,0.0,4.8,3.5,6.3,DUSSELDORF
2003-01-27,1123,8,4.3,12.3,0.93,1.024,0.16,0.65,0.0,9.0,6.3,10.4,DUSSELDORF
2003-01-28,1124,7,7.9,23.5,0.78,1.0114,0.16,0.41,0.0,5.9,2.2,9.6,DUSSELDORF
2003-01-29,1125,8,5.5,15.9,0.86,0.9994,0.17,0.53,0.0,3.4,1.0,4.6,DUSSELDORF
2003-01-30,1126,7,5.2,14.2,0.86,1.0012,0.32,0.18,1.2,0.7,-3.9,2.6,DUSSELDORF
2003-01-31,1127,4,2.8,11.8,0.77,1.0168,0.45,0.0,2.7,-3.7,-6.2,-2.2,DUSSELDORF
2003-02-01,1128,6,5.1,13.0,0.77,1.019,0.5,0.01,3.3,-2.6,-6.5,-0.4,DUSSELDORF
2003-02-02,1129,8,6.2,13.4,0.85,1.007,0.24,0.26,0.3,2.1,-1.7,5.3,DUSSELDORF
2003-02-03,1130,5,6.2,16.4,0.79,0.993,0.51,0.15,3.2,3.5,-1.5,6.1,DUSSELDORF
2003-02-04,1131,6,5.3,12.7,0.85,0.9931,0.56,0.28,3.8,1.2,-1.6,4.2,DUSSELDORF
2003-02-05,1132,6,5.5,14.3,0.79,1.0045,0.35,0.08,1.2,2.8,1.2,5.3,DUSSELDORF
2003-02-06,1133,7,3.1,12.8,0.75,1.0191,0.43,0.0,2.0,1.1,-0.4,3.2,DUSSELDORF
